Rank	EntryId	EntryName	TimeRemaining	Points	Lineup	Contest Size	Contest Format	Buy-in	Notes
203	806918964	jrueb (6/10)	0	141.28	WR Kendall Wright FLEX Todd Gurley II DST Rams  QB Carson Wentz TE Zach Ertz RB David Johnson WR Larry Fitzgerald RB Le'Veon Bell WR Paul Richardson	1149	Double	$1 	"Excludes Thursday, Florida games"
203	806918968	jrueb (7/10)	0	141.28	WR Kendall Wright FLEX Todd Gurley II DST Rams  QB Carson Wentz TE Zach Ertz RB David Johnson WR Larry Fitzgerald RB Le'Veon Bell WR Paul Richardson	1149	Double	$1 	"Excludes Thursday, Florida games"
203	806918985	jrueb (8/10)	0	141.28	WR Kendall Wright FLEX Todd Gurley II DST Rams  QB Carson Wentz TE Zach Ertz RB David Johnson WR Larry Fitzgerald RB Le'Veon Bell WR Paul Richardson	1149	Double	$1 	"Excludes Thursday, Florida games"
203	806918992	jrueb (9/10)	0	141.28	WR Kendall Wright FLEX Todd Gurley II DST Rams  QB Carson Wentz TE Zach Ertz RB David Johnson WR Larry Fitzgerald RB Le'Veon Bell WR Paul Richardson	1149	Double	$1 	"Excludes Thursday, Florida games"
203	806918993	jrueb (10/10)	0	141.28	WR Kendall Wright FLEX Todd Gurley II DST Rams  QB Carson Wentz TE Zach Ertz RB David Johnson WR Larry Fitzgerald RB Le'Veon Bell WR Paul Richardson	1149	Double	$1 	"Excludes Thursday, Florida games"
203	808203289	abkessel1	0	141.28	WR Kendall Wright FLEX Todd Gurley II DST Rams  QB Carson Wentz TE Zach Ertz RB David Johnson WR Larry Fitzgerald RB Le'Veon Bell WR Paul Richardson	1149	Double	$1 	"Excludes Thursday, Florida games"
203	811832933	curry_burrito	0	141.28	WR Kendall Wright FLEX Todd Gurley II DST Rams  QB Carson Wentz TE Zach Ertz RB David Johnson WR Larry Fitzgerald RB Le'Veon Bell WR Paul Richardson	1149	Double	$1 	"Excludes Thursday, Florida games"
203	813577646	pruiks15	0	141.28	WR Kendall Wright FLEX Todd Gurley II DST Rams  QB Carson Wentz TE Zach Ertz RB David Johnson WR Larry Fitzgerald RB Le'Veon Bell WR Paul Richardson	1149	Double	$1 	"Excludes Thursday, Florida games"
226	809741629	namastebrah (2/2)	0	140.86	TE Delanie Walker FLEX Frank Gore WR Amari Cooper QB Carson Palmer DST Cardinals  WR Antonio Brown RB Carlos Hyde WR Terrelle Pryor Sr. RB Leonard Fournette	1149	Double	$1 	"Excludes Thursday, Florida games"
227	814421667	teamArmor	0	140.74	WR Anquan Boldin FLEX A.J. Green RB Ezekiel Elliott QB Jared Goff RB Matt Forte WR Alshon Jeffery TE Zach Ertz DST Eagles  WR Antonio Brown	1149	Double	$1 	"Excludes Thursday, Florida games"
228	812076355	thageneralj	0	140.54	WR DeAndre Hopkins WR A.J. Green FLEX Marvin Jones Jr. QB Marcus Mariota TE Delanie Walker RB Todd Gurley II WR Larry Fitzgerald DST Steelers  RB Christian McCaffrey	1149	Double	$1 	"Excludes Thursday, Florida games"
229	813118429	floyd.gerry (3/3)	0	140.44	RB Lamar Miller RB Jordan Howard FLEX Golden Tate QB Aaron Rodgers TE Delanie Walker DST Rams  WR Alshon Jeffery WR Larry Fitzgerald WR Kelvin Benjamin	1149	Double	$1 	"Excludes Thursday, Florida games"
230	801190610	Rferg24	0	140.38	WR Mohamed Sanu RB LeSean McCoy TE Delanie Walker WR T.Y. Hilton QB Derek Carr RB Todd Gurley II DST Rams  FLEX Robby Anderson WR Doug Baldwin	1149	Double	$1 	"Excludes Thursday, Florida games"
231	813543223	terryfish1 (1/3)	0	139.94	QB Aaron Rodgers WR Jordy Nelson TE Delanie Walker FLEX Amari Cooper RB Matt Forte WR Pierre Garcon RB Jonathan Stewart DST Jaguars  WR Mike Wallace	1149	Double	$1 	"Excludes Thursday, Florida games"
232	811540619	ThatM_F	0	139.48	WR Kendall Wright FLEX Delanie Walker DST Rams  QB Carson Wentz TE Zach Ertz RB David Johnson WR Larry Fitzgerald RB Le'Veon Bell WR Pierre Garcon	1149	Double	$1 	"Excludes Thursday, Florida games"
232	812116179	JMason925 (1/10)	0	139.48	WR Kendall Wright FLEX Delanie Walker DST Rams  QB Carson Wentz TE Zach Ertz RB David Johnson WR Larry Fitzgerald RB Le'Veon Bell WR Pierre Garcon	1149	Double	$1 	"Excludes Thursday, Florida games"
232	812116180	JMason925 (2/10)	0	139.48	WR Kendall Wright FLEX Delanie Walker DST Rams  QB Carson Wentz TE Zach Ertz RB David Johnson WR Larry Fitzgerald RB Le'Veon Bell WR Pierre Garcon	1149	Double	$1 	"Excludes Thursday, Florida games"
232	812116181	JMason925 (3/10)	0	139.48	WR Kendall Wright FLEX Delanie Walker DST Rams  QB Carson Wentz TE Zach Ertz RB David Johnson WR Larry Fitzgerald RB Le'Veon Bell WR Pierre Garcon	1149	Double	$1 	"Excludes Thursday, Florida games"
232	812116182	JMason925 (4/10)	0	139.48	WR Kendall Wright FLEX Delanie Walker DST Rams  QB Carson Wentz TE Zach Ertz RB David Johnson WR Larry Fitzgerald RB Le'Veon Bell WR Pierre Garcon	1149	Double	$1 	"Excludes Thursday, Florida games"
232	812116183	JMason925 (5/10)	0	139.48	WR Kendall Wright FLEX Delanie Walker DST Rams  QB Carson Wentz TE Zach Ertz RB David Johnson WR Larry Fitzgerald RB Le'Veon Bell WR Pierre Garcon	1149	Double	$1 	"Excludes Thursday, Florida games"
232	812116184	JMason925 (6/10)	0	139.48	WR Kendall Wright FLEX Delanie Walker DST Rams  QB Carson Wentz TE Zach Ertz RB David Johnson WR Larry Fitzgerald RB Le'Veon Bell WR Pierre Garcon	1149	Double	$1 	"Excludes Thursday, Florida games"
232	812116185	JMason925 (7/10)	0	139.48	WR Kendall Wright FLEX Delanie Walker DST Rams  QB Carson Wentz TE Zach Ertz RB David Johnson WR Larry Fitzgerald RB Le'Veon Bell WR Pierre Garcon	1149	Double	$1 	"Excludes Thursday, Florida games"
232	812116186	JMason925 (8/10)	0	139.48	WR Kendall Wright FLEX Delanie Walker DST Rams  QB Carson Wentz TE Zach Ertz RB David Johnson WR Larry Fitzgerald RB Le'Veon Bell WR Pierre Garcon	1149	Double	$1 	"Excludes Thursday, Florida games"
232	812116187	JMason925 (9/10)	0	139.48	WR Kendall Wright FLEX Delanie Walker DST Rams  QB Carson Wentz TE Zach Ertz RB David Johnson WR Larry Fitzgerald RB Le'Veon Bell WR Pierre Garcon	1149	Double	$1 	"Excludes Thursday, Florida games"
232	812116188	JMason925 (10/10)	0	139.48	WR Kendall Wright FLEX Delanie Walker DST Rams  QB Carson Wentz TE Zach Ertz RB David Johnson WR Larry Fitzgerald RB Le'Veon Bell WR Pierre Garcon	1149	Double	$1 	"Excludes Thursday, Florida games"
243	804800797	DanFBG (1/10)	0	139.38	RB LeSean McCoy WR Kendall Wright DST Bengals  WR Amari Cooper FLEX Todd Gurley II WR Sterling Shepard QB Carson Wentz TE Zach Ertz RB David Johnson	1149	Double	$1 	"Excludes Thursday, Florida games"
243	804800798	DanFBG (2/10)	0	139.38	RB LeSean McCoy WR Kendall Wright DST Bengals  WR Amari Cooper FLEX Todd Gurley II WR Sterling Shepard QB Carson Wentz TE Zach Ertz RB David Johnson	1149	Double	$1 	"Excludes Thursday, Florida games"
243	804800799	DanFBG (3/10)	0	139.38	RB LeSean McCoy WR Kendall Wright DST Bengals  WR Amari Cooper FLEX Todd Gurley II WR Sterling Shepard QB Carson Wentz TE Zach Ertz RB David Johnson	1149	Double	$1 	"Excludes Thursday, Florida games"
243	804800800	DanFBG (4/10)	0	139.38	RB LeSean McCoy WR Kendall Wright DST Bengals  WR Amari Cooper FLEX Todd Gurley II WR Sterling Shepard QB Carson Wentz TE Zach Ertz RB David Johnson	1149	Double	$1 	"Excludes Thursday, Florida games"
243	804800801	DanFBG (5/10)	0	139.38	RB LeSean McCoy WR Kendall Wright DST Bengals  WR Amari Cooper FLEX Todd Gurley II WR Sterling Shepard QB Carson Wentz TE Zach Ertz RB David Johnson	1149	Double	$1 	"Excludes Thursday, Florida games"
243	804800802	DanFBG (6/10)	0	139.38	RB LeSean McCoy WR Kendall Wright DST Bengals  WR Amari Cooper FLEX Todd Gurley II WR Sterling Shepard QB Carson Wentz TE Zach Ertz RB David Johnson	1149	Double	$1 	"Excludes Thursday, Florida games"
243	804800803	DanFBG (7/10)	0	139.38	RB LeSean McCoy WR Kendall Wright DST Bengals  WR Amari Cooper FLEX Todd Gurley II WR Sterling Shepard QB Carson Wentz TE Zach Ertz RB David Johnson	1149	Double	$1 	"Excludes Thursday, Florida games"
243	804800804	DanFBG (8/10)	0	139.38	RB LeSean McCoy WR Kendall Wright DST Bengals  WR Amari Cooper FLEX Todd Gurley II WR Sterling Shepard QB Carson Wentz TE Zach Ertz RB David Johnson	1149	Double	$1 	"Excludes Thursday, Florida games"
243	804800805	DanFBG (9/10)	0	139.38	RB LeSean McCoy WR Kendall Wright DST Bengals  WR Amari Cooper FLEX Todd Gurley II WR Sterling Shepard QB Carson Wentz TE Zach Ertz RB David Johnson	1149	Double	$1 	"Excludes Thursday, Florida games"
243	804800806	DanFBG (10/10)	0	139.38	RB LeSean McCoy WR Kendall Wright DST Bengals  WR Amari Cooper FLEX Todd Gurley II WR Sterling Shepard QB Carson Wentz TE Zach Ertz RB David Johnson	1149	Double	$1 	"Excludes Thursday, Florida games"
253	810399569	timkay	0	139.3	FLEX Jordan Howard DST Packers  RB Todd Gurley II WR Torrey Smith TE Zach Ertz RB David Johnson WR Antonio Brown WR Jermaine Kearse QB Kirk Cousins	1149	Double	$1 	"Excludes Thursday, Florida games"
254	810374426	30inchwalleye (8/10)	0	139.08	WR Julio Jones RB Ameer Abdullah FLEX Frank Gore WR Amari Cooper RB Todd Gurley II QB Carson Wentz TE Zach Ertz WR Antonio Brown DST 49ers 	1149	Double	$1 	"Excludes Thursday, Florida games"
255	804906064	shawners (1/10)	0	138.98	FLEX LeSean McCoy WR Kendall Wright QB DeShone Kizer WR Rishard Matthews DST Rams  TE Zach Ertz RB David Johnson RB Le'Veon Bell WR Paul Richardson	1149	Double	$1 	"Excludes Thursday, Florida games"
255	804906069	shawners (2/10)	0	138.98	FLEX LeSean McCoy WR Kendall Wright QB DeShone Kizer WR Rishard Matthews DST Rams  TE Zach Ertz RB David Johnson RB Le'Veon Bell WR Paul Richardson	1149	Double	$1 	"Excludes Thursday, Florida games"
255	804906073	shawners (3/10)	0	138.98	FLEX LeSean McCoy WR Kendall Wright QB DeShone Kizer WR Rishard Matthews DST Rams  TE Zach Ertz RB David Johnson RB Le'Veon Bell WR Paul Richardson	1149	Double	$1 	"Excludes Thursday, Florida games"
255	804906075	shawners (4/10)	0	138.98	FLEX LeSean McCoy WR Kendall Wright QB DeShone Kizer WR Rishard Matthews DST Rams  TE Zach Ertz RB David Johnson RB Le'Veon Bell WR Paul Richardson	1149	Double	$1 	"Excludes Thursday, Florida games"
255	804906084	shawners (5/10)	0	138.98	FLEX LeSean McCoy WR Kendall Wright QB DeShone Kizer WR Rishard Matthews DST Rams  TE Zach Ertz RB David Johnson RB Le'Veon Bell WR Paul Richardson	1149	Double	$1 	"Excludes Thursday, Florida games"
255	804915102	shawners (6/10)	0	138.98	FLEX LeSean McCoy WR Kendall Wright QB DeShone Kizer WR Rishard Matthews DST Rams  TE Zach Ertz RB David Johnson RB Le'Veon Bell WR Paul Richardson	1149	Double	$1 	"Excludes Thursday, Florida games"
255	804915110	shawners (7/10)	0	138.98	FLEX LeSean McCoy WR Kendall Wright QB DeShone Kizer WR Rishard Matthews DST Rams  TE Zach Ertz RB David Johnson RB Le'Veon Bell WR Paul Richardson	1149	Double	$1 	"Excludes Thursday, Florida games"
255	804915113	shawners (8/10)	0	138.98	FLEX LeSean McCoy WR Kendall Wright QB DeShone Kizer WR Rishard Matthews DST Rams  TE Zach Ertz RB David Johnson RB Le'Veon Bell WR Paul Richardson	1149	Double	$1 	"Excludes Thursday, Florida games"
255	804915117	shawners (9/10)	0	138.98	FLEX LeSean McCoy WR Kendall Wright QB DeShone Kizer WR Rishard Matthews DST Rams  TE Zach Ertz RB David Johnson RB Le'Veon Bell WR Paul Richardson	1149	Double	$1 	"Excludes Thursday, Florida games"
255	804915121	shawners (10/10)	0	138.98	FLEX LeSean McCoy WR Kendall Wright QB DeShone Kizer WR Rishard Matthews DST Rams  TE Zach Ertz RB David Johnson RB Le'Veon Bell WR Paul Richardson	1149	Double	$1 	"Excludes Thursday, Florida games"
255	810980844	Cuddy120 (1/10)	0	138.98	RB LeSean McCoy WR Kendall Wright QB DeShone Kizer WR Rishard Matthews DST Rams  TE Zach Ertz RB David Johnson FLEX Le'Veon Bell WR Paul Richardson	1149	Double	$1 	"Excludes Thursday, Florida games"
255	810980849	Cuddy120 (6/10)	0	138.98	RB LeSean McCoy WR Kendall Wright QB DeShone Kizer WR Rishard Matthews DST Rams  TE Zach Ertz RB David Johnson FLEX Le'Veon Bell WR Paul Richardson	1149	Double	$1 	"Excludes Thursday, Florida games"
267	810620550	jasongovert (4/6)	0	138.84	RB LeSean McCoy FLEX Kendall Wright TE Delanie Walker WR Michael Crabtree RB Todd Gurley II DST Rams  WR Larry Fitzgerald QB Cam Newton WR Kelvin Benjamin	1149	Double	$1 	"Excludes Thursday, Florida games"
268	811775734	BnM923	0	138.74	RB Lamar Miller RB Jordan Howard WR Kevin White DST Bengals  QB Aaron Rodgers WR Michael Crabtree FLEX Todd Gurley II TE Zach Ertz WR Antonio Brown	1149	Double	$1 	"Excludes Thursday, Florida games"
269	813521821	justin.w.robinson85	0	138.56	WR Michael Crabtree DST Rams  TE Zach Ertz QB Carson Palmer RB David Johnson FLEX Carlos Hyde WR Pierre Garcon WR Terrelle Pryor Sr. RB Christian McCaffrey	1149	Double	$1 	"Excludes Thursday, Florida games"
270	811239223	Bosco61	0	138.44	TE C.J. Fiedorowicz QB Aaron Rodgers WR Jordy Nelson RB DeMarco Murray DST Rams  FLEX Zach Ertz WR Doug Baldwin WR Terrelle Pryor Sr. RB Christian McCaffrey	1149	Double	$1 	"Excludes Thursday, Florida games"
271	812675031	mjrlaw23 (1/10)	0	138.38	WR Kendall Wright WR A.J. Green WR Rishard Matthews RB Todd Gurley II DST Rams  QB Carson Wentz TE Zach Ertz RB Le'Veon Bell FLEX Doug Baldwin	1149	Double	$1 	"Excludes Thursday, Florida games"
271	812677601	mjrlaw23 (2/10)	0	138.38	WR Kendall Wright WR A.J. Green WR Rishard Matthews RB Todd Gurley II DST Rams  QB Carson Wentz TE Zach Ertz RB Le'Veon Bell FLEX Doug Baldwin	1149	Double	$1 	"Excludes Thursday, Florida games"
271	812677629	mjrlaw23 (3/10)	0	138.38	WR Kendall Wright WR A.J. Green WR Rishard Matthews RB Todd Gurley II DST Rams  QB Carson Wentz TE Zach Ertz RB Le'Veon Bell FLEX Doug Baldwin	1149	Double	$1 	"Excludes Thursday, Florida games"
271	812677638	mjrlaw23 (4/10)	0	138.38	WR Kendall Wright WR A.J. Green WR Rishard Matthews RB Todd Gurley II DST Rams  QB Carson Wentz TE Zach Ertz RB Le'Veon Bell FLEX Doug Baldwin	1149	Double	$1 	"Excludes Thursday, Florida games"
271	812685978	mjrlaw23 (5/10)	0	138.38	WR Kendall Wright WR A.J. Green WR Rishard Matthews RB Todd Gurley II DST Rams  QB Carson Wentz TE Zach Ertz RB Le'Veon Bell FLEX Doug Baldwin	1149	Double	$1 	"Excludes Thursday, Florida games"
271	812685989	mjrlaw23 (6/10)	0	138.38	WR Kendall Wright WR A.J. Green WR Rishard Matthews RB Todd Gurley II DST Rams  QB Carson Wentz TE Zach Ertz RB Le'Veon Bell FLEX Doug Baldwin	1149	Double	$1 	"Excludes Thursday, Florida games"
271	812686000	mjrlaw23 (7/10)	0	138.38	WR Kendall Wright WR A.J. Green WR Rishard Matthews RB Todd Gurley II DST Rams  QB Carson Wentz TE Zach Ertz RB Le'Veon Bell FLEX Doug Baldwin	1149	Double	$1 	"Excludes Thursday, Florida games"
271	812686007	mjrlaw23 (8/10)	0	138.38	WR Kendall Wright WR A.J. Green WR Rishard Matthews RB Todd Gurley II DST Rams  QB Carson Wentz TE Zach Ertz RB Le'Veon Bell FLEX Doug Baldwin	1149	Double	$1 	"Excludes Thursday, Florida games"
271	812686025	mjrlaw23 (9/10)	0	138.38	WR Kendall Wright WR A.J. Green WR Rishard Matthews RB Todd Gurley II DST Rams  QB Carson Wentz TE Zach Ertz RB Le'Veon Bell FLEX Doug Baldwin	1149	Double	$1 	"Excludes Thursday, Florida games"
271	812686030	mjrlaw23 (10/10)	0	138.38	WR Kendall Wright WR A.J. Green WR Rishard Matthews RB Todd Gurley II DST Rams  QB Carson Wentz TE Zach Ertz RB Le'Veon Bell FLEX Doug Baldwin	1149	Double	$1 	"Excludes Thursday, Florida games"
281	814443271	HeyKidMove	0	138.18	WR Kendall Wright WR Amari Cooper DST Rams  QB Carson Wentz TE Zach Ertz RB David Johnson RB Le'Veon Bell FLEX Carlos Hyde WR Paul Richardson	1149	Double	$1 	"Excludes Thursday, Florida games"
282	812627454	JakeHarken (1/2)	0	138.08	RB LeSean McCoy WR A.J. Green WR Michael Crabtree RB Todd Gurley II FLEX Bilal Powell QB Carson Wentz TE Zach Ertz DST Panthers  WR Mike Wallace	1149	Double	$1 	"Excludes Thursday, Florida games"
283	811691365	jakesports814	0	137.98	WR Kendall Wright WR Amari Cooper RB Todd Gurley II DST Rams  QB Carson Wentz TE Zach Ertz WR Larry Fitzgerald RB Le'Veon Bell FLEX Kelvin Benjamin	1149	Double	$1 	"Excludes Thursday, Florida games"
283	812412521	JackieElephantBattle	0	137.98	WR Kendall Wright WR Amari Cooper RB Todd Gurley II DST Rams  QB Carson Wentz TE Zach Ertz WR Larry Fitzgerald RB Le'Veon Bell FLEX Kelvin Benjamin	1149	Double	$1 	"Excludes Thursday, Florida games"
285	808489460	bgmula	0	137.94	FLEX Jordan Howard WR Kendall Wright QB Aaron Rodgers RB Todd Gurley II DST Rams  WR Brandon Marshall TE Zach Ertz RB David Johnson WR Larry Fitzgerald	1149	Double	$1 	"Excludes Thursday, Florida games"
285	812617176	DarthCe	0	137.94	WR Zay Jones QB Aaron Rodgers WR Jordy Nelson RB Todd Gurley II TE Zach Ertz RB David Johnson WR Larry Fitzgerald FLEX Rob Kelley DST Ravens 	1149	Double	$1 	"Excludes Thursday, Florida games"
287	811945441	gkfifer	0	137.9	RB LeSean McCoy RB DeMarco Murray FLEX Todd Gurley II DST Rams  WR Alshon Jeffery TE Zach Ertz WR Marquise Goodwin QB Kirk Cousins WR Terrelle Pryor Sr.	1149	Double	$1 	"Excludes Thursday, Florida games"
288	811317610	1800gambler	0	137.82	RB LeSean McCoy WR Kevin White RB Isaiah Crowell WR Golden Tate FLEX Todd Gurley II DST Rams  TE Evan Engram QB Russell Wilson WR Doug Baldwin	1149	Double	$1 	"Excludes Thursday, Florida games"
289	809118329	bopz87	0	137.78	WR Julio Jones RB Jordan Howard WR Kevin White WR Amari Cooper DST Rams  QB Carson Wentz FLEX LeGarrette Blount TE Jimmy Graham RB Leonard Fournette	1149	Double	$1 	"Excludes Thursday, Florida games"
290	812710743	pdpablo (4/10)	0	137.64	WR Kendall Wright QB Aaron Rodgers RB Todd Gurley II DST Rams  TE Zach Ertz WR Larry Fitzgerald RB Le'Veon Bell FLEX Carlos Hyde WR Doug Baldwin	1149	Double	$1 	"Excludes Thursday, Florida games"
290	812718240	pdpablo (10/10)	0	137.64	WR Kendall Wright QB Aaron Rodgers RB Todd Gurley II DST Rams  TE Zach Ertz WR Larry Fitzgerald RB Le'Veon Bell FLEX Carlos Hyde WR Doug Baldwin	1149	Double	$1 	"Excludes Thursday, Florida games"
292	811701962	praexidus	0	137.44	RB Jordan Howard WR A.J. Green WR Corey Coleman QB Aaron Rodgers WR Eric Decker RB Todd Gurley II DST Rams  TE Jimmy Graham FLEX Jonathan Stewart	1149	Double	$1 	"Excludes Thursday, Florida games"
293	814419408	TheBigTicket (9/10)	0	137.28	RB LeSean McCoy QB Derek Carr FLEX Todd Gurley II DST Rams  WR Robby Anderson TE Zach Ertz RB David Johnson WR Martavis Bryant WR Marquise Goodwin	1149	Double	$1 	"Excludes Thursday, Florida games"
294	814419404	TheBigTicket (5/10)	0	137.08	RB Todd Gurley II DST Rams  QB Carson Wentz TE Zach Ertz RB David Johnson WR Martavis Bryant FLEX Carlos Hyde WR Terrelle Pryor Sr. WR Kelvin Benjamin	1149	Double	$1 	"Excludes Thursday, Florida games"
295	811498865	jizmoglobin	0	136.66	RB Devonta Freeman RB Jordan Howard TE Zach Ertz QB Carson Palmer WR Larry Fitzgerald DST Steelers  WR Pierre Garcon WR Doug Baldwin FLEX Leonard Fournette	1149	Double	$1 	"Excludes Thursday, Florida games"
296	813318826	mlaw455 (10/10)	0	136.58	WR Kendall Wright WR Rishard Matthews DST Rams  QB Carson Wentz TE Zach Ertz RB David Johnson WR Larry Fitzgerald RB Le'Veon Bell FLEX Carlos Hyde	1149	Double	$1 	"Excludes Thursday, Florida games"
297	809226823	draftwiz (1/3)	0	136.46	RB LeSean McCoy WR Kendall Wright DST Rams  TE Zach Ertz QB Carson Palmer WR Larry Fitzgerald RB Le'Veon Bell FLEX Carlos Hyde WR Pierre Garcon	1149	Double	$1 	"Excludes Thursday, Florida games"
297	810966782	draftwiz (2/3)	0	136.46	RB LeSean McCoy WR Kendall Wright DST Rams  TE Zach Ertz QB Carson Palmer WR Larry Fitzgerald RB Le'Veon Bell FLEX Carlos Hyde WR Pierre Garcon	1149	Double	$1 	"Excludes Thursday, Florida games"
297	810966789	draftwiz (3/3)	0	136.46	RB LeSean McCoy WR Kendall Wright DST Rams  TE Zach Ertz QB Carson Palmer WR Larry Fitzgerald RB Le'Veon Bell FLEX Carlos Hyde WR Pierre Garcon	1149	Double	$1 	"Excludes Thursday, Florida games"
300	812863765	Kylecunn	0	136.26	RB Jordan Howard TE Jason Witten WR Michael Crabtree RB Todd Gurley II DST Rams  QB Carson Palmer WR Larry Fitzgerald FLEX Doug Baldwin WR Kelvin Benjamin	1149	Double	$1 	"Excludes Thursday, Florida games"
301	801121953	BRORANNOSAURUS_FLEX (1/10)	0	135.94	WR Kendall Wright QB Marcus Mariota RB Todd Gurley II DST Rams  TE Zach Ertz WR Larry Fitzgerald FLEX Le'Veon Bell RB Carlos Hyde WR Doug Baldwin	1149	Double	$1 	"Excludes Thursday, Florida games"
301	801121954	BRORANNOSAURUS_FLEX (2/10)	0	135.94	WR Kendall Wright QB Marcus Mariota RB Todd Gurley II DST Rams  TE Zach Ertz WR Larry Fitzgerald FLEX Le'Veon Bell RB Carlos Hyde WR Doug Baldwin	1149	Double	$1 	"Excludes Thursday, Florida games"
301	801121955	BRORANNOSAURUS_FLEX (3/10)	0	135.94	WR Kendall Wright QB Marcus Mariota RB Todd Gurley II DST Rams  TE Zach Ertz WR Larry Fitzgerald FLEX Le'Veon Bell RB Carlos Hyde WR Doug Baldwin	1149	Double	$1 	"Excludes Thursday, Florida games"
301	801121956	BRORANNOSAURUS_FLEX (4/10)	0	135.94	WR Kendall Wright QB Marcus Mariota RB Todd Gurley II DST Rams  TE Zach Ertz WR Larry Fitzgerald FLEX Le'Veon Bell RB Carlos Hyde WR Doug Baldwin	1149	Double	$1 	"Excludes Thursday, Florida games"
301	801121957	BRORANNOSAURUS_FLEX (5/10)	0	135.94	WR Kendall Wright QB Marcus Mariota RB Todd Gurley II DST Rams  TE Zach Ertz WR Larry Fitzgerald FLEX Le'Veon Bell RB Carlos Hyde WR Doug Baldwin	1149	Double	$1 	"Excludes Thursday, Florida games"
301	801121958	BRORANNOSAURUS_FLEX (6/10)	0	135.94	WR Kendall Wright QB Marcus Mariota RB Todd Gurley II DST Rams  TE Zach Ertz WR Larry Fitzgerald FLEX Le'Veon Bell RB Carlos Hyde WR Doug Baldwin	1149	Double	$1 	"Excludes Thursday, Florida games"
301	801121959	BRORANNOSAURUS_FLEX (7/10)	0	135.94	WR Kendall Wright QB Marcus Mariota RB Todd Gurley II DST Rams  TE Zach Ertz WR Larry Fitzgerald FLEX Le'Veon Bell RB Carlos Hyde WR Doug Baldwin	1149	Double	$1 	"Excludes Thursday, Florida games"
301	801121960	BRORANNOSAURUS_FLEX (8/10)	0	135.94	WR Kendall Wright QB Marcus Mariota RB Todd Gurley II DST Rams  TE Zach Ertz WR Larry Fitzgerald FLEX Le'Veon Bell RB Carlos Hyde WR Doug Baldwin	1149	Double	$1 	"Excludes Thursday, Florida games"
301	801121961	BRORANNOSAURUS_FLEX (9/10)	0	135.94	WR Kendall Wright QB Marcus Mariota RB Todd Gurley II DST Rams  TE Zach Ertz WR Larry Fitzgerald FLEX Le'Veon Bell RB Carlos Hyde WR Doug Baldwin	1149	Double	$1 	"Excludes Thursday, Florida games"
301	801121962	BRORANNOSAURUS_FLEX (10/10)	0	135.94	WR Kendall Wright QB Marcus Mariota RB Todd Gurley II DST Rams  TE Zach Ertz WR Larry Fitzgerald FLEX Le'Veon Bell RB Carlos Hyde WR Doug Baldwin	1149	Double	$1 	"Excludes Thursday, Florida games"
301	802251224	ballinrees82 (1/10)	0	135.94	WR Kendall Wright QB Marcus Mariota RB Todd Gurley II DST Rams  TE Zach Ertz WR Larry Fitzgerald RB Le'Veon Bell FLEX Carlos Hyde WR Doug Baldwin	1149	Double	$1 	"Excludes Thursday, Florida games"
301	802251225	ballinrees82 (2/10)	0	135.94	WR Kendall Wright QB Marcus Mariota RB Todd Gurley II DST Rams  TE Zach Ertz WR Larry Fitzgerald RB Le'Veon Bell FLEX Carlos Hyde WR Doug Baldwin	1149	Double	$1 	"Excludes Thursday, Florida games"
301	802251229	ballinrees82 (3/10)	0	135.94	WR Kendall Wright QB Marcus Mariota RB Todd Gurley II DST Rams  TE Zach Ertz WR Larry Fitzgerald RB Le'Veon Bell FLEX Carlos Hyde WR Doug Baldwin	1149	Double	$1 	"Excludes Thursday, Florida games"
301	802251230	ballinrees82 (4/10)	0	135.94	WR Kendall Wright QB Marcus Mariota RB Todd Gurley II DST Rams  TE Zach Ertz WR Larry Fitzgerald RB Le'Veon Bell FLEX Carlos Hyde WR Doug Baldwin	1149	Double	$1 	"Excludes Thursday, Florida games"
301	802259912	ballinrees82 (5/10)	0	135.94	WR Kendall Wright QB Marcus Mariota RB Todd Gurley II DST Rams  TE Zach Ertz WR Larry Fitzgerald RB Le'Veon Bell FLEX Carlos Hyde WR Doug Baldwin	1149	Double	$1 	"Excludes Thursday, Florida games"
301	802259915	ballinrees82 (6/10)	0	135.94	WR Kendall Wright QB Marcus Mariota RB Todd Gurley II DST Rams  TE Zach Ertz WR Larry Fitzgerald RB Le'Veon Bell FLEX Carlos Hyde WR Doug Baldwin	1149	Double	$1 	"Excludes Thursday, Florida games"
301	802259916	ballinrees82 (7/10)	0	135.94	WR Kendall Wright QB Marcus Mariota RB Todd Gurley II DST Rams  TE Zach Ertz WR Larry Fitzgerald RB Le'Veon Bell FLEX Carlos Hyde WR Doug Baldwin	1149	Double	$1 	"Excludes Thursday, Florida games"
301	802259917	ballinrees82 (8/10)	0	135.94	WR Kendall Wright QB Marcus Mariota RB Todd Gurley II DST Rams  TE Zach Ertz WR Larry Fitzgerald RB Le'Veon Bell FLEX Carlos Hyde WR Doug Baldwin	1149	Double	$1 	"Excludes Thursday, Florida games"
301	802259918	ballinrees82 (9/10)	0	135.94	WR Kendall Wright QB Marcus Mariota RB Todd Gurley II DST Rams  TE Zach Ertz WR Larry Fitzgerald RB Le'Veon Bell FLEX Carlos Hyde WR Doug Baldwin	1149	Double	$1 	"Excludes Thursday, Florida games"
