Id,Name,Position,teamAbbrev,Salary,AvgPointsPerGame,Actual,Override,Alerts
66460,Maxx Williams,TE,BAL,2600,0,1.5,0,PlayerMatchupIsGreat:1
66461,Mason Schreck,TE,CIN,2500,0,0,0,PlayerMatchupIsBad:1|Injured:1
66462,Ricardo Louis,WR,CLE,3000,2.65,5.2,0,ExpectedStarter:1|PlayerMatchupIsBad:1|StarBad:1
66463,Tanner McEvoy,WR,SEA,3000,0,0,0,PlayerMatchupIsGood:1|PlayerMatchupIsGreat:1
66464,Shane Smith,RB,NYG,3000,0,0,0,PlayerMatchupIsHorribad:1
66465,Noel Thomas,WR,DET,3000,0,0,0,PlayerMatchupIsGood:1
66466,DeShone Kizer,QB,CLE,4800,12.36,19.58,0,ExpectedStarter:1|PlayerMatchupIsHorribad:1
66467,Josh Gordon,WR,CLE,4000,0,0,0,PlayerMatchupIsBad:1|Injured:1
66468,Russell Hansbrough,RB,TB,3000,0,0,0,PlayerMatchupIsGood:1|PlayerMatchupIsBad:1|WindHelping:1
66469,Mike Wallace,WR,BAL,4500,11.89,1.8,0,ExpectedStarter:1|PlayerMatchupIsHorribad:1|PlayerMatchupIsBad:1|ThumbDown:1|VegasGood:1
66470,Rannell Hall,WR,CLE,3000,0,0,0,PlayerMatchupIsBad:1
66471,Ty Montgomery,RB,GB,5800,14.94,19.3,0,ExpectedStarter:1|PlayerMatchupIsBad:1|ThumbUp:1|VegasBad:2
66472,DeAngelo Williams,RB,PIT,3000,0,0,0,PlayerMatchupIsGreat:2|OptimalPick:1|ThumbDown:1
66473,Julius Thomas,TE,MIA,2900,0,0,0,ExpectedStarter:1|PlayerMatchupIsHorribad:1
66474,Brandon LaFell,WR,CIN,3700,8.42,5.4,0,ExpectedStarter:1|PlayerMatchupIsGood:1|PlayerIsHot:1|VegasBad:1
66475,Tyler Gaffney,RB,JAX,3000,0,0,0,PlayerMatchupIsBad:1|Injured:1
66476,Pharoh Cooper,WR,LAR,3100,0,0,0,
66477,Daikiel Shorts,WR,BUF,3000,0,0,0,
66478,Jerell Adams,TE,NYG,2500,0,0,0,PlayerMatchupIsGreat:1
66479,Kenyan Drake,RB,MIA,4100,0,0,0,WindHelping:1
66480,Darrin Laufasa,RB,CIN,3000,0,0,0,PlayerMatchupIsBad:1
66481,Nick Williams,WR,ATL,3000,0,0,0,
66482,Charles Sims,RB,TB,3900,0,0,0,ExpectedStarter:1|PlayerMatchupIsGood:1|PlayerMatchupIsBad:1|WindHelping:1|ThumbUp:1
66483,KeVonn Mabon,WR,TEN,3000,0,0,0,
66484,Darren McFadden,RB,DAL,6100,0,0,0,ExpectedStarter:1|PlayerMatchupIsBad:1|Injured:1|ThumbUp:1|VegasBad:1|StarBad:1
66485,Anthony Fasano,TE,MIA,2500,0,0,0,PlayerMatchupIsHorribad:1
66486,Nick Vannett,TE,SEA,2500,0,2,0,PlayerMatchupIsGreat:1|PlayerMatchupIsBad:1
66487,Aaron Dobson,WR,ARI,3000,0,0,0,PlayerMatchupIsGood:1|Injured:1
66488,Joshua Dobbs,QB,PIT,4000,0,0,0,PlayerMatchupIsGood:1|PlayerMatchupIsGreat:1
66489,Stephen Anderson,TE,HOU,2500,0,3.4,0,PlayerMatchupIsBad:1
66490,Mychal Rivera,TE,JAX,2500,0,0,0,PlayerMatchupIsBad:1|PlayerMatchupIsHorribad:1|Injured:1
66491,Aldrick Robinson,WR,SF,3300,4.51,1.7,0,ExpectedStarter:1|PlayerMatchupIsGood:1
66492,Chad Williams,WR,ARI,3000,0,0,0,PlayerMatchupIsGood:1
66493,Chris Manhertz,TE,CAR,2500,0,0,0,
66494,John Crockett,RB,OAK,3000,0,0,0,PlayerMatchupIsHorribad:1|PlayerMatchupIsBad:1
66495,Allen Hurns,WR,JAX,3500,10.43,7.2,0,ExpectedStarter:1|PlayerMatchupIsHorribad:1|PlayerMatchupIsBad:1|ThumbDown:1
66496,Michael Rector,WR,DET,3000,0,0,0,PlayerMatchupIsGood:1
66497,Robert Turbin,RB,IND,4000,0,1.3,0,
66498,Jonathan Williams,RB,BUF,3900,0,0,0,
66499,Tommy Bohanon,RB,JAX,3000,0,7.1,0,PlayerMatchupIsBad:1
66500,Rueben Randle,WR,CHI,3000,0,0,0,Injured:1
66501,Carlton Agudosi,WR,ARI,3000,0,0,0,PlayerMatchupIsGood:1
66502,Cyril Grayson,WR,SEA,3000,0,0,0,PlayerMatchupIsGood:1|PlayerMatchupIsGreat:1
66503,Erik Swoope,TE,IND,2700,0,0,0,PlayerMatchupIsBad:1|Injured:1
66504,Phazahn Odom,TE,PIT,2500,0,0,0,PlayerMatchupIsGreat:2
66505,C.J. Board,WR,BAL,3000,0,0,0,PlayerMatchupIsHorribad:1|PlayerMatchupIsBad:1
66506,Seth Roberts,WR,OAK,3300,6.92,8.9,0,ExpectedStarter:1|PlayerMatchupIsGood:1|ThumbUp:1|VegasGood:1
66507,Sammie Coates,WR,CLE,3800,0,0,0,PlayerMatchupIsBad:1|Injured:1
66508,Terrance West,RB,BAL,4700,12.81,14,0,ExpectedStarter:1|ThumbDown:1|VegasBad:1
66509,Paul McRoberts,WR,LAR,3000,0,0,0,
66510,Martellus Bennett,TE,GB,4100,9.28,7.3,0,ExpectedStarter:1|PlayerMatchupIsBad:1|PlayerMatchupIsHorribad:1|ThumbUp:1|StarGood:1
66511,Jerome Cunningham,TE,TEN,2500,0,0,0,PlayerMatchupIsGreat:1
66512,David Njoku,TE,CLE,2700,0,4,0,PlayerMatchupIsGood:1
66513,Manasseh Garner,TE,WAS,2500,0,0,0,PlayerMatchupIsHorribad:1|PlayerMatchupIsBad:1
66514,Julian Howsare,RB,NYJ,3000,0,0,0,PlayerMatchupIsGood:1|PlayerMatchupIsGreat:1
66515,Amba Etta-Tawo,WR,JAX,3000,0,0,0,PlayerMatchupIsHorribad:1|PlayerMatchupIsBad:1
66516,DeAndre Smelter,WR,SF,3000,0,0,0,PlayerMatchupIsGood:1
66517,Derel Walker,WR,TB,3000,0,0,0,
66518,Paul Turner,WR,PHI,3000,0,0,0,
66519,Shelton Gibson,WR,PHI,3000,0,0,0,
66520,Richard Rodgers,TE,GB,2700,0,0,0,PlayerMatchupIsBad:1|PlayerMatchupIsHorribad:1
66521,Taylor McNamara,TE,CLE,2500,0,0,0,PlayerMatchupIsGood:1
66522,Deante Burton,WR,ATL,3000,0,0,0,
66523,Seahawks ,DST,SEA,2900,6.37,7,0,ExpectedStarter:1|PlayerMatchupIsHorribad:1
66524,Cowboys ,DST,DAL,2900,5.91,12,0,ExpectedStarter:1|PlayerMatchupIsHorribad:1
66525,William Stanback,RB,GB,3000,0,0,0,PlayerMatchupIsBad:1
66526,Josh Bellamy,WR,CHI,3000,6.08,5.7,0,ExpectedStarter:1
66527,Chris Briggs,WR,IND,3000,0,0,0,PlayerMatchupIsGood:1|Injured:1
66528,Packers ,DST,GB,2500,6.23,9,0,ExpectedStarter:1
66529,Geronimo Allison,WR,GB,3000,0,0,0,PlayerMatchupIsBad:1|Injured:1
66530,Justin Hunter,WR,PIT,4000,0,0,0,PlayerMatchupIsGood:1|ThumbDown:1
66531,Philly Brown,WR,BUF,3000,0,0,0,
66532,AJ McCarron,QB,CIN,4700,0,0,0,PlayerMatchupIsGreat:1
66533,Alek Torgersen,QB,ATL,4000,0,0,0,PlayerMatchupIsBad:2
66534,Matthew Dayes,RB,CLE,3000,0,3.6,0,PlayerMatchupIsGood:1
66535,Eric Wallace,TE,CAR,2500,0,0,0,
66536,Joe Banyard,RB,BUF,3000,0,0,0,
66537,DeSean Jackson,WR,TB,4900,0,0,0,ExpectedStarter:1
66538,K.D. Cannon,WR,LAR,3000,0,0,0,
66539,Ryan Fitzpatrick,QB,TB,4800,0,0,0,PlayerMatchupIsGreat:1|WindHurting:1
66540,Brandon Weeden,QB,HOU,4000,0,0,0,PlayerMatchupIsBad:1|PlayerMatchupIsHorribad:1
66541,Colin Thompson,TE,NYG,2500,0,0,0,PlayerMatchupIsGreat:1
66542,Matthew Stafford,QB,DET,6100,17.98,28.08,0,ExpectedStarter:1|PlayerMatchupIsBad:1|PlayerMatchupIsHorribad:1
66543,Brandon Brown-Dukes,RB,PIT,3000,0,0,0,PlayerMatchupIsGreat:2
66544,Matt Simms,QB,ATL,4000,0,0,0,PlayerMatchupIsBad:2|Injured:1
66545,Freddie Stevenson,RB,CHI,3000,0,0,0,PlayerMatchupIsBad:1
66546,Jimmy Graham,TE,SEA,5100,13.84,3.8,0,ExpectedStarter:1|PlayerMatchupIsGreat:1|PlayerMatchupIsBad:1|ThumbDown:1|VegasBad:2|StarBad:1
66547,DeMarco Murray,RB,TEN,7400,17.84,8,0,ExpectedStarter:1|PlayerMatchupIsGood:1|VegasGood:1
66548,Tra Carson,RB,CIN,3000,0,0,0,PlayerMatchupIsBad:1|Injured:1
66549,Matt Hazel,WR,WAS,3000,0,0,0,PlayerMatchupIsGood:1
66550,Robert Davis,WR,WAS,3000,0,0,0,PlayerMatchupIsGood:1
66551,Jared Cook,TE,OAK,3300,7.04,10.6,0,ExpectedStarter:1|OptimalPick:1|VegasGood:1|StarGood:1
66552,Jamize Olawale,RB,OAK,3000,0,0,0,PlayerMatchupIsHorribad:1|PlayerMatchupIsBad:1|ThumbDown:1
66553,Bug Howard,WR,IND,3000,0,0,0,PlayerMatchupIsGood:1
66554,David Moore,WR,SEA,3000,0,0,0,PlayerMatchupIsGood:1|PlayerMatchupIsGreat:1
66555,Algernon Brown,RB,NYJ,3000,0,0,0,PlayerMatchupIsGood:1|PlayerMatchupIsGreat:1
66556,Chris Moore,WR,BAL,3000,0,0,0,PlayerMatchupIsHorribad:1|PlayerMatchupIsBad:1
66557,Colin Kaepernick,QB,SF,4700,0,0,0,PlayerMatchupIsGreat:1|PlayerMatchupIsGood:1
66558,Hakeem Valles,TE,ARI,2500,0,0,0,PlayerMatchupIsGood:1
66559,Alex Collins,RB,SEA,3000,0,0,0,PlayerMatchupIsBad:1
66560,Tavarres King,WR,NYG,3200,0,0,0,OptimalPick:1
66561,Fred Brown,WR,IND,3000,0,0,0,PlayerMatchupIsGood:1
66562,James Conner,RB,PIT,4500,0,1.1,0,PlayerMatchupIsGreat:2
66563,Maurice Harris,WR,WAS,3000,0,0,0,PlayerMatchupIsGood:1
66564,Geoff Swaim,TE,DAL,2500,0,0,0,PlayerMatchupIsGreat:1|PlayerMatchupIsHorribad:1
66565,Davante Adams,WR,GB,5200,15.39,7.7,0,ExpectedStarter:1|PlayerMatchupIsBad:1|PlayerIsHot:1|ThumbUp:1
66566,Aaron Ripkowski,RB,GB,3000,0,0,0,PlayerMatchupIsBad:1
66567,Aaron Rodgers,QB,GB,7000,23.87,20.54,0,ExpectedStarter:1|PlayerMatchupIsHorribad:1
66568,Troymaine Pope,RB,IND,3000,0,0,0,
66569,Jace Amaro,TE,TEN,2500,0,0,0,PlayerMatchupIsGreat:1
66570,Ifeanyi Momah,TE,ARI,2500,0,0,0,PlayerMatchupIsGood:1
66571,Anthony Denham,TE,PHI,2500,0,0,0,PlayerMatchupIsGreat:1|PlayerMatchupIsHorribad:1
66572,Stanley Williams,RB,CIN,3000,0,0,0,PlayerMatchupIsBad:1
66573,Marvin Jones Jr.,WR,DET,4100,12.22,11.7,0,ExpectedStarter:1|PlayerMatchupIsGood:1|PlayerIsHot:2|StarGood:1|VegasGood:1
66574,Wendall Williams,WR,HOU,3000,0,0,0,PlayerMatchupIsHorribad:1|PlayerMatchupIsBad:1|Injured:1
66575,Joe Webb,QB,CAR,4000,0,0,0,PlayerMatchupIsGreat:1
66576,Aaron Peck,TE,GB,2500,0,0,0,PlayerMatchupIsBad:1|PlayerMatchupIsHorribad:1
66577,Kyle Coleman,RB,SEA,3000,0,0,0,PlayerMatchupIsHorribad:1
66578,T.Y. Hilton,WR,IND,6900,14.67,7.7,0,ExpectedStarter:1|PlayerMatchupIsGood:1|PlayerIsHot:1|VegasBad:1
66579,K.J. Brent,WR,OAK,3000,0,0,0,PlayerMatchupIsGood:1
66580,Joe Flacco,QB,BAL,5500,14.59,7.84,0,ExpectedStarter:1|PlayerMatchupIsBad:1|VegasBad:1
66581,Steelers ,DST,PIT,3600,6.8,18,0,ExpectedStarter:1|PlayerMatchupIsGreat:1
66582,Khalfani Muhammad,RB,TEN,3000,0,0,0,PlayerMatchupIsGood:1
66583,Nick Mullens,QB,SF,4000,0,0,0,PlayerMatchupIsGreat:1|PlayerMatchupIsGood:1
66584,Richard Mullaney,WR,CLE,3000,0,0,0,PlayerMatchupIsBad:1
66585,Arrelious Benn,WR,JAX,3000,0,2.2,0,PlayerMatchupIsHorribad:1|PlayerMatchupIsBad:1
66586,DeAngelo Yancey,WR,GB,3000,0,0,0,PlayerMatchupIsBad:1
66587,Carson Palmer,QB,ARI,6000,17.45,11.96,0,ExpectedStarter:1|PlayerMatchupIsGreat:1
66588,Andre Roberts,WR,ATL,3000,0,0,0,ThumbUp:1
66589,Cory Harkey,TE,LAR,2500,0,0,0,PlayerMatchupIsGreat:1
66590,Trevor Graham,WR,CAR,3000,0,0,0,PlayerMatchupIsGood:1
66591,Colts ,DST,IND,2700,5.88,2,0,ExpectedStarter:1|PlayerMatchupIsGood:1|PlayerMatchupIsGreat:1|ThumbDown:1
66592,Leonte Carroo,WR,MIA,3000,0,0,0,
66593,Sefo Liufau,QB,TB,4000,0,0,0,PlayerMatchupIsGreat:1|WindHurting:1|Injured:1
66594,MarQueis Gray,TE,MIA,2500,0,0,0,PlayerMatchupIsHorribad:1
66595,Rod Smith,RB,DAL,3900,0,0,0,PlayerMatchupIsBad:1
66596,Benjamin Watson,TE,BAL,2800,6.29,0,0,ExpectedStarter:1|PlayerMatchupIsGreat:1
66597,Ed Dickson,TE,CAR,2500,0,0,0,
66598,Terrelle Pryor Sr.,WR,WAS,6100,15.39,12.6,0,ExpectedStarter:1|PlayerMatchupIsGood:1
66599,Darreus Rogers,WR,SEA,3000,0,0,0,PlayerMatchupIsGood:1|PlayerMatchupIsGreat:1
66600,Cam Newton,QB,CAR,7100,19.26,14.14,0,ExpectedStarter:1|PlayerMatchupIsGreat:1
66601,Colt McCoy,QB,WAS,5200,0,0,0,
66602,Montay Crockett,WR,GB,3000,0,0,0,PlayerMatchupIsBad:1
66603,Cody Core,WR,CIN,3000,0,0,0,PlayerMatchupIsGood:1
66604,Luke Willson,TE,SEA,2500,0,0,0,PlayerMatchupIsGreat:1|PlayerMatchupIsBad:1
66605,Shakeir Ryan,WR,LAR,3000,0,0,0,
66606,Tim Patrick,WR,SF,3000,0,0,0,PlayerMatchupIsGood:1
66607,Larry Donnell,TE,BAL,2500,0,0,0,PlayerMatchupIsGreat:1
66608,Thomas Duarte,TE,MIA,2500,0,0,0,PlayerMatchupIsHorribad:1
66609,Darius Jennings,WR,TEN,3000,0,0,0,
66610,Jordan Leggett,TE,NYJ,2500,0,0,0,PlayerMatchupIsHorribad:1
66611,Jacob Tamme,TE,ATL,2500,0,0,0,PlayerMatchupIsBad:1
66612,Marcus Tucker,WR,PIT,3000,0,0,0,PlayerMatchupIsGood:1
66613,Daniel Brown,TE,CHI,2500,0,0,0,PlayerMatchupIsGreat:1|PlayerMatchupIsGood:1
66614,Jeremy McNichols,RB,TB,3700,0,0,0,PlayerMatchupIsGood:1|PlayerMatchupIsBad:1|WindHelping:1
66615,Joe Kerridge,RB,GB,3000,0,0,0,PlayerMatchupIsBad:1|Injured:1
66616,Jalin Marshall,WR,NYJ,3000,0,0,0,Injured:1
66617,Harry Douglas,WR,TEN,3000,0,0,0,Injured:1|ThumbUp:1
66618,Cole Wick,TE,DET,2500,0,0,0,PlayerMatchupIsHorribad:2
66619,Jonathan Stewart,RB,CAR,5000,12.38,16.2,0,ExpectedStarter:1|PlayerMatchupIsGreat:2|VegasBad:1
66620,Marcus Lucas,TE,SEA,2500,0,0,0,PlayerMatchupIsGreat:1|PlayerMatchupIsBad:1
66621,Ryan Switzer,WR,DAL,3000,0,0,0,PlayerMatchupIsBad:1
66622,Justin Hardy,WR,ATL,3000,0,0,0,
66623,Keeon Johnson,WR,NYG,3000,0,0,0,Injured:1
66624,Marcus Murphy,RB,NYJ,3000,0,0,0,PlayerMatchupIsGood:1|PlayerMatchupIsGreat:1
66625,Jeremy Sprinkle,TE,WAS,2500,0,0,0,PlayerMatchupIsHorribad:1|PlayerMatchupIsBad:1
66626,Browns ,DST,CLE,2000,3.31,3,0,ExpectedStarter:1|PlayerMatchupIsHorribad:1|ThumbDown:1
66627,Phillip Dorsett,WR,IND,3300,0,0,0,PlayerMatchupIsGood:1
66628,Jeremy Ross,WR,ARI,3000,0,0,0,PlayerMatchupIsGood:1
66629,Redskins ,DST,WAS,3000,6.18,12,0,ExpectedStarter:1
66630,Robby Anderson,WR,NYJ,3800,10.47,6.2,0,ExpectedStarter:1|VegasBad:2
66631,David Watford,WR,PHI,3000,0,0,0,
66632,Jason Witten,TE,DAL,3900,10.53,18.9,0,ExpectedStarter:1|PlayerMatchupIsGreat:1|PlayerMatchupIsHorribad:1|OptimalPick:1|ThumbUp:1
66633,Jace Billingsley,WR,DET,3000,0,0,0,PlayerMatchupIsGood:1
66634,Henry Krieger-Coble,TE,IND,2500,0,0,0,PlayerMatchupIsBad:1
66635,Brandon Williams,TE,IND,2500,0,0,0,PlayerMatchupIsBad:1
66636,Damien Williams,RB,MIA,3800,0,0,0,WindHelping:1
66637,Chris Thompson,RB,WAS,3700,8.62,15.6,0,ExpectedStarter:1|StarBad:1
66638,Jay Prosch,RB,HOU,3000,0,0,0,
66639,Scott Simonson,TE,CAR,2500,0,0,0,Injured:1
66640,Thomas Rawls,RB,SEA,4800,0,0,0,PlayerMatchupIsBad:1|StarBad:1
66641,Russell Wilson,QB,SEA,6900,22.7,9.32,0,ExpectedStarter:1|PlayerMatchupIsGreat:2|ThumbDown:1|VegasBad:1
66642,Terrell Watson,RB,PIT,3000,0,0,0,PlayerMatchupIsGreat:2
66643,I'Tavius Mathers,RB,JAX,3000,0,0,0,PlayerMatchupIsBad:1|Injured:1
66644,Dalton Crossan,RB,IND,3000,0,0,0,
66645,Tajae Sharpe,WR,TEN,3100,0,0,0,Injured:1
66646,Derek Carrier,TE,WAS,2500,0,0,0,PlayerMatchupIsHorribad:1|PlayerMatchupIsBad:1
66647,Brian Brown,WR,DAL,3000,0,0,0,PlayerMatchupIsBad:1
66648,Eric Decker,WR,TEN,5000,14.4,4,0,ExpectedStarter:1
66649,Larry Pinkard,WR,JAX,3000,0,0,0,PlayerMatchupIsHorribad:1|PlayerMatchupIsBad:1
66650,Mack Hollins,WR,PHI,3000,0,0,0,
66651,Tyler Ferguson,QB,TEN,4000,0,0,0,PlayerMatchupIsGood:2
66652,Kenneth Dixon,RB,BAL,3000,0,0,0,Injured:1
66653,Keith Smith,RB,DAL,3000,0,0,0,PlayerMatchupIsBad:1
66654,Bernard Reedy,WR,TB,3000,0,0,0,
66655,Austin Hooper,TE,ATL,3000,8.49,23.8,0,ExpectedStarter:1|PlayerMatchupIsBad:1|StarGood:1
66656,Nelson Agholor,WR,PHI,3800,7.38,20.6,0,ExpectedStarter:1|ThumbUp:1|VegasGood:1
66657,Dan Orlovsky,QB,LAR,4000,0,0,0,PlayerMatchupIsGreat:1|PlayerMatchupIsGood:1
66658,Shaun Draughn,RB,NYG,3000,0,0,0,PlayerMatchupIsHorribad:1|Injured:1
66659,J.P. Holtz,TE,CLE,2500,0,0,0,PlayerMatchupIsGood:1
66660,Fred Ross Jr.,WR,CAR,3000,0,0,0,PlayerMatchupIsGood:1|Injured:1
66661,Brandon Allen,QB,JAX,4000,0,0,0,PlayerMatchupIsHorribad:2
66662,Neal Sterling,TE,JAX,2500,0,0,0,PlayerMatchupIsBad:1|PlayerMatchupIsHorribad:1
66663,Bills ,DST,BUF,3900,5.67,9,0,ExpectedStarter:1|PlayerMatchupIsGreat:1
66664,Mack Brown,RB,WAS,3000,0,0,0,
66665,Markus Wheaton,WR,CHI,3500,0,0,0,
66666,Kirk Cousins,QB,WAS,6400,22.21,13.6,0,ExpectedStarter:1
66667,Seth DeValve,TE,CLE,2500,6.19,8.2,0,ExpectedStarter:1|PlayerMatchupIsGood:1|StarBad:1
66668,Ravens ,DST,BAL,2800,6.52,25,0,ExpectedStarter:1|PlayerMatchupIsHorribad:1
66669,Titans ,DST,TEN,2600,5.52,2,0,ExpectedStarter:1|PlayerMatchupIsHorribad:2
66670,Nelson Spruce,WR,LAR,3000,0,0,0,Injured:1
66671,Lamar Miller,RB,HOU,5100,15.35,11.6,0,ExpectedStarter:1|ThumbUp:1|ThumbDown:1|VegasGood:1|StarGood:1
66672,Jermaine Kearse,WR,NYJ,3400,5.17,12.9,0,ExpectedStarter:1|VegasBad:1
66673,Eli Manning,QB,NYG,5600,18.21,7.74,0,ExpectedStarter:1|PlayerMatchupIsGood:1|ThumbDown:1|VegasBad:1
66674,Jay Ajayi,RB,MIA,6500,0,0,0,ExpectedStarter:1|WindHelping:1|PlayerIsHot:1
66675,Marcel Reece,RB,SEA,3000,0,0,0,PlayerMatchupIsBad:1|ThumbUp:1
66676,Matt Breida,RB,SF,3000,7.85,1.1,0,ExpectedStarter:1|PlayerMatchupIsBad:1
66677,Lorenzo Taliaferro,RB,BAL,3000,0,0,0,
66678,Knile Davis,RB,PIT,3000,0,0,0,PlayerMatchupIsGreat:2
66679,Elijhaa Penny,RB,ARI,3000,0,0,0,PlayerMatchupIsHorribad:1
66680,Adam Shaheen,TE,CHI,2500,0,0,0,PlayerMatchupIsGreat:1|PlayerMatchupIsGood:1
66681,Brandon Radcliff,RB,TEN,3000,0,0,0,PlayerMatchupIsGood:1
66682,Josh Ferguson,RB,IND,3000,0,0,0,Injured:1
66683,Eric Weems,WR,TEN,3000,0,0,0,
66684,Devin Funchess,WR,CAR,4300,7.09,4,0,ExpectedStarter:1|PlayerMatchupIsGood:1
66685,ArDarius Stewart,WR,NYJ,3700,5.3,3,0,ExpectedStarter:1
66686,Amari Cooper,WR,OAK,7200,15.26,17.2,0,ExpectedStarter:1|PlayerMatchupIsGood:1|VegasBad:1|VegasGood:1
66687,Connor Cook,QB,OAK,4500,0,0,0,PlayerMatchupIsGreat:1
66688,Tyler Kroft,TE,CIN,2500,0,1.5,0,PlayerMatchupIsBad:1|ThumbDown:1
66689,49ers ,DST,SF,2100,4.51,4,0,ExpectedStarter:1|PlayerMatchupIsGreat:1
66690,Akeem Judd,RB,TEN,3000,0,0,0,PlayerMatchupIsGood:1|Injured:1
66691,Ben Koyack,TE,JAX,2500,3.99,0,0,ExpectedStarter:1|PlayerMatchupIsBad:1|PlayerMatchupIsHorribad:1|VegasBad:1
66692,Kapri Bibbs,RB,SF,3000,0,0,0,PlayerMatchupIsBad:1
66693,Randall Telfer,TE,CLE,2500,0,0,0,PlayerMatchupIsGood:1
66694,C.J. Uzomah,TE,CIN,2500,0,0,0,PlayerMatchupIsBad:1
66695,Raiders ,DST,OAK,2500,6.88,2,0,ExpectedStarter:1|PlayerMatchupIsBad:2
66696,Taywan Taylor,WR,TEN,3600,0,3.4,0,
66697,Paul Richardson,WR,SEA,3700,10.4,9.9,0,ExpectedStarter:1|PlayerMatchupIsGood:1|PlayerMatchupIsGreat:1|VegasGood:1|VegasBad:1
66698,Titus Davis,WR,CHI,3000,0,0,0,
66699,Demarcus Ayers,WR,PIT,3000,0,0,0,PlayerMatchupIsGood:1
66700,Nick Foles,QB,PHI,4600,0,0,0,PlayerMatchupIsGood:1|PlayerMatchupIsBad:1
66701,Jordan Todman,RB,NYJ,3000,0,0,0,PlayerMatchupIsGood:1|PlayerMatchupIsGreat:1
66702,Cooper Kupp,WR,LAR,3700,6.5,17.6,0,ExpectedStarter:1
66703,JoJo Natson Jr.,WR,IND,3000,0,0,0,PlayerMatchupIsGood:1
66704,Brandon Wilds,RB,CLE,3000,0,0,0,PlayerMatchupIsGood:1|Injured:1
66705,Quan Bray,WR,IND,3000,0,0,0,PlayerMatchupIsGood:1
66706,Michael Roberts,TE,DET,2500,0,0,0,PlayerMatchupIsHorribad:2
66707,Matt Forte,RB,NYJ,4800,11.67,6.6,0,ExpectedStarter:1|PlayerMatchupIsGood:1|PlayerMatchupIsGreat:1|VegasBad:2
66708,Keenan Reynolds,WR,BAL,3000,0,0,0,PlayerMatchupIsHorribad:1|PlayerMatchupIsBad:1
66709,Chris Hubert,WR,ARI,3000,0,0,0,PlayerMatchupIsGood:1
66710,Brandon Barnes,TE,DET,2500,0,0,0,PlayerMatchupIsHorribad:2
66711,Joe Williams,RB,SF,4000,0,0,0,PlayerMatchupIsBad:1|Injured:1
66712,Sean Mannion,QB,LAR,4300,0,-0.22,0,PlayerMatchupIsGreat:1|PlayerMatchupIsGood:1
66713,Kyle Nelson,TE,SF,2500,0,0,0,PlayerMatchupIsGreat:1
66714,Samaje Perine,RB,WAS,4200,0,0,0,
66715,Kerwynn Williams,RB,ARI,3800,0,8.2,0,PlayerMatchupIsHorribad:1
66716,Trey Williams,RB,PIT,3000,0,0,0,PlayerMatchupIsGreat:2
66717,Panthers ,DST,CAR,3500,7.88,15,0,ExpectedStarter:1|PlayerMatchupIsGood:1|PlayerMatchupIsBad:1
66718,Gary Barnidge,TE,CLE,2500,0,0,0,PlayerMatchupIsGood:1|ThumbUp:1
66719,Eddie Lacy,RB,SEA,5000,10.61,0.3,0,ExpectedStarter:1|PlayerMatchupIsBad:1
66720,Mike Tolbert,RB,BUF,3000,0,12.4,0,
66721,Brandon Marshall,WR,NYG,5100,14.74,2,0,ExpectedStarter:1
66722,Dontez Ford,WR,DET,3000,0,0,0,PlayerMatchupIsGood:1
66723,Alex Gray,TE,ATL,2500,0,0,0,PlayerMatchupIsBad:1
66724,Rams ,DST,LAR,3200,4.1,28,0,ExpectedStarter:1|PlayerMatchupIsGood:1
66725,Frankie Hammond Jr.,WR,NYJ,3000,0,0,0,
66726,Devante Mays,RB,GB,3500,0,0,0,PlayerMatchupIsBad:1
66727,Todd Gurley,RB,LAR,6000,16.71,20.7,0,ExpectedStarter:1|PlayerMatchupIsGood:1
66728,Landry Jones,QB,PIT,4700,0,0,0,PlayerMatchupIsGood:1|PlayerMatchupIsGreat:1
66729,DeAndre Carter,WR,SF,3000,0,0,0,PlayerMatchupIsGood:1
66730,Drew Stanton,QB,ARI,4100,0,0,0,PlayerMatchupIsGreat:1
66731,Le'Veon Bell,RB,PIT,9800,29.24,7.7,0,ExpectedStarter:1|PlayerMatchupIsGreat:2
66732,Canaan Severin,WR,PIT,3000,0,0,0,PlayerMatchupIsGood:1
66733,Beau Sandland,TE,GB,2500,0,0,0,PlayerMatchupIsBad:1|PlayerMatchupIsHorribad:1|Injured:1
66734,Frank Gore,RB,IND,4300,10.57,6.2,0,ExpectedStarter:1
66735,Akeem Hunt,RB,HOU,3000,0,0,0,
66736,B.J. Daniels,WR,ATL,3000,0,0,0,
66737,Jacob Huesman,RB,NYG,3000,0,0,0,PlayerMatchupIsHorribad:1
66738,Donte Moncrief,WR,IND,5000,10.49,6,0,ExpectedStarter:1|PlayerMatchupIsGood:1|ThumbDown:1
66739,Mike James,RB,DET,3000,0,0,0,PlayerMatchupIsHorribad:1|Injured:1
66740,Jeremy Maclin,WR,BAL,5000,10.5,13.6,0,ExpectedStarter:1|PlayerMatchupIsHorribad:1|PlayerMatchupIsBad:1|StarGood:1|VegasGood:1
66741,Louis Murphy,WR,SF,3000,0,0,0,PlayerMatchupIsGood:1
66742,Doug Martin,RB,TB,4800,0,0,0,PlayerMatchupIsGood:1|PlayerMatchupIsBad:1|WindHelping:1|Injured:1|ThumbUp:1
66743,O.J. Howard,TE,TB,3000,0,0,0,PlayerMatchupIsGood:2
66744,Gerald Christian,TE,ARI,2500,0,0,0,PlayerMatchupIsGood:1
