Id,Name,Position,Team,Salary,Projected,Scored,Override,Alerts
81506,Colt McCoy,QB,WAS,4700,0,0,0,PlayerMatchupIsGood:2
81512,Andre Ellington,RB,ARI,5300,11.59,0,0,ExpectedStarter:1|PlayerIsHot:1|StarGood:1|VegasBad:1
81513,Kenny Britt,WR,CLE,4000,0,0,0,PlayerMatchupIsHorribad:1|Injured:1
81514,James White,RB,NE,5200,11.95,8.5,0,ExpectedStarter:1
81515,Raiders ,DST,OAK,2500,5.6,4,0,ExpectedStarter:1|PlayerMatchupIsGreat:1
81521,Antonio Gates,TE,LAC,3000,5.73,2.6,0,ExpectedStarter:1|ThumbDown:1|StarGood:1|VegasBad:1
81522,A.J. Derby,TE,DEN,2700,4.14,2,0,ExpectedStarter:1|PlayerMatchupIsGreat:1|PlayerMatchupIsGood:1|StarGood:1
81524,Corey Coleman,WR,CLE,4800,0,0,0,PlayerMatchupIsHorribad:1|Injured:1
81525,Ryan Griffin,QB,TB,4000,0,0,0,Injured:1
81527,David Fluellen,RB,TEN,3000,0,0,0,
81530,Marlon Mack,RB,IND,3900,8.66,1.8,0,ExpectedStarter:1|PlayerMatchupIsHorribad:1|PlayerMatchupIsBad:1
81531,C.J. Beathard,QB,SF,4200,0,14.2,0,PlayerMatchupIsGood:1|PlayerMatchupIsBad:1
81532,Kellen Clemens,QB,LAC,4000,0,0,0,PlayerMatchupIsBad:1|PlayerMatchupIsHorribad:1
81536,Adam Humphries,WR,TB,4000,11.25,11.1,0,ExpectedStarter:1|PlayerMatchupIsGood:2|PlayerIsHot:1
81537,Cardale Jones,QB,LAC,4500,0,0,0,PlayerMatchupIsBad:1|PlayerMatchupIsHorribad:1
81541,Jordan Todman,RB,HOU,3000,0,0,0,PlayerMatchupIsGood:1|PlayerMatchupIsGreat:1
81545,Julio Jones,WR,ATL,8300,18.83,13.2,0,ExpectedStarter:1|PlayerMatchupIsHorribad:1|VegasBad:1
81546,Kasen Williams,WR,CLE,3300,5.3,8.1,0,ExpectedStarter:1|PlayerMatchupIsHorribad:1|StarBad:1
81547,Albert Wilson,WR,KC,3300,7.56,0,0,ExpectedStarter:1|PlayerMatchupIsHorribad:2|ThumbUp:1|StarBad:1
81548,Darrius Heyward-Bey,WR,PIT,3000,0,0,0,
81553,Stefon Diggs,WR,MIN,7500,0,0,0,PlayerMatchupIsGood:1|PlayerMatchupIsGreat:1|Injured:1|ThumbUp:1
81554,Lions ,DST,DET,2400,5.87,17,0,ExpectedStarter:1|PlayerMatchupIsHorribad:1
81558,LeGarrette Blount,RB,PHI,4700,11.49,8.7,0,ExpectedStarter:1|PlayerMatchupIsHorribad:1|VegasGood:1
81559,Torrey Smith,WR,PHI,3800,6.62,1.6,0,ExpectedStarter:1|VegasGood:1|VegasBad:1
81564,Ed Dickson,TE,CAR,3000,7.43,7.6,0,ExpectedStarter:1|PlayerMatchupIsHorribad:1|PlayerMatchupIsBad:1|OptimalPick:1|VegasBad:1|StarBad:1|VegasGood:1
81567,Rex Burkhead,RB,NE,3800,0,0,0,Injured:1
81574,Javorius Allen,RB,BAL,5400,12.19,9.6,0,ExpectedStarter:1|PlayerMatchupIsGood:1
81577,T.J. Yeldon,RB,JAX,3400,0,0,0,
81578,Xavier Grimble,TE,PIT,2500,0,0,0,PlayerMatchupIsGood:1|PlayerMatchupIsHorribad:1
81579,Beau Brinkley,TE,TEN,2500,0,0,0,PlayerMatchupIsGreat:1
81584,Chad Williams,WR,ARI,3000,0,0,0,PlayerMatchupIsGood:1|PlayerMatchupIsBad:1
81589,Blaine Gabbert,QB,ARI,4300,0,0,0,PlayerMatchupIsGreat:1|PlayerMatchupIsBad:1
81594,Kevin Hogan,QB,CLE,4600,12.71,10.2,0,ExpectedStarter:1|PlayerMatchupIsBad:1|VegasBad:1
81596,Jonathan Stewart,RB,CAR,4000,9.72,-0.4,0,ExpectedStarter:1|PlayerMatchupIsHorribad:1|StarBad:1
81598,Stevan Ridley,RB,MIN,3000,0,0,0,
81599,Max McCaffrey,WR,JAX,3000,0,0,0,PlayerMatchupIsGood:1
81600,Sean Culkin,TE,LAC,2500,0,0,0,
81607,Dolphins ,DST,MIA,2000,4.38,5,0,ExpectedStarter:1|PlayerMatchupIsBad:1
81616,Braxton Miller,WR,HOU,3000,0,7.5,0,
81626,Phillip Dorsett,WR,NE,3700,0,0,0,PlayerMatchupIsHorribad:1|PlayerMatchupIsBad:1
81632,Carlos Hyde,RB,SF,6200,13.85,24.5,0,ExpectedStarter:1|ThumbUp:1
81633,Fozzy Whittaker,RB,CAR,3000,0,-0.3,0,PlayerMatchupIsHorribad:1
81634,Martellus Bennett,TE,GB,3600,7.97,4.2,0,ExpectedStarter:1
81640,Jake Rudock,QB,DET,4200,0,0,0,PlayerMatchupIsGreat:2
81646,Bennie Fowler,WR,DEN,3300,4.4,5.1,0,ExpectedStarter:1|PlayerMatchupIsHorribad:2|VegasGood:1|StarGood:1
81647,Andrew Luck,QB,IND,5700,0,0,0,PlayerMatchupIsGreat:2|Injured:1
81666,Zach Zenner,RB,DET,3600,0,0,0,PlayerMatchupIsBad:1
81667,Alex Smith,QB,KC,6400,18.46,15.14,0,ExpectedStarter:1|PlayerMatchupIsHorribad:2|ThumbDown:1
81668,Brian Hoyer,QB,SF,5100,14.24,1.36,0,ExpectedStarter:1|PlayerMatchupIsGood:1|PlayerMatchupIsBad:1
81680,Taquan Mizzell,RB,CHI,3000,0,0,0,Injured:1
81685,Elijhaa Penny,RB,ARI,3000,0,0,0,
81686,Tyrell Williams,WR,LAC,5400,11.21,4.7,0,ExpectedStarter:1|PlayerMatchupIsHorribad:1|PlayerMatchupIsBad:1|VegasBad:1
81691,Paxton Lynch,QB,DEN,4000,0,0,0,PlayerMatchupIsHorribad:1|Injured:1
81692,Davis Webb,QB,NYG,4000,0,0,0,PlayerMatchupIsHorribad:2
