Id,Name,Position,Team,Salary,Projected,Scored,Override,Alerts
81695,Eagles ,DST,PHI,3200,7.2,8,0,ExpectedStarter:1
81703,Andre Williams,RB,LAC,3000,0,0,0,PlayerMatchupIsGood:1
81704,Kenny Golladay,WR,DET,4000,0,0,0,Injured:1
81705,Isaiah Ford,WR,MIA,3000,0,0,0,Injured:1
81706,Dion Sims,TE,CHI,2500,0,12.2,0,PlayerMatchupIsGood:1
81719,Bernard Reedy,WR,TB,3000,0,0.4,0,PlayerMatchupIsGood:2
81720,Jaguars ,DST,JAX,3600,8.85,5,0,ExpectedStarter:1|PlayerMatchupIsGood:2|OptimalPick:1|ThumbDown:1
81722,Charcandrick West,RB,KC,4000,8.15,1.9,0,ExpectedStarter:1|PlayerMatchupIsGood:1|PlayerMatchupIsGreat:1|ThumbUp:1|StarBad:1
81723,Jaron Brown,WR,ARI,4900,8.37,4,0,ExpectedStarter:1|PlayerMatchupIsGood:1|PlayerMatchupIsBad:1|PlayerIsHot:1|StarGood:1|VegasBad:1
81724,Chester Rogers,WR,IND,3000,0,0,0,PlayerMatchupIsGood:1|PlayerMatchupIsGreat:1|Injured:1
81726,Carson Palmer,QB,ARI,6100,20.73,21.92,0,ExpectedStarter:1|PlayerMatchupIsGreat:1|PlayerMatchupIsBad:1|StarGood:1
81729,Jamison Crowder,WR,WAS,4000,11.39,5.6,0,ExpectedStarter:1|PlayerMatchupIsGood:1|VegasBad:1
81734,Landry Jones,QB,PIT,4500,0,0,0,PlayerMatchupIsGood:1
81739,Kamar Aiken,WR,IND,3000,4.89,4.1,0,ExpectedStarter:1|PlayerMatchupIsGood:1|PlayerMatchupIsGreat:1|StarBad:1
81747,Le'Veon Bell,RB,PIT,9600,25.65,31.1,0,ExpectedStarter:1|PlayerIsHot:2
81750,Markus Wheaton,WR,CHI,3300,0,0,0,Injured:1
81751,Levine Toilolo,TE,ATL,2500,0,0,0,PlayerMatchupIsGood:1|PlayerMatchupIsGreat:1
81756,Austin Seferian-Jenkins,TE,NYJ,4300,11.1,17.6,0,ExpectedStarter:1|ThumbDown:1|VegasBad:1
81772,Jalston Fowler,RB,TEN,3000,0,0,0,
81773,Corey Davis,WR,TEN,4200,0,0,0,Injured:1
81774,Gerald Everett,TE,LAR,2500,0,7.4,0,
81778,Krishawn Hogan,WR,IND,3000,0,0,0,PlayerMatchupIsGood:1|PlayerMatchupIsGreat:1|Injured:1
81793,Brittan Golden,WR,ARI,3000,0,0,0,PlayerMatchupIsGood:1|PlayerMatchupIsBad:1
81794,Mitchell Trubisky,QB,CHI,5000,12.16,10.72,0,ExpectedStarter:1
81806,Dion Lewis,RB,NE,3800,5.98,11.2,0,ExpectedStarter:1
81810,Chris Moore,WR,BAL,3000,0,7.4,0,
81811,Zach Miller,TE,CHI,2900,8.13,10.5,0,ExpectedStarter:1|PlayerMatchupIsGood:1
81818,Rashard Higgins,WR,CLE,3300,6.14,2.3,0,ExpectedStarter:1|PlayerMatchupIsHorribad:1|VegasBad:1|VegasGood:1
81819,Jack Doyle,TE,IND,3700,9.2,17,0,ExpectedStarter:1|Injured:1|ThumbUp:1
81825,Vikings ,DST,MIN,2900,5.42,14,0,ExpectedStarter:1|PlayerMatchupIsGood:1|PlayerMatchupIsHorribad:1
81829,Matt Jones,RB,IND,3000,0,0,0,PlayerMatchupIsHorribad:1|PlayerMatchupIsBad:1|Injured:1
81834,Justin Davis,RB,LAR,3000,0,0,0,PlayerMatchupIsGood:1
81835,Michael Thomas,WR,NO,7300,17.15,4.1,0,ExpectedStarter:1|PlayerIsHot:2
81836,Robert Woods,WR,LAR,3700,8.47,11,0,ExpectedStarter:1|PlayerMatchupIsHorribad:2|PlayerIsHot:1|StarGood:1|VegasGood:1
81837,Seth Roberts,WR,OAK,3600,5.54,6.5,0,ExpectedStarter:1|ThumbDown:1
81843,Maxx Williams,TE,BAL,2500,0,0.6,0,Injured:1
81849,Jesse James,TE,PIT,3100,6.69,0,0,ExpectedStarter:1|PlayerMatchupIsGood:1|PlayerMatchupIsHorribad:1|ThumbUp:1
81854,Texans ,DST,HOU,3900,7.44,22,0,ExpectedStarter:1|PlayerMatchupIsGreat:2|ThumbUp:1
81861,Shelton Gibson,WR,PHI,3000,0,0,0,
81865,Frank Gore,RB,IND,4500,10.47,8.7,0,ExpectedStarter:1|PlayerMatchupIsHorribad:1|PlayerMatchupIsBad:1
81866,Marqise Lee,WR,JAX,4200,10.65,15,0,ExpectedStarter:1|PlayerMatchupIsGood:1|StarGood:1
81870,Tom Brady,QB,NE,8300,23.79,17.18,0,ExpectedStarter:1|PlayerMatchupIsHorribad:1|PlayerMatchupIsGood:1
81874,Michael Floyd,WR,MIN,3500,7.89,1.5,0,ExpectedStarter:1|PlayerMatchupIsGood:1|PlayerMatchupIsGreat:1|ThumbUp:1
81875,Bears ,DST,CHI,2700,5.95,15,0,ExpectedStarter:1|PlayerMatchupIsGood:1
81879,Geronimo Allison,WR,GB,4000,3.33,1.7,0,ExpectedStarter:1|PlayerMatchupIsHorribad:1|VegasGood:1|StarBad:1|VegasBad:1
81880,Brian Hill,RB,ATL,3000,0,0,0,
81881,Tre McBride,WR,CHI,3000,3.02,0,0,ExpectedStarter:1
81882,Jacob Hollister,TE,NE,2500,0,0,0,PlayerMatchupIsBad:1|PlayerMatchupIsGood:1
81885,Jay Prosch,RB,HOU,3000,0,2.8,0,PlayerMatchupIsGood:1|PlayerMatchupIsGreat:1
81886,Terrell Watson,RB,PIT,3000,0,0.3,0,
81887,Ricky Seals-Jones,TE,ARI,2500,0,0,0,PlayerMatchupIsHorribad:1
81891,Damien Williams,RB,MIA,3700,0,5.3,0,PlayerMatchupIsBad:1
81892,Brandon Marshall,WR,NYG,4000,0,0,0,PlayerMatchupIsHorribad:1|PlayerMatchupIsBad:1|Injured:1
81896,Charles Sims,RB,TB,3500,0,8.5,0,PlayerMatchupIsHorribad:1
81898,Demarcus Robinson,WR,KC,3000,2.74,2.6,0,ExpectedStarter:1|PlayerMatchupIsHorribad:2
81899,Evan Engram,TE,NYG,3800,9.85,19.2,0,ExpectedStarter:1|PlayerMatchupIsGood:1
81906,Jarvis Landry,WR,MIA,6600,16.36,20.2,0,ExpectedStarter:1|PlayerIsHot:1|VegasGood:1
81908,Mike Williams,WR,LAC,3700,0,2.5,0,PlayerMatchupIsHorribad:1|PlayerMatchupIsBad:1|Injured:1
81913,Jermaine Kearse,WR,NYJ,4800,10.61,11.9,0,ExpectedStarter:1|VegasGood:2
81917,Taywan Taylor,WR,TEN,3300,4.43,14.1,0,ExpectedStarter:1
81919,Phillip Supernaw,TE,TEN,2500,0,0,0,PlayerMatchupIsGreat:1
81939,Derrick Henry,RB,TEN,5000,9.91,24.5,0,ExpectedStarter:1
81941,Golden Tate,WR,DET,6800,18.49,22.6,0,ExpectedStarter:1|PlayerIsHot:1|ThumbUp:1|VegasGood:1
81942,Curtis Samuel,WR,CAR,3700,0,0.8,0,PlayerMatchupIsGreat:1|PlayerMatchupIsGood:1
81944,Kenjon Barner,RB,PHI,3700,4,2.6,0,ExpectedStarter:1|PlayerMatchupIsHorribad:1|VegasGood:1|VegasBad:1
81950,Drew Stanton,QB,ARI,4000,0,0,0,PlayerMatchupIsGreat:1|PlayerMatchupIsBad:1
81955,Matt Schaub,QB,ATL,4300,0,0,0,PlayerMatchupIsGreat:1
81957,DeMarco Murray,RB,TEN,5200,14.55,18.7,0,ExpectedStarter:1|ThumbUp:1
81958,Vernon Davis,TE,WAS,3900,6.29,8.5,0,ExpectedStarter:1|PlayerMatchupIsBad:1|PlayerMatchupIsHorribad:1|VegasBad:1
81964,Josh Gordon,WR,CLE,4000,0,0,0,PlayerMatchupIsHorribad:1|Injured:1
81972,Will Fuller V,WR,HOU,5200,13.26,14.2,0,ExpectedStarter:1|ThumbUp:1|StarGood:1
81973,Jeff Janis,WR,GB,3300,0,0,0,PlayerMatchupIsHorribad:1|ThumbDown:1
81978,Michael Crabtree,WR,OAK,5800,15.92,17.2,0,ExpectedStarter:1|StarGood:1
81979,Keelan Cole,WR,JAX,3000,2.68,1.7,0,ExpectedStarter:1|PlayerMatchupIsGood:1|StarGood:1|VegasGood:1
81982,Mark Ingram,RB,NO,4400,11.33,34,0,ExpectedStarter:1|PlayerMatchupIsBad:1|VegasGood:1|StarGood:1
81983,Keenan Allen,WR,LAC,7900,16.85,9.5,0,ExpectedStarter:1|PlayerMatchupIsHorribad:1|PlayerMatchupIsBad:1|PlayerIsHot:2|VegasBad:1|StarBad:1
81984,Josh Doctson,WR,WAS,3600,7.14,8.1,0,ExpectedStarter:1|PlayerMatchupIsGood:1
81989,Kareem Hunt,RB,KC,8200,24.55,16,0,ExpectedStarter:1|PlayerMatchupIsGood:1|PlayerMatchupIsGreat:1|PlayerIsHot:1|StarBad:1
81990,Jamaal Williams,RB,GB,4200,0,0,0,PlayerMatchupIsBad:1
81991,Tion Green,RB,DET,3000,0,0,0,PlayerMatchupIsBad:1
81992,Case Keenum,QB,MIN,5000,15.13,14.06,0,ExpectedStarter:1|PlayerMatchupIsGood:1|PlayerMatchupIsGreat:1|VegasBad:1|StarGood:1|VegasGood:1
82000,Christian McCaffrey,RB,CAR,5900,13.44,22.4,0,ExpectedStarter:1|PlayerMatchupIsHorribad:1|PlayerIsHot:1
82003,C.J. Fiedorowicz,TE,HOU,3000,0,0,0,PlayerMatchupIsGreat:1|Injured:1
82011,TJ Jones,WR,DET,3000,6.86,6.3,0,ExpectedStarter:1|VegasGood:1|StarBad:1
82012,Drew Brees,QB,NO,7200,24.06,13.54,0,ExpectedStarter:1|ThumbUp:1
82013,Matt Moore,QB,MIA,4500,0,0,0,PlayerMatchupIsGood:1|PlayerMatchupIsBad:1
82014,Mark Sanchez,QB,CHI,4000,0,0,0,Injured:1
82019,Jaelen Strong,WR,JAX,3200,0,0,0,PlayerMatchupIsGood:1|Injured:1
82020,Cody Kessler,QB,CLE,4000,0,0,0,PlayerMatchupIsBad:1
82031,Kenyan Drake,RB,MIA,4000,0,0,0,PlayerMatchupIsBad:1
82032,Niles Paul,TE,WAS,2500,0,-0.1,0,PlayerMatchupIsBad:1|PlayerMatchupIsHorribad:1
82037,Laquon Treadwell,WR,MIN,3100,3.77,8.1,0,ExpectedStarter:1|PlayerMatchupIsGood:1|PlayerMatchupIsGreat:1|VegasGood:1|StarBad:1|VegasBad:1
82038,Eric Ebron,TE,DET,3000,7.87,1.9,0,ExpectedStarter:1|VegasGood:1|StarGood:1
82051,Blake Bortles,QB,JAX,4600,15,14.54,0,ExpectedStarter:1|PlayerMatchupIsBad:1|PlayerMatchupIsGreat:1|ThumbUp:1|StarGood:1|VegasGood:1
82070,Danny Vitale,RB,CLE,3000,0,1.7,0,PlayerMatchupIsBad:1|PlayerMatchupIsHorribad:1
82074,Jake Butt,TE,DEN,2500,0,0,0,PlayerMatchupIsGreat:1|PlayerMatchupIsGood:1|Injured:1
82078,Travaris Cadet,RB,NYJ,3000,0,5.9,0,PlayerMatchupIsBad:1|PlayerMatchupIsHorribad:1
82079,Mack Brown,RB,WAS,3000,0,2.3,0,PlayerMatchupIsGreat:2
82080,Demaryius Thomas,WR,DEN,6000,13.33,25.3,0,ExpectedStarter:1|PlayerMatchupIsHorribad:2|PlayerIsHot:1|VegasBad:1
82083,Jamize Olawale,RB,OAK,3000,0,0,0,PlayerMatchupIsGood:1
82084,Jimmy Garoppolo,QB,NE,5500,0,0,0,PlayerMatchupIsHorribad:1|PlayerMatchupIsGood:1
82087,David Johnson,RB,ARI,6500,0,0,0,Injured:1
82088,Tyreek Hill,WR,KC,6400,15.1,7.5,0,ExpectedStarter:1|PlayerMatchupIsHorribad:2|PlayerIsHot:1|ThumbDown:1|StarBad:1
82092,Cam Newton,QB,CAR,6700,20.72,23.66,0,ExpectedStarter:1|PlayerMatchupIsGood:2|VegasBad:1|StarBad:1
82093,Jerell Adams,TE,NYG,2500,0,1.6,0,PlayerMatchupIsGood:1
82098,Marvin Jones Jr.,WR,DET,4600,12.7,21.6,0,ExpectedStarter:1|PlayerIsHot:1
82099,Kenny Stills,WR,MIA,4200,10.48,14.9,0,ExpectedStarter:1|VegasGood:1
82103,Kevin McDermott,TE,MIN,2500,0,0,0,PlayerMatchupIsHorribad:1
82110,Josh Bellamy,WR,CHI,3000,4.21,0,0,ExpectedStarter:1
82114,Kyle Juszczyk,RB,SF,3000,0,0,0,
82115,Travis Kelce,TE,KC,6100,16.06,7.7,0,ExpectedStarter:1|StarGood:1
82120,Duke Johnson Jr.,RB,CLE,5100,12.77,6.9,0,ExpectedStarter:1|PlayerMatchupIsBad:1|PlayerMatchupIsHorribad:1
82125,Randall Telfer,TE,CLE,2500,0,0,0,PlayerMatchupIsHorribad:1
82137,Alex Armah,RB,CAR,3000,0,0,0,PlayerMatchupIsHorribad:1
82138,James Wright,WR,CLE,3000,0,0,0,PlayerMatchupIsHorribad:1
82139,Packers ,DST,GB,2800,6.89,4,0,ExpectedStarter:1|PlayerMatchupIsHorribad:1
82144,Brandon Bolden,RB,NE,3000,0,0,0,
82145,Ravens ,DST,BAL,3700,8.32,20,0,ExpectedStarter:1|PlayerMatchupIsBad:1|PlayerMatchupIsGreat:1
82150,Clive Walford,TE,OAK,2500,0,0,0,PlayerMatchupIsHorribad:1
82161,Tavon Austin,WR,LAR,3100,6.28,0,0,ExpectedStarter:1|PlayerMatchupIsHorribad:2|VegasBad:1
82162,Rashawn Scott,WR,MIA,3000,0,0,0,Injured:1
82164,Bryce Petty,QB,NYJ,4000,0,0,0,PlayerMatchupIsGood:1
82171,Latavius Murray,RB,MIN,4700,6.08,4.7,0,ExpectedStarter:1|VegasBad:1
82172,Sean Mannion,QB,LAR,4200,0,0,0,PlayerMatchupIsHorribad:2
82174,Kerwynn Williams,RB,ARI,3200,0,1.4,0,
82179,Ameer Abdullah,RB,DET,4900,13.48,5.4,0,ExpectedStarter:1|PlayerMatchupIsBad:1|StarGood:1
82180,Bruce Ellington,WR,HOU,3700,6.75,4.2,0,ExpectedStarter:1|StarBad:1
82181,MarQueis Gray,TE,MIA,2500,0,0,0,PlayerMatchupIsGreat:1|PlayerMatchupIsHorribad:1
82184,Aldrick Robinson,WR,SF,3100,3.76,14.6,0,ExpectedStarter:1|PlayerMatchupIsHorribad:1|PlayerMatchupIsBad:1
82193,Terrelle Pryor Sr.,WR,WAS,5700,15.88,5.3,0,ExpectedStarter:1|PlayerMatchupIsGood:1
82205,Shane Vereen,RB,NYG,3600,6.63,0.4,0,ExpectedStarter:1|PlayerMatchupIsBad:1
82206,Jalin Marshall,WR,NYJ,3000,0,0,0,
82208,Sterling Shepard,WR,NYG,5100,0,0,0,PlayerMatchupIsHorribad:1|PlayerMatchupIsBad:1|Injured:1
82213,Jay Cutler,QB,MIA,4900,10.55,12.94,0,ExpectedStarter:1|PlayerMatchupIsGood:1|PlayerMatchupIsBad:1|StarGood:1
82218,Jehu Chesson,WR,KC,3000,0,0,0,PlayerMatchupIsHorribad:2
82220,Jamaal Charles,RB,DEN,4100,8.49,3.1,0,ExpectedStarter:1|StarBad:1
82231,Marcus Johnson,WR,PHI,3000,0,2.6,0,
82232,Ross Travis,TE,KC,2500,0,0,0,
82241,Coby Fleener,TE,NO,3200,6.72,0,0,ExpectedStarter:1|PlayerMatchupIsGood:1|PlayerMatchupIsBad:1|ThumbUp:1|StarGood:1
82242,Falcons ,DST,ATL,3500,7.14,3,0,ExpectedStarter:1|PlayerMatchupIsBad:1
82248,J.J. Nelson,WR,ARI,4400,12.06,1.6,0,ExpectedStarter:1|PlayerMatchupIsGood:1|PlayerMatchupIsBad:1|ThumbDown:1|StarBad:1
82251,Elijah McGuire,RB,NYJ,4600,10.23,2.2,0,ExpectedStarter:1|PlayerMatchupIsBad:1|PlayerMatchupIsHorribad:1|StarGood:1
82255,49ers ,DST,SF,2200,5.56,5,0,ExpectedStarter:1|PlayerMatchupIsHorribad:1|PlayerMatchupIsBad:1
82263,Daniel Brown,TE,CHI,2500,0,0,0,PlayerMatchupIsGood:1
82273,Melvin Gordon,RB,LAC,7800,18.59,36,0,ExpectedStarter:1|PlayerMatchupIsGood:1|OptimalPick:1|ThumbDown:1|VegasGood:1
82274,Eric Tomlinson,TE,NYJ,2500,0,0,0,
82282,Terron Ward,RB,ATL,3000,0,0,0,
82283,Leonte Carroo,WR,MIA,3000,3.44,0,0,ExpectedStarter:1
82284,Eli Rogers,WR,PIT,3000,0,0,0,
82288,Samaje Perine,RB,WAS,4400,9.26,13.7,0,ExpectedStarter:1|PlayerMatchupIsGreat:2
82297,Ryan Mallett,QB,BAL,4000,0,0,0,PlayerMatchupIsBad:1
82298,Rhett Ellison,TE,NYG,2500,0,0,0,PlayerMatchupIsGood:1
82306,Rob Kelley,RB,WAS,4800,0,0,0,PlayerMatchupIsGreat:2|Injured:1
82312,Odell Beckham Jr.,WR,NYG,6500,0,0,0,PlayerMatchupIsHorribad:1|PlayerMatchupIsBad:1|Injured:1|PlayerIsHot:1
82313,Alshon Jeffery,WR,PHI,6300,14.1,11.1,0,ExpectedStarter:1|VegasGood:1
82314,John Brown,WR,ARI,4500,12.76,15.3,0,ExpectedStarter:1|PlayerMatchupIsGood:1|PlayerMatchupIsBad:1|StarGood:1
82315,Travis Rudolph,WR,NYG,3300,3.7,0,0,ExpectedStarter:1|PlayerMatchupIsHorribad:1|PlayerMatchupIsBad:1
82318,Taylor Gabriel,WR,ATL,4600,10.95,7.9,0,ExpectedStarter:1|PlayerMatchupIsHorribad:1|VegasBad:1
82322,Mike Evans,WR,TB,6900,17.29,18.5,0,ExpectedStarter:1|PlayerMatchupIsGood:2|PlayerIsHot:1
82323,Deonte Thompson,WR,CHI,3100,0,0,0,
82337,Chris Manhertz,TE,CAR,2500,0,0,0,PlayerMatchupIsHorribad:1|PlayerMatchupIsBad:1
82345,Sean McGrath,TE,LAC,2500,0,0,0,
82347,Derrick Coleman,RB,ATL,3000,0,0,0,
82348,Trevor Davis,WR,GB,3000,0,0,0,PlayerMatchupIsHorribad:1
82349,Johnny Holton,WR,OAK,3000,0,0,0,
82361,Derek Carr,QB,OAK,5900,13.79,8.84,0,ExpectedStarter:1|PlayerMatchupIsBad:1|PlayerMatchupIsHorribad:1|Injured:1|StarGood:1
82364,Justin Hardy,WR,ATL,3900,5.63,6.4,0,ExpectedStarter:1|PlayerMatchupIsHorribad:1|VegasGood:1
82365,Pharoh Cooper,WR,LAR,3000,0,6,0,PlayerMatchupIsHorribad:2
82366,Titans ,DST,TEN,3000,6.94,3,0,ExpectedStarter:1|PlayerMatchupIsGood:1
82370,Victor Bolden Jr.,WR,SF,3000,0,0,0,PlayerMatchupIsHorribad:1|PlayerMatchupIsBad:1
82376,Jay Ajayi,RB,MIA,5700,13.72,16,0,ExpectedStarter:1|PlayerMatchupIsBad:1|VegasGood:1
82378,Andy Janovich,RB,DEN,3000,0,0,0,
82386,Akeem Hunt,RB,KC,3000,0,0.3,0,PlayerMatchupIsGood:1|PlayerMatchupIsGreat:1
82387,Brett Hundley,QB,GB,4200,0,7.58,0,PlayerMatchupIsBad:2
82392,Lamar Miller,RB,HOU,5400,14.1,11.1,0,ExpectedStarter:1|PlayerMatchupIsGood:1|PlayerMatchupIsGreat:1|ThumbUp:1
82393,Jeremy Sprinkle,TE,WAS,2500,0,0,0,PlayerMatchupIsBad:1|PlayerMatchupIsHorribad:1
82398,Matthew Dayes,RB,CLE,3000,0,0,0,PlayerMatchupIsBad:1|PlayerMatchupIsHorribad:1
82399,Michael Campanaro,WR,BAL,3000,2.93,11.4,0,ExpectedStarter:1|VegasBad:1|StarGood:1
82401,Luke Stocker,TE,TB,2500,0,1.5,0,PlayerMatchupIsHorribad:2
82402,Todd Gurley II,RB,LAR,7700,22.44,16,0,ExpectedStarter:1|PlayerMatchupIsGood:1|PlayerIsHot:1|VegasGood:1
82405,Roosevelt Nix,RB,PIT,3000,0,0,0,
82408,Stacy Coley,WR,MIN,3000,0,0,0,PlayerMatchupIsGood:1|PlayerMatchupIsGreat:1|Injured:1
82413,David Morgan,TE,MIN,2500,0,0,0,PlayerMatchupIsHorribad:1
82414,Rams ,DST,LAR,3200,7.38,22,0,ExpectedStarter:1|PlayerMatchupIsHorribad:1
82419,Brock Osweiler,QB,DEN,4100,0,0.62,0,PlayerMatchupIsHorribad:1
82427,Kendall Wright,WR,CHI,4000,11.06,5.6,0,ExpectedStarter:1|VegasGood:1
82430,De'Anthony Thomas,WR,KC,3000,0,15.1,0,PlayerMatchupIsHorribad:2
82431,Antony Auclair,TE,TB,2500,0,0,0,PlayerMatchupIsHorribad:2
82433,Patriots ,DST,NE,3300,7.96,11,0,ExpectedStarter:1|PlayerMatchupIsGreat:1
82434,Saints ,DST,NO,2700,5.25,32,0,ExpectedStarter:1|PlayerMatchupIsHorribad:1|ThumbDown:1
82440,Trent Taylor,WR,SF,3400,7.93,3.1,0,ExpectedStarter:1|PlayerMatchupIsHorribad:1|PlayerMatchupIsBad:1
82441,Jameis Winston,QB,TB,6200,19.44,2.44,0,ExpectedStarter:1
82447,Chad Henne,QB,JAX,4300,0,0,0,PlayerMatchupIsBad:1|PlayerMatchupIsGreat:1
82448,Vance McDonald,TE,PIT,2600,0,3.6,0,PlayerMatchupIsGood:1|PlayerMatchupIsHorribad:1
82449,Seth DeValve,TE,CLE,2500,4.6,8.9,0,ExpectedStarter:1|PlayerMatchupIsHorribad:1|StarGood:1
82452,Chad Hansen,WR,NYJ,3000,0,0,0,
82460,Malcolm Brown,RB,LAR,3900,0,1.7,0,PlayerMatchupIsGood:1
82461,Chargers ,DST,LAC,3100,5.67,6,0,ExpectedStarter:1|PlayerMatchupIsBad:1|PlayerMatchupIsHorribad:1
82469,Lance Kendricks,TE,GB,2500,0,0,0,
82474,Cordarrelle Patterson,WR,OAK,3000,0,13,0,
