Week;Year;GID;Name;Pos;Team;h/a;Oppt;FD points;FD salary
1;2017;5490;Richard, Jalen;RB;oak;a;ten;3.3;5400
1;2017;5449;Washington, DeAndre;RB;oak;a;ten;3.2;5200
1;2017;2997;Johnson, Duke;RB;cle;h;pit;3;5600
1;2017;5493;Kelley, Rob;RB;was;h;phi;3;5800
1;2017;2928;Hill, Jeremy;RB;cin;h;bal;2.9;5500
1;2017;2890;Burkhead, Rex;RB;nwe;h;kan;2.8;5100
1;2017;5575;Ekeler, Austin;RB;lac;a;den;2.8;4500
1;2017;2908;Juszczyk, Kyle;RB;sfo;h;car;2.7;4800
1;2017;5566;Dayes, Matthew;RB;cle;h;pit;2.6;4500
1;2017;5445;Henry, Derrick;RB;ten;h;oak;2.5;5800
1;2017;5483;Washington, Dwayne;RB;det;h;ari;2.2;4500
1;2017;2629;Charles, Jamaal;RB;den;h;lac;2;5500
1;2017;2976;Darkwa, Orleans;RB;nyg;a;dal;1.8;5100
1;2017;2553;Peterson, Adrian;RB;nor;a;min;1.8;6000
1;2017;5473;Smallwood, Wendell;RB;phi;a;was;1.4;4700
1;2017;5567;Breida, Matt;RB;sfo;h;car;1.1;4700
1;2017;5537;Conner, James;RB;pit;a;cle;1.1;5800
1;2017;5448;Prosise, C.J.;RB;sea;a;gnb;1.1;5300
1;2017;2982;Oliver, Branden;RB;lac;a;den;1;4700
1;2017;2805;DiMarco, Patrick;RB;buf;h;nyj;1;4500
1;2017;5541;Williams, Jamaal;RB;gnb;h;sea;0.9;5300
1;2017;2816;Lewis, Dion;RB;nwe;h;kan;0.9;5400
1;2017;2867;Turbin, Robert;RB;ind;a;lar;0.8;5100
1;2017;5415;Burton, Michael;RB;chi;h;atl;0.7;4500
1;2017;2899;Murray, Latavius;RB;min;h;nor;0.6;5800
1;2017;5539;Foreman, D'Onta;RB;hou;h;jac;0.4;5000
1;2017;2896;Lacy, Eddie;RB;sea;a;gnb;0.3;6300
1;2017;2549;Kuhn, John;RB;nor;a;min;0.2;4700
1;2017;5568;Davis, Justin;RB;lar;h;ind;0.1;4500
1;2017;2916;Whittaker, Fozzy;RB;car;a;sfo;0.1;4600
1;2017;2871;Morris, Alfred;RB;dal;h;nyg;0.1;5200
1;2017;5414;Mostert, Raheem;RB;sfo;h;car;0;4500
1;2017;2825;Develin, James;RB;nwe;h;kan;0;4500
1;2017;5405;Grant, Corey;RB;jac;a;hou;0;4500
1;2017;5375;Ward, Terron;RB;atl;a;chi;0;4500
1;2017;2840;Todman, Jordan;RB;hou;h;jac;0;4500
1;2017;5374;Watson, Terrell;RB;pit;a;cle;0;4500
1;2017;5573;Edmunds, Trey;RB;nor;a;min;0;4500
1;2017;2911;Cunningham, Benny;RB;chi;h;atl;0;4700
1;2017;5544;McGuire, Elijah;RB;nyj;a;buf;0;4500
1;2017;2822;Sherman, Anthony;RB;kan;a;nwe;0;4500
1;2017;2874;Bolden, Brandon;RB;nwe;h;kan;0;4500
1;2017;5504;Watt, Derek;RB;lac;a;den;0;4500
1;2017;5492;Smith, Keith;RB;dal;h;nyg;0;4600
1;2017;5403;Nix, Roosevelt;RB;pit;a;cle;0;4500
1;2017;5546;Mays, Devante;RB;gnb;h;sea;0;4500
1;2017;5561;Henderson, De'Angelo;RB;den;h;lac;0;4500
1;2017;2905;Banyard, Joe;RB;buf;h;nyj;0;4500
1;2017;2820;Jones, Taiwan;RB;buf;h;nyj;0;4500
1;2017;3191;Smith, Rod;RB;dal;h;nyg;0;4500
1;2017;5538;Perine, Samaje;RB;was;h;phi;0;5800
1;2017;2909;Coleman, Derrick;RB;atl;a;chi;0;4500
1;2017;5482;Janovich, Andy;RB;den;h;lac;0;4500
1;2017;5413;Fowler, Jalston;RB;ten;h;oak;0;4500
1;2017;5406;Ripkowski, Aaron;RB;gnb;h;sea;0;4500
1;2017;2980;Prosch, Jay;RB;hou;h;jac;0;4500
1;2017;5517;Vitale, Dan;RB;cle;h;pit;0;4600
1;2017;5424;Diggs, Stefon;WR;min;h;nor;24.2;6600
1;2017;3474;Brown, Antonio;WR;pit;a;cle;23.7;9100
1;2017;5485;Hill, Tyreek;WR;kan;a;nwe;23.3;6700
1;2017;5554;Golladay, Kenny;WR;det;h;ari;20.9;5100
1;2017;5333;Thielen, Adam;WR;min;h;nor;20.2;5700
1;2017;5378;Agholor, Nelson;WR;phi;a;was;17.6;4900
1;2017;3751;Nelson, Jordy;WR;gnb;h;sea;17.4;7700
1;2017;3995;Tate, Golden;WR;det;h;ari;16.4;6900
1;2017;5353;Fowler, Bennie;WR;den;h;lac;15.6;4500
1;2017;5552;Kupp, Cooper;WR;lar;h;ind;15.6;4900
1;2017;5206;Hopkins, DeAndre;WR;hou;h;jac;15;7100
1;2017;5376;Cooper, Amari;WR;oak;a;ten;14.7;7600
1;2017;5452;Coleman, Corey;WR;cle;h;pit;13.8;5700
1;2017;3851;Amendola, Danny;WR;nwe;h;kan;13;5800
1;2017;5125;Cobb, Randall;WR;gnb;h;sea;13;5900
1;2017;5409;Nelson, J.J.;WR;ari;a;det;12.8;5200
1;2017;3830;Maclin, Jeremy;WR;bal;a;cin;12.6;6100
1;2017;5223;Shepard, Russell;WR;car;a;sfo;12.3;4700
1;2017;5198;Allen, Keenan;WR;lac;a;den;12;7000
1;2017;5173;Benjamin, Travis;WR;lac;a;den;11.8;5700
1;2017;3872;Crabtree, Michael;WR;oak;a;ten;11.3;6900
1;2017;3754;Garcon, Pierre;WR;sfo;h;car;11.1;6600
1;2017;5168;Jones, Marvin;WR;det;h;ari;10.7;6100
1;2017;3501;Fitzgerald, Larry;WR;ari;a;det;10.4;6400
1;2017;5255;Cooks, Brandin;WR;nwe;h;kan;10.3;7400
1;2017;5091;Green, A.J.;WR;cin;h;bal;9.9;8400
1;2017;5550;Davis, Corey;WR;ten;h;oak;9.9;5500
1;2017;5216;Williams, Terrance;WR;dal;h;nyg;9.8;5100
1;2017;1407;Pryor, Terrelle;WR;was;h;phi;9.6;6200
1;2017;5182;Matthews, Rishard;WR;ten;h;oak;9.6;6100
1;2017;5186;Kearse, Jermaine;WR;nyj;a;buf;9.4;5100
1;2017;3997;Thomas, Demaryius;WR;den;h;lac;9.2;7200
1;2017;5089;Jones, Julio;WR;atl;a;chi;8.6;9000
1;2017;5456;Shepard, Sterling;WR;nyg;a;dal;8.5;5800
1;2017;5408;Roberts, Seth;WR;oak;a;ten;8.4;5200
1;2017;5252;Watkins, Sammy;WR;lar;h;ind;8.3;6900
1;2017;2580;Grant, Ryan;WR;was;h;phi;8.1;4700
1;2017;5136;Baldwin, Doug;WR;sea;a;gnb;8;7500
1;2017;5432;Williams, Tyrell;WR;lac;a;den;7.9;6400
1;2017;5260;Richardson, Paul;WR;sea;a;gnb;7.9;5200
1;2017;3670;Ginn Jr., Ted;WR;nor;a;min;7.8;5600
1;2017;5159;Sanu, Mohamed;WR;atl;a;chi;7.7;4800
1;2017;5508;Lewis, Roger;WR;nyg;a;dal;7.4;4500
1;2017;5153;Jeffery, Alshon;WR;phi;a;was;7.3;7000
1;2017;5254;Matthews, Jordan;WR;buf;h;nyj;7.1;6300
1;2017;5459;Thomas, Michael;WR;nor;a;min;7;7900
1;2017;5217;Woods, Robert;WR;lar;h;ind;6.8;5700
1;2017;5177;Holmes, Andre;WR;buf;h;nyj;6.6;4700
1;2017;5339;Wilson, Albert;WR;kan;a;nwe;6.2;4500
1;2017;5264;Brown, John;WR;ari;a;det;6.2;5700
1;2017;5263;Adams, Davante;WR;gnb;h;sea;6.2;6800
1;2017;5496;Lewis, Tommylee;WR;nor;a;min;6.2;4600
1;2017;5341;Hurns, Allen;WR;jac;a;hou;5.7;5200
1;2017;5344;Moncrief, Donte;WR;ind;a;lar;5.5;5900
1;2017;5385;Conley, Chris;WR;kan;a;nwe;5.3;5100
1;2017;3891;Bryant, Dez;WR;dal;h;nyg;5.3;7800
1;2017;5151;Hilton, T.Y.;WR;ind;a;lar;5.2;8000
1;2017;5361;Gabriel, Taylor;WR;atl;a;chi;5.1;5100
1;2017;5162;Wright, Kendall;WR;chi;h;atl;4.9;5200
1;2017;5163;Beasley, Cole;WR;dal;h;nyg;4.7;5600
1;2017;5502;Anderson, Robby;WR;nyj;a;buf;4.2;5200
1;2017;5481;Louis, Ricardo;WR;cle;h;pit;4.2;4500
1;2017;5458;Jones, T.J.;WR;det;h;ari;4.2;4600
1;2017;5191;Bellamy, Josh;WR;chi;h;atl;4.2;4700
1;2017;3983;Sanders, Emmanuel;WR;den;h;lac;4.1;6600
1;2017;3946;LaFell, Brandon;WR;cin;h;bal;3.9;5100
1;2017;5205;Goodwin, Marquise;WR;sfo;h;car;3.6;5400
1;2017;5219;Butler, Brice;WR;dal;h;nyg;3.5;4700
1;2017;5113;Smith, Torrey;WR;phi;a;was;3.5;5100
1;2017;5257;Benjamin, Kelvin;WR;car;a;sfo;3;6500
1;2017;5167;Hogan, Chris;WR;nwe;h;kan;3;6000
1;2017;5381;Funchess, Devin;WR;car;a;sfo;3;5100
1;2017;5557;Jones, Zay;WR;buf;h;nyj;2.6;
1;2017;5188;Wright, Jarius;WR;min;h;nor;2.6;4500
1;2017;3902;Decker, Eric;WR;ten;h;oak;2.5;6500
1;2017;5367;Bryant, Martavis;WR;pit;a;cle;2.4;6500
1;2017;5555;Taylor, Taywan;WR;ten;h;oak;2.4;4900
1;2017;5326;Coleman, Brandon;WR;nor;a;min;2.3;4700
1;2017;5258;Robinson, Allen;WR;jac;a;hou;2.2;6700
1;2017;5478;Rogers, Eli;WR;pit;a;cle;2.1;4700
1;2017;5160;Thompson, Deonte;WR;chi;h;atl;2;4500
1;2017;5551;Stewart, ArDarius;WR;nyj;a;buf;2;5100
1;2017;3824;Britt, Kenny;WR;cle;h;pit;1.8;6000
1;2017;3885;Benn, Arrelious;WR;jac;a;hou;1.7;4500
1;2017;5157;Quick, Brian;WR;was;h;phi;1.6;4700
1;2017;5455;Boyd, Tyler;WR;cin;h;bal;1.6;4700
1;2017;5377;White, Kevin;WR;chi;h;atl;1.6;5600
1;2017;3627;Marshall, Brandon;WR;nyg;a;dal;1.5;6800
1;2017;5386;Lockett, Tyler;WR;sea;a;gnb;1.3;5900
1;2017;5571;Taylor, Trent;WR;sfo;h;car;1.3;4500
1;2017;3809;Wallace, Mike;WR;bal;a;cin;1.3;5700
1;2017;5208;Patterson, Cordarrelle;WR;oak;a;ten;1.2;5200
1;2017;5453;Treadwell, Laquon;WR;min;h;nor;1.2;5000
1;2017;5134;Robinson, Aldrick;WR;sfo;h;car;1.2;5000
1;2017;5379;Perriman, Breshad;WR;bal;a;cin;1;5000
1;2017;5410;Crowder, Jamison;WR;was;h;phi;0.9;6500
1;2017;5275;Aiken, Kamar;WR;ind;a;lar;0.8;5300
1;2017;2958;Thomas, De'Anthony;WR;kan;a;nwe;0.7;4500
1;2017;5334;Hazel, Matt;WR;ind;a;lar;0.6;4500
1;2017;5199;Austin, Tavon;WR;lar;h;ind;0.3;4900
1;2017;5277;Campanaro, Michael;WR;bal;a;cin;0.2;4500
1;2017;3848;Heyward-Bey, Darrius;WR;pit;a;cle;0;4700
1;2017;5384;Dorsett, Phillip;WR;nwe;h;kan;0;5000
1;2017;5479;Moore, Chris;WR;bal;a;cin;0;4700
1;2017;5480;Erickson, Alex;WR;cin;h;bal;0;4500
1;2017;5239;Golden, Brittan;WR;ari;a;det;0;4500
1;2017;3732;Weems, Eric;WR;ten;h;oak;0;4500
1;2017;5462;Cooper, Pharoh;WR;lar;h;ind;0;4500
1;2017;5256;Lee, Marqise;WR;jac;a;hou;0;5700
1;2017;5399;Davis, Geremy;WR;lac;a;den;0;4500
1;2017;5411;Mayle, Vince;WR;bal;a;cin;0;4500
1;2017;5515;Robinson, Demarcus;WR;kan;a;nwe;0;4500
1;2017;5553;Smith-Schuster, JuJu;WR;pit;a;cle;0;4800
1;2017;3860;Tate, Brandon;WR;buf;h;nyj;0;4800
1;2017;5268;Latimer, Cody;WR;den;h;lac;0;4700
1;2017;5506;Peake, Charone;WR;nyj;a;buf;0;4500
1;2017;5351;Janis, Jeff;WR;gnb;h;sea;0;5200
1;2017;5368;Matthews, Chris;WR;bal;a;cin;0;4500
1;2017;5442;Williams, Kasen;WR;cle;h;pit;0;4500
1;2017;5563;Chesson, Jehu;WR;kan;a;nwe;0;4500
1;2017;3978;Roberts, Andre;WR;atl;a;chi;0;4500
1;2017;5572;Darboh, Amara;WR;sea;a;gnb;0;4500
1;2017;5476;Miller, Braxton;WR;hou;h;jac;0;4900
1;2017;5388;Coates, Sammie;WR;cle;h;pit;0;4700
1;2017;5520;Raymond, Kalif;WR;nyj;a;buf;0;4500
1;2017;5460;Doctson, Josh;WR;was;h;phi;0;5200
1;2017;5491;Holton, Johnny;WR;oak;a;ten;0;4500
1;2017;5556;Samuel, Curtis;WR;car;a;sfo;0;5400
1;2017;5518;Core, Cody;WR;cin;h;bal;0;4500
1;2017;5574;McKenzie, Isaiah;WR;den;h;lac;0;4500
1;2017;5229;Brown, Jaron;WR;ari;a;det;0;4500
1;2017;5429;Bray, Quan;WR;ind;a;lar;0;4500
1;2017;5570;Cole, Keelan;WR;jac;a;hou;0;4500
1;2017;5387;Hardy, Justin;WR;atl;a;chi;0;4500
1;2017;5498;Davis, Trevor;WR;gnb;h;sea;0;4500
1;2017;5265;Ellington, Bruce;WR;hou;h;jac;0;4500
1;2017;5569;Switzer, Ryan;WR;dal;h;nyg;0;4500
1;2017;5130;Harris, Dwayne;WR;nyg;a;dal;0;4500
1;2017;5505;McEvoy, Tanner;WR;sea;a;gnb;0;4500
1;2017;4677;Hooper, Austin;TE;atl;a;chi;19.8;4700
1;2017;4653;James, Jesse;TE;pit;a;cle;19.1;4700
1;2017;4262;Witten, Jason;TE;dal;h;nyg;15.4;5400
1;2017;4552;Fleener, Coby;TE;nor;a;min;13.9;5100
1;2017;4543;Clay, Charles;TE;buf;h;nyj;13.3;4600
1;2017;4569;Ertz, Zach;TE;phi;a;was;13.3;5900
1;2017;4360;Walker, Delanie;TE;ten;h;oak;11.1;6100
1;2017;4537;Rudolph, Kyle;TE;min;h;nor;10.1;5800
1;2017;4642;Harris, Demetrius;TE;kan;a;nwe;8.5;4500
1;2017;4437;Cook, Jared;TE;oak;a;ten;8.1;4900
1;2017;4582;Kelce, Travis;TE;kan;a;nwe;6.9;6500
1;2017;4640;Fiedorowicz, C.J.;TE;hou;h;jac;6.6;5200
1;2017;4701;Engram, Evan;TE;nyg;a;dal;6.4;4900
1;2017;4690;DeValve, Seth;TE;cle;h;pit;6.2;4500
1;2017;4573;Reed, Jordan;TE;was;h;phi;6.1;7100
1;2017;4461;Miller, Zach;TE;chi;h;atl;5.9;4500
1;2017;4407;Bennett, Martellus;TE;gnb;h;sea;5.8;5700
1;2017;4703;Kittle, George;TE;sfo;h;car;5.2;4500
1;2017;4594;Doyle, Jack;TE;ind;a;lar;5.1;5100
1;2017;4692;Derby, A.J.;TE;den;h;lac;4.9;4800
1;2017;4670;Tye, Will;TE;nyj;a;buf;4.9;4500
1;2017;4542;Green, Virgil;TE;den;h;lac;4.9;4600
1;2017;4705;Everett, Gerald;TE;lar;h;ind;4.4;4500
1;2017;4494;Gronkowski, Rob;TE;nwe;h;kan;4.3;8000
1;2017;4576;Sims, Dion;TE;chi;h;atl;4.1;4500
1;2017;4704;Tomlinson, Eric;TE;nyj;a;buf;3.5;4500
1;2017;4493;Gresham, Jermaine;TE;ari;a;det;3;4600
1;2017;4702;Njoku, David;TE;cle;h;pit;3;4500
1;2017;4368;Olsen, Greg;TE;car;a;sfo;2.8;6600
1;2017;4538;Kendricks, Lance;TE;gnb;h;sea;2.8;4500
1;2017;4680;Higbee, Tyler;TE;lar;h;ind;2.7;4500
1;2017;4270;Gates, Antonio;TE;lac;a;den;2.7;5300
1;2017;4661;O'Leary, Nick;TE;buf;h;nyj;2.7;4500
1;2017;4676;Heuerman, Jeff;TE;den;h;lac;2.5;4600
1;2017;4679;Anderson, Stephen;TE;hou;h;jac;2.4;4500
1;2017;4492;Graham, Jimmy;TE;sea;a;gnb;2.3;6200
1;2017;4664;O'Shaughnessy, James;TE;jac;a;hou;2.3;4500
1;2017;4601;Ebron, Eric;TE;det;h;ari;1.9;5500
1;2017;4660;Boyle, Nick;TE;bal;a;cin;1.9;4500
1;2017;4599;Carrier, Derek;TE;lar;h;ind;1.7;4500
1;2017;4363;Celek, Brent;TE;phi;a;was;1.6;4500
1;2017;4688;Vannett, Nick;TE;sea;a;gnb;1.5;4500
1;2017;4554;Ellison, Rhett;TE;nyg;a;dal;1.4;4500
1;2017;4652;Kroft, Tyler;TE;cin;h;bal;1;4500
1;2017;4650;Williams, Maxx;TE;bal;a;cin;1;4500
1;2017;4568;Eifert, Tyler;TE;cin;h;bal;0.9;6100
1;2017;4564;Celek, Garrett;TE;sfo;h;car;0;4500
1;2017;4391;Harris, Clark;TE;cin;h;bal;0;4500
1;2017;4618;Burton, Trey;TE;phi;a;was;0;4600
1;2017;4629;Rodgers, Richard;TE;gnb;h;sea;0;4800
1;2017;4662;Momah, Ifeanyi;TE;ari;a;det;0;4500
1;2017;4697;Manhertz, Chris;TE;car;a;sfo;0;4500
1;2017;4609;Fells, Darren;TE;det;h;ari;0;4500
1;2017;4651;Walford, Clive;TE;oak;a;ten;0;4700
1;2017;4605;Niklas, Troy;TE;ari;a;det;0;4500
1;2017;1463;Thomas, Logan;TE;buf;h;nyj;0;4500
1;2017;4324;Lewis, Marcedes;TE;jac;a;hou;0;4500
1;2017;4681;Travis, Ross;TE;kan;a;nwe;0;4500
1;2017;4706;Smith, Jonnu;TE;ten;h;oak;0;4500
1;2017;4323;Davis, Vernon;TE;was;h;phi;0;5000
1;2017;4637;Supernaw, Phillip;TE;ten;h;oak;0;4500
1;2017;4675;Henry, Hunter;TE;lac;a;den;0;5800
1;2017;4668;Swaim, Geoff;TE;dal;h;nyg;0;4500
1;2017;5110;Paul, Niles;TE;was;h;phi;0;4500
1;2017;4292;Watson, Ben;TE;bal;a;cin;0;4900
1;2017;4604;Grimble, Xavier;TE;pit;a;cle;0;4500
1;2017;4686;Adams, Jerell;TE;nyg;a;dal;0;4500
1;2017;4535;Smith, Lee;TE;oak;a;ten;0;4500
1;2017;4578;Willson, Luke;TE;sea;a;gnb;0;4500
1;2017;4689;Koyack, Ben;TE;jac;a;hou;0;4500
1;2017;4592;Griffin, Ryan;TE;hou;h;jac;0;4500
1;2017;4482;Dickson, Ed;TE;car;a;sfo;0;4500
1;2017;4685;Telfer, Randall;TE;cle;h;pit;0;4500
1;2017;4551;Allen, Dwayne;TE;nwe;h;kan;0;5000
1;2017;4666;Bell, Blake;TE;min;h;nor;0;4500
1;2017;2978;Hewitt, Ryan;TE;cin;h;bal;0;4500
1;2017;4577;Toilolo, Levine;TE;atl;a;chi;0;4500
1;2017;4586;Hill, Josh;TE;nor;a;min;0;4500
1;2017;5436;Brown, Daniel;TE;chi;h;atl;0;4500
1;2017;4694;Morgan, David;TE;min;h;nor;0;4500
1;2017;4590;Williams, Brandon;TE;ind;a;lar;0;4500
1;2017;4572;McDonald, Vance;TE;pit;a;cle;0;4700
1;2017;4553;Hanna, James;TE;dal;h;nyg;0;4500
1;2017;6217;Tavecchio, Giorgio;PK;oak;a;ten;19;0
1;2017;6205;Zuerlein, Greg;PK;lar;h;ind;17;4500
1;2017;6194;Bailey, Dan;PK;dal;h;nyg;15;4900
1;2017;6239;Lutz, Wil;PK;nor;a;min;14;4800
1;2017;6211;Sturgis, Caleb;PK;phi;a;was;13;4600
1;2017;6236;Myers, Jason;PK;jac;a;hou;12;4500
1;2017;6208;Forbath, Kai;PK;min;h;nor;12;4500
1;2017;6071;Bryant, Matt;PK;atl;a;chi;12;4900
1;2017;6169;Succop, Ryan;PK;ten;h;oak;12;4600
1;2017;6172;Gano, Graham;PK;car;a;sfo;11;4700
1;2017;6204;Walsh, Blair;PK;sea;a;gnb;10;4500
1;2017;6229;Catanzaro, Chandler;PK;nyj;a;buf;9;4700
1;2017;6098;Gostkowski, Stephen;PK;nwe;h;kan;9;5000
1;2017;6206;Tucker, Justin;PK;bal;a;cin;8;5000
1;2017;6166;Barth, Connor;PK;chi;h;atl;7;4500
1;2017;6159;Prater, Matt;PK;det;h;ari;7;4700
1;2017;6227;McManus, Brandon;PK;den;h;lac;6;4600
1;2017;6224;Santos, Cairo;PK;kan;a;nwe;6;4600
1;2017;6104;Crosby, Mason;PK;gnb;h;sea;6;4800
1;2017;6016;Dawson, Phil;PK;ari;a;det;5;4500
1;2017;6209;Hopkins, Dustin;PK;was;h;phi;5;4800
1;2017;6240;Gonzalez, Zane;PK;cle;h;pit;4;4500
1;2017;6096;Gould, Robbie;PK;sfo;h;car;4;4500
1;2017;6243;Koo, Younghoe;PK;lac;a;den;3;0
1;2017;6242;Rosas, Aldrick;PK;nyg;a;dal;3;4500
1;2017;6037;Vinatieri, Adam;PK;ind;a;lar;3;4800
1;2017;6225;Boswell, Chris;PK;pit;a;cle;3;4800
1;2017;6167;Hauschka, Steven;PK;buf;h;nyj;3;4800
1;2017;6241;Fairbairn, Ka'imi;PK;hou;h;jac;1;0
1;2017;6203;Bullock, Randy;PK;cin;h;bal;0;4600
1;2017;7014;Jacksonville;Def;jac;a;hou;28;4100
1;2017;7025;LA Rams;Def;lar;h;ind;28;4600
1;2017;7003;Baltimore;Def;bal;a;cin;25;4400
1;2017;7023;Philadelphia;Def;phi;a;was;22;4500
