Week;Year;GID;Name;Pos;Team;h/a;Oppt;FD points;FD salary
2;2017;7022;Oakland;Def;oak;h;nyj;9;5300
2;2017;7032;Houston;Def;hou;a;cin;9;4600
2;2017;7030;Tennessee;Def;ten;a;jac;9;4600
2;2017;7028;Seattle;Def;sea;h;sfo;8;5400
2;2017;7024;Pittsburgh;Def;pit;h;min;8;4700
2;2017;7007;Cincinnati;Def;cin;h;hou;7;4600
2;2017;7027;San Francisco;Def;sfo;a;sea;7;4000
2;2017;7031;Washington;Def;was;a;lar;7;4500
2;2017;7013;Indianapolis;Def;ind;h;ari;7;4200
2;2017;7008;Cleveland;Def;cle;a;bal;6;4100
2;2017;7020;New York G;Def;nyg;h;det;6;4600
2;2017;7023;Philadelphia;Def;phi;a;kan;4;4400
2;2017;7006;Chicago;Def;chi;a;tam;4;4200
2;2017;7026;LA Chargers;Def;lac;h;mia;3;4300
2;2017;7009;Dallas;Def;dal;a;den;2;4800
2;2017;7012;Green Bay;Def;gnb;a;atl;2;4100
2;2017;7016;Miami;Def;mia;a;lac;2;4400
2;2017;7025;LA Rams;Def;lar;h;was;2;4400
2;2017;7017;Minnesota;Def;min;a;pit;2;4400
2;2017;7018;New England;Def;nwe;a;nor;2;4300
2;2017;7014;Jacksonville;Def;jac;h;ten;-1;4300
2;2017;7019;New Orleans;Def;nor;h;nwe;-2;4000
2;2017;7021;New York J;Def;nyj;a;oak;-4;4000
