"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"QB","Matt Schaub",4300,"MIA@ATL 01:00PM ET",0.000,"ATL"
"WR","Mike Wallace",4300,"CHI@BAL 01:00PM ET",8.460,"BAL"
"QB","Tom Savage",4300,"CLE@HOU 01:00PM ET",0.240,"HOU"
"RB","Theo Riddick",4300,"DET@NO 01:00PM ET",8.120,"DET"
"TE","Austin Seferian-Jenkins",4300,"NE@NYJ 01:00PM ET",10.533,"NYJ"
"QB","Blaine Gabbert",4300,"TB@ARI 04:05PM ET",0,"ARI"
"QB","Chad Henne",4300,"LAR@JAX 04:05PM ET",-0.300,"JAX"
"WR","Allen Hurns",4300,"LAR@JAX 04:05PM ET",10.140,"JAX"
"WR","Travis Benjamin",4300,"LAC@OAK 04:25PM ET",8.820,"LAC"
"QB","Scott Tolzien",4300,"IND@TEN 08:30PM ET",3.320,"IND"
"WR","Nelson Agholor",4200,"PHI@CAR 08:25PM ET",12.120,"PHI"
"WR","Kenny Stills",4200,"MIA@ATL 01:00PM ET",6.850,"MIA"
"RB","Isaiah Crowell",4200,"CLE@HOU 01:00PM ET",6.820,"CLE"
"RB","D'Onta Foreman",4200,"CLE@HOU 01:00PM ET",4.720,"HOU"
"QB","Brett Hundley",4200,"GB@MIN 01:00PM ET",0.000,"GB"
"RB","Jamaal Williams",4200,"GB@MIN 01:00PM ET",1.200,"GB"
"QB","Jake Rudock",4200,"DET@NO 01:00PM ET",0.000,"DET"
"QB","C.J. Beathard",4200,"SF@WAS 01:00PM ET",0.000,"SF"
"QB","Sean Mannion",4200,"LAR@JAX 04:05PM ET",-0.220,"LAR"
"WR","Marqise Lee",4200,"LAR@JAX 04:05PM ET",7.160,"JAX"
"WR","Eric Decker",4200,"IND@TEN 08:30PM ET",5.960,"TEN"
"WR","Corey Davis",4200,"IND@TEN 08:30PM ET",7.150,"TEN"
