"fpts","ha","cond","l5g_avg_fpts","l5g_avg_trg","l5g_pct_pyb","l5g_avg_tdr","l5g_avg_ra","l5g_avg_ry","l5g_pct_ryb","l5g_avg_recy","l5g_avg_rec","l5g_pct_recyb","l5g_avg_tdrec","l5g_oppdef_ptsa","l5g_oppdef_rya","l5g_oppdef_pya","l5g_oppdef_fumforc","l5g_oppdef_sacksforc"
26.1,0,"1",9.14,3.4,0,0,7,20.6,0,23,2,0,1,18.4,86.6,253.8,0.2,1.4
10.7,0,"1",5.16,3,0,0,3.6,14.2,0,48,5,0,0,19.2,113.6,231.2,1.2,2
16.7,1,"1",6.86,3.6,0,0,3,16,0,70,9,0,0,23,116.5,255.75,0,2.25
17.7,1,"1",7.4,4.6,0,0,2.4,10,0,36,4,0,1,17,88.4,288.4,0.8,3.4
18.4,1,"1",11.75,5.75,0,0,2,15,0,60,5,0,1,34,165.25,249.75,0.5,2
8.1,0,"1",13.675,6.5,0,0,3,16.25,0,24,4,0,0,22.75,137.75,209.25,0.75,2.5
15.4,1,"1",7.275,4,0,0,2.5,8.5,0,51,5,0,0,23,111,228.6,0.8,2.4
8.1,1,"1",10.65,4.75,0,0,3.75,21,0,30,5,0,0,20.4,101,221.2,0.4,2.2
14.3,0,"-1",10.14,5,0,0,3.4,17,0,55,8,0,0,29.8,129,239.4,0,2.6
8.9,0,"1",9.32,5.2,0,0,3,15.8,0,26,2,0,0,30.2,176.4,235.2,0.6,0.8
14.2,0,"1",18.78,8.6,0,0.2,5.2,37,0,46,8,0,0,25,124.2,254.6,1,2
28.7,1,"1",17.38,9,0,0.2,5,38.8,0,19,6,0,1,25.8,133.4,263.6,0.6,1.6
13.6,0,"1",19.12,8.2,0,0.4,6.6,53,0,60,6,0,0,28,192.5,245.5,0.5,1.25
20.9,1,"1",17.74,7.6,0,0.2,7.4,49.2,0,57,5,0,1,27.25,132,265.5,0.75,1.5
10.2,1,"1",16.875,6.25,0,0.25,6,36.75,0,28,2,0,0,20.25,119.5,229,0.5,2.5
18.4,1,"1",12.25,6,0,0,5,28.25,0,46,5,0,1,27.25,124,198,0.75,3
16.1,0,"1",13.45,5.5,0,0,4.5,31.25,0,58,7,0,0,16.8,113.8,232,1.6,1.8
22.2,0,"1",12.25,6,0,0,4.75,29,0,79,5,0,1,33,115.4,209,1,3.2
16.9,1,"1",16.725,6,0,0,6.25,37,0,22,2,0,1,17,108,188.8,0.8,3
17.9,1,"1",16.76,5.4,0,0,6,43,0,29,5,0,1,19.6,96.8,239.8,0.8,2.4
15.9,0,"1",15.275,7.75,0,0,4.25,22.75,0,32,4,0.25,1,22.75,95.5,315.75,0.5,1.5
18.5,0,"1",12.05,5.25,0,0,5.5,29.5,0,56,7,0,1,23,138.75,219,1,3
13.5,1,"1",17.2,6.5,0,0,4.5,13,0,65,7,0,0,10,97.25,182.5,0.25,3.5
9.7,0,"1",16,9,0,0,2,-0.5,0,47,5,0,0,20.6,98.8,219.8,0.2,2
24.4,0,"-1",11.6,9,0,0,0,0,0,28,4,0,1,20.5,142.25,188.5,1,2.25
15.3,1,"1",15.8666666666667,8.33333333333333,0,0.333333333333333,1.66666666666667,18.6666666666667,0,21,5,0,1,24.6,81,296.4,0.6,2.2
25.2,0,"1",15.725,8.25,0,0.25,2.5,19.5,0,104,7,0,0,26.8,133,247.2,0.6,3.2
22,1,"1",17.62,8.6,0,0.2,3.8,25.2,0,79,8,0.2,1,16.4,103.2,173.4,1,2.2
13.3,0,"1",16.22,6.2,0,0.2,5,20.6,0,58,6,0.2,0,14,117.2,228.6,0.8,2.6
26.8,1,"1",6.4,5,0,0,2,6.25,0,76,7,0,1,24.8,149.6,259.4,1,2
7.5,1,"1",11.325,6,0,0.25,2.5,6.75,0,19,4,0,0,14.25,95.5,239.75,1.25,2
11.3,0,"1",9.875,4,0,0.25,2,7,0,32,7,0,0,15.75,151.75,162.5,0.5,2.5
9.1,1,"1",11.7,5,0,0.25,2.75,9.75,0,23,3,0,0,12.2,82.4,192,0.8,3.4
14.2,0,"1",13.675,5.5,0,0.25,3,19.25,0,38,8,0,0,20.5,73.5,312.25,1.25,2.25
9.9,1,"1",14.6,4.2,0,0.4,5,34.4,0,0,0,0.2,0,22.2,101,265,0.4,2
10.3,0,"1",7.86666666666667,2.66666666666667,0,0.333333333333333,5,31.3333333333333,0,46,4,0,0,23.2,91,288.2,1,2.2
15.1,1,"1",8.43333333333334,3,0,0.333333333333333,5.66666666666667,35.6666666666667,0,13,1,0,0,28,127.6,256.8,0.8,2.4
12.9,1,"1",10.6,4.33333333333333,0,0.333333333333333,2,15.3333333333333,0,14,3,0,0,24.25,170.75,196.25,0.25,3.5
9.3,1,"1",8.12,3,0,0.4,2.8,13.4,0,8,2,0,0,26.5,114.25,284.75,0.75,1.75
12.7,0,"1",6.96,3,0,0.4,3.2,12.8,0,43,6,0,0,28.2,86,264.8,1.2,2
9,0,"1",6.72,3.4,0,0.2,4.6,12.2,0,31,5,0,0,21.25,96.75,259.5,0.5,2
14.9,1,"1",5.925,5.25,0,0,3.25,9,0,38,3,0,1,22.25,77.25,271.75,1,1.25
20,0,"1",8.6,5.5,0,0,4,12,0,34,4,0,0,17.2,81.2,257.8,0.6,2.8
12.5,1,"1",10.88,5.6,0,0,6.2,22.8,0,4,2,0,0,21,121,256.4,0.6,1.4
13.5,1,"1",11.88,5.2,0,0.2,7.2,28.2,0,56,7,0,0,24.6,119.8,249.4,0.8,2.8
13.4,0,"1",11.6,5.6,0,0.2,7,25.8,0,20,3,0,0,30.8,143.6,273.8,0.6,2
15.3,0,"1",12.2,3.5,0,0,3.5,22.5,0,17,5,0.25,0,16,88.5,262.25,1.25,1.5
10.1,0,"1",9.1,3.75,0,0,6.75,44.25,0,14,3,0,0,20,107,271.25,0,1.25
15.6,1,"1",9.3,4.8,0,0,8,46.8,0,57,8,0,0,27,83.8,267.6,0.4,3.4
10.4,1,"1",10.2,6,0,0,7,40.6,0,48,5,0,0,32.6,113,263,0,1.8
16.9,0,"1",10.9,6.8,0,0,7,36.6,0,35,6,0,0,20.75,125,263.25,0,1.5
12,1,"1",11.22,6.6,0,0.2,5.4,22.2,0,13,2,0,1,26.5,96.5,273.75,0.25,2
14.3,1,"1",10.6,4.25,0,0.25,4.25,15.5,0,23,2,0,0,13.2,86.6,239.8,1.2,3.4
8.5,0,"1",11.2,8.5,0,0,6,10.5,0,23,4,0,0,14.2,80.6,232.4,1.2,3
13.4,1,"1",5.45,3.5,0,0,3,17,0,35,2,0,0,17.75,103,219.5,0.5,2.5
38.1,1,"1",8.93333333333333,3.33333333333333,0,0.333333333333333,6,30,0,85,6,0,0,27,136.5,241.75,0.5,1.5
20.3,0,"1",16.225,4.75,0,0.5,8.75,59,0.25,31,4,0,0,14.25,107,162.75,1.75,2.75
16,1,"1",17.04,4.8,0,0.4,12.2,67.6,0.4,40,7,0,0,14.75,78.5,219.25,1,2.25
24.6,0,"1",18.54,5.6,0,0.4,14.6,73.2,0.4,66,4,0,1,22.25,125.75,189,0.5,2.25
21.9,1,"1",20.78,5.4,0,0.2,19,85.4,0.4,88,5,0,1,23.6,120.2,220.6,0.2,2.8
17.9,0,"1",24.18,7.6,0,0.2,19.6,79.8,0.4,73,8,0,0,10.75,119.25,139.5,0.5,1.5
25.8,0,"1",20.14,8,0,0,19.2,57.8,0.2,103,9,0,0,14,88.6,216,0.8,2.6
21.4,1,"1",17.4,5.25,0,0.5,12.75,52.75,0,12,2,0,0,6,69.6,157.6,0.2,3.4
21.3,1,"1",18.2,3.75,0,0.5,15,77,0.25,37,2,0,0,15.25,77,189.25,0.25,2
7.8,0,"1",21.15,3.25,0,0.5,18.25,98.25,0.5,19,2,0,0,28.75,141.75,256.5,1,1.75
9.4,1,"1",17.55,3.75,0,0,20,99.75,0.5,39,4,0,0,23.6,150.8,168,0.8,1.4
33.7,1,"1",14.975,4.5,0,0,18.25,83,0.5,82,3,0,1,24.5,153,231,0,1.5
8.7,0,"1",18.72,4.6,0,0,20.8,93.4,0.6,12,2,0,0,23.2,119.6,236.4,0.6,2
8.4,1,"1",16.18,4.6,0,0,19.2,74,0.4,22,3,0,0,18.5,105.5,163.25,0.5,2.75
20.6,0,"1",13.6,4.8,0,0,17.2,55.2,0.2,6,1,0,0,22.8,164.8,206,0.6,1
24.6,1,"1",16.16,4.2,0,0.2,17.6,67.4,0.2,44,2,0,1,23.2,127.2,196,0.4,2.2
17.3,0,"1",19.2,3.2,0,0.4,20.4,76.8,0.2,27,3,0,0,25.4,122.6,234.8,0.6,0.8
9.7,0,"1",15.92,2.8,0,0.6,18,61,0,39,3,0,0,20.6,110.2,244.8,1.4,3.4
18.4,0,"1",8.125,3.75,0,0.25,5.75,19.25,0,66,3,0,1,18,64.25,203.5,0.75,1.75
15.2,0,"1",6.84,1.8,0,0,5.6,25.2,0,38,4,0,0,35.75,162,280,0.75,1.25
11.8,0,"-1",8.88,2.2,0,0.2,5.8,27.2,0,45,2,0,0,28.5,117.5,263,0.25,1.5
12.3,1,"1",7.92,2.4,0,0.2,5.2,26.2,0,26,2,0,0,18.5,144.75,156.25,1.25,1.75
10.2,0,"1",10,2.4,0,0.2,6.6,40.6,0,8,1,0,0,19.8,87.2,195.6,0.6,2.4
12,1,"1",11.1,2.6,0,0.4,6.4,36,0,22,3,0,1,18.4,91.8,164,1,2
18.4,1,"1",9.26,2,0,0.2,5.4,35.8,0,1,1,0,0,26.6,138.4,185,0.6,1.8
11.3,0,"1",11.74,2,0,0.6,7,44,0,56,5,0,0,21.8,176.4,147.2,1,2.6
12.6,0,"1",13.02,1.4,0,0.2,21.6,97.8,0.6,13,2,0,0,22.75,123.25,211.5,0.25,2.75
15.5,1,"1",14.925,0.5,0,0.25,21.5,108.5,0.75,0,0,0,0,13.5,100,236.25,0.75,3
10.1,1,"1",5.1,0,0,0,17,51,0,30,2,0,0,11.8,98,161.6,0.6,1.4
10,1,"1",16.5,2,0,1,15,76,0,16,2,0,0,14.4,134.4,169.2,0.8,1.6
7.3,1,"1",14.2666666666667,1.66666666666667,0,0,18.6666666666667,83,0.33,0,2,0,0,29.25,109.25,303.25,0.75,2.75
11.5,0,"1",8.9,1.33333333333333,0,0.666666666666667,11,34,0,3,1,0,0,23,155.4,209.2,0.8,1.4
8.2,0,"1",8.06666666666667,1.33333333333333,0,0.666666666666667,9.66666666666667,25,0,25,2,0,0,22,140.5,201.25,0,2
10.5,1,"1",10.1333333333333,2.33333333333333,0,0.666666666666667,10.3333333333333,36,0,34,5,0,0,31.4,147.6,262.8,0.4,1.6
14.8,1,"1",8.375,3,0,0.25,9.5,33.25,0,18,1,0,0,17,147.5,153.5,0.75,2.75
12.2,0,"1",5.575,1.25,0,0.25,5.75,21.75,0,5,1,0,1,19.2,126.2,248,0.4,2.8
12.9,1,"1",6,1,0,0,9.25,35.75,0,2,1,0,0,18.25,112.75,268,0.25,2.25
20.9,0,"1",5.225,1.25,0,0.25,7.25,25.25,0,4,1,0,0,25,107.6,287.6,1.2,3
8.8,1,"1",9.15,1,0,0.5,8.25,42,0.25,2,1,0,1,28,153.5,244.75,0.75,1.75
8,0,"1",5.8,2,0,0,3.5,25,0,25,3,0,0,24.2,87.4,262,0.8,2.8
7.8,1,"1",14.1,6,0,0,16,46,0,2,1,0,0,21.8,103,197.6,1.6,2.6
19,0,"1",10.95,4,0,0,14.5,56,0,44,6,0,0,16.4,120.6,158.4,1,2.2
14.6,1,"1",13.6333333333333,5,0,0,16,59.3333333333333,0,0,0,0,0,16.2,86.4,158.4,0.6,2.4
10.8,0,"1",17.02,5.2,0,0.2,17.2,81.8,0,16,2,0,0,20,123.6,204,0.8,1.6
15.2,0,"1",9.05,2.5,0,0,8.25,54.25,0,1,2,0,0,19.5,128,187,0.5,1.75
9.9,1,"1",10.85,2.25,0,0,8.5,69.75,0.25,50,3,0,0,28.8,128.4,236.4,0.4,2
13,0,"1",11.425,3,0,0,7.5,60,0.25,43,5,0,0,16.5,74.5,159.5,0.75,4.5
16.9,1,"1",11.275,3.5,0,0,8.5,49.25,0.25,26,2,0,0,24.2,102.8,202.6,0.8,2.4
11,0,"1",12.4,3.6,0,0.2,9.2,52,0.2,27,3,0,0,17.5,126.25,191.25,0.5,2.5
13.5,1,"1",13.2,4.2,0,0.2,11.2,54.6,0.2,54,4,0,0,18.8,67.4,244.6,0.2,2
19.9,0,"1",12.86,5,0,0.2,11.4,42.6,0,30,4,0,0,21,85,194.5,1,1.25
15.5,0,"-1",14.86,5,0,0.4,14.6,52.6,0,75,5,0,0,17.75,95.75,167.25,0,1.75
7.6,0,"1",13,4.6,0,0.2,13.2,46.4,0,2,1,0,0,15.25,67.5,206,1,4.75
25,1,"1",12.32,4,0,0.2,12.6,48.6,0,-5,1,0,0,26.2,123.4,238.8,1,2.8
11.1,0,"1",14.62,3.2,0,0.2,13.4,83.4,0.2,14,2,0,0,16,71.8,199.8,0.8,3.4
7.9,0,"1",7.35,2.25,0,0,8.5,23.5,0,17,3,0,0,22.2,129.8,219.2,0.8,1.2
14.3,0,"1",5.22,2.2,0,0,7.8,25.4,0,6,1,0,1,26.8,108.2,306,0.6,1.4
14,1,"1",7.5,0.666666666666667,0,0.666666666666667,4.66666666666667,27.6666666666667,0,12,1,0,0,14.25,82.5,239.5,0.5,2.25
7.7,0,"1",14.55,2,0,1,8.5,61,0,14,2,0,0,20.4,159.4,173,0.2,2.2
9.7,1,"1",6.95,2.25,0,0,1.5,9,0,5,2,0,0,18.6,77,302,0.6,1.6
7.6,1,"1",8.175,2.25,0,0.25,2.5,9.75,0,0,0,0,0,18,107.6,245.4,1,3.2
15,0,"1",8.3,2,0,0.5,4,15,0,18,1,0,1,27.8,88.4,271.2,1,2
8.8,1,"1",5.72,1.8,0,0.2,1.8,7.8,0,1,2,0,1,27.75,90.5,208.25,0.75,2.5
11.6,0,"1",11.4,1.5,0,0,13.5,66.5,0.5,23,3,0,0,25.5,139.25,260.5,0.25,0.75
33.5,0,"1",11.4666666666667,2,0,0,14.6666666666667,65.3333333333333,0.33,101,7,0,1,23,202.75,118.75,0.5,1
8.6,1,"1",16.975,3.25,0,0,15.25,67.5,0.25,45,4,0.25,0,24.2,118.8,228.6,1.2,1.2
9.7,0,"1",15.16,3.8,0,0,11.6,50.8,0.2,5,1,0.2,0,22.6,111,242.2,0.8,1.8
11.9,0,"1",13.34,3.6,0,0,11.8,44.4,0,52,6,0.2,0,12.6,141.2,136,0.4,2.4
21.1,0,"1",7.32,2.6,0,0,8.6,33.6,0,0,0,0,0,22.2,103.4,217.8,0.6,2.8
8.5,1,"1",10.325,1.75,0,0.25,7.5,49,0.25,11,6,0,0,16.25,99.25,153.5,0.5,2
7.6,1,"1",7.5,2,0,0.2,9,38.2,0,6,1,0,0,18,107.6,226.6,0.6,2.4
27.1,0,"1",8.02,1.8,0,0.2,9.8,45.8,0,0,0,0,0,17.6,97.6,156.6,2,2.2
14,1,"1",12.1,2,0,0.4,13.4,52.4,0.2,4,1,0,1,22.6,96.4,231.6,0.8,2.2
23.3,1,"1",14.2,2.4,0,0.4,14.8,59.4,0.2,15,2,0,0,30.25,96.5,243.75,1,3
24.3,0,"1",19.9,2.25,0,0.75,16.5,81,0.5,3,1,0,0,25,204,219.75,0.75,1.75
27,1,"1",16.775,2,0,0.5,16.25,85.25,0.5,0,0,0,0,26,147.4,241.6,1,2.6
25,0,"1",22.15,1.5,0,1,17,108.5,0.75,19,2,0,0,17.75,122.5,218.5,0.5,2
35.6,0,"1",24.9,1.75,0,1.25,17.25,117.25,1,14,3,0,0,25.25,145.75,194.75,0.25,1.5
35.2,1,"1",27.975,2,0,2,18.25,108.25,0.75,6,1,0,0,20,109,174.75,1,2.75
18.1,1,"1",29.42,1.8,0,2,18.4,123.8,0.8,3,3,0,0,23,132.6,213.4,0.4,0.6
37.1,0,"1",28.18,2.4,0,2,17,113.4,0.6,0,0,0,0,17.2,97.2,227.6,0.4,2.2
20.8,0,"1",30.2,2.6,0,2.4,18.8,109.6,0.6,0,0,0,0,22.2,109.4,190.2,0.4,1.8
34.2,0,"1",13.325,3.75,0,0.5,14.75,55,0,20,2,0,0,28,155.4,227.2,0.4,1.8
24.9,1,"1",17.4,3,0,0.75,18.75,83.75,0.25,50,5,0,0,20.8,205.6,131.2,0.2,2.6
18.8,0,"1",18.85,3,0,0.75,18.75,86.25,0.25,0,0,0,0,18,74,271,0.5,2
32.1,0,"1",21.2,2.5,0,0.75,21.75,109.75,0.5,12,2,0,0,24.5,129,207.75,0.75,2.75
13.2,1,"1",23.38,3,0,1,21.6,117.6,0.6,30,1,0,0,22.6,117.6,247,1.4,2.8
19.1,1,"1",24.64,2.8,0,1,21.8,128,0.6,9,1,0,0,30.25,124,257.5,0.75,3
9,0,"1",21.62,2.8,0,0.6,18.4,122,0.6,10,4,0,0,21.25,107.75,175.75,1.25,3.25
11.7,0,"1",18.35,3.5,0,0.5,17.25,100.75,0.5,15,2,0,0,25.2,106.6,266.8,0.4,1.4
9.3,1,"1",10.675,1.75,0,0.25,13,63.75,0,19,4,0,0,21.6,119.2,208.4,0.2,2.2
18.9,0,"1",5.975,1,0,0,8.75,41,0,0,0,0,0,34.25,161,228.75,0,1.5
16.1,1,"1",9.2,0.5,0,0.5,11,51.5,0,4,1,0,0,16.2,78.2,203.8,0.4,2
12.1,0,"1",10.58,0.8,0,0.6,10.2,58.6,0,0,0,0,0,12.75,91.5,185.5,0.75,3
22.4,1,"1",12.3,0.6,0,0.8,11.6,63.8,0,18,2,0,0,33.6,150.4,221.4,0.6,1.8
9.3,0,"1",14.48,0.8,0,1.2,11,62.4,0,20,2,0,0,18.8,72.6,324.2,0.4,2
21.4,0,"1",6.84,1.2,0,0,10.6,33.6,0,51,2,0,1,24.8,108.2,251.2,0.6,2.4
37.3,0,"1",11.18,2,0,0,14.4,48.4,0,3,1,0,0,27.4,104.4,274.8,0.8,1
16.7,0,"1",11.275,2,0,0,18.5,82.5,0.25,53,5,0,0,30.75,108,324.25,1.25,2.5
12.1,0,"1",12.05,2.75,0,0,16.75,65.75,0.25,8,1,0,0,24.5,96.5,250.5,0.75,1.25
7.4,1,"1",11.15,3,0,0.25,13,46.5,0,12,2,0,0,27.5,142,214.75,0.25,2.5
10.6,0,"1",10.4,2.8,0,0.2,13,45.6,0,0,0,0,0,12.5,75.75,302.75,1.5,1.5
7.3,0,"1",7.3,2.5,0,0.25,9.25,33.25,0,11,1,0,0,22,118,185,0.2,2.8
25.8,1,"1",7.275,2.5,0,0.25,9.25,35.75,0,87,3,0,1,26.5,104.5,262.75,0,2.25
13.7,1,"-1",11.075,3,0,0,11,44.5,0,0,1,0,0,21.4,115.4,190,0.2,2.8
11.8,0,"1",13.375,2.5,0,0.25,12.5,57.75,0,75,2,0,0,26,143.6,251.2,1.6,2
7.9,1,"1",12.22,2,0,0.4,9.2,53.8,0.2,15,1,0,0,29,153.8,245.4,0.8,1.2
24.7,0,"1",16.775,3,0,0.5,14.25,76,0.25,88,7,0,0,16.75,92.5,188.25,0.5,3
23.5,1,"1",22.275,4.25,0,0.75,15.25,81,0.25,31,5,0,0,21.5,101.75,250,0.75,2.25
23.1,0,"1",24.4,4.75,0,0.75,19.5,96.75,0.5,15,2,0,0,12.8,79.6,215,0.2,2.4
16.6,1,"1",19.8,4.25,0,0.75,18.5,73.25,0.25,30,5,0,0,17.2,71.4,199.6,0.8,2.8
36.3,0,"1",21.975,5.25,0,1,17.75,66.25,0.25,53,6,0,0,24.8,104.6,190.6,1.2,1.4
7.6,0,"1",8.7,0.25,0,0.5,6,30.75,0,11,1,0,0,23.2,127.4,244.8,0.2,1.6
7.7,0,"1",10.575,1,0,0.5,8.75,44.25,0,0,0,0,0,22.2,132,214.2,0.8,3.2
16,1,"-1",10,0.8,0,0.6,7.6,38.8,0,15,1,0,1,30,133.8,207.6,0.4,2.6
16.5,1,"1",10.95,0.5,0,0.5,5.5,39,0,52,5,0,0,14.4,102.4,156.6,0.4,1.6
8.2,0,"1",12.8,2.66666666666667,0,0.333333333333333,7.33333333333333,47,0,28,3,0,0,21,85.6,182,0.8,4
16.8,1,"1",11.65,2.75,0,0.25,7.5,41.25,0,45,5,0,0,22,99.5,230,0.25,0.75
11.2,0,"1",13.3,4.25,0,0.25,8.25,34,0,38,2,0,0,21.25,104.25,278,0.75,2.25
19,1,"1",11.6,4.8,0,0.2,7.6,33,0,21,4,0,0,21,123,220.25,0.75,3
18.5,1,"-1",11.76,4,0,0.4,6.8,35.8,0,104,4,0,0,17.2,83,188.6,0.8,2.2
10.2,0,"-1",12.1,3.6,0,0.2,6,35.4,0,1,2,0.2,0,15.6,79.2,214.6,0.4,2.6
8.1,1,"1",11.9,3.2,0,0.4,5.6,28.8,0,12,1,0.2,0,11.5,124.25,163,0.25,2.25
21.5,0,"1",12.46,3,0,0.4,6.6,38.4,0,32,3,0.2,0,21.6,143.8,193.6,1,2.4
12.1,0,"1",7.16,1.2,0,0.2,7.2,23.8,0,46,5,0,0,14,68.2,192,0.6,3.2
8.6,1,"1",9.18,2.2,0,0.2,6.8,24.8,0,29,4,0,0,22.6,142.4,212.2,0.6,1.8
10.9,0,"1",10.1,2.8,0,0.2,6.4,24.6,0,56,5,0,0,17.2,85.2,210.6,0.2,3.6
22.1,1,"1",9.95,4.25,0,0,4.75,23,0,46,4,0,1,29.25,203,227.25,0.25,2.25
25.4,1,"-1",9.175,3.25,0,0.25,2.5,12.75,0,23,5,0,0,16.2,97.2,185.8,0.4,3.4
12.5,0,"1",10,4.25,0,0.5,5.25,24.25,0,38,2,0,1,27.4,166.8,235.8,1,1
14.7,1,"1",10.5,4.4,0,0.4,4.8,20.8,0,79,5,0,0,16.8,121.8,207,0.6,2.8
13.3,1,"1",16.22,7.2,0,0,5.6,21.4,0,47,5,0,0,15.8,129.8,201.4,0.6,3
17.6,0,"1",18.16,7.6,0,0,7.4,28.6,0,47,4,0,0,34,161,244.6,0.8,1.8
18.8,0,"1",19.5,6.25,0,0.25,8,28.5,0,77,9,0,0,32.75,102.25,229.25,0.5,3
14.4,1,"1",17.8,7.5,0,0.25,8.5,25.75,0,17,4,0,1,31.75,120.75,191.25,0.5,2
23,0,"1",14.125,5.75,0,0.25,6.75,24.5,0,45,4,0,1,18.25,118.75,264,1,1.5
19.4,1,"1",13.48,5.2,0,0.2,6.2,23.2,0,52,4,0,1,18.5,103,212.25,0.5,3.25
9.8,1,"1",11.76,3,0,0.2,6.8,27.8,0,16,3,0,0,34,114.6,267.8,0.6,1.8
13,1,"1",12.58,3.2,0,0.2,7.4,34,0,42,7,0,0,28,115.6,309,0.6,1.6
12.1,0,"1",15.26,5.6,0,0.4,7.2,30.6,0,63,5,0,0,16.2,130.2,186.2,0.2,4
33.1,1,"1",13.24,5.6,0,0,6.2,23.8,0,75,11,0,2,22.75,72.25,306.75,1,2.5
23.1,1,"1",16.42,6.6,0,0,5.4,21.4,0,78,6,0,1,24.25,122.25,228.5,0.75,2
10.7,0,"1",16.325,6.75,0,0,5,18.75,0,39,6,0,0,23,85,260.25,1.25,2.75
36,1,"1",6,5.25,0,0,4,7.5,0,50,6,0,3,25,115.2,293,0.2,2
18.8,0,"1",12,5.4,0,0.2,4.8,8,0,53,8,0,0,23,76.8,216,1,3.4
14.2,0,"1",15.24,7,0,0.2,5.8,17.6,0,51,8,0,0,18.6,59.6,216,0.8,3
9.7,1,"1",10.16,2.6,0,0.6,7.2,33,0,0,0,0,0,13,86.5,182,0.5,3
13.8,0,"1",5.275,0.25,0,0.75,2,7.75,0,62,1,0,1,17,114.2,287,0.2,1.8
15.6,0,"1",18.4,4,0,1,8,38,0,12,2,0,0,27.2,110.6,262.4,0,2.2
8.8,0,"1",17,3.5,0,1,12.5,51,0,-1,2,0,0,23.6,105.2,233.8,1,2.8
22.4,0,"1",21.96,2.2,0,1,21.6,109.4,0.6,17,2,0,0,20.75,43.25,274.5,0.5,3.5
18.8,1,"1",26.075,2.75,0,0.75,23.75,142.5,1,52,4,0,0,16,109,209.5,1.25,3.5
22.7,0,"1",25.525,3.25,0,0.75,21.75,131.5,0.75,5,1,0,0,30.8,165.2,267.8,0.2,2.2
43.9,0,"1",24.775,3.25,0,1,20.5,120,0.5,95,2,0,1,22.75,122,235.5,0.5,1.5
16.7,1,"1",26.95,2.75,0,1,22.25,114.75,0.5,30,4,0,0,18,66,234.5,1,3
26,1,"1",25.525,3,0,1,21.5,99.75,0.25,23,2,0,0,22.75,94.25,284.25,0.5,2.75
20.5,0,"1",25.62,2.8,0,1.2,21.2,99.2,0.2,19,4,0,0,21.6,122.8,217.6,0.2,1.8
13.7,0,"1",25.96,3,0,1.4,20.8,97.2,0.2,0,0,0,0,19.2,88.6,262.4,0.8,3.6
30.8,1,"1",24.16,3.2,0,1,22,100.2,0.4,29,3,0,0,12.8,99.4,199.8,0.8,2.6
22.2,1,"1",21.54,3.4,0,0.8,22.4,109.2,0.4,12,1,0,0,15.8,84.4,227,0.2,0.8
32.4,0,"1",19.225,4.75,0,0.75,25,78.5,0.25,33,3,0,0,26.25,134,191,0.5,1.75
31.7,1,"1",22.3,3.5,0,0.75,29.75,114.5,0.5,42,3,0,0,24.2,105.4,220.4,1.2,2.4
16.3,0,"1",21.72,3.2,0,0.8,25.8,109.4,0.6,42,5,0,0,11.2,96.2,178.8,1,3.8
11.1,1,"1",22.1,3.8,0,0.6,24.8,109.2,0.6,3,1,0,0,4.4,88.4,115.8,1.2,3.2
10.4,1,"1",18.38,3.2,0,0.4,24.6,103.8,0.4,36,5,0,0,10,90,148,1.4,2.2
37.9,1,"1",13.98,3.8,0,0.2,19.8,73.2,0.2,15,2,0,0,22.6,145.6,183.6,0.8,2.8
33.8,0,"1",15.22,3,0,0.6,21,67,0.2,109,7,0,0,26,122.75,216.25,1.5,2
19.5,0,"1",21.9,4.8,0,0.8,25.6,80,0.2,24,4,0.2,0,17.8,127.2,180.2,0.6,3.6
32.1,1,"1",22.54,4.8,0,0.8,27.6,86,0.4,20,4,0.2,2,25.4,111.2,250.2,0.4,1.4
39.6,0,"-1",26.74,5.4,0,1,25.6,82.6,0.4,0,1,0.2,0,32.4,165,232.6,2,2.8
16.7,1,"1",32.58,4.4,0,1.6,30,112.2,0.6,14,1,0.2,0,22.2,170.4,157.8,0.4,2.4
17.5,1,"1",10.75,3.25,0,0.25,19.5,43.75,0,45,6,0,0,19.5,124,211.5,0.75,3
11.2,1,"1",12.1,4,0,0.2,20,49,0,21,3,0,0,17.8,79.8,221.8,0.6,2.4
9.4,1,"1",9.18,3.4,0,0,20.6,53.2,0,16,2,0,0,9.8,56.8,162.4,1,5.6
11.1,0,"1",9.66,3.8,0,0,18.4,54.6,0,0,0,0,0,14.75,134.5,211,1.25,3
15.6,0,"1",11.14,3.4,0,0.2,21,62.2,0,0,1,0,0,24.5,170.5,190.5,0.75,1.5
31,1,"1",9.7,2.6,0,0.4,17,50.8,0,20,2,0,0,20.6,126.4,176.2,0.8,2.8
32,1,"1",15.78,4.2,0,0.6,16.2,43.6,0,27,3,0,1,18,130.25,218.25,1,2.25
14.2,0,"1",18.325,4,0,0.75,18.75,56,0.25,6,1,0,0,31.75,137,211.5,0.25,1.25
14.1,0,"1",16.775,2.5,0,0.5,18.25,67.75,0.5,16,3,0,0,23.75,156.75,190.75,1,1.5
8.6,1,"1",16.825,2.75,0,0.25,21,85,0.5,0,0,0,0,30.5,128.75,199.5,0.25,2.25
22.3,1,"1",17.225,2,0,0.25,24.75,100,0.5,14,1,0,0,17.8,85,242.8,1.2,3
9.2,0,"1",14.8,1.75,0,0.5,24,91.5,0.25,11,2,0,0,22.8,132,197.6,0.2,1.6
