"fpts","ha","cond","l5g_avg_fpts","l5g_avg_trg","l5g_avg_recy","l5g_avg_rec","l5g_pct_recyb","l5g_oppdef_ptsa","l5g_oppdef_rya","l5g_oppdef_pya","l5g_oppdef_fumforc","l5g_oppdef_sacksforc"
13.8,1,"1",10.66,4.8,38,4,0,23.75,104.25,221.5,0.25,2.25
24.3,0,"1",12.18,4,63,6,0,27.8,90,246.8,0.8,2.4
17.3,1,"1",15,5.6,63,3,0,24,96.6,215.2,0.4,2.2
24.2,0,"1",15.82,5.8,122,9,0,27,122.25,271.5,0.25,2.5
15.4,0,"1",17.46,7.8,64,3,0.2,23.5,86.5,252.75,0.25,2.75
16.5,0,"1",15.125,7,105,4,0.25,20.8,120.8,261.4,0.6,2.2
12.1,0,"1",14.925,8.25,31,3,0.5,24,88.2,223.2,0.6,2
29.4,1,"1",11.9,7.25,114,9,0.25,17.8,75.4,205.4,0.4,1.6
15.2,1,"1",5.225,2,70,2,0,14.2,106.2,104.8,1.2,2.8
20.8,1,"1",8.7,2.66666666666667,98,5,0,19.75,88.25,146.25,0.75,3.25
13.8,0,"1",14.2333333333333,3.66666666666667,27,1,0,28.25,135.5,252.75,0.25,1.75
15,0,"1",14.125,3,10,2,0,29,186.75,192.75,0.5,2
17.9,1,"1",14.075,3,69,5,0,18.25,104.25,197.5,0.25,2
31.2,0,"1",14.84,3.6,142,8,0,20.5,147.25,180,0.5,2.25
10.1,0,"1",19.74,5.2,57,4,0.2,26,117.4,252.2,0.2,1.8
9.3,1,"1",17.6,5,43,5,0.2,16.2,97.6,222,0.4,2
18.3,1,"1",16.7,6,66,5,0.2,21.4,146,189.6,0.8,1.8
17.1,0,"1",5.56,2.8,71,4,0,20,144.75,197.5,0.75,1
13.6,1,"1",8.78,3.8,76,6,0,15.5,70.75,246.25,1,2.75
20.8,1,"1",9.875,5.25,50,3,0,24.4,132.2,248.4,1.2,3
22.6,0,"1",11.1,3.75,106,3,0,29.4,132.2,209.4,0.4,1.2
23.1,0,"1",10.72,3.2,101,10,0.2,17.2,121.2,193.4,0.6,1.8
24.7,1,"1",6.03333333333333,2,119,3,0,27.25,124,198,0.75,3
16.5,1,"1",10.6,4,75,3,0.33,17,108,188.8,0.8,3
25.8,1,"1",20.8,8,118,5,0.25,13.4,94.6,169.6,1,4.4
12.9,0,"-1",24.025,8.25,29,4,0.5,26.2,128.8,227.4,0.6,2.2
25,1,"1",21.85,7,110,5,0.5,22.75,89,189.25,0.5,1.5
19.5,0,"1",27.1,7.5,65,7,0.75,24.75,135,174.25,0.5,4.25
21.7,0,"-1",25.58,8.8,130,6,0.6,28.5,124.75,211.5,0.25,2.75
26.4,1,"1",20.98,9.4,104,7,0.6,27.6,150,185.4,0.2,1.6
24.6,1,"1",21.1,9.6,106,5,0.6,19.4,128,241.8,1.6,2.4
36.4,0,"-1",23.44,10,144,7,0.8,15.8,158.2,182.2,0.2,1.2
18.3,0,"1",22.94,9.2,63,4,0.8,26.2,117.4,201.4,0.4,3.6
26.6,1,"1",22.26,8.2,136,4,0.6,18.8,106.8,214,0.8,1.4
11.2,0,"1",22.3,7.8,42,1,0.6,20.6,128.8,219.6,0.6,3.8
15.3,1,"1",12,8.2,73,8,0,10,84,156.8,1.6,4.2
13.9,0,"1",14.3,9.2,49,3,0,19.5,131.25,228,0.25,1.5
22.5,0,"1",14.45,8.75,95,7,0,14.25,113,199,0.5,2
49.9,1,"1",16.375,10.75,171,10,0,18.8,91.4,193.4,1,4
31.4,0,"1",23.2,10.25,144,8,0.25,12.6,60.2,184.4,1,4
31.4,1,"1",27.575,11.75,154,7,0.5,19.2,76.4,217.6,0.8,2.4
36.4,0,"1",28.34,12,144,7,0.6,24.4,96.6,227.4,0.6,2
17.3,1,"1",16.775,14.25,83,9,0.25,34.5,117,277.75,0.75,1
12.6,0,"1",16.65,14.5,86,4,0.25,32.75,204,225.25,0.25,1
30.1,1,"1",11.9,11.25,119,9,0,29.75,123,259.75,1.25,2
8.9,0,"1",18.025,11.5,41,4,0.25,9,96.2,106.2,0.6,2.8
11.5,1,"1",17.225,9.5,85,3,0.25,17,145.75,205.25,0.25,2
26.5,1,"1",16.08,9.2,115,6,0.2,10.75,134.5,164.25,1.75,3.25
16.2,0,"1",17.92,8.8,92,8,0.4,22,107.75,236,0.25,2.25
25.4,1,"1",18.64,9.8,134,9,0.4,20.6,129,231.4,1.4,3.6
11.5,0,"1",17.7,10.8,25,3,0.4,19.2,130.8,197.8,1.2,2.4
39.8,0,"1",18.22,10.8,113,11,0.4,23.4,114.8,230.8,1.2,2.4
25.52,1,"1",23.88,11.8,110,7,0.6,14.8,91.6,138.2,0.6,4.2
19.9,0,"1",23.684,12.4,109,6,0.6,24.4,135.4,265.2,0.4,2
34.1,1,"1",22.65,9.25,151,10,0.25,15.4,105.6,147.6,0.4,2.6
33.3,1,"1",29.225,10.75,125,7,0.5,18.75,120.5,155.25,0.5,2.5
20.7,1,"1",34.675,11,87,6,0.75,27.5,132,258.5,0.25,2.25
32,0,"1",28.3,11.25,120,11,0.5,23.25,108.5,222,0.5,2.25
10.6,1,"1",25.32,11.2,56,5,0.6,24,105.8,180.2,0.4,1.6
34.5,0,"1",20.62,11.4,160,10,0.4,24.2,133.8,167,1.2,2.2
36.3,1,"1",20.86,12.4,133,8,0.4,21.6,105.2,235.2,0.8,2.6
25.7,0,"1",23.98,12.4,93,9,0.6,16.4,95.2,193,0.4,1.6
33.1,1,"1",22.72,11.8,111,7,0.4,26.8,188,216.2,0.4,1.2
16.6,0,"1",28.04,12.2,56,5,0.6,31.2,148.4,248.2,1.2,2.2
16.9,0,"1",25.245,8.75,89,2,0.25,25.4,146.6,232.2,1.2,2.6
21.4,1,"1",10.05,5.5,104,4,0,29.6,138.6,243,0.8,2.4
23.2,0,"1",13.8333333333333,6.66666666666667,102,4,0.33,22.8,135,195.2,0,1.6
11,1,"1",16.175,7.25,30,2,0.5,23.6,128.2,229.6,1,2.6
17.6,0,"1",15.14,7.2,66,5,0.4,13.8,72.8,173.6,0.4,2.6
13.3,1,"1",14.9,5.5,43,3,0.5,18.6,173.6,159.2,0.8,1.8
7.7,0,"1",9.55,5,7,1,0.25,26.5,78,299.5,1.25,1.75
20.7,1,"1",6.65,5.75,87,6,0,21,97.5,276.75,0.5,0.5
14.4,0,"1",9.36,7.4,74,7,0,18.25,85.5,207.75,0.5,3.75
9.8,1,"1",10.34,7.8,28,1,0,20.2,140,137.2,0.2,1
12.2,0,"1",8.16,6.6,72,5,0,15.8,83.8,221.2,1.2,1.4
33.6,1,"1",9.2,7.6,116,7,0,21.8,145.8,182.6,1.2,3
13.6,0,"1",9.4,7,86,5,0,8.5,107.25,200,0.5,1.5
28.9,1,"1",10.625,8.5,129,7,0,23.2,113.2,206.2,1.2,2.2
13.6,0,"-1",14.04,8.8,76,6,0.2,32.75,144,248.25,1,3
17.9,0,"1",28.4,8.4,59,6,0.8,19.2,81,204.8,0.4,2.4
31.2,0,"1",24.72,9.2,122,4,0.6,33.2,166,178.6,0.6,1.2
13.7,1,"1",24.26,8.4,47,3,0.6,15.75,77,186,0.5,2.5
32.5,0,"1",20.92,8,145,9,0.4,12,116.75,146.25,1,1.25
49.8,0,"1",23.825,9.25,128,10,0.5,12,100.5,183,0.5,1.25
9.3,1,"1",31.8,9.25,43,5,0.75,21,106,220.2,0.4,1.2
13.4,0,"1",26.325,11,34,4,0.5,31,92.5,242.25,0.25,2
35.5,1,"1",26.25,11.75,135,7,0.5,12.8,76.8,118.8,1.4,2.8
12.9,1,"-1",27,11.25,79,5,0.5,21.75,120.75,164,0.75,3.25
22,1,"-1",24.18,11.6,50,5,0.4,22.8,167.6,167.6,0.4,3
31,0,"1",18.62,11.2,100,6,0.2,22.6,122.8,163.2,0.4,3.6
23.9,1,"1",10.4,7,69,5,0.25,28,137,275.2,0.8,1.6
20.2,1,"1",15.325,7.75,102,7,0.25,24.75,166.75,183,1.25,3
11.5,0,"1",18.75,8.5,65,6,0.5,23.75,104.75,205.75,1,1.5
10.1,1,"1",17.3,8.4,53,5,0.4,26.5,89.75,237,0.75,0.75
11.6,1,"1",14.26,8.6,26,3,0.2,14.8,77.6,190.2,1,3.6
41.5,0,"1",15.46,8,125,8,0.2,18.8,93.8,206,0.8,3
8.5,1,"-1",18.98,9.4,45,4,0.4,14.2,64.4,180,0,2.4
8.6,0,"1",16.64,9.4,56,3,0.2,25.4,124,293,0.6,1.4
23.7,0,"1",16.06,9.6,67,5,0.2,19.6,162.4,158.2,0.6,1.2
16.7,1,"-1",18.78,9.4,87,2,0.2,30,130.6,203.8,1,1.6
41.9,1,"-1",16.14,9.6,129,8,0.4,27.8,78.6,287.6,0.8,1.8
11.9,0,"1",18.3,8.4,69,5,0.4,26.8,185.2,169.4,0.6,1.8
31.7,1,"1",18.1,6.75,147,6,0.25,27,112.25,214.5,0.5,3.5
41.9,0,"1",22.525,8.25,179,9,0.5,11.5,110.25,188.75,0.75,2.5
14.4,1,"1",31.85,11.25,34,5,0.75,17.5,115.5,139.5,1.25,3
9.7,0,"1",24.975,11.5,67,3,0.5,22.2,148,212,1,2.4
14.6,0,"1",24.425,11,66,2,0.5,24.6,134.6,232.4,0.4,3.4
18,0,"1",16.44,8.4,70,5,0.2,20.4,166.8,174,0.2,2.4
26.5,1,"1",11.66,6.6,45,4,0,20.4,78.4,254.2,0.6,1.2
12.5,0,"1",14.08,5.4,75,5,0,19.6,87.8,223.2,0.4,3
10.5,1,"1",11.8,6.4,55,5,0,21.75,104.75,202.5,0.25,2.25
12,0,"1",11.72,6,30,3,0,18.4,105.4,224.4,0.2,3
12.8,0,"1",6.86,3.4,48,2,0.2,28.2,97.4,265.8,1.2,1.2
7.6,0,"1",5.94,2.4,36,4,0,30.4,118.8,233.6,0.8,2
14.3,0,"1",7.65,4.75,57,8,0,17.2,104.6,198,0.2,1.8
11.9,0,"1",9.775,6.75,66,4,0,21,90.5,239.25,0.25,2.25
19,1,"1",9.425,7.25,60,7,0,15.75,131,168.5,1,2.25
11.7,1,"1",7.95,3.5,37,2,0,15.5,96,143.25,0.75,2.75
15.6,1,"1",8.7,3.6,66,3,0,17,99.2,225.2,1.2,4.4
7.5,0,"1",8.6,3.25,45,3,0,24,154.2,218.6,1.8,1.6
11.2,0,"1",5.975,4,62,5,0,19,111.8,221.8,0.6,4.2
25.9,1,"1",7.06666666666667,3.66666666666667,109,6,0,16.6,94.6,222.4,0.6,1.4
13.6,0,"1",12.775,4.5,36,4,0.25,21.75,124.75,241,0.5,3
19.6,1,"1",11.02,3.8,31,4,0.2,31,127.2,261.4,0.8,1.6
12.3,0,"1",5.86666666666667,5,43,2,0,16,96.5,207,0.75,1.5
9.5,1,"1",8.23333333333333,4,15,2,0,25,134.75,223.25,0.75,1.75
13.3,0,"1",8.55,4,33,4,0,19.8,93,193.6,1,2.2
7.3,0,"1",9.54,4.4,33,4,0,18,125.5,207.25,0,2.75
9.3,1,"1",8.54,5,53,4,0,35,165.8,250.2,0.6,0.8
11.9,0,"1",5.06,5.2,69,5,0,28.75,142.25,210.5,0.5,2.5
7.2,0,"1",7.3,5,62,1,0,13.75,93.75,144.5,1.25,2
11.9,0,"1",7.8,2.8,29,3,0.2,18.2,129.6,193.6,0.8,2.2
21.8,1,"-1",6.06666666666667,2.66666666666667,58,4,0,30,133.8,207.6,0.4,2.6
16.5,0,"1",11.56,7.4,75,3,0.2,28,99.8,278.4,1.6,1.6
12,1,"1",11.24,7.2,40,3,0,31,112,295.25,1,2.5
14,1,"1",14.025,5.5,50,3,0,27,95.75,293.5,0.5,2.5
12.7,1,"1",10.625,3,37,3,0,23,124.4,212,0.4,3
9.4,1,"1",9.675,2.5,64,3,0,26.5,160.5,320.25,1,1.75
8,0,"1",6.36,4,40,4,0,24.6,99,212.2,0.4,2.6
10.8,0,"1",10.78,8,58,5,0,26.4,133.6,274.2,1,2.2
13.4,0,"1",12.52,9.2,74,6,0,19.6,113.4,234.6,0.6,1.2
8.9,1,"1",13.6,9.5,49,4,0,21.8,92,238.8,1.4,3.2
8.9,0,"1",11.6,9.75,39,5,0,21.6,91,205,0.8,1.2
21.2,1,"1",10.5,9.75,112,7,0,24,111.25,227.25,0.25,2.5
8.2,0,"1",11.4,9.75,52,3,0.25,28.5,169.25,218,1,2.75
28.2,0,"1",8.58,5.8,132,6,0.2,9.2,79.4,228.8,0.8,3.8
24.8,1,"1",9.98,4,158,6,0.2,24.6,113.2,235.8,1.4,3.2
9.4,0,"1",11.14,5.2,44,5,0.2,20.6,98,279.6,1.4,2.2
8.8,1,"1",11.96,5.4,68,2,0.2,26.25,95,270.25,0.25,2.5
10.5,0,"1",13.42,6,55,5,0.2,25.6,129.2,285.8,0.8,2.6
15,0,"1",10,6.4,40,5,0,29.75,85.75,270.25,1.5,2.5
8.1,1,"1",10.58,6.2,51,3,0,14.6,72.6,240.8,0.6,2.8
11,0,"1",10.6,5.75,24,1,0,28.75,163.25,251.5,0.5,1.25
16.8,0,"1",9.575,5.25,58,5,0,25.4,150.2,256.4,0,2.6
14.7,1,"1",10.025,5.5,47,4,0,15.6,46.8,193.8,1.4,3
16,0,"1",11.675,5.75,80,2,0,23.6,122.2,232.2,0.6,2.6
17.9,1,"1",12.54,5.6,79,4,0,34.2,133.6,304,0.2,2.2
10.4,1,"1",10.15,4,24,2,0,22,134.8,261.4,1,1.4
8.4,0,"1",14.55,4.5,54,3,0,15.2,116,247.6,1.4,2.6
8.2,0,"1",24.6,12,52,3,0.6,31.2,104.4,253.8,0.6,2.6
37.9,1,"1",22.52,11.4,111,5,0.6,20.8,145.8,180.4,0.6,2.6
27,0,"1",23.36,11.2,110,7,0.6,23.8,146.2,180,0.6,1.8
21.4,0,"1",26.275,11.75,134,5,0.75,24.25,135.75,205.5,0.5,2.75
13.6,1,"1",23.625,9,76,6,0.75,18.4,79.8,287.8,1.4,2
38.7,1,"1",24.975,9.75,187,11,0.75,19,78.75,178,0.25,1.5
26,0,"-1",25.175,12,82,4,0.75,22.75,130,276.25,0.75,2
13.7,1,"1",20.84,10,82,5,0.4,21,160.5,259.5,2,2.75
19.1,0,"1",19.3,10,101,6,0.2,20.6,80.6,222.2,0.8,3.8
16,1,"1",20.4,10.8,80,8,0.4,13.5,99.25,152.25,0.25,3.25
17.9,0,"1",26.94,11.6,86,9,0.6,17.4,76.4,191.4,1.4,2.2
30.9,1,"1",24.14,12.4,159,6,0.4,19.2,133.2,203.4,0.8,2
35.1,0,"1",21.28,10.4,91,10,0.4,15.75,86.5,195,0.5,3.25
12.4,1,"1",25.64,11.8,74,5,0.4,21.6,104,233.8,0.8,3.4
11.5,1,"-1",22.52,10.8,25,3,0.2,14.5,109.25,238.5,0.5,1.75
15.1,0,"1",21.56,10,81,7,0.2,21.5,106.75,164.25,1.5,2.25
14.6,1,"1",18.525,10.5,66,8,0,20.6,135.6,224.4,0.8,1.8
27,0,"1",13.4,10,100,8,0,21.25,112.25,188.5,1.25,1.75
19.6,1,"1",18.9,14,56,8,0,17.8,134.6,202.6,0.2,2.8
16.2,0,"1",20.4,13.6666666666667,92,7,0,35.6,134.2,269,0.8,1.8
17.8,1,"1",13.68,8.2,88,9,0,19.6,82.6,232.4,0.6,1.8
16.2,0,"1",14.1,9.6,92,7,0,30.8,126.4,307.4,1,2
11.5,0,"1",16.36,11.2,54,7,0,28.25,190,139.25,0.75,1.25
15.2,1,"1",14.95,12,72,8,0,25.8,139.8,239.2,0.4,2.6
17.9,0,"1",15.175,12.75,58,5,0,19.8,149.4,184.2,1,1.2
19.3,1,"1",15.2,11.25,73,6,0,18.6,133,165.4,1,2
9.8,0,"1",14.5,9.5,38,6,0,15.2,87.2,206.8,0.8,2.2
11.3,1,"1",13.56,9.2,83,3,0,16.4,107,199.6,0.2,3.6
11.4,0,"1",12.78,7.8,64,5,0,18,81.2,191.8,0.8,2.8
17.2,1,"1",11.48,7.8,62,5,0,31.4,127.6,259.6,0.6,1
19.6,1,"1",12.576,6.8,70,4,0.2,25.8,95.2,149.8,0.4,1.8
7.2,0,"1",12.836,7,23,4,0.2,19.75,104.5,216.75,0,2.5
9.8,1,"1",14.036,8,58,4,0.2,14.4,90,225.8,0.4,2.2
24.4,1,"1",10.5,8,84,10,0,23.5,105.25,231.25,0.5,2.25
23.6,1,"1",11.7,8.75,86,9,0,16.4,83.8,189.8,0.4,1.4
18.7,1,"1",15.2,8.25,85,7,0,23,152.75,191.25,0.5,2.25
8.1,1,"1",17.425,8.5,41,4,0,24,105.6,213.8,0.6,2.6
15.5,0,"1",15.56,8.4,42,4,0,23.4,105.2,159.8,1.2,2.4
16,0,"1",11.12,7.4,50,5,0,24.5,148.25,201.25,1.75,1.5
39.4,1,"1",11.46,7.4,208,9,0,21.2,121,218,1.2,2.4
11.9,1,"1",15.64,9.2,29,3,0.2,16.75,103.25,266,0.5,1.5
17.9,1,"-1",18.225,9,99,2,0.25,30,110,261.5,0.5,1
11.6,0,"1",18.7,7.5,76,4,0.25,19.75,60,211,1,1.5
17.7,1,"1",11.75,6,97,8,0,26.75,106.25,182.5,1.5,3.75
19.5,0,"1",13.2,8,75,6,0,30.6,114.2,326.4,1,2.8
18.6,0,"1",14.46,8,58,6,0,37.2,133,262.8,0.6,1.8
13.6,1,"1",17.06,8.8,76,6,0,17.6,137.6,208.6,1,3.6
27.3,1,"1",12.98,8,123,6,0,27.2,116.4,222.8,0.4,2
8.1,0,"1",15.24,7.4,51,3,0.2,23.75,119.5,323.5,2.25,2
18.6,1,"1",13.6,6,76,5,0.2,25.25,89.75,278,1,1.75
15,0,"1",14.575,5.5,50,5,0.25,24,132.5,168.75,1,3.5
10.7,1,"1",17.25,6.5,57,5,0.25,28.75,158.5,162.5,0.25,1.25
16.7,0,"1",13.1,6,57,5,0,13.25,95.25,176.5,0.5,1.75
14.6,0,"1",15.25,7,79,6,0,19.6,80.6,212.8,1,1.4
11.4,1,"1",14.25,8,64,5,0,24.2,122,217.2,1,2.8
32.7,0,"1",13.68,8,137,11,0,24.6,128.4,276.2,0.6,2.4
14.1,1,"1",17.22,9.6,91,5,0.2,23,128,165.2,1.2,2.4
12.9,0,"1",7.175,5.5,69,6,0,22.5,142.25,197.5,0,2.75
14.6,0,"1",8.225,6.25,46,4,0,22.75,103.75,160,0,3
7.9,0,"1",9.5,6.4,39,4,0,17,131.8,173,0.2,2.6
7.9,0,"1",8.94,6.8,39,4,0,19.6,103.2,232.2,1.2,2
14,0,"1",5.18,4.4,40,4,0,21.8,116,258.2,0.8,2.6
10.9,1,"1",5.8,4.4,59,5,0,24.8,140,226.8,0.2,1.8
18.6,1,"1",6,5.5,96,3,0,17,92,185.75,1.75,2.5
17,1,"1",10.175,5.25,100,4,0,18.4,83.4,209.6,0.2,3.8
11.2,1,"1",10.575,4.5,62,5,0,22.4,140.4,213,0.2,2
11.7,0,"1",12.6,5.5,77,4,0,21.6,111.6,234.2,0.8,4.2
7.6,0,"1",9.14,4.4,46,3,0,11.6,115,198.6,1.6,4
8.5,1,"1",8.3,4.25,45,4,0,24,106.25,197,0,1.75
14.8,1,"1",8.625,4.75,98,5,0,25,91.6,289.8,0.4,1.4
21.2,0,"1",8.125,5.75,84,6,0,27.25,100.25,207,0.75,1.75
13.7,1,"1",11.525,6,87,5,0,27.75,129.5,197,0.5,2
8.7,0,"1",11.96,6.6,57,3,0,31,190,310.25,1.25,1.5
29,0,"1",12,6.2,130,7,0,24.75,77.75,296,0,2
9.9,1,"1",14.84,7,59,4,0.2,28.25,102.75,326.25,0.5,1.75
15,1,"1",12.5,7.4,40,5,0.2,26,127.8,217.6,0.8,2
9.5,1,"1",5.93333333333333,2,45,5,0,18,120.5,141.75,0.5,2.5
7.8,0,"1",6.86666666666667,5.33333333333333,58,2,0,24.75,136.5,162,0,1.75
8.4,1,"1",5.625,3.25,44,4,0,19.75,96,250.5,0.25,2
7.3,0,"1",6.35,4.25,33,4,0,20.5,105.75,218.75,0.25,3.75
14.3,1,"1",5.05,4.25,93,5,0,30.25,142.75,230.25,0.5,1.5
27.1,0,"1",6.9,4.6,121,6,0,13.5,82.5,188.5,0.75,2.75
7.3,1,"1",10.3,4.8,43,3,0.2,22.4,137.8,187.2,0.2,2.4
18.3,0,"1",10.86,5.2,103,5,0.2,18,74.6,229,0.8,2.6
31.4,1,"1",7.8,5.75,104,6,0.25,18.6,112.2,196.2,1.6,3.4
17.1,1,"1",13.14,6.2,71,4,0.2,12,109,226.25,0.25,2.75
27.6,1,"1",17.925,6.5,96,6,0.25,29.75,126.75,275.5,0.75,1
10.6,0,"1",14.65,5.75,46,6,0,24.75,101,190.75,1,1.25
26.1,1,"1",14.825,7.5,141,9,0,19.2,140.4,178.4,0.8,3
7.9,0,"1",17.075,8.75,39,4,0.25,16.75,79.75,177.5,0.25,1.75
12,1,"1",15.24,8.8,30,3,0.2,12.25,93.25,142.25,0.25,2
18.7,1,"1",12.1,8.6,57,7,0.2,19.8,143.8,166.8,1.2,3.2
32.9,0,"1",16.275,6.5,119,6,0.25,20,94.5,181.75,0,3.75
11.2,1,"1",14.9,5.75,22,3,0.25,24,108.5,221.75,0.25,3.5
13.3,1,"1",16.7,6.25,33,4,0.25,20.25,100.25,266.25,0,1.5
31.6,0,"1",15.55,5.75,106,6,0.25,16.6,117.4,166.6,1.6,3
21.6,1,"1",19.06,6.8,96,6,0.4,21.25,114.5,148.5,0.75,3.5
22.6,0,"1",16.8,6,96,7,0.2,29.2,132.2,258.2,0.4,0.8
16.8,1,"1",19.08,7.4,88,8,0.2,18.4,109.4,189.4,1.2,2.6
9.1,1,"1",19.78,8,61,3,0.2,17.8,85.2,232.2,0.6,1.6
18,0,"1",15.28,8,90,3,0,24.6,95.2,181.2,0.4,3.2
18.9,1,"1",11.18,6.8,59,7,0,29.6,103,263.8,0.8,2.8
17.9,0,"1",13.16,7.2,89,9,0,29.75,162.75,221.25,0,1.5
32.4,0,"1",15.775,8,124,9,0,28.25,158,258.25,0.25,1.5
15.2,1,"1",20.675,10.25,72,8,0.25,30.2,177.4,194.8,0.6,1.8
25.7,0,"1",21.1,10,117,5,0.25,18.25,135.25,185.25,0.75,1.25
11.2,1,"1",22.8,9.75,62,5,0.5,15.8,78.6,207.8,1,2.4
14,1,"1",21.125,9.25,50,3,0.5,26.75,97.5,234.25,1,1.5
12.1,0,"1",19.7,8,81,4,0.4,15.2,73.8,199.6,0.4,4.2
19.1,1,"1",15.64,7.2,91,10,0.2,15,78.5,191.75,1,2.75
28.2,1,"1",14.375,8,122,7,0.25,23.2,118.2,222.2,0.6,1.8
46.8,0,"1",15.8,8.25,138,10,0.25,5,68,191,0.75,2.75
15,0,"1",24.45,9.25,90,6,0.5,9,63.25,212,1.5,2.75
14.2,1,"1",25.35,11,42,4,0.5,24.5,134.5,227,0.75,3
27.1,0,"1",26.05,10,111,7,0.5,17.6,94,178.2,1.2,1.4
17.7,1,"1",26.26,10,77,4,0.6,17.5,170.25,94.25,0.5,1.5
8.7,0,"1",24.16,9,57,3,0.4,24,128,245.8,1,1.4
22,0,"1",16.54,7.6,110,8,0.2,13.4,85.4,188.8,0.2,1.8
21.4,1,"1",17.94,7.8,84,7,0.4,16.4,77.4,277,0.8,2.6
13,1,"1",15.1,7.6,70,6,0.2,13.6,98.6,176.6,1.6,4.2
25.1,0,"1",14.7,7.25,131,9,0,11.25,51,243.5,1,3.25
32.8,0,"1",17.975,8.5,168,7,0.25,15.75,117.25,234.5,1.25,0.75
11.2,1,"1",23.075,10,62,5,0.5,18.4,95.2,210.6,1,2.4
33,0,"1",22.175,10.5,140,10,0.5,15.5,155,204.75,1.5,2.25
11.5,1,"1",25.525,12.5,75,4,0.75,22.5,89,262,0.5,2
17.6,0,"1",22.72,11.2,66,5,0.6,20.5,113.5,163.75,1,1.25
32.8,1,"1",21.22,11,158,8,0.4,21.6,95.2,285.2,0.6,1.6
12.2,0,"-1",21.22,10.6,42,2,0.4,30.2,92,241,0.2,2.2
10.9,0,"1",21.42,9.4,69,4,0.4,24.2,147.8,213.4,1.2,2
32.3,1,"1",17,7.4,143,10,0.2,18.4,98.2,245.6,0.6,2.8
19.7,1,"1",21.16,9,87,12,0.4,20.2,114.8,222.4,0.4,2.8
28.8,1,"1",19.075,9.5,118,8,0,14,65.75,127.75,0.25,2.5
13.5,1,"1",15.45,8.75,65,5,0.25,18.5,93.25,216.25,1,2
26.4,0,"1",15.06,8.2,114,6,0.2,14.5,68.25,165.75,0.25,4.25
16,1,"1",15.8,9,90,7,0.4,24.8,124.6,202,0.2,2.4
8.6,0,"-1",13.44,7.8,46,4,0.2,26.2,147,272.6,0.4,1.4
9.8,1,"1",13.98,7.8,48,5,0.2,23.25,102.5,271,0.5,1.75
20.4,1,"1",13.24,8,104,7,0.2,34.8,196,158.6,1,2
26.8,0,"1",12.04,7.6,108,7,0.2,24.6,109.6,199.6,0,1.6
21.3,0,"1",18.175,8.5,83,7,0.25,28.2,129.2,246.6,0.4,2.4
35.7,1,"1",21.825,9.25,147,12,0.25,24,108,235,1,2.25
12.4,1,"1",23.6,12,64,8,0.25,16.4,58.2,202.2,1.4,1.6
37.6,1,"1",21.85,11.5,126,10,0.25,11,130.5,166.5,1,1.75
15.9,0,"1",26.75,12.5,89,7,0.5,14.25,116.75,172.5,0.5,2.5
10.9,0,"1",24.58,12,19,3,0.4,17.75,114.5,191.75,0.5,1.5
8.8,1,"1",22.5,11.4,48,4,0.4,18.2,109.2,214,0.2,3
8.3,1,"1",17.12,8.8,43,4,0.2,21.2,141,179.8,0.8,2.2
27.2,0,"1",16.3,8.4,132,5,0.2,17.8,87,235,0.8,1.2
7.1,0,"-1",12.3,6.8,21,5,0.2,18.2,167.2,160.2,0,2.6
13.1,0,"1",21.22,11.2,71,6,0.2,18.4,112.2,298,0.8,2.4
13.9,1,"1",18.425,11.5,39,4,0.25,29,143,253.75,0.25,1.25
19.3,0,"1",19.275,12.75,83,11,0.25,23.75,96.25,223.75,1.25,2.25
27.7,0,"1",13.175,10.75,107,8,0,23.6,114,282.2,0.8,2.2
9.2,1,"1",16.825,11,42,5,0.25,21.25,80.75,214,0,2.75
43,1,"1",15.3,11.6,200,14,0.2,29.8,111.6,296.8,0.8,1.8
17.6,0,"1",21.12,13.2,106,4,0.4,21.25,163.25,237.75,0,1.75
8.4,1,"1",20.78,11.4,34,5,0.6,21,104,244.2,0.4,2
21.8,1,"1",17.04,11.2,68,9,0.4,23.6,145,237.6,0.2,1.8
10.8,0,"1",12.84,9.4,58,5,0.2,18.8,89.8,191,1,2.6
11.1,0,"1",8.88,7.6,61,5,0,26.5,134.75,264.25,0.25,1.5
26.2,1,"1",7.25,7.5,122,5,0,30.75,143.25,256.75,1,2.5
10.5,0,"1",12.15,8.25,55,5,0.25,17.6,103.4,291,0.4,3
8.1,0,"1",12,6,41,4,0.25,16.4,89.8,232.8,0.2,3.2
12.3,1,"1",12.275,6.5,33,3,0.25,16.4,114.4,254.6,1.6,2
27.6,1,"1",14.275,5.75,106,8,0.25,17.5,111,187.75,0.5,2.5
15.3,0,"1",16.94,7.4,73,8,0.4,27.2,105,241.8,1.2,1
12.7,0,"1",26.65,15,87,5,0.5,26.4,173.2,199.8,0.4,1
13.3,1,"1",23.45,13,73,6,0.25,29.2,130.4,291.8,0.6,2.6
16.1,0,"1",22,14,91,7,0.25,33.2,127.8,294.8,0.4,0.8
20.8,1,"1",21.825,13,78,7,0.25,15,93.75,261.25,0.75,4.5
17.6,0,"1",21.62,12.2,96,8,0.2,30.5,126.5,256.5,0.75,1.5
14.2,0,"1",16.1,10.4,72,7,0,22,116.5,279.5,1.25,2.75
21.2,1,"1",16.4,12,102,8,0,26.75,124.5,200.75,0.25,2
