"fpts","ha","cond","l5g_avg_fpts","l5g_avg_trg","l5g_avg_recy","l5g_avg_rec","l5g_pct_recyb","l5g_oppdef_ptsa","l5g_oppdef_rya","l5g_oppdef_pya","l5g_oppdef_fumforc","l5g_oppdef_sacksforc"
25.9,0,"1",21.96,7.2,99,4,0.2,27.6,102.8,280.8,1.2,2.2
9.5,0,"1",13.8,7,45,5,0.5,28.5,80.5,295.75,1.25,2
14.5,0,"1",12.3666666666667,8.66666666666667,45,4,0.33,24.8,116.2,267.2,0.4,3.8
9.2,0,"1",11.24,8.6,62,3,0.2,24.75,124,254,0.25,1.75
15,1,"1",7.94,8.4,50,4,0,18.8,77,248.6,0.4,3.2
24.3,1,"1",13,6,113,4,0,16,109,209.5,1.25,3.5
30.6,0,"1",13.6,9,116,6,0.5,22.75,122,235.5,0.5,1.5
26,1,"1",19.2666666666667,9,80,6,0.67,18,66,234.5,1,3
12.2,1,"1",20.95,8.75,72,5,0.5,22.75,94.25,284.25,0.5,2.75
18.4,0,"1",19.2,8.4,84,4,0.4,21.6,122.8,217.6,0.2,1.8
16.2,1,"1",17.64,7.8,82,8,0.2,12.8,99.4,199.8,0.8,2.6
27.4,1,"1",14.76,8,70,4,0,15.8,84.4,227,0.2,0.8
14.7,0,"1",5.575,4,47,4,0,14.8,79.8,216.6,1.4,1.8
7.1,1,"1",7.175,4.75,41,3,0,31.25,158.25,245.25,0.75,1.5
17,0,"1",6.675,5,66,4,0,26.75,117.25,281.5,1.25,2.75
8.3,1,"1",5.74,6.2,43,4,0,29.2,134.2,233.4,1,1.8
18,0,"1",7.12,6.6,68,5,0,20.25,105.25,207.25,0.25,2.5
14.5,1,"1",6.8,4,55,3,0,22.2,132.4,192.6,0.8,1.2
16.5,0,"1",7.55,5.75,65,4,0,9.2,74.2,145.8,1,3.6
27.2,0,"1",6.5,3.75,132,5,0,12.25,82.25,197,0.75,3.5
7.1,1,"1",12.375,4.5,41,3,0.25,22,98,268.6,0.6,2.4
18.1,0,"1",11.2,4,79,4,0,23,160.6,216.2,0.6,2.4
9.4,1,"-1",9.25,4.25,4,1,0.25,19,112,173.2,0.8,2.2
9.6,0,"1",9.28,3.6,56,4,0.2,22.2,148,161.4,0.4,2.6
13.9,1,"-1",6.68,3.4,49,3,0,19.4,93.4,221.4,0.6,1.2
10,0,"1",6.15,1,70,3,0,14.6,86.6,181,0.6,2.8
7.8,0,"1",20.76,7.8,43,3,0.2,21.2,141.6,158.2,1.2,2.8
8.4,1,"1",19.36,6.4,44,4,0.2,28.5,152,204.75,0.25,2.5
9,1,"1",17.425,6.25,60,3,0.25,26.5,101.5,249.25,0.5,2.75
27,1,"1",12.625,5.5,130,11,0.25,20.5,88.25,211.25,1.5,3.25
25.1,0,"1",13.05,6.25,121,4,0.25,23.2,98,279,0.2,2
13.8,0,"1",17.375,7.5,32,3,0.5,15.75,128.25,128,1,3
11.8,1,"-1",18.725,8.5,65,5,0.5,23,102.4,249.8,0.8,2.2
14.4,0,"-1",16.78,9.4,42,4,0.4,24.4,97.2,264.4,0.2,0.8
16.2,1,"-1",14.26,7.8,52,5,0.2,21.8,154.2,153.4,0.4,1.4
12.9,1,"1",9.425,5.75,59,7,0,16.2,122.6,222.6,1,2.2
10,0,"1",11.45,6.75,53,4,0,15.25,88.75,180.75,1.25,2.25
8.1,0,"1",13.15,7,26,1,0,20.5,117.5,278.25,0.25,3
7.1,1,"1",6.275,5.5,31,4,0,11.75,85.5,246.75,0.75,2.5
8,0,"1",5.55,5,47,4,0,21.2,102.8,178,0.4,2
10.8,0,"1",9.58,6.8,78,3,0.2,21.2,144.2,229,1.2,2
35,0,"1",13.86,9.4,110,9,0.2,18,99.75,254,2,4
14.2,1,"1",19.48,10.4,52,3,0.4,20,121,184.75,0.25,3
33.8,0,"1",15.55,6,148,10,0.25,24,91.25,247.25,0,1
20.5,1,"1",15.25,6,85,6,0.25,30,148.75,195.5,0.5,2.25
18.7,1,"-1",16.675,7.75,87,4,0.25,23,143,172.8,0,1.4
19.4,1,"1",17.08,7.8,74,4,0.2,16.4,90.2,178.8,0.4,3.4
36.2,0,"1",19.72,8.6,162,11,0.2,22.6,139.4,226.6,0.8,3
28.4,0,"1",15.85,7.75,114,8,0.25,27.75,168.25,174.75,1,1.75
13.5,0,"1",16.575,8.5,76,5,0.25,18,153.6,156,1,1.6
11.4,1,"1",18.225,9.75,64,5,0.25,19.25,80.5,205.75,0.5,2
24.4,0,"1",15.775,9,114,10,0.25,21.5,124,221,1,1.75
25.4,1,"1",19.425,10.75,84,5,0.5,24.2,88.6,255.2,0.8,2
8.4,0,"1",20.62,10.4,50,3,0.4,26.2,106.6,235.4,0.4,2.6
14.4,0,"1",16.62,9.8,64,8,0.2,10.4,105.4,142.8,0.8,3.4
7.2,1,"1",16.8,10.6,32,4,0.2,23.2,143.6,194.4,0.8,1.2
8.6,0,"1",15.96,10.2,56,3,0.2,22.4,122.2,214.8,1,2.8
19.7,1,"1",12.8,9.6,107,6,0,8.8,114.8,179.8,0.8,3.2
20.8,1,"1",11.66,9.8,118,6,0.2,12.2,83,236.8,0.8,2.6
25.9,0,"1",13.55,9.25,93,10,0.25,16.6,84.8,166.8,0.6,2.4
9.8,1,"1",13.05,10,48,5,0,23.4,111,218.8,1.8,2.6
24.6,0,"1",12.775,9.75,96,9,0,25,113.5,223.75,0.25,2.5
31.1,0,"1",16.425,11,161,6,0,17.5,50.5,218.5,0.75,3.75
17.9,0,"-1",19.52,10.6,89,3,0.2,21.6,162,186.2,0.8,3.8
13.4,1,"-1",17.92,9.8,44,3,0.2,13.75,124.5,193,0.25,3
33.4,0,"1",18.64,10.6,160,9,0.2,16.8,122,182,1.4,2.2
14.7,1,"1",20.4,9.4,70,7,0.4,24.2,153.8,198.8,1,1.6
18.9,1,"-1",17.12,9.6,99,9,0.2,23.8,35.6,254.4,2,1.6
10.7,0,"1",19.66,12.2,23,3,0.2,21.8,101.6,263,1.2,2.6
8.8,1,"1",16.66,9.6,38,5,0.2,13,86.5,182,0.5,3
14.9,0,"1",9.1,7.25,99,5,0,15.75,106.5,227.25,1,2.75
10.3,1,"1",9.65,6.25,63,4,0,23.75,78.75,284.5,1.25,1.75
13.8,1,"1",9.95,6.25,83,5,0,20.25,115.25,177,1.5,1.75
27.7,0,"1",11.2,6.25,147,10,0,15.4,78.2,252.2,2,2.8
13.6,0,"1",14.5,7.4,66,7,0.2,15.75,73.5,231.25,0.75,3
13,0,"1",14.44,8.2,80,5,0.2,19.4,94.6,238.8,0.4,2.8
7.2,0,"-1",14.98,8.6,32,4,0.2,25.8,118.6,269,1.2,1.8
11.3,0,"1",11.16,5.8,53,6,0,31,131,237,0.5,2.75
7.5,1,"1",11.86,6.8,35,4,0,17,155.75,182.5,1.25,2.25
29.6,0,"1",9.25,6,136,7,0,14.5,91,210.75,0.75,1.75
9.4,0,"1",16.2,7.5,46,5,0.25,26.5,68,258.25,1.25,3.5
10,1,"1",14.45,8.75,60,4,0.25,26.75,77.75,287.25,1,1.25
8.3,0,"1",14.125,7.5,43,4,0.25,29,124,247,0.25,1.25
19.3,1,"1",14.325,8.25,83,5,0.25,24,115.5,233,1.25,2.75
10.5,1,"1",15.32,8.6,75,3,0.2,25,144.8,213.2,0.8,1.8
11.5,0,"1",11.5,7.2,65,5,0,24.2,113.4,179.4,0,2.4
12.3,0,"1",11.92,6.4,63,6,0,21.6,126.4,201,0,2.2
26.1,1,"1",12.38,8.2,111,6,0,35.6,169.2,226.8,1.4,2
20.7,1,"1",15.025,7.25,107,7,0,32.4,115.8,244.6,0.6,2
16.4,0,"1",18.225,7.5,84,2,0.25,22.8,155.4,273.4,1.6,1.6
12.3,1,"1",16.85,6,63,6,0.25,23,89.8,265.6,1,3.4
17.1,0,"1",14.725,6.75,71,4,0.25,28,147.25,190.75,0.5,2
9,1,"1",16.625,7.5,50,4,0.25,18.5,91,210.75,0.75,3.75
9,1,"1",15.1,7.2,40,5,0.2,20.5,88,266.25,0.25,1.5
30.2,0,"1",12.76,7,142,7,0,28.25,125,300.5,0.75,0.75
11.1,1,"1",15.52,8.4,31,3,0.2,11.6,106.2,175,0.6,1.4
10.6,0,"1",12.48,6.4,76,3,0.2,21,110.6,200.6,0.6,3.2
12.5,0,"1",12.26,6.8,65,6,0.2,19,133.8,206.2,0.6,2.8
7.4,1,"1",7.66,6.4,44,3,0,19,138.2,190.6,1.8,3.6
8.1,1,"1",7.72,6,41,5,0,26,121.4,248,0.6,2.6
11.2,1,"1",5.875,3,72,4,0,27,157.75,273.5,0.25,0.75
19.4,0,"1",6.025,3.25,34,4,0,26,136.6,257.6,0.4,2
11.5,1,"1",8.7,3.4,75,4,0,26,177.2,184.2,0.6,3.6
8.7,0,"1",10.24,4.2,7,2,0,20.8,153.4,143.4,0.6,2.8
13.2,1,"1",9.4,3.8,52,2,0,24.6,125.6,286.4,0.8,2.4
9.4,0,"1",7.04,3.8,54,5,0.2,17,79.25,242,1,3.5
8.7,0,"1",7.45,3.5,57,3,0,25.6,81.6,262.6,0.6,1.8
16.4,1,"1",6.28,3,64,4,0,26.25,183.5,258.25,1,0.75
8.3,0,"1",8.86,3.8,13,1,0,38.5,145.5,299,0.5,1.75
11,0,"1",8.04,4.4,30,2,0,23.5,101,309.75,0.75,1.75
27,1,"1",5.74,4,120,7,0,25,91.6,247.8,0,2.2
14.6,1,"1",7.8,5,56,3,0,14.75,120,249,1.5,2.75
11.3,1,"1",6.78,4.4,33,2,0,26.75,96.25,262.75,0.75,0.75
10,0,"1",5.68,5.8,60,4,0,23.4,166.6,191.6,0.4,0.8
9.1,0,"-1",8.375,6,51,4,0,22.5,121.5,262.5,0.5,2
13.2,1,"1",5.175,5.5,52,2,0,33,141,206.2,0.8,2.4
13.4,1,"1",11.5,3,84,5,0,22.4,95,240.2,0.8,2.6
18.1,1,"1",12.45,7,101,5,0,18.6,173.6,159.2,0.8,1.8
7.2,0,"1",10.5,7,37,3,0.33,26.5,78,299.5,1.25,1.75
16.8,1,"1",9.675,6.5,58,5,0.25,21,97.5,276.75,0.5,0.5
13.5,0,"1",9.225,7,45,3,0,21.2,105.2,219.2,0.2,2.8
13.3,0,"1",12.6,7,83,5,0,16.5,55.25,228.75,0.5,3.25
35.5,1,"1",5.325,5.5,125,8,0,21.6,119.2,208.4,0.2,2.2
7.2,0,"1",11.05,5.75,42,3,0.25,26.2,151.6,225.4,0.4,0.4
17.2,1,"1",11.45,5,92,2,0.25,23.25,99,289.75,0.5,2
12.4,0,"1",6.26666666666667,3.33333333333333,34,3,0,9.25,57.25,240,0.75,2.5
17.7,0,"1",10.4,4.66666666666667,87,3,0,21.6,118.2,158.8,0.4,2.4
8.7,1,"1",11.0666666666667,4.33333333333333,67,2,0,12.8,104.2,106.2,0.8,2.4
11.5,1,"-1",5.83333333333333,4,65,5,0,11.2,70.6,183.2,0.8,1.8
20.1,0,"1",7.25,4.75,61,4,0,16.4,138.4,203.6,0.4,1.2
21,1,"1",10.1,5.5,80,7,0,15.6,87.4,169.6,0.8,3.6
18.7,1,"1",12.4,7.75,107,5,0.25,16.25,96.75,214,1.25,3
33.1,0,"1",11.825,6.75,101,8,0.25,15.75,97.25,182,1.25,2.75
18,0,"1",16.08,8,100,5,0.4,23.25,105.75,240.25,1,3
11.6,1,"1",17.16,8.6,66,5,0.4,16,103.2,147.6,0.6,3
10.2,1,"-1",16.54,9,42,6,0.4,12.2,105.6,157.6,0.8,3.2
18.8,0,"1",11.34,8.4,58,7,0.2,17.4,88.2,234.2,1.4,1.6
12.8,1,"1",14.95,10,58,7,0.25,22.4,167,184.6,1,2
10.4,1,"1",11.9,9,64,4,0,15.25,120,124.5,0.75,3.25
7.7,1,"1",11.6,7,27,5,0,27.25,134.5,191.5,0.5,1
8.8,0,"1",9.05,7,58,3,0,22,120.75,261.5,0.75,2.75
30,1,"1",8.25,6.5,137,6,0,17.6,120.2,205.2,0.6,2.2
8.7,1,"1",9.25,2.5,57,3,0,25.25,162.25,239,0,0.25
25.9,1,"1",5.42,5,119,5,0,23,76.5,267.75,0.75,2.25
8.3,0,"1",10.16,5.8,53,3,0.2,21.8,91.8,262.6,0.8,3.4
20.3,0,"1",9.28,5.2,113,6,0.2,22,114.2,208.6,1,3
10.1,0,"1",11.94,6,21,2,0.4,27.2,137,246.2,1,3.4
8.8,1,"1",5.175,4,8,2,0,11.75,81.25,199.25,0.75,4.25
10.5,0,"1",6.425,4,55,5,0,16,88.5,262.25,1.25,1.5
16.4,0,"-1",5.65,5.5,54,5,0,20.8,110,288,0.6,3.4
14.2,1,"1",8.925,6.5,82,6,0,32.6,113,263,0,1.8
15.8,1,"1",8.45,8,78,2,0,30,165.5,226.25,0.75,3
18.7,0,"1",11.7,6,67,6,0,25.75,132.5,200.75,1,1.5
7.3,1,"1",11.6,4,43,3,0,23.6,124.2,245.6,0.6,0.6
7.9,0,"1",5.175,2.75,39,4,0,24.6,153,131.8,0.4,1
11.5,0,"1",8.65,5,25,3,0,23,121.25,197,1.25,3.25
9.8,1,"-1",9.6,4.66666666666667,58,4,0,18.6,112.8,176,0.4,2.4
17.7,1,"-1",7.58,4,67,5,0,22.8,99.8,206.8,0.4,3.8
23.4,0,"1",7.74,4,104,4,0,22,114.5,265.75,0.25,2.5
16.7,1,"-1",10.46,4,87,8,0.2,22.2,124,217.6,1,1.8
16.3,0,"1",13.36,6.6,63,4,0.2,23.2,117,207.6,0.2,2.2
27.1,1,"1",17.8,8,101,8,0,23.25,126,205,0.25,0.5
31.6,1,"1",22.45,9,136,9,0.5,18,167,167.5,0.75,3
8.1,0,"1",25.5,10.3333333333333,41,4,0.67,24.5,77.25,225.5,0,1.75
8.1,0,"1",8.1,6,41,4,0,32,129.2,267,0.2,1.4
16.3,1,"1",5.1,5,53,5,0,28,104.5,281.75,1,3.25
14.4,1,"1",5.5,5.4,44,2,0,14.8,110.4,201,0.8,0.8
13.5,1,"1",7.05,6.5,65,7,0,32.25,164.5,229.5,0.5,1.25
13,0,"-1",5.86,5,70,6,0,23,132.2,228.6,0.4,1.8
15.9,0,"1",5.63333333333333,4,89,7,0,23.6,142.6,286.2,1.2,3
12.5,0,"1",5.05,4,85,4,0,18.6,143.6,203,1,2.6
8.6,1,"1",6.1,3.8,46,4,0,20,102,161.6,0.2,2.4
8.6,1,"1",6.62,4.6,16,1,0,24.6,120.4,250.4,0.6,1.2
12.3,1,"1",6.62,3.8,43,2,0,26.25,95,270.25,0.25,2.5
18.7,0,"1",9.08,4.2,37,3,0,25.6,129.2,285.8,0.8,2.6
20.2,1,"1",9.82,4.8,82,6,0,14.6,72.6,240.8,0.6,2.8
7.8,1,"1",11.225,6,8,1,0,24.6,101,273,0.8,2.8
9.1,0,"1",8.5,4.75,41,5,0,25.4,150.2,256.4,0,2.6
20.3,1,"1",13.4,6,93,5,0.25,21.2,124.2,221.4,0.2,1.8
11.7,0,"1",15.7,6.5,67,5,0.25,19.5,86.5,164.75,0.5,4.25
15,1,"1",12,7.5,90,6,0,30,128.2,280.6,1,1.4
8.1,0,"1",13.025,8.5,41,4,0,31.6,159.2,257.4,0.4,1.6
15.2,0,"1",12.04,8.6,62,3,0,34.5,76.75,281.5,0.25,2.5
14.8,1,"1",14.06,8.8,78,7,0,12,73.2,207.6,0.6,4.4
12.7,0,"1",9.925,6,77,5,0,27.6,122.2,223.8,0.8,2.6
11.6,0,"1",7.075,6,66,6,0,18.2,109.6,181,0.4,4.4
13.5,0,"1",9.38,6.2,75,6,0,28.8,169.2,207.2,0.8,1
10.4,1,"1",7.86,7.4,54,5,0,27,108.75,223,0.5,1.5
11.7,1,"1",6.225,5.25,77,4,0,16.4,83.2,186,0.4,2.8
15.9,1,"1",6.55,6.5,39,6,0,19,126.8,223.6,0.6,0.8
16.2,1,"1",5.35,4.5,53,4,0,17.6,118.8,218.2,1,3.6
7.2,1,"1",6.2,3,42,3,0,24.8,138.2,175.6,0.6,1.6
28.9,1,"1",14.55,2.5,169,9,0.5,26.4,115.8,247.4,0,2
28.8,0,"1",19.3333333333333,5.66666666666667,158,4,0.67,27.2,91.4,270.8,1.4,3
17.5,0,"1",22.55,6.75,92,2,0.75,15.2,104,203.8,1,1
9.1,1,"1",10.74,4.2,71,2,0.2,22.2,128.4,165.4,0,1.8
8.8,1,"1",11.48,4.2,68,2,0.2,25.25,115,212.5,0.5,3
11,0,"1",10.16,4.2,80,3,0.2,14.6,108.2,148.4,0.6,1.8
12.4,1,"1",11.84,4.8,34,3,0.2,19.4,101.4,239,0.6,2.8
8.3,0,"1",14.075,5.5,33,2,0.25,17.75,111,209,0.75,2.25
12.4,0,"1",5.95,4.25,71,4,0,21.75,78.5,228,0.25,2.5
8.6,1,"1",6.525,4.75,46,4,0,21.75,119,261.25,1,1.75
12,1,"1",6.925,5,93,3,0,19.75,88.25,146.25,0.75,3.25
11.2,0,"1",8.65,4.5,72,4,0,28.25,135.5,252.75,0.25,1.75
23.6,1,"1",9,4.4,116,3,0,18.25,104.25,197.5,0.25,2
12.4,0,"1",11.24,4.2,61,6,0.2,20.5,147.25,180,0.5,2.25
8.5,1,"1",9.42,5.4,35,5,0.2,21.4,146,189.6,0.8,1.8
7.4,0,"1",5.16,2.4,35,3,0,17.2,121.2,193.4,0.6,1.8
7.7,1,"1",6.425,4.25,48,2,0,19.6,96.8,239.8,0.8,2.4
10.5,0,"1",13.5333333333333,6.33333333333333,75,3,0.33,22.75,95.5,315.75,0.5,1.5
7.1,0,"1",6.92,1,41,3,0,16.5,105.5,209.5,0.5,3.5
20.5,1,"1",6.24,3.8,65,2,0,21.8,109.4,239.4,0.6,2.4
14.7,0,"1",8.275,3.5,87,6,0,21.4,125.8,221.6,0.2,1.8
7.3,1,"1",12.175,5.75,42,3,0,24.75,129.75,285.75,1.25,3
9.4,1,"1",10.7,5.75,54,4,0,14.25,96.5,219.5,0.25,1.75
13.9,0,"1",5.65,5,57,5,0,30.6,151.6,233.2,0.6,1.8
16,0,"1",8.075,6.25,67,3,0,19.75,70.75,244.5,1.25,3.5
13,1,"1",9.66,6.6,80,5,0,23.8,127.2,168,0.2,2.6
8.6,1,"1",10.8,7.6,46,4,0,26.2,120.4,221.6,0.2,2
14.5,0,"1",10.94,7.8,85,6,0,16.6,114.4,218,1.2,1.2
15.4,0,"1",11.225,5,83,6,0,15.75,128,228.75,1.5,2
26.1,0,"1",10.325,6.5,101,8,0,21.2,102,260.4,0.6,2.6
14.6,1,"1",15.325,7,81,7,0.25,23.6,158.2,272.4,1.4,1.6
15.1,1,"1",14.325,7,94,6,0.25,18.75,110,197.5,0.5,2.25
11.8,0,"1",17.8,9.75,48,7,0.25,30.25,115,271.75,0.5,1.5
10.6,1,"1",7.54,4.4,26,2,0,19.25,74.25,302,0.75,2.75
8.5,1,"1",9.12,4.8,30,5,0,22.4,126,302.4,1.2,2.4
13.8,1,"1",6.575,4.75,38,4,0,26,102.8,220,0.2,1.6
8.1,0,"1",9.275,5,41,4,0,20,106.6,221.8,0.8,2.8
11.6,1,"1",8.65,5.5,86,3,0,26.5,75.75,236.5,0.75,2
16.3,0,"-1",7.76,4.8,23,2,0,21.2,110.2,207.4,0.8,2
13.8,1,"-1",8.26,4.2,48,3,0,21.8,99.6,185.6,1,3
26.1,1,"1",7.02,5.6,91,5,0,21.2,78.4,271.8,0.2,3.2
8,0,"1",10.44,6,46,4,0,23.6,113,270.2,1.2,2
7.2,1,"1",7.08,4.2,32,4,0,17.75,104.75,154,0.75,2.75
14.2,1,"1",12.825,7.25,82,6,0.25,23.25,126,195.5,0.5,2.75
13.9,1,"1",14.275,7.75,89,5,0.25,27.25,110.25,261.75,0,1
8.3,0,"1",9.36666666666667,7,43,4,0,34.5,118.25,274,1.25,2.75
8.2,1,"1",7.4,5.66666666666667,42,4,0,18.75,70.75,263.5,1,1
11.3,0,"1",5.5,5.33333333333333,23,3,0,12,73.8,236,0,2.4
12.8,0,"1",6.95,6,78,5,0,24.2,109.6,298.2,0.2,1.8
31.5,1,"1",10.15,8.5,155,8,0,31.6,134.4,233.8,0.8,2.2
11,0,"1",14.42,8.6,70,4,0.2,20.2,124.6,172.2,0.6,3.6
31,1,"1",14.96,8.6,130,9,0.2,18.4,122.6,211.4,0,2.8
12.5,1,"1",6.5,5,85,4,0,28,175.5,259.75,0.25,0.25
10.2,0,"1",7.96666666666667,4.66666666666667,32,1,0,27,118.75,219.25,0.5,3
12.4,1,"1",8.23333333333333,4,74,5,0,21.5,115.25,275,0.5,1.25
18.8,0,"1",9.275,4.5,82,5,0,23.25,185,197.75,0.5,1
10.9,1,"1",11.18,5.2,69,4,0,25.5,148,338.5,0.5,2.25
8,1,"1",10.46,5.2,40,4,0,17,92,185.75,1.75,2.5
19.2,1,"1",10.02,5.8,82,5,0,18.4,83.4,209.6,0.2,3.8
9.3,0,"1",6.46,5.4,13,2,0,21.6,111.6,234.2,0.8,4.2
7.2,0,"1",6.875,5.5,22,3,0,21.25,68,218.75,0.75,3
12,1,"1",5.95,1.5,30,3,0,14,92.2,256,0.8,1.6
12,0,"1",7.08,5.8,60,6,0,15.25,67.5,206,1,4.75
13.1,1,"1",9.48,7.8,71,4,0,26.2,123.4,238.8,1,2.8
16.2,0,"1",11.2,9,62,4,0,16,71.8,199.8,0.8,3.4
11.8,0,"1",10.4,6.25,78,4,0.25,13.6,83.4,181.2,1.2,1.8
13,0,"1",6.9,3,80,5,0,23.2,127.4,244.8,0.2,1.6
12.6,0,"1",12.5,5,36,3,0,22.2,132,214.2,0.8,3.2
16.6,0,"1",11.08,6.4,76,3,0.2,12.6,125.8,207,1.6,4.8
8.4,1,"1",8.075,4,54,3,0,20.75,118.25,240.5,0.75,3
12.9,0,"1",9,4.75,69,6,0,21.25,102.5,242.5,1,4
9.7,1,"1",6.2,5.75,77,2,0,25.75,162.25,211.25,1.25,4
10.6,0,"1",6.9,5.6,76,3,0,22,69.25,291,1,2.25
8.2,0,"1",7.34,5.8,52,3,0,32.2,141.4,240,0.6,1.6
7.5,0,"1",6.42,5,35,4,0,29,114.2,251.6,0.2,1.8
18.8,0,"1",12.74,5.6,108,6,0.2,22.4,96,231.4,0.6,1.2
14.5,0,"1",14.26,6.4,95,5,0.4,27.2,118,282,0.4,2
26.5,1,"1",13.04,6.8,115,6,0.2,19.5,125.75,256.75,1.25,4
12,0,"1",15.5,8.25,80,4,0.5,13.4,119,203.8,0.6,2.2
8.9,1,"1",17.95,9.75,39,5,0.5,21.6,131.4,241.6,0.8,1
47.8,1,"1",15.475,9.75,238,9,0.25,30.25,187.75,208,0,3.25
8.9,0,"1",23.8,9.25,49,4,0.5,27.75,160.75,226.75,1.75,3
12.7,0,"1",19.4,8,77,5,0.25,24,132.75,212.25,0.5,3.5
8.8,1,"1",18.06,9,38,5,0.2,21.5,84.25,281.75,0.25,5
39.8,0,"1",25.76,14.8,148,10,0.6,29,104.6,260,0.4,2.2
11,0,"1",27.16,15.2,50,6,0.8,25.25,137.5,251,0.5,1.5
23.4,1,"1",27.3,15.4,94,8,0.8,24.25,143.75,208,0.25,2.25
16.7,0,"1",26.275,13,57,5,0.5,16.25,124.25,209.25,0,3
31.8,1,"1",22.725,12.25,118,5,0.25,25.8,83.4,266.2,0.4,2.8
8.6,1,"1",20.725,11.5,36,5,0.25,37.75,121.75,325.5,0.75,2.5
19.8,0,"1",20.125,10.5,88,5,0.25,21,119.5,251.75,0.75,1.25
8.2,1,"1",19.225,10,52,3,0.25,22.8,104,230.8,1,2
17.4,0,"1",17.02,9.2,94,8,0.2,32.25,136.25,269.25,1.25,2.25
27.7,0,"1",17.16,9.2,117,7,0.2,29,106.6,270.4,1,2
15.9,1,"1",16.34,9,89,7,0.2,30,122,284.2,0.4,2.2
16.1,1,"1",14.26,8.4,71,9,0.2,29.6,110,301.8,0.8,1.4
8.6,0,"1",14.2,9.8,36,5,0.2,17.6,104.6,183.6,1.2,3.6
8.4,1,"1",10.46,10,44,4,0,23.8,113.8,263.8,0.6,2
9.8,0,"1",12.425,10.75,48,5,0,26,129.25,236.5,0,0.75
10.8,0,"1",10.725,11.75,58,5,0,21.5,106.5,224,0.5,1.5
12,1,"1",9.4,9.5,70,5,0,30.75,94,266.75,1,1.5
13.4,0,"-1",10.25,9,44,3,0,33.2,115.2,281.2,0,2.4
16.7,1,"1",10.26,8.2,87,8,0,24.6,108.2,180,0.6,2.2
7.3,1,"1",11.64,9,43,3,0,16.6,119.6,210.8,0,1.8
22.3,0,"1",10.94,9,123,7,0,21.5,89,284,0.75,2
12.9,0,"1",14.9,9,79,5,0,20.6,138.8,197.4,0.6,1.8
8.1,1,"1",5.55,4,51,3,0,13,96.25,194,0.25,3.75
10.8,1,"1",9.36666666666667,5.33333333333333,78,3,0,25,115.2,293,0.2,2
22.2,0,"1",9.725,5.25,82,8,0,23,76.8,216,1,3.4
8.8,0,"1",7.86,4.4,58,3,0.2,27,95.6,286.2,0.2,2.2
11.2,0,"1",9.28,5,72,4,0.2,15.4,115.8,175.8,1.4,2.8
11.6,1,"1",10.28,5.6,56,6,0.2,25.2,67.4,271.4,0.2,3.4
9.3,1,"1",7,5.2,43,5,0,23.25,143.25,181,0,2.25
26.9,0,"1",10.225,7.75,119,6,0,22,90.25,232.5,0.25,0.75
12.9,1,"1",14.75,7.75,49,2,0.25,21,119.6,272.6,1.2,2.8
19.1,0,"1",15.175,7.25,71,6,0.25,25,111,262.6,0.4,3
11.8,1,"1",17.05,6.75,68,5,0.25,24.25,133.25,221.75,1.25,2.25
7.4,0,"1",17.675,6.5,44,3,0.25,26.75,186.25,169.25,0.25,1.5
9.1,1,"1",15.62,7.2,51,4,0.2,19.4,120,232.6,1,1.8
10.5,0,"1",9.88,5.4,45,6,0,18.25,137.5,200.5,0.75,1.5
18.6,1,"1",11.28,6.2,66,6,0,23,138.75,197,0,3.25
18.6,0,"1",7.4,4,76,5,0,27.6,63.6,331.8,1.2,2.2
15.2,1,"-1",10.875,5,52,4,0,18.2,88.8,202,0.4,4
26.1,1,"1",9.75,6.5,121,5,0.25,22,107.25,161.75,0.75,2.25
11.6,0,"1",15.55,7,46,1,0.5,22.4,143.8,250.4,0.6,1
26.2,1,"-1",13.325,6.75,102,7,0.25,19.25,105.75,180.25,0,2.5
8.8,0,"1",17.925,7.75,39,4,0.5,22,123.5,151.75,0.75,4
11.1,0,"1",18.175,8.25,61,5,0.5,26.5,143.75,211.25,1,1.5
13.6,1,"1",16.76,8,76,6,0.4,25.8,117.8,240.4,0.4,3.2
23.4,0,"1",14.26,8.6,104,4,0.2,23.2,79.4,171.2,1.6,1.6
12.5,1,"-1",16.62,9.4,85,4,0.4,21.8,118.4,130.2,0.4,1.6
32.6,0,"1",13.42,9,116,6,0.2,18,92.4,208,0.4,2
25.1,1,"-1",17.72,9.6,71,6,0.4,23.4,129.4,218,1.4,2.4
10.3,1,"1",13.625,8,53,5,0.25,15,98.25,200.25,0.75,2.75
32.4,0,"1",10.7,7.5,114,7,0,23.8,106,235,0.4,1.6
16.9,0,"1",18,11.6666666666667,99,7,0.33,21.8,124.4,255.8,1,3.8
17.1,1,"1",17.725,11.25,71,4,0.25,24.6,130.2,174.2,1,2.4
19,0,"1",17.6,10.2,90,5,0.2,25.6,130.6,240.4,0.4,2.2
10.5,1,"1",15.6,7.75,55,5,0.25,19.8,76,187,1.4,3
14.8,0,"1",9.6,7.75,98,6,0,19.75,102.25,241.5,0.5,2.5
19.5,1,"1",10.05,9,85,5,0,28.25,84.5,220.5,0.5,1.5
8.1,0,"1",11.94,9.6,41,4,0,26.75,163,209,0.75,1.25
9.6,1,"-1",11.6,9.2,56,4,0,21.25,92.5,173.5,0.5,2
36.6,0,"1",11.42,8.2,146,7,0,19.8,98.6,144,0.8,2.8
