"fpts","ha","cond","l5g_avg_fpts","l5g_avg_ints","l5g_avg_tdp","l5g_avg_pa","l5g_avg_py","l5g_avg_pc","l5g_pct_pyb","l5g_avg_sacks","l5g_avg_fuml","l5g_avg_rec","l5g_oppdef_ptsa","l5g_oppdef_rya","l5g_oppdef_pya","l5g_oppdef_fumforc","l5g_oppdef_sacksforc"
19.48,1,"-1",11.512,0.6,0.8,37.6,213.8,22,0,1,0,0,15.2,134.4,131.2,0.4,2.6
17.96,0,"1",24.316,1,2.4,43.6,352.4,29.6,0.6,3,0,0,23,118.25,198.75,1.25,2.75
11.88,0,"1",25.74,0.6,2.6,42.4,349,28.2,0.6,5,0,0,19.8,94.6,251,0.6,1.8
20.08,1,"1",21.012,0.6,2.2,38.8,292.8,24.2,0.4,4,0,0,27.25,102.25,255,1.25,2
17.28,1,"1",21.164,0.6,2,37.8,296.6,23,0.6,4,0,0,24.75,169.75,161,0.75,1
11.7,0,"1",16.8,0.25,1.25,36.25,260,20.75,0.5,2,0,0,24.75,135,295,1.25,1.25
33.44,1,"-1",12.825,1,0.75,37.5,252.5,23.5,0.5,4,0.25,0,11.75,85.25,126,0.25,3.5
17.22,0,"1",16.165,1,1.25,35.25,253.5,22,0.5,2,0.25,0,18.6,105.2,240.6,0.6,2.2
19.04,1,"1",11.708,1.6,1,36,220.2,19.4,0.4,2,0.6,0,30,108,208.4,0.8,2
11.46,1,"1",13.148,0.6,0.8,33.6,224.2,19.8,0.2,1,0.2,0,26.8,116.4,228.6,0.2,1.6
15.72,0,"1",8.396,0.4,0.6,26.4,149.4,15,0,3,0.6,0,18.8,85.4,202.8,0.6,2.2
12.48,1,"1",10.6,0.75,1.25,27.25,198.75,16,0,1,0.5,0,17.4,137.6,106.4,0.2,2.4
11.24,1,"-1",8.84,1.5,1,31,214.75,17.25,0,0,0.5,0,16,93.75,224.5,1.75,3.25
12.96,1,"1",9.32,1.2,1.2,28.2,188,15.4,0,0,0.4,0,12.8,98.6,206.2,1,3.6
17.2,1,"1",6.728,1.4,0.8,26.2,151.2,13.8,0,1,0.2,0,26,131.75,221,1.25,2.5
9,0,"1",7.672,1.6,1.2,25.4,145.8,13.8,0,1,0.2,0,21.8,114.4,231.8,1,2.2
27.78,0,"1",9.648,1.4,1.4,25.4,160.2,14.8,0,3,0,0,26.5,148.75,167.5,1.25,3.25
12.62,0,"1",11.364,1.6,1.8,27.4,182.6,15.8,0,2,0.2,0,27.6,122.4,214.4,0.4,3.4
11.78,0,"1",14.32,1,2,29.6,204,17.2,0,1,0.2,0,25.8,110.2,213.2,0.8,1.6
15.68,1,"1",20.692,0.6,2,31.8,268.8,19.6,0.2,3,0.2,0,24.5,104.25,322,1.5,2
11.8,1,"1",17.876,1.2,1.6,32,262.4,19.6,0.4,3,0.4,0,21.25,98.75,225.5,1.5,2
10.44,0,"1",14.495,0.75,1.5,30,239.25,20.5,0.25,2,0.75,0,29,132.25,270.75,0.75,1.5
19.48,1,"1",8.095,0.75,0.75,23.75,165.5,15.25,0,1,0.25,0,15.5,63.75,234.25,1,2.25
28.28,1,"1",9.565,1.25,1,32.5,171,18.25,0,4,0.5,0,19.4,90.2,196,0.8,1.8
10.36,0,"1",11.844,1.4,1.4,33.8,194.6,18.8,0.2,5,0.6,0,11.6,100.4,152.2,0.4,2.2
8.68,1,"1",12.996,1.6,1.6,33.8,214.4,19.4,0.2,5,0.6,0,23.8,169.6,152.8,0.8,2.6
14.72,1,"1",12.25,1.75,1.25,32.25,221.25,16.5,0,2,0.25,0,28.25,140.75,295.25,0.5,2
8.54,1,"1",13.895,1,1.5,31,201.75,16.75,0,6,0.25,0,20.75,128.5,190.75,0.5,2.75
22.46,1,"1",10.584,0.8,1,27.6,168.6,16.6,0,1,0,0,31.6,107.6,315.4,0.6,2
20.8,0,"1",11.936,1.2,1,32,200.4,19.2,0.2,2,0,0,25.25,88.25,287.75,1.25,2.5
7.68,1,"1",15.98,1,1.5,31.5,207,20,0.25,2,0,0,22,149,254,0.25,1.25
23.94,1,"1",13.2,1.5,1.25,30.25,205,19.5,0.25,0,0,0,23.4,123.2,211.4,0.6,2.2
8.68,1,"1",8.965,1.5,0.75,31.75,193.5,19.5,0.25,1,0,0,20.5,69.25,206.5,0.75,3.25
21.38,0,"1",8.996,1,0.4,35.6,209.4,21.2,0.2,1,0,0,19.2,114.2,223,0.6,3.4
29.28,1,"1",8.484,0.8,0.4,33.6,190.6,20.6,0,3,0,0,24.8,132,231.8,0.6,1.4
7.12,0,"1",26.02,1,2,48,363,28,1,2,2,0,14.6,135.8,183.2,1,1.6
8.08,1,"1",16.57,1.5,1.5,37,280.5,22,0.5,3,1.5,0,25.8,157.4,232.8,0.6,1.6
11.48,0,"1",14.904,0.4,1.6,23.6,178.6,14.4,0,1,0.4,0,13.2,72.4,222.8,1.4,3.8
7.64,0,"1",13.968,0.6,1.4,25,182.2,15.6,0,1,0.4,0,23.5,144.75,186.5,0.25,1.25
33.34,1,"1",14.528,0.2,1.2,27.6,192.2,18.2,0,1,0.2,0,29.4,141.6,236.6,0.2,0.8
26.68,1,"1",17.948,0.2,2.2,26.8,224.2,19.8,0,1,0,0,29.5,143.5,291.75,1,2
19.54,0,"1",19.785,0.25,2.5,31,240.25,22,0,0,0,0,32,128.5,252.5,0.25,1
28.42,0,"1",21.8,0,2.5,31.75,240,20.75,0,1,0,0,26.6,106,282.4,0.2,2
12.5,1,"1",19.27,0.25,1.75,33.5,241.75,20.5,0.25,2,0,0,15.8,132.2,175.8,0.8,4.2
7.3,0,"-1",15.725,0.75,1.25,30.25,232.5,19.25,0.25,1,0,0,34.2,209.6,148.4,0.8,2.2
22.8,0,"1",14.04,0.6,1.2,25.4,203,16.2,0.2,1,0,0,13.4,134.4,181.4,1.6,4.2
10.06,0,"1",12.196,0.8,1.4,27.8,208.4,18.2,0,2,0.2,0,22.25,101.75,271.75,0.5,1.5
16.86,0,"1",11.696,0.4,1.2,24.8,199.4,17.4,0,3,0.2,0,21.75,99,231.5,0.75,1.75
26.06,1,"1",14.268,0.6,1.6,28.2,224.2,19,0,0,0,0,27,113,248.5,1,2
11.6,0,"1",16.372,0.8,1.8,32.4,250.8,20.2,0.2,1,0,0,19.75,149.75,153.5,0.25,1.75
32.46,1,"1",16.145,1,1.75,32.5,264.25,20.5,0.25,1,0.25,0,19.75,138.5,181.5,1.25,4
14.4,1,"1",18.23,1.25,2,36.75,287,23.75,0.5,3,0.25,0,25.8,127,197,2,2.8
23.26,1,"1",15.315,1,1.75,31.5,246,21.75,0.25,3,0.25,0,21.2,131.6,215.2,1,2.8
9.2,0,"1",18.23,1,2,37.75,248.25,25.5,0.25,1,0.25,0,16.4,92,204.4,0.8,2.4
11.54,0,"-1",16.424,1.2,1.8,36.8,249.6,24.8,0.2,1,0.4,0,23.6,127.8,233.8,0.6,2.2
18.9,1,"1",14.152,0.4,1,34,246.8,22.2,0.4,0,0.4,0,19.4,104.8,230.2,1,4.6
25.92,1,"1",15.085,0.5,1.25,34,246.5,24,0.25,2,0,0,15.75,92,211.5,0.75,2.5
28.46,0,"1",19.63,1.25,2,38.25,294.5,25,0.5,0,0.25,0,18.75,128.5,216,0.25,1.25
24.32,0,"1",20.955,1.25,2.5,36.75,285.75,24,0.5,1,0.25,0,24.4,106.4,172.2,0,2.6
25.4,1,"1",24.4,1.25,2.5,40.25,342.5,26.5,0.75,2,0.25,0,26.4,115.8,247.4,0,2
24.96,0,"1",26.025,1.5,2.25,44,401.25,29,1,2,0.25,0,27.2,91.4,270.8,1.4,3
12.84,1,"1",25.812,1.2,2.2,41.2,390.8,27.4,1,1,0.2,0,18.2,113,196.4,1.4,2.2
37.76,0,"1",23.196,0.6,1.8,37.8,351.4,26,0.8,1,0,0,15.2,104,203.8,1,1
9.18,0,"1",21.508,0.8,2,37.2,327.2,24.4,0.6,1,0,0,24.4,119.4,275.6,0.8,1.4
17.84,0,"1",6.165,2.25,0.25,44.25,232.25,28,0,0,0.5,0,14.8,116.8,215,1,3.2
15.56,1,"1",9.555,1.75,0.75,43,245.75,27.25,0,0,0.25,0,21.4,133.4,232,1,1.8
32.44,0,"1",10.095,1.75,1,40.5,235.5,26.25,0,0,0.25,0,25.5,137.75,194,0.25,1.25
32.5,1,"1",17.98,0.75,2,39,263.25,26.75,0.25,1,0,0,19,87.5,270.5,0.5,2.25
16.88,1,"1",20.884,0.6,2.2,41,299.6,28.4,0.4,1,0.2,0,29,103.75,219.25,0.25,1.5
12.2,0,"1",23.044,0.6,2.6,38.8,303.6,27.6,0.4,1,0.2,0,31.75,167.25,191.25,1.25,1
27.2,0,"1",21.916,1,2.4,41.4,312.4,29.2,0.4,0,0.2,0,25.5,118,190.75,1,1.5
15.56,1,"1",24.244,1,2.6,41.8,320.6,29.6,0.4,3,0.2,0,13.5,82.25,194,1.5,2
28.02,0,"1",20.868,1,2.2,38.6,289.2,26.8,0.2,0,0.2,0,23.8,117.6,197.4,0.8,2
23.4,1,"1",19.972,1,2.2,37,265.8,25.4,0.2,1,0,0,29.6,72.2,277.6,1.2,2
11.06,1,"1",21.276,0.6,2.2,35.8,274.4,25.6,0.4,1,0,1,17.6,86.4,208.2,0.6,2.2
22.8,0,"1",21.048,0.4,2,34.4,273.2,24.4,0.4,3,0,0,21.2,122.6,234.4,1,1.6
28.5,1,"1",21.04,1.2,1.8,38.8,335,26.6,0.8,1,0.2,0,25.25,115,212.5,0.5,3
7.24,0,"1",21.436,1,1.8,38.4,330.4,27.2,0.8,1,0.2,0,14.6,108.2,148.4,0.6,1.8
25.66,1,"1",20.976,0.8,1.6,39.6,333.4,27,0.8,0,0.2,0,19.4,101.4,239,0.6,2.8
22.88,0,"1",19.3,0.75,1.75,39,305,25.75,0.75,1,0.25,0,17.75,111,209,0.75,2.25
12.44,0,"1",21.07,1,2,42,328,27,0.75,0,0,0,28,162,264.5,0.75,0.75
31.92,1,"1",17.055,1.25,1.5,43.5,314.5,26.75,0.5,1,0,0,16,140,172.5,0.25,1.25
13.84,0,"1",23.225,1,2.5,40.25,337.5,26.5,0.75,1,0,0,18.25,116,128.25,1,3.25
17.2,1,"1",20.27,1.75,2.25,41.75,326.75,25.25,0.5,0,0,0,17.6,100,207.8,0.2,2.4
13.38,0,"1",19.656,1.4,2.2,39.8,307.4,23.8,0.4,1,0,0,21,107.8,212.6,0.2,2.2
24.74,0,"1",17.756,1.2,2.2,36.8,269.4,22.4,0.2,0,0,0,33.4,185.4,176.2,1.4,2
32.44,1,"1",20.216,1,2.4,37.6,286.4,23.4,0.4,2,0,0,28.6,158,233.2,0.6,2.8
34.36,1,"1",19.635,0.5,2.25,32.25,257.75,21.75,0.5,1,0.25,0,14.2,106.2,104.8,1.2,2.8
23.22,0,"1",18.395,0.25,1.75,31.25,260.5,21,0.5,5,0.25,0,21.75,78.5,228,0.25,2.5
20.62,1,"1",18.09,0.75,1.25,32.25,257.25,20.25,0.25,2,0.5,0,21.75,119,261.25,1,1.75
17.6,1,"1",21.575,1,1.75,33.25,291.25,22.5,0.5,1,0.5,0,19.75,88.25,146.25,0.75,3.25
12.92,0,"1",23.95,1.25,2,34,326.25,23.5,0.75,1,0.75,0,28.25,135.5,252.75,0.25,1.75
19.48,0,"1",21.744,1.4,2,32.4,305.6,22.4,0.6,0,0.6,0,29,186.75,192.75,0.5,2
37.74,1,"1",18.768,1.4,1.8,32.2,269.2,21.6,0.4,1,0.6,0,18.25,104.25,197.5,0.25,2
29.76,0,"1",21.672,0.8,2.6,29.2,283.8,20.8,0.6,1,0.4,0,20.5,147.25,180,0.5,2.25
23.64,0,"1",23.5,0.8,2.8,32.4,306,22.8,0.6,0,0.2,0,26,117.4,252.2,0.2,1.8
13.32,1,"1",24.708,0.6,3.2,33.4,299.2,24.2,0.4,4,0,1,16.2,97.6,222,0.4,2
14.32,1,"1",24.788,0.4,3,37.2,314.2,26.4,0.4,1,0.4,0,21.4,146,189.6,0.8,1.8
20.72,0,"1",17.32,1,1.8,39.8,282,28.4,0.2,0,0,0,20,144.75,197.5,0.75,1
17.24,1,"1",18.888,1.2,2.2,39,287.2,27.2,0.2,3,0,0,21.6,124,240.8,0.6,1.4
20,1,"1",18.364,2,2.2,42.6,307.6,29,0.4,2,0,0,15.5,70.75,246.25,1,2.75
16.12,0,"1",17.244,1.8,2,43.8,295.6,29.8,0.4,1,0.2,0,19.75,127,164.5,0.5,2.25
30.28,1,"1",18.52,1.75,2.25,43.75,294.25,29.75,0.5,0,0.25,0,24.4,132.2,248.4,1.2,3
18.78,0,"1",20.91,2,2.5,46.5,324,31.75,0.75,2,0.25,0,32,134.6,289.6,1,1.6
21.52,0,"1",21.295,1.25,2.25,42.25,323,28.25,0.75,2,0.25,0,29.4,132.2,209.4,0.4,1.2
17.54,1,"1",21.675,1.25,2.25,38.5,325,25.75,0.75,1,0,0,24,115,256.25,0.5,3
20.68,0,"1",22.03,1.5,2.5,37.75,317,25.25,0.75,3,0,0,18,90,245.2,0,2
14.88,0,"1",21.76,1.4,2.6,39.4,307,26,0.6,1,0,0,17.2,121.2,193.4,0.6,1.8
8.84,1,"1",18.68,1.4,2,40.6,291,27.2,0.6,3,0,0,19.8,129.6,201.8,0.2,1.8
18.42,0,"1",25.232,1,2.4,43.8,353.8,30.4,0.8,0,0,0,25,124.2,254.6,1,2
36,1,"1",22.504,1.6,2,43,346.6,29.8,0.8,2,0,0,25.8,133.4,263.6,0.6,1.6
10.66,0,"1",25.104,1.6,2.4,42.6,357.6,30.8,1,6,0,0,28,192.5,245.5,0.5,1.25
18.32,1,"1",21.296,1.6,2,42.6,337.4,30.6,0.8,0,0,0,27.25,132,265.5,0.75,1.5
23.88,0,"1",21.352,1.4,2.2,41,318.8,29.8,0.6,0,0,0,16.25,97,214.25,0.75,2.75
40.32,1,"1",22.215,0.75,2.5,39.5,293.5,29.5,0.5,0,0,0,20.25,119.5,229,0.5,2.5
28.68,1,"1",23.295,0.75,2.25,40.25,303,27.75,0.5,2,0,0,27.25,124,198,0.75,3
25.08,0,"1",27.8,0.25,2.75,38.25,321.25,26.75,0.75,2,0,0,16.8,113.8,232,1.6,1.8
38.88,0,"1",29.49,0,2.75,41,341,29,1,0,0,0,33,115.4,209,1,3.2
28.18,1,"1",33.24,0,3.5,40.25,363.5,29.5,1,1,0.25,0,17,108,188.8,0.8,3
37.06,1,"1",32.228,0.4,3.6,40,352.2,28.2,1,0,0.2,0,19.6,96.8,239.8,0.8,2.4
32.18,0,"1",26.485,1,2.75,46,345.25,28.75,0.75,0,0,0,22.75,95.5,315.75,0.5,1.5
14.72,0,"1",29.03,0.75,3.5,43,358.25,27.75,0.75,1,0,0,23,138.75,219,1,3
16.46,1,"1",27.835,0.75,3.25,44.5,351.5,28.25,0.75,2,0,0,22.25,119.25,268.25,0,0.5
21.82,1,"1",23.74,0.75,3,37.75,299.75,24.75,0.5,1,0.25,0,16.75,108.75,250.5,0.5,2.5
20.76,0,"1",21.295,0.75,2.75,34.5,281.75,22.75,0.25,0,0.25,0,31.8,112.6,234.2,0.8,1.6
18.48,1,"1",21.188,0.6,2.8,33,269.2,22.2,0.2,5,0.2,0,10,97.25,182.5,0.25,3.5
17.06,0,"-1",16.832,1.6,2.2,35.4,272.8,23.2,0.2,1,0.2,0,20.5,142.25,188.5,1,2.25
32.38,1,"1",16.952,2,2,38.6,295.8,24.2,0.4,1,0,0,24.6,81,296.4,0.6,2.2
32.74,0,"1",19.064,1.8,2.2,40,297.6,25.2,0.6,0,0,0,26.8,133,247.2,0.6,3.2
32.84,1,"1",21.46,1.8,2.2,45.2,343,28.6,0.8,2,0,0,16.4,103.2,173.4,1,2.2
16.54,0,"1",25.636,0.8,2.4,40.2,344.4,28,0.8,1,0.2,0,14,117.2,228.6,0.8,2.6
36.18,1,"1",26.59,0.5,2.75,39,319.75,26.25,0.5,4,0,0,26.4,118,268.4,0.2,2.8
22.18,0,"1",26.94,0.25,3.25,36,317.25,25.5,0.5,2,0,0,32.2,77.6,265.2,0.2,2.6
34.68,1,"1",23.555,0.75,2.75,39,309.5,25.5,0.5,1,0,0,24.8,149.6,259.4,1,2
17.1,1,"1",27.395,0.75,3.25,40.5,335.5,26.75,0.75,1,0,0,14.25,95.5,239.75,1.25,2
18.52,0,"1",27.535,0.75,3,42.25,352.75,30,1,1,0,0,31.6,168,223.6,0.2,2
8.78,0,"1",25.732,0.6,2.8,40.4,337.8,28.6,0.8,1,0,0,15.75,151.75,162.5,0.5,2.5
31.82,1,"1",20.252,0.6,2,41.2,300.8,28,0.6,2,0.2,0,12.2,82.4,192,0.8,3.4
24.52,0,"1",22.18,0.2,2.4,39.4,287,28,0.6,4,0.2,0,20.5,73.5,312.25,1.25,2.25
12.14,0,"-1",20.148,0.6,1.8,42.4,287.2,29,0.6,6,0.4,0,18.6,91.4,229.4,0.4,3.2
41.04,1,"1",19.156,0.8,1.8,42.6,282.4,29,0.4,1,0.4,0,22,131.6,206.6,0.8,2.4
23.98,0,"1",20.06,1.25,2,44,310.25,30.25,0.5,1,0,0,13.6,78.4,207.8,0.4,3.8
28.04,1,"1",22.11,1.25,2,45.25,336.5,30.5,0.75,2,0,0,17.4,137.4,226.8,0.6,2.6
19.08,0,"1",24.24,1.25,2.25,44.5,341,30.5,1,4,0,0,30,131.2,268.2,0.6,1.6
19.38,1,"1",23.21,1.25,2,42,330.25,28.5,0.75,2,0.25,0,22.25,99.75,199.25,0,2
14.5,1,"1",22.62,1,2.25,39.5,310.5,26.75,0.5,0,0.5,0,27,145.8,247.4,0.6,1
31.3,1,"1",20.996,0.8,2,39.8,299.4,28,0.4,4,0.4,0,21,75.75,222.25,1,3.75
30.28,0,"1",22.46,0.8,2.2,39.8,315,29.4,0.4,1,0.4,0,25.25,83.25,260.5,0.25,2.5
12,1,"1",22.908,0.8,2.6,38.8,304.2,27.8,0.2,2,0.4,0,30.75,83,244,0.5,2.5
30.2,0,"-1",21.492,0.8,2.6,41.8,291.8,28.8,0.2,2,0.2,0,31.2,117,270.6,0.8,2.6
15.32,1,"1",23.656,0.4,2.6,39.6,308.4,29,0.4,5,0,0,26.2,106.6,313.6,0.2,1
10.14,0,"1",23.82,0.8,2.6,40.8,320,28.4,0.6,2,0.2,1,21.6,115,232.2,0.8,2.6
19.68,1,"1",19.815,0.75,1.5,42.5,326,28.25,0.75,1,0.5,0,22.4,78.4,288,0.8,1.2
11.8,0,"1",19.86,0.5,1.5,40.25,315.25,28.25,0.75,2,0.5,0,24,106.2,308,0,1.6
49.54,1,"1",19.285,0.5,1.5,41.75,315.25,29.25,0.75,0,0.5,0,21,131.6,263.2,0.8,1.4
34.38,1,"1",25.336,0.6,2.6,43.4,354.4,31.4,0.8,4,0.4,0,20.5,124,200.25,0.25,2.25
12.36,0,"1",27.14,0.8,2.8,43,360,30.4,0.8,2,0.4,0,29,188,270.75,1.25,1
7.12,0,"1",27.02,1.25,3.25,40.25,340.5,28.75,0.5,2,0,0,18.25,120.25,190,1,4.25
22.48,1,"1",25.85,1.25,3,40.25,333.75,28,0.5,2,0,0,19,63.2,216.6,1.4,3
23.48,0,"1",19.085,1.25,2,38.25,276.5,24,0.25,2,0,0,19.8,77.4,239.6,0.2,2.4
29.74,1,"1",16.36,1,1.75,38.75,257.75,24.75,0.25,1,0,0,18.2,87.8,201.6,0.2,2.8
31.18,1,"1",20.705,0.5,2,44.75,290.75,28.5,0.5,1,0,0,25,115.2,246.2,0.6,2.8
19.42,0,"1",22.8,0.4,2.2,43,315,27.8,0.6,0,0,0,22.2,146.8,215.2,0.4,1.4
36.6,1,"1",23.43,0.75,2.5,44,317,29,0.5,1,0.25,0,27,96.2,246.4,0.4,2.2
28.68,0,"1",23.725,1,2.5,45.75,327.5,30.5,0.5,1,0,0,18.75,108,237.5,0.75,1.5
22.7,1,"1",27.265,1.25,3,46.75,353.5,32.5,0.75,2,0,0,16.25,94.25,246.75,0.25,3
27.72,0,"1",25.455,1,2.5,42,325.75,30.25,0.5,1,0,0,34,233.5,198.25,0.5,2
26.02,1,"1",28.925,0.5,2.75,42.75,355,31.5,0.75,1,0,0,20.4,141.2,194.4,1,2.2
17.4,0,"1",28.344,0.8,2.8,40,344.6,29.4,0.8,3,0,0,22.75,59.25,305.25,0.25,4
36.5,1,"1",24.504,0.8,2.4,39,308.6,29.6,0.6,2,0.2,0,12.5,83.75,170,0.25,2.5
13.04,1,"1",26.068,0.6,2.6,36.6,297.2,27.8,0.6,1,0.4,0,17,88,212.25,0.25,1.25
7.48,0,"1",24.136,1.2,2.4,38.4,309.4,28.6,0.8,1,0.4,0,19.2,117.8,215.2,1,2.8
33.36,0,"1",20.088,1.8,1.8,38.8,296.2,28,0.6,3,0.4,0,27.4,89,212.8,1,2.2
16.06,1,"1",21.556,1.4,2,42.6,313.4,31.2,0.6,2,0.6,0,16,112.2,220.4,0.6,2.4
26,0,"1",21.288,1.2,1.8,40.6,316.2,28.8,0.6,2,0.4,0,18.2,103,219.2,1,2
7.68,1,"1",9.6,1,1,13,140,11,0,6,0,0,19.75,87.25,186.75,0.25,2.75
23.72,1,"1",7.14,1.5,1,24.5,129.75,11,0,5,0.75,0,36,132.6,229.8,0.8,2.6
13.88,0,"1",9.945,1.25,0.75,24.75,148,11.5,0,8,0.75,0,18.8,145.6,193.8,0.2,1.2
13.76,0,"1",13.12,0.75,1,27.75,193,15.5,0,4,0.75,0,17,137.75,208.75,1.25,2.5
7.88,0,"1",14.055,0.5,0.75,27.5,217,15.75,0,4,0.5,0,21,140.25,211.25,0.75,1.75
26.42,1,"1",12.82,0.8,0.8,28.8,210,16.4,0,4,0.6,0,18.4,120,195.6,1,2.4
11.52,1,"1",13.36,1,0.8,30.2,212,18.4,0,5,0.6,0,17.75,176.25,142,1,2.5
7.26,1,"1",5.288,0.6,0,26.6,116.2,12.8,0,3,0.2,0,15.2,80.6,185.2,0.4,2.6
19.84,0,"1",13.4,1.25,0.75,32.5,220,18.5,0,1,0,0,23.2,84.8,215,0.6,2.8
8.4,1,"1",14.65,2,1,35.25,246.25,20.5,0.25,2,0,0,16,149.75,158.5,1,3.75
13.94,0,"1",11.5733333333333,1,1,24.6666666666667,201,16,0.33,2,0,0,22.25,121,234.75,1.25,2.75
11.64,0,"1",19,0.8,1.4,29.8,275,19.2,0.4,2,0,0,23.6,113.2,231.8,0.8,1.4
16.54,1,"1",18.44,0.5,1.5,29,274.75,17.5,0.25,0,0.25,0,22,115.6,238.4,0.4,2.2
12.8,0,"1",19.095,0.25,1.5,31.25,285.5,20.75,0.25,4,0.25,0,19.4,108.2,179.2,0.6,1.6
14.16,1,"1",10.895,1,0.5,35.5,250.5,21.5,0,2,0.5,0,18.75,62.75,231,0,2.75
15.04,1,"1",11.525,0.75,0.5,35.5,225,20.75,0,3,0.25,0,18.5,116.25,144,0.75,3.5
10.58,1,"1",9.696,1.2,0.6,32.6,196.4,18,0,5,0.2,0,17,126.8,182.4,1.8,4.2
13.6,0,"1",9.252,1.4,0.8,28.6,180.8,16.8,0,2,0.2,0,23,149.8,225.8,0.6,2
7.94,0,"1",11.452,0.8,1,26.2,181.8,15,0,4,0,0,18,93.2,227,0.8,3.4
11.36,1,"1",10.208,1.2,1,24.8,175.2,15,0,6,0,0,33.6,198.6,158.2,1.4,1.2
12.36,0,"1",11.295,1,0.75,25,135.5,15,0,3,0.75,0,21.4,108.8,209.4,0.4,3
8.42,1,"1",12.935,0.25,1,28,162.75,17.5,0,5,0.5,0,10,110,171,0.4,3.6
9.12,1,"1",11.47,0.5,1,23.75,133,15,0,2,0.5,0,13,142.5,182.25,1,1.25
12.56,0,"1",11,0.6,1,23,134,14,0,6,0.4,0,20.25,150.75,170.25,0.5,2.25
10.42,0,"1",10.82,0.6,1,23.8,143,15,0,3,0.4,0,18,101.75,137,1.25,3.25
7.08,1,"1",10.576,0.4,1,23.4,144.4,14.6,0,1,0.4,0,21.2,89.2,228,1.2,1.8
25.62,1,"1",9.52,0.6,0.8,24,145,14.6,0,3,0.4,0,26.75,152,235,0.75,1.75
8.64,0,"1",12.216,0.6,1,32.4,199.4,19.8,0,6,0.2,0,27,101.25,223,1.25,1
18.5,1,"1",9.988,0.8,0.8,33.2,181.2,20,0,4,0.2,0,18.8,88.2,220.8,0.2,3.2
18.16,1,"1",13.1,1,1.5,27.75,196.25,19.5,0,1,0.75,0,14.25,94.25,177.5,0.5,2.5
15.44,0,"1",9.325,1,0.75,27.75,173.75,19.25,0,1,0.75,0,10.5,102.5,159,0.5,4.5
11.48,0,"1",9.335,0.75,0.5,28,160.25,19,0,3,0.5,0,10,115,139.75,0.25,3
9.9,1,"1",9.764,0.6,0.4,28.8,161.6,18.4,0,3,0.4,0,18.75,132.5,237.25,1,2.25
20.92,0,"1",11.22,0.4,0.4,29.6,180,20.4,0,4,0.4,0,17,149.5,181,0.25,2.25
11.92,1,"1",6.776,1.2,0.2,30,168.4,20.8,0.2,0,0.4,0,24.4,200.6,151.2,0.8,1.6
25.48,1,"1",10.83,1,1,33.25,179.5,21,0,0,0,0,12.6,96.4,194.6,1,2.4
7.12,1,"1",13.715,1.25,1.5,33.75,212.25,20.5,0,1,0,0,22.25,82.75,326.75,0.75,1.5
19.12,0,"1",11.575,0.75,1.25,30.25,193.75,17.75,0,3,0,0,21.25,159.5,212.5,0,1.75
12.66,0,"-1",15.115,0.5,1.5,35.5,231,21,0.25,1,0.25,0,21,104.5,209,0.75,1.25
11.68,1,"1",16.095,0.75,1.75,39.5,243,23,0.25,0,0.25,0,23.6,51.4,235.2,0.2,3.2
11.16,1,"1",11.292,0.8,1,41,210.8,24,0.2,1,0.4,0,14,121.4,188.8,0.6,3
22.36,1,"1",8.88,1.2,1,39.2,181,22.4,0,1,0.2,0,15.8,117.4,190.6,0.4,2.8
11.88,0,"1",10.82,0.8,1.2,36.6,193,22,0,4,0.2,0,20.6,171,198.4,1,1.4
16.56,1,"1",10.86,0.4,1,38.4,199,21.4,0,1,0.4,0,14.4,117.6,184,0.8,3
7.92,0,"1",12.996,0.4,1.4,38.4,207.4,21.6,0,3,0.2,0,23.2,96.6,209,0.8,2.2
23.86,0,"1",19.375,0.75,2,37.5,277.5,24,0.5,1,0.25,0,26.6,146,219.6,0.6,2
32.12,1,"1",18.005,0.5,2,33.75,262,22.5,0.25,0,0.25,0,22,58.75,200.75,0.25,2
29.34,0,"1",20.17,0.5,2.5,34.75,266.75,23.25,0.25,0,0.25,0,19,103.8,278,0.6,2.6
20.28,1,"1",24.045,0.5,3,37.5,293,24.25,0.5,2,0.25,0,16.75,97.75,209,0.25,2.75
7.56,0,"1",26.4,0.75,3.25,38.5,306.25,25,0.75,1,0,0,30.75,121.75,274.25,0.25,2.75
28.18,0,"-1",22.632,0.6,2.6,35.8,278.8,22.6,0.6,1,0,0,20.8,92,244.4,0.4,3.2
13.32,1,"1",23.496,0.6,2.6,37,279.8,22.6,0.6,4,0.2,0,12,83,195.5,0.75,3.75
15,0,"1",19.736,1.2,2.2,39.4,269.8,24.2,0.4,3,0.2,0,19.6,89.4,228.8,0.8,2.4
19.24,1,"1",16.868,1,1.8,36.4,236.6,21.8,0.2,3,0.2,0,15.6,102.6,196.6,0.4,2.4
15.16,1,"1",16.66,1,1.8,37.2,231.4,20.6,0,3,0.2,0,19.8,116.8,215,0.4,2.2
10.96,0,"1",18.18,1.2,2,39.8,238.4,22.6,0,6,0.2,0,14.4,119.4,238.6,0.6,2.4
11.8,1,"-1",23.592,0.4,2.2,38.6,276.8,25.8,0.4,2,0,0,23,130.75,240.5,0.5,1.25
12.4,0,"1",20.48,0.6,2.2,37.8,258,25.4,0.2,0,0.2,0,25,105.75,223.25,0.5,3
