"fpts","ha","cond","l5g_avg_fpts","l5g_avg_trg","l5g_pct_pyb","l5g_avg_tdr","l5g_avg_ra","l5g_avg_ry","l5g_avg_recy","l5g_avg_rec","l5g_pct_recyb","l5g_avg_tdrec","l5g_oppdef_ptsa","l5g_oppdef_rya","l5g_oppdef_pya","l5g_oppdef_fumforc","l5g_oppdef_sacksforc"
8.6,1,"1",10.06,7,0,0,0,0,56,3,0,0,16.2,140,188.8,0.4,3.2
7.5,1,"1",10.12,6.8,0,0,0,0,35,4,0,0,19.5,85.25,225.25,1,2.75
21.2,1,"1",9.48,5,0,0,0,0,112,7,0,0,15,89.6,182.2,1.2,4
12.1,0,"1",7.14,3.6,0,0,0,0,71,5,0.2,0,21,138.75,225.5,0.5,3.75
16.2,1,"1",10.4,4.5,0,0,0,0,82,8,0.25,0,24.2,150.6,232.6,0.8,2.8
9.1,0,"1",9.15,6,0,0,0,0,1,1,0,1,16.6,103.2,211.6,0.4,0.8
10.8,0,"1",10.825,6.25,0,0,0,0,68,4,0,0,24.2,115.2,299.2,0.4,1.6
13.8,1,"1",12.05,6.75,0,0,0,0,68,7,0,0,20.6,164.4,188.2,0.6,2
7.1,1,"1",12.475,7.5,0,0,0,0,41,3,0,0,19.2,94.4,215.2,0,1.4
8,1,"1",7.76,5,0,0,0,0,40,4,0.2,0,29,153.8,245.4,0.8,1.2
9.5,0,"1",9.425,7,0,0,0,0,45,5,0.25,0,16.75,92.5,188.25,0.5,3
16.8,0,"1",7.9,6.33333333333333,0,0,0,0,66,10,0,0,12.8,79.6,215,0.2,2.4
9.9,0,"1",10.1666666666667,7,0,0,0.333333333333333,0.666666666666667,49,5,0,0,24.8,104.6,190.6,1.2,1.4
10.8,0,"1",10.1,6.75,0,0,0.25,0.5,18,3,0,1,25.4,127.6,195.6,0,2.6
12.1,1,"1",7.44,3.2,0,0,0,0,21,4,0,1,23,138.75,197,0,3.25
8.3,0,"1",8.22,3.8,0,0,0,0,33,5,0,0,22,116.25,242.5,1,1.5
9.6,1,"1",6.1,2,0,0,0,0,16,2,0,1,22,107.25,161.75,0.75,2.25
9.5,0,"1",5.225,3.75,0,0,0,0,55,4,0,0,21,128.75,213.75,0.5,1.75
8.1,1,"1",6.08,4,0,0,0,0,41,4,0,0,27,79,200.25,0.25,2.75
9.3,1,"1",6.98,4.6,0,0,0,0,53,4,0,0,20,130,269.75,0.5,1.5
21.9,0,"1",5.06,3.8,0,0,0,0,119,7,0,0,25.6,130.6,240.4,0.4,2.2
25,0,"1",5.675,2.5,0,0,0,0,80,5,0,2,19.75,102.25,241.5,0.5,2.5
9.4,0,"1",8.32,3.6,0,0,0,0,54,4,0,0,19.8,98.6,144,0.8,2.8
7.2,1,"1",9.86,4.6,0,0,0,0,2,1,0,1,17.25,86.75,201.5,0.75,2
11.9,0,"1",5.74,4,0,0,0,0,69,5,0,0,21.4,151.4,176.6,1.6,4.2
13,1,"1",7.34,4.8,0,0,0,0,70,6,0,0,34.4,134.6,290.6,0.8,1.8
9.7,0,"1",8.56,5,0,0,0,0,47,5,0,0,29.4,147.2,165,0.6,2.4
22.8,1,"1",5.68,3.4,0,0,0,0,68,10,0,1,21.75,88.75,258.5,0,2.75
7.2,0,"1",9.7,5,0,0,0,0,22,3,0,0,19.2,96.2,216.4,1,2.8
10.1,1,"1",10.82,5.8,0,0,0,0,51,5,0,0,22.4,81.8,234.6,0.4,3.2
8.6,1,"1",11.25,6.25,0,0,0,0,6,2,0,1,24,95.2,262.4,0.8,1.8
13.1,1,"1",8.24,2.4,0,0,0,0,81,5,0,0,24,138.4,283.4,0.8,1
9.5,1,"1",11.025,3.25,0,0,0,0,55,4,0,0,21.25,120.75,205.5,0.5,2.75
16.7,0,"1",12.775,4.75,0,0,0,0,67,4,0,1,20.25,108.5,282.75,0.25,2.25
7.7,0,"1",8.75,6.25,0,0,0,0,47,3,0,0,19.25,140.5,215.25,0.75,1.75
7.7,1,"1",8.54,6,0,0,0,0,47,3,0,0,21.5,112,286,0,2
15.2,0,"1",8.18,5.8,0,0,0,0,52,4,0,1,16.4,110.6,223.6,0.6,2.8
7.1,1,"1",6.5,3,0,0,0,0,1,1,0,1,14.8,80,190.2,0.2,2.8
11.4,1,"1",21.12,9.6,0,0,0,0,64,5,0.2,0,24.6,126.2,268.2,0.6,2
18.5,0,"-1",17.64,8.2,0,0,0,0,55,7,0,1,20,77.25,266,1,3.75
12.1,0,"1",18.44,8.6,0,0,0,0,81,4,0,0,12.6,132.6,195,1.4,5.2
8.9,0,"1",10.85,6,0,0,0,0,29,6,0,0,19.8,108.8,197.6,0.6,3.4
8.3,1,"1",7.15,6.5,0,0,0,0,43,4,0,0,25.5,100.75,249.75,1,1.5
30.1,0,"1",6.2,7.25,0,0,0,0,121,9,0,1,29.25,154,241,1,2.75
11.9,0,"1",12.475,8,0,0,0,0,69,5,0.25,0,23.6,105.2,233.8,1,2.8
22.2,1,"1",5.43333333333333,5,0,0,0,0,102,3,0,1,21.6,101,230.6,0.4,1.6
7.1,0,"1",9.1,3.66666666666667,0,0,0,0,41,3,0,0,22.2,92,263.4,0.2,4
12,0,"1",7.25,7,0,0,0,0,30,3,0,1,22.75,118.75,166.5,0.25,3.25
12.2,1,"1",9.6,5,0,0,0,0,22,4,0,1,25.6,163.8,201.8,0.2,1.8
10.1,0,"1",10.6,5.66666666666667,0,0,0,0,11,3,0,1,14.6,89.8,199.6,0.4,2
12.4,0,"1",7.4,4.75,0,0,0,0,54,5,0,0,19.8,89.4,251,1.2,1.8
9.4,1,"1",7.34,5.4,0,0,0,0,14,2,0,1,16.25,86.5,178.5,0,1.5
19.5,0,"1",7.2,4.8,0,0,0,0,105,6,0,0,19,91.5,186.75,1,3.25
20.9,1,"1",10.64,5.8,0,0,0,0,69,8,0.2,1,24.6,94.8,219.8,0.2,1.6
12.6,0,"1",13.82,6.6,0,0,0,0,76,5,0.2,0,31.8,154,189.8,1,0.8
9.2,1,"-1",13.86,6,0,0,0,0,12,2,0.2,1,25.8,118,274.6,0.8,1.8
7.5,1,"1",11.58,7,0,0,0,0,55,2,0,0,22.25,71.5,303,0.75,2
10.2,1,"1",7.025,5.5,0,0,0,0,42,6,0,0,29.75,126,231.75,0.25,2.5
10.1,0,"1",7.35,6.25,0,0,0,0,31,1,0,1,19.2,102,227.4,0.4,2.6
11.4,0,"1",5.52,3.8,0,0,0,0,24,3,0,1,24.5,132.75,216.5,0.5,2
21.6,1,"1",5.76,2.6,0,0,0,0,86,7,0,1,25,160.2,174.2,0.8,1.6
10.4,0,"1",8.06,3.8,0,0,0,0,24,2,0,1,20.2,66.8,240,0.4,3.2
9.4,1,"1",9.74,3.4,0,0,0,0,14,2,0,1,23.4,110,249,0.4,0.8
7.7,0,"1",6.25,5.5,0,0,0,0,47,3,0,0,22.6,140.4,214.2,1.4,2.2
11.9,0,"1",7.1,3.8,0,0,0,0,69,5,0,0,15.6,113.8,161.4,0.2,3.6
10.1,1,"1",9.78,5.4,0,0,0,0,61,4,0,0,25.75,196,155.75,0,2.5
7.9,1,"1",7.3,3.25,0,0,0.25,1.5,49,3,0,0,37,234.75,246.5,0.75,2
7.5,0,"1",6.675,3.25,0,0,0,0,5,1,0,1,24.25,124.25,226.5,0.5,3.5
8.7,1,"1",5.23333333333333,4.33333333333333,0,0,0,0,47,4,0,0,21.25,90.5,275,0.25,2
7.2,1,"1",5.425,4.5,0,0,0,0,42,3,0,0,25.8,94,250.6,0.2,2.4
20.6,0,"1",5.78,4.2,0,0,0,0,96,5,0,1,17.4,112.8,201.8,0.6,2.6
12.8,0,"1",9.28,5.6,0,0,0,0,58,7,0,0,30.4,124,213.2,0.6,1.6
10.2,1,"1",9.025,5,0,0,0,0,22,2,0,1,23.4,117.2,231.6,0.4,2.8
7.7,1,"1",10.85,4.75,0,0,0,0,47,4,0,0,17.25,84,229.75,1.25,2.25
10.1,0,"1",6.675,3.75,0,0,0,0,51,5,0,0,16.5,92.5,202.5,0.5,1.75
33.9,1,"1",7.64,5.8,0,0,0,0,169,8,0.2,1,25.4,120.4,210.6,1,1.2
10.3,0,"1",12.4,5.6,0,0,0,0,63,4,0.4,0,17.8,107.8,195.2,0.6,2.6
9.4,1,"1",10.94,5.6,0,0,0,0,54,4,0,0,22.25,96.75,184.75,1,2
7.5,1,"1",10.82,5,0,0,0,0,45,3,0,0,24.25,158.75,181.5,0,1.75
9.6,0,"1",7.78,5.2,0,0,0,0,26,1,0,1,14.75,111,298.75,0.75,2.75
10.8,0,"1",6.1,4.25,0,0,0,0,48,6,0,0,30.2,114.8,292.8,1,1.8
9.1,1,"1",7.375,5,0,0,0,0,51,4,0,0,20.75,96.25,288.75,1.25,2
11,0,"1",7.775,7,0,0,0,0,20,3,0,1,27,102.2,278.8,0.2,1.6
7.3,0,"1",6.4,5.4,0,0,0,0,33,4,0,0,14,95.5,188,0.5,3.25
12.6,1,"1",6.8,5.6,0,0,0,0,36,3,0,1,22.5,131.75,230.25,1.25,2.75
18,1,"1",7.175,5.5,0,0,0,0,80,4,0,1,26.5,182.25,191.25,0,2.25
7.9,0,"1",9.85,5,0,0,0,0,49,3,0,0,12.25,99.25,188,1,2.25
7.9,0,"1",10.3,4.75,0,0,0,0,49,3,0,0,18.25,74.75,190.5,0.25,2.75
16,0,"1",8.06,4,0,0,0,0,30,5,0,1,10.75,95.75,155.75,0.25,2.25
11.4,1,"1",10.275,7.75,0,0,0.25,0,74,4,0,0,21.2,75.8,209,0.8,1
16.4,0,"1",6.12,6.4,0,0,0,0,84,2,0,1,22.2,85.6,312,0.4,1
22.1,0,"1",6.04,4.6,0,0,0,0,61,4,0,2,30.5,87,285,1.25,1.75
9.1,1,"1",7.58,5.8,0,0,0,0,41,5,0,0,18.4,120,193,1,5
7.1,0,"1",5.025,3.25,0,0,0,0,31,4,0,0,24.75,96.75,262,0,2.25
9.8,0,"1",5.44,3.8,0,0,0,0,58,4,0,0,16,88,214.75,0,2.75
10.4,1,"1",5.94,5,0,0,0,0,64,4,0,0,18.2,72.2,257.2,0.2,2.8
14.5,0,"1",8.4,4.75,0,0,0,0,85,6,0.25,0,22.2,118.4,189.6,0,2.6
9.6,0,"1",6.06,4.2,0,0,0,0,56,4,0,0,20.4,100.4,228.8,0,1
10.5,1,"1",5.75,2.5,0,0,0,0,25,2,0,1,27.25,134,225.5,0.25,2
15.3,0,"1",6.675,2.75,0,0,0,0,53,4,0,1,19.5,98.25,200,0.25,3.25
9.9,1,"1",10.9666666666667,2.66666666666667,0,0,0,0,59,4,0,0,27.5,125.75,199,0,1
7.1,1,"1",10.7,3.25,0,0,0,0,41,3,0,0,15.2,116.2,244.6,0.6,2.8
11.5,0,"1",6.3,4.66666666666667,0,0,0,0,25,3,0,1,25.8,121.8,215.8,0.2,3
12.1,1,"1",5.05,3,0,0,0,0,41,2,0,1,13.4,94.6,169.6,1,4.4
15.3,0,"1",8.62,3.8,0,0,0,0,53,4,0,1,20.8,120.2,181,0.6,2.6
22.8,0,"1",7.98,3.8,0,0,0,0,78,9,0,1,20.4,93.4,235.4,0,3.6
11.1,0,"1",9.62,4.2,0,0,0,0,61,5,0,0,22.25,98.75,201.5,0.5,2.25
10.5,1,"1",5.825,4.25,0,0,0,0,55,5,0,0,22.5,72,244.25,0.5,1
7.2,0,"1",5.675,3.5,0,0,0,0,32,4,0,0,19.8,117,196.6,0.6,2.8
9.6,0,"1",5.98,3.6,0,0,0,0,46,5,0,0,22.6,121.2,215.4,1.2,2.4
9,1,"1",7.56,4.6,0,0,0,0,10,2,0,1,22.2,97,211.6,1.4,2.2
8,1,"1",5.8,1,0,0,0,0,10,1,0,1,20.8,95.8,277.8,0.4,3.2
20.1,1,"1",5.38,3.8,0,0,0,0,81,6,0,1,17.4,106.8,237.4,0.2,2.4
7.5,1,"1",6.225,3,0,0,0,0,5,1,0,1,14.25,82.5,239.5,0.5,2.25
11.7,1,"1",6.45,3,0,0,0,0,67,5,0,0,22.6,81,172.2,0.2,3.8
23.6,0,"1",5.65,3.25,0,0,0,0,106,4,0,1,17.25,103.75,195.25,1,2
10.5,1,"1",9.675,4,0,0,0,0,15,3,0.25,1,25,113.5,300.25,0.5,1.5
11.3,0,"1",9.84,4.2,0,0,0,0,63,5,0.2,0,25,91.25,227.75,0.5,2.25
7.6,0,"1",9.76,4.6,0,0,0,0,36,4,0.2,0,23,148,252.6,0,1.6
11.1,0,"1",5.9,3,0,0,0,0,31,2,0.2,1,19.5,90.5,236.25,0.5,2.25
9.9,1,"1",7.74,3,0,0,0,0,19,2,0.2,1,18.6,116.8,188.6,0.2,2.2
9,0,"1",6.425,1.75,0,0,0,0,20,1,0,1,12,106.5,157,1,3
7.3,1,"1",5.9,1.5,0,0,0,0,3,1,0,1,16,57.25,211,0.25,1.75
11.2,0,"1",5.25,1.25,0,0,0,0,22,3,0,1,25.4,114.8,208,0.2,2.6
7.8,0,"1",7.85,2.25,0,0,0,0,38,4,0,0,23.75,122.5,249.75,0.75,1.75
11.7,0,"1",7.72,3.2,0,0,0,0,57,6,0,0,20.4,75.6,260,0.8,2
13.8,0,"1",8.375,4,0,0,0,0,38,4,0,1,21.25,106.5,209,1,3.25
14,0,"1",5.6,3.6,0,0,0,0,30,5,0,1,37.8,173.2,270.8,0.2,0.8
7.1,0,"1",11.3,4,0,0,0,0,1,1,0,1,17,106.5,141.25,0.75,2
24.4,0,"1",9.6,3,0,0,0,0,34,3,0,3,18.8,96.6,207.6,0.8,3.6
10.4,1,"1",13,5,0,0,0,0,54,5,0.33,0,32.4,115.8,244.6,0.6,2
12.4,1,"1",6.5,3,0,0,0,0,54,7,0,0,20.5,88,266.25,0.25,1.5
26.9,1,"1",8.95,8,0,0,0,0,79,7,0,2,11.6,106.2,175,0.6,1.4
11,0,"1",14.9333333333333,8,0,0,0,0,70,5,0,0,24,150.6,211.6,0.8,2
22.4,0,"1",13.95,7.75,0,0,0,0,74,9,0,1,21,110.6,200.6,0.6,3.2
11,1,"1",15.64,8.4,0,0,0,0,80,3,0,0,25.4,109.8,279,0.6,1.4
13.4,0,"1",15.36,7.2,0,0,0,0,34,4,0,1,19,133.8,206.2,0.6,2.8
9.3,0,"1",13.36,6.2,0,0,0,0,13,2,0,1,24.2,85.6,257.4,0.4,3
15.4,0,"-1",7.7,4.75,0,0,0,0,44,5,0,1,22.5,124,173,0.75,2
9.7,1,"1",10.1,5,0,0,0,0,67,3,0,0,25.75,113,261,1.25,3
20.7,0,"1",8.725,4.75,0,0,0,0,87,6,0,1,26,136.6,257.6,0.4,2
11.3,0,"1",8.04,4.8,0,0,0,0,83,3,0,0,20.8,153.4,143.4,0.6,2.8
11,1,"1",8.36,6,0,0,0,0,20,3,0,1,21.2,84.4,226.8,0.8,2.4
19.4,1,"1",9.76,6.6,0,0,0,0,64,7,0,1,24.6,125.6,286.4,0.8,2.4
8.1,0,"1",6.675,3.25,0,0,0,0,51,3,0,0,25.5,128.25,259.25,1.75,2.75
12,1,"1",7.425,4,0,0,0,0,60,6,0,0,29.5,133.75,234.5,0.5,1.25
11.1,0,"1",9.825,4.5,0,0,0,0,61,5,0,0,19.8,144.6,164.8,0.6,1.6
12,1,"1",10.08,4.8,0,0,0,0,70,5,0,0,21.25,120.75,176.5,0.25,3.75
15.2,0,"1",9.36,5.8,0,0,0,0,72,8,0,0,18.6,101.6,256.8,0.8,2.6
10.5,0,"1",11.075,5.5,0,0,0,0,75,3,0,0,22,92.6,245.6,0.6,3.8
18.2,1,"-1",9.55,5.25,0,0,0,0,72,5,0,1,20.4,115.4,206.2,0.8,3
9.1,1,"1",5.025,2.25,0,0,0,0,11,2,0,1,28.75,141.75,253.25,0,2
12.2,1,"1",7.93333333333333,3.33333333333333,0,0,0,0,72,5,0,0,24.4,132.2,248.4,1.2,3
10.2,0,"1",10.4666666666667,6.33333333333333,0,0,0,0,72,3,0,0,29.4,132.2,209.4,0.4,1.2
19.9,0,"1",7.7,4.75,0,0,0,0,29,5,0,2,18,90,245.2,0,2
12.6,0,"1",10.14,5.2,0,0,0,0,26,4,0,1,17.2,121.2,193.4,0.6,1.8
9.5,1,"1",10.22,4.6,0,0,0,0,15,2,0,1,19.8,129.6,201.8,0.2,1.8
22.4,0,"1",21.72,9.6,0,0,0,0,124,7,0.4,0,25,124.2,254.6,1,2
23.4,1,"1",23.08,10.4,0,0,0,0,54,6,0.6,2,25.8,133.4,263.6,0.6,1.6
7.9,0,"1",24.98,10.4,0,0,0,0,39,4,0.6,0,28,192.5,245.5,0.5,1.25
13.8,1,"1",21.96,10.4,0,0,0,0,78,6,0.6,0,27.25,132,265.5,0.75,1.5
21.2,0,"1",18.28,9.2,0,0,0,0,82,7,0.4,1,16.25,97,214.25,0.75,2.75
25.4,1,"1",16.575,8.75,0,0,0,0,84,5,0,2,20.25,119.5,229,0.5,2.5
16.9,1,"1",17.075,9,0,0,0,0,89,8,0,0,27.25,124,198,0.75,3
10.5,0,"1",19.325,9.5,0,0,0,0,55,5,0,0,16.8,113.8,232,1.6,1.8
19,0,"1",18.5,9.75,0,0,0,0,70,7,0,1,33,115.4,209,1,3.2
14.2,1,"1",17.95,9.25,0,0,0,0,42,4,0,1,17,108,188.8,0.8,3
23.7,1,"1",17.2,9.2,0,0,0,0,97,8,0,1,19.6,96.8,239.8,0.8,2.4
17.3,0,"1",9.2,6.33333333333333,0,0,0,0,63,5,0,1,23,138.75,219,1,3
21.2,1,"1",11.1,7,0,0,0,0,72,8,0,1,22.25,119.25,268.25,0,0.5
36.6,1,"1",13.3,7.66666666666667,0,0,0,0,146,7,0,2,16.75,108.75,250.5,0.5,2.5
14.9,0,"1",25.0333333333333,9.66666666666667,0,0,0,0,29,6,0.33,1,31.8,112.6,234.2,0.8,1.6
7.3,1,"1",22.5,8.75,0,0,0,0,33,4,0.25,0,10,97.25,182.5,0.25,3.5
9.9,0,"1",19.46,8.2,0,0,0,0,59,4,0.2,0,20.6,98.8,219.8,0.2,2
10.6,0,"-1",17.98,7.4,0,0,0,0,56,5,0.2,0,20.5,142.25,188.5,1,2.25
11.9,1,"1",15.86,7.2,0,0,0,0,69,5,0.2,0,24.6,81,296.4,0.6,2.2
15.8,0,"1",10.92,7.4,0,0,0,0,88,7,0,0,26.8,133,247.2,0.6,3.2
29.5,1,"1",11.1,8.4,0,0,0,0,115,9,0,1,16.4,103.2,173.4,1,2.2
18.7,1,"1",23.225,9,0,0,0,0,37,3,0.5,2,26.4,118,268.4,0.2,2.8
35.6,0,"1",18.55,6,0,0,0,0,116,9,0.25,2,32.2,77.6,265.2,0.2,2.6
10.9,1,"1",20.2,8,0,0,0,0,59,5,0.5,0,24.8,149.6,259.4,1,2
10.1,1,"1",16.3,6.5,0,0,0,0,41,6,0.25,0,14.25,95.5,239.75,1.25,2
24,0,"1",18.825,7.75,0,0,0,0,100,5,0.25,1,31.6,168,223.6,0.2,2
13.2,0,"1",19.86,7.6,0,0,0,0,42,3,0.2,1,15.75,151.75,162.5,0.5,2.5
23.8,1,"1",18.76,8.8,0,0,0,0,58,6,0.2,2,12.2,82.4,192,0.8,3.4
18.3,0,"-1",15.12,8.8,0,0,0,0,73,5,0,1,18.6,91.4,229.4,0.4,3.2
18.1,1,"1",16.76,8.8,0,0,0,0,71,5,0,1,22,131.6,206.6,0.8,2.4
16.9,1,"1",9.65,6.25,0,0,0,0,59,5,0,1,17.4,137.4,226.8,0.6,2.6
21.3,0,"1",11.025,5.75,0,0,0,0,83,7,0,1,30,131.2,268.2,0.6,1.6
29.6,1,"1",10.95,5,0,0,0,0,76,10,0,2,22.25,99.75,199.25,0,2
22.7,1,"1",14.74,6.2,0,0,0,0,47,6,0,2,21,75.75,222.25,1,3.75
13.7,0,"-1",15.925,9.25,0,0,0,0,87,5,0,0,31.2,117,270.6,0.8,2.6
16.3,1,"1",11.95,7.75,0,0,0,0,53,6,0,1,26.2,106.6,313.6,0.2,1
11.4,0,"1",14.55,9.5,0,0,0,0,54,6,0,0,21.6,115,232.2,0.8,2.6
25,1,"1",10.68,5.6,0,0,0,0,140,8,0,0,17.75,92,247,0.75,2.25
14.5,0,"1",12.86,7,0,0,0,0,75,7,0.2,0,30.5,127.25,254.75,0,2.75
9.1,1,"1",12.65,8,0,0,0,0,41,3,0.25,0,20,73.25,246,1,1.5
11.5,1,"1",8.9,6.5,0,0,0,0,75,4,0,0,20.75,93.75,271.25,1.25,2.75
14.9,1,"-1",13.4,5.5,0,0,0,0,89,6,0.25,0,28,99,290.2,0.2,2
10.3,0,"1",16.6,7.5,0,0,0,0,53,5,0.25,0,16.2,104.4,177.6,0.6,3.4
33.3,1,"1",12.975,8,0,0,0,0,103,8,0.25,2,20.8,131.2,216,0.6,3.2
8.8,0,"1",16.225,8,0,0,0,0,48,4,0.25,0,17.75,102.25,240.5,0,1.5
13.6,1,"-1",14.74,7.2,0,0,0,0,46,3,0.2,1,21.8,123.2,245.6,0.6,2.2
11.7,0,"1",14.48,6.4,0,0,0,0,67,6,0.2,0,23.4,126.2,271.6,1.4,2.4
18.3,1,"1",14.76,5.8,0,0,0,0,63,6,0.2,1,21,67.8,267,0.6,4
12.3,1,"1",10.06,5.4,0,0,0.2,0,43,2,0,1,33,98.8,244.8,1,2.2
10.4,0,"1",9.8,5,0,0,0.2,0,64,4,0,0,28.4,155.2,208.6,0.4,2.8
22.5,0,"1",6.7,5.75,0,0,0,0,85,9,0,1,19,133.25,190,0.5,2.5
9.3,1,"1",8.24,6.2,0,0,0,0,43,3,0,0,14.75,109.75,229.5,1.5,2
12.3,1,"1",9.7,6.5,0,0,0,0,23,4,0,1,18,76.4,206.4,0.2,3.2
7.8,0,"1",9.3,5.5,0,0,0,0,48,3,0,0,19,107,180.2,0.4,3.2
17.8,1,"-1",10.05,5.5,0,0,0,0,68,5,0,1,15.2,150.2,141.6,0.4,1.2
7.5,1,"1",11.15,6.75,0,0,0,0,45,3,0,0,11,77.25,171.5,0.5,3.75
16.6,1,"1",8.88,6.8,0,0,0,0,56,5,0,1,18.4,108.6,214,0.6,2.8
11.2,1,"1",10.64,7,0,0,0,0,72,5,0,0,14.8,89.4,159.2,0,3.6
15.8,0,"1",10.36,6.2,0,0,0,0,68,3,0,1,27.8,146.4,280.6,0.6,2.6
19.8,1,"1",10.35,5.75,0,0,0,0,108,6,0,0,18.75,114,198.25,0.75,3
10.5,1,"1",12.875,6.5,0,0,0,0,15,3,0.25,1,20.2,119.4,272.6,1.4,3.4
12.9,0,"1",12.75,6,0,0,0,0,69,6,0.25,0,27.75,126.5,224.25,0.75,0.75
14.1,1,"1",12.025,6.25,0,0,0,0,41,4,0.25,1,34.8,135,231.8,0.8,1.4
12.5,0,"1",14.325,6,0,0,0,0,35,4,0.25,1,20,118.4,213.4,0.8,2.4
8.3,1,"1",13.96,6,0,0,0,0,43,4,0.2,0,26.6,132,267,0.6,2.4
12.3,0,"1",11.66,5.8,0,0,0,0,63,6,0,0,31.6,129.6,229.2,0,2.2
10.4,0,"1",7.1,5.4,0,0,0,0,64,4,0,0,23.2,130,277,0.4,1.8
9.4,1,"1",6.66,4.6,0,0,0,0,14,2,0,1,26.4,85.8,242.2,0.2,4
10.7,1,"1",7.15,4.75,0,0,0,0,27,2,0,1,25.75,104.75,229.75,0.25,3.25
15.1,1,"-1",5.66666666666667,5,0,0,0,0,41,5,0,1,28.6,137.8,253,0.6,1.8
12.6,1,"1",7.525,4.25,0,0,0,0,46,3,0,1,29.2,120.8,299.4,0.2,2.6
14.8,0,"1",5.825,3.75,0,0,0,0,48,10,0,0,21,108.6,227.8,1.2,3.2
7.4,1,"1",8.15,6,0,0,0,0,34,4,0,0,15,86.4,260,0.8,2.8
8.6,1,"1",9.625,6.75,0,0,0,0,36,5,0,0,19.8,90.4,244.2,0.6,3
15.3,0,"1",9.9,7,0,0,0,0,13,2,0,2,21,101.25,248.75,0.75,3.75
7.3,0,"1",10.4,6.2,0,0,0,0,33,4,0,0,21,93.5,288,1,2.75
8.3,0,"1",8.9,5,0,0,0,0,33,5,0,0,19.2,101.2,201.2,0.4,2.8
11.3,1,"1",9.08,5.2,0,0,0,0,23,3,0,1,25.5,102.75,226.75,0.25,2.25
21.2,1,"1",10.55,4.5,0,0,0,0,62,9,0,1,20.2,80.6,221,0.6,2.8
11,0,"1",12.025,6.25,0,0,0,0,20,3,0,1,22,91.75,292.5,0.75,2.5
14.5,0,"1",7.175,4.25,0,0,0,0,35,5,0,1,29.25,117.75,278.75,0.75,3
10.2,1,"1",9.925,5.75,0,0,0,0,52,5,0,0,25.5,112.25,269.25,0.5,2.25
9.5,0,"1",10.925,6,0,0,0,0,45,5,0,0,23.8,123.8,258.8,0.6,1.8
7.2,1,"1",10.64,6.2,0,0,0,0,42,3,0,0,22.6,83,217.6,0.2,3
12.4,1,"1",7.225,3,0,0,0,0,34,3,0,1,28.8,134,240.8,1.2,0.8
7.2,1,"1",7.775,1.75,0,0,0,0,2,1,0,1,17.4,137.4,226.8,0.6,2.6
11.9,1,"1",6.675,4.25,0,0,0,0,59,4,0,0,15.75,79,228.5,1,3
17.2,1,"1",6.625,4.5,0,0,0,0,82,10,0,0,16.25,99.25,153.5,0.5,2
8.6,1,"1",7.25,7.25,0,0,0,0,36,5,0,0,22,98,268.6,0.6,2.4
8.4,1,"1",7.52,7.4,0,0,0,0,4,2,0,1,23.8,114.2,260.4,0.8,2.4
8.8,0,"1",5.425,2.25,0,0,0,0,8,2,0,1,28,155.4,227.2,0.4,1.8
9.6,1,"1",6.46,3.8,0,0,1,2.8,6,1,0,0,10,84,156.8,1.6,4.2
13.4,1,"1",11.2,7,0,0,0,0,34,4,0,1,34.5,117,277.75,0.75,1
9.4,0,"1",6.06666666666667,3,0,0,0,0,64,3,0,0,9,96.2,106.2,0.6,2.8
13.7,0,"1",6.45,3.5,0,0,0.25,0.75,67,7,0,0,20,142.25,173.25,0.5,1
17.9,0,"1",8.18,4.8,0,0,0.2,0.6,79,10,0,0,24.2,133.8,167,1.2,2.2
8,0,"1",9.6,6,0,0,0,0,30,5,0,0,16.4,95.2,193,0.4,1.6
9.3,1,"1",8.98,5.8,0,0,0,0,13,2,0,1,26.8,188,216.2,0.4,1.2
12.2,1,"1",6.675,3.25,0,0,0,0,32,3,0,1,18.8,106.8,214,0.8,1.4
14.2,0,"1",6.375,3.75,0,0,0,0,52,3,0,1,23.8,116.4,203.8,0.4,2.4
12.8,1,"1",6.775,3.5,0,0,0,0,48,2,0,1,16.75,103.25,266,0.5,1.5
7.6,0,"1",8.425,3,0,0,0,0,36,4,0,0,31.75,158,328.5,1,1.25
10,0,"1",5.26,4,0,0,0,0,60,4,0,0,37.2,133,262.8,0.6,1.8
9.7,1,"1",5.74,3.8,0,0,0,0,67,3,0,0,17.6,137.6,208.6,1,3.6
8.3,0,"1",5.275,4.25,0,0,0,0,33,3,0,0,24,132.5,168.75,1,3.5
10.9,0,"1",5.675,3.75,0,0,0,0,69,4,0,0,13.25,95.25,176.5,0.5,1.75
9,0,"1",7.175,3.25,0,0,0,0,50,4,0,0,19.6,80.6,212.8,1,1.4
8.6,0,"1",6.72,3.4,0,0,0,0,56,3,0,0,24.6,128.4,276.2,0.6,2.4
9.8,0,"1",10.5333333333333,5.33333333333333,0,0,0,0,58,4,0,0,27.2,89.8,280,1,3
31.4,1,"1",10.8666666666667,5.33333333333333,0,0,0,0,134,9,0,1,28,111.4,269.4,1.4,1.6
17,0,"1",17.0666666666667,7,0,0,0,0,90,8,0.33,0,29.4,117.6,237.6,0.2,2.2
9.5,1,"1",19.4,9.66666666666667,0,0,0,0,37,4,0.33,0,15.75,74.5,290.75,0.5,3.5
18.2,0,"1",16.925,8.5,0,0,0.25,4.5,62,6,0.25,1,32.25,106.25,256.25,0.25,2
