Week;Year;GID;Name;Pos;Team;h/a;Oppt;FD points;FD salary
3;2017;6243;Koo, Younghoe;PK;lac;h;kan;4;4500
3;2017;6217;Tavecchio, Giorgio;PK;oak;a;was;4;4800
3;2017;6194;Bailey, Dan;PK;dal;a;ari;4;4700
3;2017;6240;Gonzalez, Zane;PK;cle;a;ind;4;4500
3;2017;6098;Gostkowski, Stephen;PK;nwe;h;hou;4;5200
3;2017;6204;Walsh, Blair;PK;sea;a;ten;3;4700
3;2017;6206;Tucker, Justin;PK;bal;a;jac;1;5100
3;2017;6230;Parkey, Cody;PK;mia;a;nyj;0;4800
3;2017;7019;New Orleans;Def;nor;a;car;14;4100
3;2017;7007;Cincinnati;Def;cin;a;gnb;14;4100
3;2017;7021;New York J;Def;nyj;h;mia;14;4000
3;2017;7031;Washington;Def;was;h;oak;14;4200
3;2017;7011;Detroit;Def;det;h;atl;13;4200
3;2017;7014;Jacksonville;Def;jac;h;bal;12;4500
3;2017;7015;Kansas City;Def;kan;a;lac;12;4700
3;2017;7006;Chicago;Def;chi;h;pit;10;4100
3;2017;7032;Houston;Def;hou;a;nwe;9;4000
3;2017;7017;Minnesota;Def;min;h;tam;9;4600
3;2017;7004;Buffalo;Def;buf;h;den;8;4300
3;2017;7009;Dallas;Def;dal;a;ari;7;4700
3;2017;7012;Green Bay;Def;gnb;h;cin;6;4800
3;2017;7024;Pittsburgh;Def;pit;a;chi;6;5000
3;2017;7018;New England;Def;nwe;h;hou;6;4900
3;2017;7013;Indianapolis;Def;ind;h;cle;6;4500
3;2017;7022;Oakland;Def;oak;a;was;5;4400
3;2017;7016;Miami;Def;mia;a;nyj;5;5100
3;2017;7020;New York G;Def;nyg;a;phi;5;4400
3;2017;7026;LA Chargers;Def;lac;h;kan;5;4200
3;2017;7010;Denver;Def;den;a;buf;4;5100
3;2017;7023;Philadelphia;Def;phi;h;nyg;4;4500
3;2017;7008;Cleveland;Def;cle;a;ind;4;4400
3;2017;7025;LA Rams;Def;lar;a;sfo;4;4900
3;2017;7002;Atlanta;Def;atl;a;det;3;4500
3;2017;7030;Tennessee;Def;ten;h;sea;1;4300
3;2017;7005;Carolina;Def;car;h;nor;0;4500
3;2017;7027;San Francisco;Def;sfo;h;lar;0;4400
3;2017;7001;Arizona;Def;ari;h;dal;0;4300
3;2017;7029;Tampa Bay;Def;tam;a;min;-1;4600
3;2017;7028;Seattle;Def;sea;a;ten;-1;4900
3;2017;7003;Baltimore;Def;bal;a;jac;-4;5000
