,Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,Week,Year,GID,Pos,Team,h/a,Oppt,FD points,FD salary
0,RB,Duke Johnson Jr.,4200,CLE@IND 01:00PM ET,9.82,CLE,,,,,,,,,
1,WR,Ted Ginn Jr.,4100,NO@CAR 01:00PM ET,11.04,NO,3.0,2017.0,3670.0,WR,nor,a,car,12.9,5800.0
2,RB,D'Onta Foreman,4000,HOU@NE 01:00PM ET,3.21,HOU,3.0,2017.0,5539.0,RB,hou,a,nwe,10.0,4700.0
3,RB,De'Angelo Henderson,3600,DEN@BUF 01:00PM ET,1.59,DEN,3.0,2017.0,5561.0,RB,den,a,buf,0.1,4500.0
4,WR,Jaelen Strong,3500,BAL@JAX 09:30AM ET,0.0,JAX,,,,,,,,,
5,WR,Victor Bolden Jr.,3000,LAR@SF 08:25PM ET,0.0,SF,,,,,,,,,
6,WR,Kendrick Bourne,3000,LAR@SF 08:25PM ET,0.0,SF,,,,,,,,,
7,WR,Keelan Cole,3000,BAL@JAX 09:30AM ET,0.0,JAX,3.0,2017.0,5570.0,WR,jac,h,bal,1.8,4500.0
8,WR,Damiere Byrd,3000,NO@CAR 01:00PM ET,0.0,CAR,3.0,2017.0,5531.0,WR,car,h,nor,0.0,4500.0
9,RB,Trey Edmunds,3000,NO@CAR 01:00PM ET,0.0,NO,3.0,2017.0,5573.0,RB,nor,a,car,0.0,4500.0
10,RB,Michael Burton,3000,PIT@CHI 01:00PM ET,0.0,CHI,3.0,2017.0,5415.0,RB,chi,h,pit,0.0,4500.0
11,WR,Andre Roberts,3000,ATL@DET 01:00PM ET,0.0,ATL,3.0,2017.0,3978.0,WR,atl,a,det,1.7,4500.0
12,WR,TJ Jones,3000,ATL@DET 01:00PM ET,0.0,DET,,,,,,,,,
13,RB,Tion Green,3000,ATL@DET 01:00PM ET,0.0,DET,,,,,,,,,
14,RB,Danny Vitale,3000,CLE@IND 01:00PM ET,0.0,CLE,,,,,,,,,
15,WR,Reggie Davis,3000,CLE@IND 01:00PM ET,0.0,CLE,,,,,,,,,
16,WR,Bernard Reedy,3000,TB@MIN 01:00PM ET,0.0,TB,3.0,2017.0,5283.0,WR,tam,a,min,1.4,0.0
17,WR,Matthew Slater,3000,HOU@NE 01:00PM ET,0.0,NE,,,,,,,,,
18,RB,Jordan Todman,3000,HOU@NE 01:00PM ET,0.0,HOU,3.0,2017.0,2840.0,RB,hou,a,nwe,0.0,4500.0
19,RB,Brandon Bolden,3000,HOU@NE 01:00PM ET,0.0,NE,3.0,2017.0,2874.0,RB,nwe,h,hou,0.0,4500.0
20,WR,Tavarres King,3000,NYG@PHI 01:00PM ET,0.0,NYG,,,,,,,,,
21,RB,Shane Smith,3000,NYG@PHI 01:00PM ET,0.0,NYG,,,,,,,,,
22,WR,De'Anthony Thomas,3000,KC@LAC 04:25PM ET,0.66,KC,3.0,2017.0,2958.0,WR,kan,a,lac,1.9,4600.0
23,TE,Richard Rodgers,2700,CIN@GB 04:25PM ET,0.0,GB,3.0,2017.0,4629.0,TE,gnb,h,cin,0.0,4600.0
24,TE,Evan Baylis,2600,HOU@NE 01:00PM ET,0.0,HOU,,,,,,,,,
25,TE,Kyle Nelson,2500,LAR@SF 08:25PM ET,0.0,SF,,,,,,,,,
26,TE,James O'Shaughnessy,2500,BAL@JAX 09:30AM ET,0.0,JAX,3.0,2017.0,4664.0,TE,jac,h,bal,1.7,4500.0
27,TE,Nick O'Leary,2500,DEN@BUF 01:00PM ET,1.18,BUF,3.0,2017.0,4661.0,TE,buf,h,den,3.6,4500.0
28,TE,Michael Hoomanawanui,2500,NO@CAR 01:00PM ET,0.0,NO,3.0,2017.0,4499.0,TE,nor,a,car,0.0,4500.0
29,TE,Andrew DePaola,2500,PIT@CHI 01:00PM ET,0.0,CHI,,,,,,,,,
30,TE,Kevin McDermott,2500,TB@MIN 01:00PM ET,0.0,MIN,,,,,,,,,
31,TE,Antony Auclair,2500,TB@MIN 01:00PM ET,0.0,TB,,,,,,,,,
32,TE,Matt LaCosse,2500,NYG@PHI 01:00PM ET,0.0,NYG,,,,,,,,,
33,TE,Beau Brinkley,2500,SEA@TEN 04:05PM ET,0.0,TEN,,,,,,,,,
34,TE,Tyler Ott,2500,SEA@TEN 04:05PM ET,0.0,SEA,,,,,,,,,
35,TE,Clark Harris,2500,CIN@GB 04:25PM ET,0.0,CIN,3.0,2017.0,4391.0,TE,cin,a,gnb,0.0,4500.0
36,TE,Cethan Carter,2500,CIN@GB 04:25PM ET,0.0,CIN,,,,,,,,,
37,TE,James Winchester,2500,KC@LAC 04:25PM ET,0.0,KC,,,,,,,,,
38,TE,Sean Culkin,2500,KC@LAC 04:25PM ET,0.0,LAC,,,,,,,,,
39,TE,James Hanna,2500,DAL@ARI 08:30PM ET,0.0,DAL,3.0,2017.0,4553.0,TE,dal,a,ari,0.0,4500.0
40,QB,Aaron Rodgers,7300,CIN@GB 04:25PM ET,22.46,GB,3.0,2017.0,1252.0,QB,gnb,h,cin,25.82,9300.0
41,QB,Matt Ryan,7100,ATL@DET 01:00PM ET,21.4,ATL,3.0,2017.0,1301.0,QB,atl,a,det,16.66,8500.0
42,WR,Julio Jones,9300,ATL@DET 01:00PM ET,21.28,ATL,3.0,2017.0,5089.0,WR,atl,a,det,12.6,9300.0
43,QB,Drew Brees,7200,NO@CAR 01:00PM ET,21.02,NO,3.0,2017.0,1151.0,QB,nor,a,car,20.8,8400.0
44,QB,Tom Brady,7700,HOU@NE 01:00PM ET,20.21,NE,3.0,2017.0,1131.0,QB,nwe,h,hou,35.72,9400.0
45,QB,Cam Newton,6600,NO@CAR 01:00PM ET,19.51,CAR,3.0,2017.0,1378.0,QB,car,h,nor,11.28,8100.0
46,QB,Matthew Stafford,6200,ATL@DET 01:00PM ET,18.87,DET,3.0,2017.0,1340.0,QB,det,h,atl,16.46,7900.0
47,RB,Ezekiel Elliott,8300,DAL@ARI 08:30PM ET,18.66,DAL,3.0,2017.0,5444.0,RB,dal,a,ari,16.9,8800.0
48,QB,Kirk Cousins,6100,OAK@WAS 08:30PM ET,18.49,WAS,3.0,2017.0,1415.0,QB,was,h,oak,26.8,7600.0
49,QB,Russell Wilson,6300,SEA@TEN 04:05PM ET,18.29,SEA,3.0,2017.0,1412.0,QB,sea,a,ten,33.52,7800.0
50,WR,Antonio Brown,9000,PIT@CHI 01:00PM ET,18.25,PIT,3.0,2017.0,3474.0,WR,pit,a,chi,22.0,9000.0
51,RB,Le'Veon Bell,8800,PIT@CHI 01:00PM ET,18.21,PIT,3.0,2017.0,2888.0,RB,pit,a,chi,18.8,8700.0
52,QB,Alex Smith,5900,KC@LAC 04:25PM ET,18.07,KC,3.0,2017.0,1254.0,QB,kan,a,lac,15.1,7400.0
53,RB,Kareem Hunt,8000,KC@LAC 04:25PM ET,17.77,KC,3.0,2017.0,5560.0,RB,kan,a,lac,24.8,8300.0
54,QB,Philip Rivers,6400,KC@LAC 04:25PM ET,17.52,LAC,3.0,2017.0,1231.0,QB,lac,h,kan,6.48,7500.0
55,RB,Devonta Freeman,6700,ATL@DET 01:00PM ET,17.5,ATL,3.0,2017.0,2930.0,RB,atl,a,det,21.3,8200.0
56,QB,Dak Prescott,5800,DAL@ARI 08:30PM ET,17.21,DAL,3.0,2017.0,1501.0,QB,dal,a,ari,22.92,7800.0
57,QB,Carson Palmer,6000,DAL@ARI 08:30PM ET,17.08,ARI,3.0,2017.0,1207.0,QB,ari,h,dal,21.7,7300.0
58,QB,Jameis Winston,6000,TB@MIN 01:00PM ET,16.92,TB,3.0,2017.0,1465.0,QB,tam,a,min,18.52,7400.0
59,RB,LeSean McCoy,7000,DEN@BUF 01:00PM ET,16.51,BUF,3.0,2017.0,2707.0,RB,buf,h,den,10.4,8100.0
60,WR,Keenan Allen,7200,KC@LAC 04:25PM ET,16.43,LAC,3.0,2017.0,5198.0,WR,lac,h,kan,8.6,7200.0
61,RB,Melvin Gordon,7600,KC@LAC 04:25PM ET,16.39,LAC,3.0,2017.0,2991.0,RB,lac,h,kan,13.9,7600.0
62,WR,Mike Evans,7500,TB@MIN 01:00PM ET,16.32,TB,3.0,2017.0,5253.0,WR,tam,a,min,10.2,8600.0
63,QB,Jay Cutler,6100,MIA@NYJ 01:00PM ET,16.16,MIA,3.0,2017.0,1263.0,QB,mia,a,nyj,12.7,7400.0
64,QB,Carson Wentz,5900,NYG@PHI 01:00PM ET,16.14,PHI,3.0,2017.0,1514.0,QB,phi,h,nyg,13.24,7700.0
65,WR,Michael Thomas,7000,NO@CAR 01:00PM ET,15.98,NO,3.0,2017.0,5459.0,WR,nor,a,car,18.2,7500.0
66,QB,Andy Dalton,5100,CIN@GB 04:25PM ET,15.9,CIN,3.0,2017.0,1403.0,QB,cin,a,gnb,16.28,6800.0
67,QB,Trevor Siemian,5500,DEN@BUF 01:00PM ET,15.84,DEN,3.0,2017.0,1488.0,QB,den,a,buf,9.56,7400.0
68,QB,Derek Carr,6800,OAK@WAS 08:30PM ET,15.83,OAK,3.0,2017.0,1441.0,QB,oak,a,was,7.22,8400.0
69,WR,Odell Beckham Jr.,8600,NYG@PHI 01:00PM ET,15.75,NYG,3.0,2017.0,5323.0,WR,nyg,a,phi,24.4,8800.0
70,QB,Ben Roethlisberger,6200,PIT@CHI 01:00PM ET,15.73,PIT,3.0,2017.0,1232.0,QB,pit,a,chi,12.0,8000.0
71,RB,Todd Gurley II,6800,LAR@SF 08:25PM ET,15.72,LAR,,,,,,,,,
72,WR,A.J. Green,8100,CIN@GB 04:25PM ET,15.54,CIN,3.0,2017.0,5091.0,WR,cin,a,gnb,22.1,7500.0
73,RB,Ty Montgomery,6900,CIN@GB 04:25PM ET,15.42,GB,3.0,2017.0,5392.0,RB,gnb,h,cin,9.0,7200.0
74,WR,Doug Baldwin,6400,SEA@TEN 04:05PM ET,15.28,SEA,3.0,2017.0,5136.0,WR,sea,a,ten,21.5,7400.0
75,RB,Jay Ajayi,7700,MIA@NYJ 01:00PM ET,15.0,MIA,3.0,2017.0,2998.0,RB,mia,a,nyj,3.5,8200.0
76,QB,Blake Bortles,4400,BAL@JAX 09:30AM ET,14.99,JAX,3.0,2017.0,1442.0,QB,jac,h,bal,27.56,7000.0
77,QB,DeShone Kizer,5000,CLE@IND 01:00PM ET,14.92,CLE,3.0,2017.0,1517.0,QB,cle,a,ind,25.08,6900.0
78,WR,Michael Crabtree,7400,OAK@WAS 08:30PM ET,14.8,OAK,3.0,2017.0,3872.0,WR,oak,a,was,1.2,7700.0
79,WR,Davante Adams,5600,CIN@GB 04:25PM ET,14.79,GB,3.0,2017.0,5263.0,WR,gnb,h,cin,7.5,6800.0
80,QB,Marcus Mariota,6000,SEA@TEN 04:05PM ET,14.75,TEN,3.0,2017.0,1466.0,QB,ten,h,sea,19.7,7500.0
81,WR,DeAndre Hopkins,6200,HOU@NE 01:00PM ET,14.74,HOU,3.0,2017.0,5206.0,WR,hou,a,nwe,11.1,7500.0
82,WR,Jarvis Landry,6800,MIA@NYJ 01:00PM ET,14.54,MIA,3.0,2017.0,5335.0,WR,mia,a,nyj,7.8,6800.0
83,WR,Demaryius Thomas,5900,DEN@BUF 01:00PM ET,14.52,DEN,3.0,2017.0,3997.0,WR,den,a,buf,12.8,7100.0
84,RB,Dalvin Cook,5900,TB@MIN 01:00PM ET,14.52,MIN,3.0,2017.0,5559.0,RB,min,h,tam,25.4,6500.0
85,QB,Eli Manning,5300,NYG@PHI 01:00PM ET,14.5,NYG,3.0,2017.0,1225.0,QB,nyg,a,phi,24.64,7300.0
86,WR,Golden Tate,6900,ATL@DET 01:00PM ET,14.48,DET,3.0,2017.0,3995.0,WR,det,h,atl,15.3,7400.0
87,RB,Leonard Fournette,6000,BAL@JAX 09:30AM ET,14.43,JAX,3.0,2017.0,5534.0,RB,jac,h,bal,15.5,7400.0
88,WR,Tyreek Hill,6600,KC@LAC 04:25PM ET,14.42,KC,3.0,2017.0,5485.0,WR,kan,a,lac,17.5,7300.0
89,QB,Tyrod Taylor,4900,DEN@BUF 01:00PM ET,14.18,BUF,3.0,2017.0,1400.0,QB,buf,h,den,17.82,7200.0
90,WR,Brandin Cooks,7300,HOU@NE 01:00PM ET,14.15,NE,3.0,2017.0,5255.0,WR,nwe,h,hou,29.6,7500.0
91,WR,Dez Bryant,6800,DAL@ARI 08:30PM ET,14.01,DAL,3.0,2017.0,3891.0,WR,dal,a,ari,8.2,7800.0
92,WR,Amari Cooper,7100,OAK@WAS 08:30PM ET,13.94,OAK,3.0,2017.0,5376.0,WR,oak,a,was,1.1,7700.0
93,WR,Larry Fitzgerald,6400,DAL@ARI 08:30PM ET,13.94,ARI,3.0,2017.0,3501.0,WR,ari,h,dal,27.4,6500.0
94,WR,Emmanuel Sanders,5800,DEN@BUF 01:00PM ET,13.88,DEN,3.0,2017.0,3983.0,WR,den,a,buf,11.0,6900.0
95,TE,Travis Kelce,6000,KC@LAC 04:25PM ET,13.82,KC,3.0,2017.0,4582.0,TE,kan,a,lac,0.6,7100.0
96,QB,Joe Flacco,5300,BAL@JAX 09:30AM ET,13.74,BAL,3.0,2017.0,1302.0,QB,bal,a,jac,-0.88,7100.0
97,QB,Jacoby Brissett,4800,CLE@IND 01:00PM ET,13.66,IND,3.0,2017.0,1496.0,QB,ind,h,cle,27.76,6500.0
98,QB,Mike Glennon,4700,PIT@CHI 01:00PM ET,13.51,CHI,3.0,2017.0,1420.0,QB,chi,h,pit,7.44,6400.0
99,QB,Josh McCown,4500,MIA@NYJ 01:00PM ET,13.41,NYJ,3.0,2017.0,1175.0,QB,nyj,h,mia,14.66,6500.0
100,WR,Kelvin Benjamin,6700,NO@CAR 01:00PM ET,13.38,CAR,3.0,2017.0,5257.0,WR,car,h,nor,1.8,6600.0
101,WR,T.Y. Hilton,5200,CLE@IND 01:00PM ET,13.38,IND,3.0,2017.0,5151.0,WR,ind,h,cle,24.8,6700.0
102,QB,Jared Goff,5200,LAR@SF 08:25PM ET,13.34,LAR,3.0,2017.0,1490.0,QB,lar,a,sfo,23.58,6800.0
103,QB,Deshaun Watson,4700,HOU@NE 01:00PM ET,13.33,HOU,3.0,2017.0,1518.0,QB,hou,a,nwe,22.14,7000.0
104,WR,Terrelle Pryor Sr.,5900,OAK@WAS 08:30PM ET,13.23,WAS,,,,,,,,,
105,WR,Pierre Garcon,5300,LAR@SF 08:25PM ET,13.17,SF,3.0,2017.0,3754.0,WR,sfo,h,lar,17.7,6400.0
106,RB,Carlos Hyde,5200,LAR@SF 08:25PM ET,13.12,SF,3.0,2017.0,2933.0,RB,sfo,h,lar,22.9,6600.0
107,WR,Stefon Diggs,6500,TB@MIN 01:00PM ET,13.0,MIN,3.0,2017.0,5424.0,WR,min,h,tam,33.3,6500.0
108,WR,DeVante Parker,6300,MIA@NYJ 01:00PM ET,12.98,MIA,3.0,2017.0,5380.0,WR,mia,a,nyj,17.6,6500.0
109,RB,Marshawn Lynch,6000,OAK@WAS 08:30PM ET,12.97,OAK,3.0,2017.0,2552.0,RB,oak,a,was,3.1,6700.0
110,RB,C.J. Anderson,5800,DEN@BUF 01:00PM ET,12.86,DEN,3.0,2017.0,2924.0,RB,den,a,buf,5.3,6900.0
111,QB,Brian Hoyer,4800,LAR@SF 08:25PM ET,12.82,SF,3.0,2017.0,1336.0,QB,sfo,h,lar,27.18,6200.0
112,RB,Christian McCaffrey,6100,NO@CAR 01:00PM ET,12.8,CAR,3.0,2017.0,5536.0,RB,car,h,nor,16.2,6800.0
113,WR,Jordy Nelson,7800,CIN@GB 04:25PM ET,12.78,GB,3.0,2017.0,3751.0,WR,gnb,h,cin,20.2,8400.0
114,TE,Jordan Reed,5400,OAK@WAS 08:30PM ET,12.71,WAS,,,,,,,,,
115,WR,Alshon Jeffery,5900,NYG@PHI 01:00PM ET,12.7,PHI,3.0,2017.0,5153.0,WR,phi,h,nyg,7.6,7500.0
116,RB,Isaiah Crowell,4800,CLE@IND 01:00PM ET,12.49,CLE,3.0,2017.0,2969.0,RB,cle,a,ind,6.4,6600.0
117,RB,Tarik Cohen,5600,PIT@CHI 01:00PM ET,12.38,CHI,3.0,2017.0,5564.0,RB,chi,h,pit,12.2,5600.0
118,WR,Sammy Watkins,5500,LAR@SF 08:25PM ET,12.29,LAR,3.0,2017.0,5252.0,WR,lar,a,sfo,25.6,6900.0
119,TE,Zach Ertz,5000,NYG@PHI 01:00PM ET,12.19,PHI,3.0,2017.0,4569.0,TE,phi,h,nyg,13.5,6500.0
120,TE,Rob Gronkowski,6800,HOU@NE 01:00PM ET,12.14,NE,3.0,2017.0,4494.0,TE,nwe,h,hou,18.9,8400.0
121,RB,Mike Gillislee,5700,HOU@NE 01:00PM ET,11.81,NE,3.0,2017.0,2894.0,RB,nwe,h,hou,3.1,6800.0
122,RB,Mark Ingram,4500,NO@CAR 01:00PM ET,11.7,NO,3.0,2017.0,2793.0,RB,nor,a,car,9.6,5800.0
123,WR,Marqise Lee,4400,BAL@JAX 09:30AM ET,11.61,JAX,3.0,2017.0,5256.0,WR,jac,h,bal,8.5,6000.0
124,RB,Frank Gore,4200,CLE@IND 01:00PM ET,11.57,IND,3.0,2017.0,2467.0,RB,ind,h,cle,12.2,6300.0
125,RB,Jacquizz Rodgers,4600,TB@MIN 01:00PM ET,11.54,TB,3.0,2017.0,2818.0,RB,tam,a,min,1.5,6600.0
126,RB,DeMarco Murray,5500,SEA@TEN 04:05PM ET,11.52,TEN,3.0,2017.0,2831.0,RB,ten,h,sea,18.5,6500.0
127,RB,Tevin Coleman,5300,ATL@DET 01:00PM ET,11.45,ATL,3.0,2017.0,2994.0,RB,atl,a,det,10.4,5500.0
128,WR,Adam Thielen,5700,TB@MIN 01:00PM ET,11.43,MIN,3.0,2017.0,5333.0,WR,min,h,tam,12.3,6000.0
129,WR,J.J. Nelson,5300,DAL@ARI 08:30PM ET,11.35,ARI,3.0,2017.0,5409.0,WR,ari,h,dal,0.0,5700.0
130,TE,Kyle Rudolph,4200,TB@MIN 01:00PM ET,11.34,MIN,3.0,2017.0,4537.0,TE,min,h,tam,0.9,5400.0
131,WR,Rishard Matthews,4200,SEA@TEN 04:05PM ET,11.26,TEN,3.0,2017.0,5182.0,WR,ten,h,sea,17.7,6200.0
132,WR,Jeremy Maclin,5200,BAL@JAX 09:30AM ET,11.24,BAL,3.0,2017.0,3830.0,WR,bal,a,jac,1.3,6700.0
133,WR,DeSean Jackson,4600,TB@MIN 01:00PM ET,11.16,TB,3.0,2017.0,3770.0,WR,tam,a,min,16.4,6400.0
134,TE,Delanie Walker,4400,SEA@TEN 04:05PM ET,10.91,TEN,3.0,2017.0,4360.0,TE,ten,h,sea,5.1,6500.0
135,WR,Tyrell Williams,4600,KC@LAC 04:25PM ET,10.84,LAC,3.0,2017.0,5432.0,WR,lac,h,kan,2.5,6500.0
136,WR,Martavis Bryant,5700,PIT@CHI 01:00PM ET,10.63,PIT,3.0,2017.0,5367.0,WR,pit,a,chi,4.0,6500.0
137,QB,Case Keenum,4500,TB@MIN 01:00PM ET,10.58,MIN,3.0,2017.0,1435.0,QB,min,h,tam,28.56,6000.0
138,RB,Chris Thompson,4500,OAK@WAS 08:30PM ET,10.45,WAS,3.0,2017.0,2915.0,RB,was,h,oak,27.8,5600.0
139,TE,Jason Witten,4500,DAL@ARI 08:30PM ET,10.44,DAL,3.0,2017.0,4262.0,TE,dal,a,ari,0.8,5500.0
140,WR,Jamison Crowder,4900,OAK@WAS 08:30PM ET,10.43,WAS,3.0,2017.0,5410.0,WR,was,h,oak,6.2,5700.0
141,RB,Darren Sproles,3900,NYG@PHI 01:00PM ET,10.43,PHI,3.0,2017.0,2484.0,RB,phi,h,nyg,1.1,5200.0
142,TE,Eric Ebron,3300,ATL@DET 01:00PM ET,10.28,DET,3.0,2017.0,4601.0,TE,det,h,atl,1.9,5200.0
143,TE,Martellus Bennett,4000,CIN@GB 04:25PM ET,10.25,GB,3.0,2017.0,4407.0,TE,gnb,h,cin,2.7,5600.0
144,WR,Kendall Wright,4300,PIT@CHI 01:00PM ET,10.13,CHI,3.0,2017.0,5162.0,WR,chi,h,pit,0.0,5600.0
145,TE,Jack Doyle,3600,CLE@IND 01:00PM ET,10.12,IND,3.0,2017.0,4594.0,TE,ind,h,cle,0.6,5300.0
146,RB,Lamar Miller,5000,HOU@NE 01:00PM ET,10.06,HOU,3.0,2017.0,2859.0,RB,hou,a,nwe,6.8,6100.0
147,WR,Jermaine Kearse,4600,MIA@NYJ 01:00PM ET,9.87,NYJ,3.0,2017.0,5186.0,WR,nyj,h,mia,5.7,5800.0
148,RB,Ameer Abdullah,4700,ATL@DET 01:00PM ET,9.74,DET,3.0,2017.0,2995.0,RB,det,h,atl,10.1,6100.0
149,WR,Mohamed Sanu,4500,ATL@DET 01:00PM ET,9.65,ATL,3.0,2017.0,5159.0,WR,atl,a,det,10.8,5400.0
150,WR,Chris Hogan,6100,HOU@NE 01:00PM ET,9.64,NE,3.0,2017.0,5167.0,WR,nwe,h,hou,20.8,6400.0
151,WR,Marvin Jones Jr.,4200,ATL@DET 01:00PM ET,9.64,DET,,,,,,,,,
152,WR,Jordan Matthews,3500,DEN@BUF 01:00PM ET,9.64,BUF,3.0,2017.0,5254.0,WR,buf,h,den,7.6,6200.0
153,WR,Cole Beasley,4700,DAL@ARI 08:30PM ET,9.44,DAL,3.0,2017.0,5163.0,WR,dal,a,ari,0.9,5300.0
154,RB,James White,5400,HOU@NE 01:00PM ET,9.43,NE,3.0,2017.0,2954.0,RB,nwe,h,hou,3.3,5600.0
155,RB,Javorius Allen,5000,BAL@JAX 09:30AM ET,9.43,BAL,3.0,2017.0,5370.0,RB,bal,a,jac,5.3,5700.0
156,WR,Kenny Golladay,4600,ATL@DET 01:00PM ET,9.43,DET,3.0,2017.0,5554.0,WR,det,h,atl,3.5,5900.0
157,WR,Sterling Shepard,4700,NYG@PHI 01:00PM ET,9.42,NYG,3.0,2017.0,5456.0,WR,nyg,a,phi,22.8,6100.0
158,WR,Kenny Stills,4400,MIA@NYJ 01:00PM ET,9.36,MIA,3.0,2017.0,5212.0,WR,mia,a,nyj,7.1,5100.0
159,TE,Jared Cook,3100,OAK@WAS 08:30PM ET,9.24,OAK,3.0,2017.0,4437.0,TE,oak,a,was,12.3,5200.0
160,RB,Jonathan Stewart,4700,NO@CAR 01:00PM ET,9.15,CAR,3.0,2017.0,2612.0,RB,car,h,nor,6.6,6200.0
161,WR,Cooper Kupp,4700,LAR@SF 08:25PM ET,9.08,LAR,3.0,2017.0,5552.0,WR,lar,a,sfo,2.7,5700.0
162,TE,Jimmy Graham,4600,SEA@TEN 04:05PM ET,9.04,SEA,3.0,2017.0,4492.0,TE,sea,a,ten,10.7,6400.0
163,TE,Charles Clay,3400,DEN@BUF 01:00PM ET,9.01,BUF,3.0,2017.0,4543.0,TE,buf,h,den,12.9,5100.0
164,TE,Coby Fleener,4100,NO@CAR 01:00PM ET,9.0,NO,3.0,2017.0,4552.0,TE,nor,a,car,2.6,5700.0
165,RB,Theo Riddick,5100,ATL@DET 01:00PM ET,8.97,DET,3.0,2017.0,2907.0,RB,det,h,atl,5.8,5600.0
166,QB,Sam Bradford,5700,TB@MIN 01:00PM ET,8.89,MIN,,,,,,,,,
167,WR,Allen Hurns,4600,BAL@JAX 09:30AM ET,8.82,JAX,3.0,2017.0,5341.0,WR,jac,h,bal,9.5,6200.0
168,TE,Hunter Henry,3900,KC@LAC 04:25PM ET,8.76,LAC,3.0,2017.0,4675.0,TE,lac,h,kan,0.0,5500.0
169,RB,Terrance West,4900,BAL@JAX 09:30AM ET,8.75,BAL,3.0,2017.0,2929.0,RB,bal,a,jac,0.6,6700.0
170,RB,Alvin Kamara,4000,NO@CAR 01:00PM ET,8.74,NO,3.0,2017.0,5562.0,RB,nor,a,car,11.7,5200.0
171,RB,Chris Carson,4900,SEA@TEN 04:05PM ET,8.67,SEA,3.0,2017.0,5565.0,RB,sea,a,ten,12.2,6000.0
172,WR,Brandon LaFell,3700,CIN@GB 04:25PM ET,8.67,CIN,3.0,2017.0,3946.0,WR,cin,a,gnb,1.0,4600.0
173,WR,Devin Funchess,4200,NO@CAR 01:00PM ET,8.59,CAR,3.0,2017.0,5381.0,WR,car,h,nor,7.8,4800.0
174,WR,Robby Anderson,3400,MIA@NYJ 01:00PM ET,8.57,NYJ,3.0,2017.0,5502.0,WR,nyj,h,mia,17.0,5200.0
175,RB,Rob Kelley,4200,OAK@WAS 08:30PM ET,8.51,WAS,,,,,,,,,
176,RB,Matt Forte,4300,MIA@NYJ 01:00PM ET,8.5,NYJ,3.0,2017.0,2613.0,RB,nyj,h,mia,2.5,5500.0
177,WR,Rashard Higgins,4000,CLE@IND 01:00PM ET,8.47,CLE,3.0,2017.0,5475.0,WR,cle,a,ind,2.0,5100.0
178,TE,Evan Engram,3200,NYG@PHI 01:00PM ET,8.43,NYG,3.0,2017.0,4701.0,TE,nyg,a,phi,7.0,5100.0
179,WR,Mike Wallace,3700,BAL@JAX 09:30AM ET,8.42,BAL,3.0,2017.0,3809.0,WR,bal,a,jac,1.5,5400.0
180,RB,Bilal Powell,4200,MIA@NYJ 01:00PM ET,8.34,NYJ,3.0,2017.0,2819.0,RB,nyj,h,mia,9.7,6000.0
181,WR,Eric Decker,4000,SEA@TEN 04:05PM ET,8.27,TEN,3.0,2017.0,3902.0,WR,ten,h,sea,6.9,5900.0
182,WR,Taylor Gabriel,4000,ATL@DET 01:00PM ET,8.22,ATL,3.0,2017.0,5361.0,WR,atl,a,det,16.4,5100.0
183,WR,Tyler Lockett,4300,SEA@TEN 04:05PM ET,8.2,SEA,3.0,2017.0,5386.0,WR,sea,a,ten,4.0,5800.0
184,WR,Corey Davis,3900,SEA@TEN 04:05PM ET,7.96,TEN,,,,,,,,,
185,WR,Kenny Britt,4100,CLE@IND 01:00PM ET,7.94,CLE,3.0,2017.0,3824.0,WR,cle,a,ind,12.9,5400.0
186,WR,Terrance Williams,3600,DAL@ARI 08:30PM ET,7.83,DAL,3.0,2017.0,5216.0,WR,dal,a,ari,6.2,4700.0
187,WR,Brandon Marshall,5000,NYG@PHI 01:00PM ET,7.8,NYG,3.0,2017.0,3627.0,WR,nyg,a,phi,10.6,6700.0
188,WR,Nelson Agholor,4200,NYG@PHI 01:00PM ET,7.75,PHI,3.0,2017.0,5378.0,WR,phi,h,nyg,3.0,5400.0
189,WR,Robert Woods,3300,LAR@SF 08:25PM ET,7.74,LAR,3.0,2017.0,5217.0,WR,lar,a,sfo,13.8,5200.0
190,RB,Paul Perkins,3800,NYG@PHI 01:00PM ET,7.7,NYG,3.0,2017.0,5472.0,RB,nyg,a,phi,4.0,5900.0
191,RB,Joe Mixon,4500,CIN@GB 04:25PM ET,7.55,CIN,3.0,2017.0,5535.0,RB,cin,a,gnb,11.6,5100.0
192,WR,Donte Moncrief,3800,CLE@IND 01:00PM ET,7.55,IND,3.0,2017.0,5344.0,WR,ind,h,cle,5.4,5400.0
193,TE,Benjamin Watson,3700,BAL@JAX 09:30AM ET,7.54,BAL,,,,,,,,,
194,RB,Derrick Henry,5300,SEA@TEN 04:05PM ET,7.48,TEN,3.0,2017.0,5445.0,RB,ten,h,sea,6.9,6400.0
195,WR,Paul Richardson,4100,SEA@TEN 04:05PM ET,7.48,SEA,3.0,2017.0,5260.0,WR,sea,a,ten,10.0,4900.0
196,RB,LeGarrette Blount,3900,NYG@PHI 01:00PM ET,7.47,PHI,3.0,2017.0,2721.0,RB,phi,h,nyg,12.7,5500.0
197,TE,Jesse James,3300,PIT@CHI 01:00PM ET,7.44,PIT,3.0,2017.0,4653.0,TE,pit,a,chi,2.9,5300.0
