,Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,Week,Year,GID,Pos,Team,h/a,Oppt,FD points,FD salary
437,RB,Patrick DiMarco,3000,DEN@BUF 01:00PM ET,0.42,BUF,3.0,2017.0,2805.0,RB,buf,h,den,0.0,4500.0
438,TE,Chris Manhertz,2500,NO@CAR 01:00PM ET,0.41,CAR,3.0,2017.0,4697.0,TE,car,h,nor,0.0,4500.0
439,TE,Darrell Daniels,2500,CLE@IND 01:00PM ET,0.41,IND,3.0,2017.0,4708.0,TE,ind,h,cle,1.1,4500.0
440,WR,Austin Carr,3000,NO@CAR 01:00PM ET,0.4,NO,,,,,,,,,
441,TE,Derek Carrier,2500,LAR@SF 08:25PM ET,0.4,LAR,3.0,2017.0,4599.0,TE,lar,a,sfo,2.2,4500.0
442,RB,Terrell Watson,3000,PIT@CHI 01:00PM ET,0.38,PIT,3.0,2017.0,5374.0,RB,pit,a,chi,0.3,4500.0
443,WR,Chris Matthews,3000,BAL@JAX 09:30AM ET,0.36,BAL,3.0,2017.0,5368.0,WR,bal,a,jac,1.3,4500.0
444,WR,Kaelin Clay,3000,DEN@BUF 01:00PM ET,0.36,BUF,3.0,2017.0,5430.0,WR,buf,h,den,3.3,4500.0
445,RB,Andy Janovich,3000,DEN@BUF 01:00PM ET,0.36,DEN,3.0,2017.0,5482.0,RB,den,a,buf,0.2,4500.0
446,WR,Nick Williams,3000,ATL@DET 01:00PM ET,0.36,ATL,,,,,,,,,
447,DST,49ers ,2900,LAR@SF 08:25PM ET,5.36,SF,,,,,,,,,
448,RB,Jalston Fowler,3000,SEA@TEN 04:05PM ET,0.36,TEN,3.0,2017.0,5413.0,RB,ten,h,sea,0.0,4500.0
449,DST,Chiefs ,2900,KC@LAC 04:25PM ET,7.32,KC,,,,,,,,,
450,DST,Cardinals ,2900,DAL@ARI 08:30PM ET,6.94,ARI,,,,,,,,,
451,WR,Josh Malone,3000,CIN@GB 04:25PM ET,0.33,CIN,,,,,,,,,
452,RB,Darren McFadden,4500,DAL@ARI 08:30PM ET,0.32,DAL,,,,,,,,,
453,DST,Chargers ,2800,KC@LAC 04:25PM ET,8.46,LAC,,,,,,,,,
454,DST,Cowboys ,2800,DAL@ARI 08:30PM ET,8.17,DAL,,,,,,,,,
455,TE,Nick Vannett,2500,SEA@TEN 04:05PM ET,0.32,SEA,3.0,2017.0,4688.0,TE,sea,a,ten,0.0,4500.0
456,TE,Ross Travis,2500,KC@LAC 04:25PM ET,0.31,KC,3.0,2017.0,4681.0,TE,kan,a,lac,0.0,4500.0
457,RB,Anthony Sherman,3000,KC@LAC 04:25PM ET,0.3,KC,3.0,2017.0,2822.0,RB,kan,a,lac,1.6,4500.0
458,DST,Titans ,2700,SEA@TEN 04:05PM ET,6.47,TEN,,,,,,,,,
459,QB,Mitchell Trubisky,4500,PIT@CHI 01:00PM ET,0.29,CHI,,,,,,,,,
460,TE,Phillip Supernaw,2500,SEA@TEN 04:05PM ET,0.28,TEN,3.0,2017.0,4637.0,TE,ten,h,sea,0.8,4500.0
461,DST,Bills ,2600,DEN@BUF 01:00PM ET,5.64,BUF,,,,,,,,,
462,DST,Panthers ,2600,NO@CAR 01:00PM ET,6.57,CAR,,,,,,,,,
463,WR,Kasen Williams,3000,CLE@IND 01:00PM ET,0.27,CLE,3.0,2017.0,5442.0,WR,cle,a,ind,1.5,4500.0
464,RB,Devante Mays,3500,CIN@GB 04:25PM ET,0.26,GB,3.0,2017.0,5546.0,RB,gnb,h,cin,0.0,4500.0
465,RB,Derek Watt,3000,KC@LAC 04:25PM ET,0.26,LAC,3.0,2017.0,5504.0,RB,lac,h,kan,0.0,4500.0
466,WR,Jared Abbrederis,3000,ATL@DET 01:00PM ET,0.25,DET,3.0,2017.0,5350.0,WR,det,h,atl,0.0,4500.0
467,TE,Khari Lee,2500,DEN@BUF 01:00PM ET,0.25,BUF,,,,,,,,,
468,RB,Tommy Bohanon,3000,BAL@JAX 09:30AM ET,0.23,JAX,3.0,2017.0,2910.0,RB,jac,h,bal,1.3,4500.0
469,RB,David Fluellen,3000,SEA@TEN 04:05PM ET,0.23,TEN,3.0,2017.0,2959.0,RB,ten,h,sea,0.0,4500.0
470,RB,Mack Brown,3000,OAK@WAS 08:30PM ET,0.23,WAS,3.0,2017.0,5526.0,RB,was,h,oak,2.7,4500.0
471,RB,Rod Smith,3300,DAL@ARI 08:30PM ET,0.22,DAL,3.0,2017.0,3191.0,RB,dal,a,ari,0.0,4500.0
472,WR,Tanner Gentry,3000,PIT@CHI 01:00PM ET,0.22,CHI,,,,,,,,,
473,WR,Marcus Johnson,3000,NYG@PHI 01:00PM ET,0.22,PHI,,,,,,,,,
474,TE,Sean McGrath,2500,KC@LAC 04:25PM ET,0.21,LAC,3.0,2017.0,4588.0,TE,lac,h,kan,0.0,4500.0
475,RB,Brian Hill,3000,ATL@DET 01:00PM ET,0.2,ATL,,,,,,,,,
476,QB,Patrick Mahomes II,4700,KC@LAC 04:25PM ET,0.19,KC,,,,,,,,,
477,QB,Austin Davis,4300,SEA@TEN 04:05PM ET,0.19,SEA,,,,,,,,,
478,RB,James Develin,3000,HOU@NE 01:00PM ET,0.19,NE,3.0,2017.0,2825.0,RB,nwe,h,hou,0.0,4500.0
479,WR,Jakeem Grant,3000,MIA@NYJ 01:00PM ET,0.19,MIA,3.0,2017.0,5486.0,WR,mia,a,nyj,1.7,4500.0
480,TE,Eric Tomlinson,2500,MIA@NYJ 01:00PM ET,0.19,NYJ,,,,,,,,,
481,QB,Kyle Sloter,4000,TB@MIN 01:00PM ET,0.18,MIN,,,,,,,,,
482,WR,Johnny Holton,3000,OAK@WAS 08:30PM ET,0.18,OAK,3.0,2017.0,5491.0,WR,oak,a,was,0.0,4500.0
483,TE,Logan Thomas,2500,DEN@BUF 01:00PM ET,0.18,BUF,3.0,2017.0,1463.0,TE,buf,h,den,0.0,4500.0
484,TE,Ryan Hewitt,2500,CIN@GB 04:25PM ET,0.18,CIN,3.0,2017.0,2978.0,TE,cin,a,gnb,0.0,4500.0
485,TE,Jim Dray,2500,DAL@ARI 08:30PM ET,0.17,ARI,,,,,,,,,
486,QB,Geno Smith,4500,NYG@PHI 01:00PM ET,0.16,NYG,,,,,,,,,
487,QB,Cardale Jones,4500,KC@LAC 04:25PM ET,0.16,LAC,,,,,,,,,
488,QB,C.J. Beathard,4200,LAR@SF 08:25PM ET,0.16,SF,,,,,,,,,
489,QB,Nathan Peterman,4000,DEN@BUF 01:00PM ET,0.16,BUF,,,,,,,,,
490,RB,Roosevelt Nix,3000,PIT@CHI 01:00PM ET,0.16,PIT,,,,,,,,,
491,QB,Derek Anderson,5400,NO@CAR 01:00PM ET,0.15,CAR,3.0,2017.0,1239.0,QB,car,h,nor,0.68,6000.0
492,QB,Kellen Clemens,4000,KC@LAC 04:25PM ET,0.15,LAC,,,,,,,,,
493,QB,Kellen Moore,4000,DAL@ARI 08:30PM ET,0.15,DAL,,,,,,,,,
494,DST,Falcons ,2500,ATL@DET 01:00PM ET,6.21,ATL,,,,,,,,,
495,QB,Colt McCoy,4700,OAK@WAS 08:30PM ET,0.14,WAS,,,,,,,,,
496,QB,Sean Mannion,4200,LAR@SF 08:25PM ET,0.13,LAR,,,,,,,,,
497,QB,Brett Hundley,4200,CIN@GB 04:25PM ET,0.13,GB,,,,,,,,,
498,RB,Jay Prosch,3000,HOU@NE 01:00PM ET,0.13,HOU,3.0,2017.0,2980.0,RB,hou,a,nwe,0.0,4500.0
499,WR,Eric Weems,3000,SEA@TEN 04:05PM ET,0.13,TEN,3.0,2017.0,3732.0,WR,ten,h,sea,0.0,4500.0
500,QB,Jimmy Garoppolo,5600,HOU@NE 01:00PM ET,0.12,NE,,,,,,,,,
501,RB,Senorise Perry,3000,MIA@NYJ 01:00PM ET,0.12,MIA,3.0,2017.0,2974.0,RB,mia,a,nyj,0.0,4500.0
502,RB,J.D. McKissic,3000,SEA@TEN 04:05PM ET,0.12,SEA,,,,,,,,,
503,RB,Keith Smith,3000,DAL@ARI 08:30PM ET,0.12,DAL,,,,,,,,,
504,TE,Alan Cross,2500,TB@MIN 01:00PM ET,0.12,TB,3.0,2017.0,4682.0,TE,tam,a,min,1.0,4500.0
505,QB,Chad Henne,4300,BAL@JAX 09:30AM ET,0.11,JAX,3.0,2017.0,1309.0,QB,jac,h,bal,-0.3,6000.0
506,QB,Matt Schaub,4300,ATL@DET 01:00PM ET,0.11,ATL,,,,,,,,,
507,QB,Jake Rudock,4200,ATL@DET 01:00PM ET,0.11,DET,,,,,,,,,
508,QB,Drew Stanton,4000,DAL@ARI 08:30PM ET,0.11,ARI,,,,,,,,,
509,RB,Derrick Coleman,3000,ATL@DET 01:00PM ET,0.11,ATL,3.0,2017.0,2909.0,RB,atl,a,det,0.0,4500.0
510,RB,Tre Madden,3000,SEA@TEN 04:05PM ET,0.11,SEA,,,,,,,,,
511,WR,Vince Mayle,3000,BAL@JAX 09:30AM ET,0.1,BAL,3.0,2017.0,5411.0,WR,bal,a,jac,0.0,4500.0
512,QB,Ryan Mallett,4000,BAL@JAX 09:30AM ET,0.09,BAL,3.0,2017.0,1401.0,QB,bal,a,jac,5.44,6000.0
513,QB,Chase Daniel,4600,NO@CAR 01:00PM ET,0.08,NO,,,,,,,,,
514,RB,C.J. Ham,3000,TB@MIN 01:00PM ET,0.07,MIN,3.0,2017.0,5581.0,RB,min,h,tam,1.7,4500.0
515,QB,Cooper Rush,4500,DAL@ARI 08:30PM ET,0.05,DAL,,,,,,,,,
516,QB,Blaine Gabbert,4300,DAL@ARI 08:30PM ET,0.05,ARI,,,,,,,,,
517,QB,Connor Cook,4300,OAK@WAS 08:30PM ET,0.01,OAK,,,,,,,,,
518,WR,Randall Cobb,6000,CIN@GB 04:25PM ET,0.0,GB,,,,,,,,,
519,QB,Andrew Luck,5800,CLE@IND 01:00PM ET,0.0,IND,,,,,,,,,
520,WR,John Brown,5100,DAL@ARI 08:30PM ET,0.0,ARI,,,,,,,,,
521,TE,Greg Olsen,4900,NO@CAR 01:00PM ET,0.0,CAR,,,,,,,,,
522,RB,Jordan Howard,4900,PIT@CHI 01:00PM ET,0.0,CHI,3.0,2017.0,5447.0,RB,chi,h,pit,28.9,6800.0
523,WR,Corey Coleman,4800,CLE@IND 01:00PM ET,0.0,CLE,,,,,,,,,
524,DST,Bengals ,2500,CIN@GB 04:25PM ET,6.38,CIN,,,,,,,,,
525,WR,Willie Snead,4500,NO@CAR 01:00PM ET,0.0,NO,,,,,,,,,
526,RB,Doug Martin,4500,TB@MIN 01:00PM ET,0.0,TB,,,,,,,,,
527,QB,Christian Hackenberg,4100,MIA@NYJ 01:00PM ET,0.0,NYJ,,,,,,,,,
528,QB,Brandon Allen,4000,LAR@SF 08:25PM ET,0.0,LAR,,,,,,,,,
529,QB,Joe Webb,4000,DEN@BUF 01:00PM ET,0.0,BUF,3.0,2017.0,5071.0,QB,buf,h,den,0.0,6000.0
530,QB,Paxton Lynch,4000,DEN@BUF 01:00PM ET,0.0,DEN,,,,,,,,,
531,QB,Taysom Hill,4000,NO@CAR 01:00PM ET,0.0,NO,,,,,,,,,
532,QB,Brad Kaaya,4000,NO@CAR 01:00PM ET,0.0,CAR,,,,,,,,,
533,QB,Mark Sanchez,4000,PIT@CHI 01:00PM ET,0.0,CHI,,,,,,,,,
534,QB,Joshua Dobbs,4000,PIT@CHI 01:00PM ET,0.0,PIT,,,,,,,,,
535,DST,Raiders ,2500,OAK@WAS 08:30PM ET,6.97,OAK,,,,,,,,,
536,WR,Josh Gordon,4000,CLE@IND 01:00PM ET,0.0,CLE,,,,,,,,,
537,QB,Davis Webb,4000,NYG@PHI 01:00PM ET,0.0,NYG,,,,,,,,,
538,QB,Tyler Bray,4000,KC@LAC 04:25PM ET,0.0,KC,,,,,,,,,
539,QB,EJ Manuel,4000,OAK@WAS 08:30PM ET,0.0,OAK,,,,,,,,,
540,WR,Will Fuller V,3800,HOU@NE 01:00PM ET,0.0,HOU,,,,,,,,,
541,WR,Mike Williams,3700,KC@LAC 04:25PM ET,0.0,LAC,,,,,,,,,
542,RB,Taquan Mizzell,3000,PIT@CHI 01:00PM ET,0.0,CHI,,,,,,,,,
543,TE,Ryan Griffin,3000,HOU@NE 01:00PM ET,0.0,HOU,3.0,2017.0,4592.0,TE,hou,a,nwe,14.6,4500.0
544,WR,Kalif Raymond,3000,MIA@NYJ 01:00PM ET,0.0,NYJ,,,,,,,,,
545,DST,Lions ,2400,ATL@DET 01:00PM ET,5.38,DET,,,,,,,,,
546,DST,Redskins ,2400,OAK@WAS 08:30PM ET,5.19,WAS,,,,,,,,,
547,DST,Texans ,2300,HOU@NE 01:00PM ET,5.0,HOU,,,,,,,,,
548,DST,Bears ,2200,PIT@CHI 01:00PM ET,4.73,CHI,,,,,,,,,
549,DST,Jets ,2100,MIA@NYJ 01:00PM ET,5.44,NYJ,,,,,,,,,
550,DST,Saints ,2000,NO@CAR 01:00PM ET,4.59,NO,,,,,,,,,
