Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,%Drafted,FPTS
1,862847242,bgmula,0,177.8,WR Michael Crabtree WR Antonio Brown RB Mark Ingram TE Cameron Brate FLEX Jerick McKinnon QB Kevin Hogan WR Davante Adams RB Kareem Hunt DST Broncos ,,Jerick McKinnon,59.68%,25.9
2,863173028,GolfGalaxy,0,174.3,TE Rob Gronkowski RB Mark Ingram WR John Brown RB Jerick McKinnon WR Amari Cooper WR Adam Thielen FLEX Kareem Hunt QB Deshaun Watson DST Broncos ,,Mark Ingram,54.84%,34
3,863217669,dtdtmikej,0,173.08,DST Ravens  QB Tom Brady WR Larry Fitzgerald RB Mark Ingram TE Jordan Reed RB Lamar Miller WR DeAndre Hopkins FLEX Jerick McKinnon WR Nelson Agholor,,DeAndre Hopkins,53.23%,9.9
4,863256059,keonip11,0,171.9,DST Redskins  TE Rob Gronkowski RB Mark Ingram WR Julio Jones WR Marvin Jones Jr. RB Jerick McKinnon WR Jamison Crowder FLEX Todd Gurley II QB Deshaun Watson,,Broncos ,40.32%,6
5,863354287,draftwiz,0,171.3,TE Zach Miller WR Michael Crabtree RB Mark Ingram WR DeAndre Hopkins FLEX Jerick McKinnon WR Adam Thielen RB Leonard Fournette QB Deshaun Watson DST Broncos ,,Adam Thielen,35.48%,18.7
6,863030444,cardinalmaniac08,0,167.7,TE Zach Miller WR Michael Crabtree QB Kirk Cousins RB Mark Ingram WR DeAndre Hopkins RB Jerick McKinnon WR Davante Adams FLEX Kareem Hunt DST Broncos ,,Deshaun Watson,35.48%,24.3
7,863393701,jesse_akl,0,166.7,DST Redskins  WR Golden Tate QB Kirk Cousins FLEX Mark Ingram TE Jordan Reed RB Lamar Miller WR DeAndre Hopkins RB Jerick McKinnon WR Adam Thielen,,Kareem Hunt,32.26%,16
8,863397862,Nwalterstein,0,162.7,DST Ravens  WR Michael Crabtree RB Mark Ingram WR Julio Jones WR DeAndre Hopkins RB Jerick McKinnon FLEX Javorius Allen TE George Kittle QB Deshaun Watson,,T.Y. Hilton,25.81%,2.9
9,863478607,JMason925,0,162.2,DST Ravens  TE Darren Fells WR Antonio Brown RB Mark Ingram WR Keenan Allen WR DeAndre Hopkins FLEX Jerick McKinnon QB Kevin Hogan RB Javorius Allen,,Michael Thomas,20.97%,4.1
10,863096924,fuhlzg0ld,0,159,DST Patriots  WR John Brown WR DeAndre Hopkins RB Jerick McKinnon WR Adam Thielen RB Kareem Hunt QB Deshaun Watson TE Evan Engram FLEX DeMarco Murray,,Alvin Kamara,20.97%,12.7
