Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,%Drafted,FPTS
1,862624840,MFord108 (24/30),0,197.02,DST Jaguars  QB Carson Palmer WR Larry Fitzgerald WR Antonio Brown RB Mark Ingram FLEX Jerick McKinnon TE Austin Seferian-Jenkins RB Javorius Allen WR Adam Thielen,,Leonard Fournette,9.47%,24.8
1,862624847,MFord108 (25/30),0,197.02,DST Jaguars  QB Carson Palmer WR Larry Fitzgerald WR Antonio Brown RB Mark Ingram FLEX Jerick McKinnon TE Austin Seferian-Jenkins RB Javorius Allen WR Adam Thielen,,Kevin Hogan,8.67%,10.2
1,862624863,MFord108 (26/30),0,197.02,DST Jaguars  QB Carson Palmer WR Larry Fitzgerald WR Antonio Brown RB Mark Ingram FLEX Jerick McKinnon TE Austin Seferian-Jenkins RB Javorius Allen WR Adam Thielen,,Antonio Brown,8.49%,32.5
1,862624896,MFord108 (27/30),0,197.02,DST Jaguars  QB Carson Palmer WR Larry Fitzgerald WR Antonio Brown RB Mark Ingram FLEX Jerick McKinnon TE Austin Seferian-Jenkins RB Javorius Allen WR Adam Thielen,,C.J. Anderson,8.08%,1.7
1,862624903,MFord108 (28/30),0,197.02,DST Jaguars  QB Carson Palmer WR Larry Fitzgerald WR Antonio Brown RB Mark Ingram FLEX Jerick McKinnon TE Austin Seferian-Jenkins RB Javorius Allen WR Adam Thielen,,Ricardo Louis,7.59%,5.5
1,862624948,MFord108 (29/30),0,197.02,DST Jaguars  QB Carson Palmer WR Larry Fitzgerald WR Antonio Brown RB Mark Ingram FLEX Jerick McKinnon TE Austin Seferian-Jenkins RB Javorius Allen WR Adam Thielen,,Kyle Rudolph,7.55%,9.7
1,862624964,MFord108 (30/30),0,197.02,DST Jaguars  QB Carson Palmer WR Larry Fitzgerald WR Antonio Brown RB Mark Ingram FLEX Jerick McKinnon TE Austin Seferian-Jenkins RB Javorius Allen WR Adam Thielen,,Javorius Allen,6.93%,9.6
31,861536252,cascarruthers,0,191.6,DST Redskins  WR Larry Fitzgerald WR Michael Crabtree WR Antonio Brown RB Mark Ingram TE Cameron Brate FLEX Austin Seferian-Jenkins RB Javorius Allen QB Deshaun Watson,,DeMarco Murray,6.82%,18.7
32,862229123,bmcd49 (3/3),0,187.88,DST Ravens  RB Mark Ingram WR Marvin Jones Jr. TE Cameron Brate WR DeAndre Hopkins RB Jerick McKinnon WR Mike Evans QB Carson Wentz FLEX Todd Gurley II,,A.J. Derby,6.79%,2
33,862320490,jchild34 (2/2),0,185.98,DST Lions  QB Ben Roethlisberger RB Adrian Peterson WR Antonio Brown RB Le'Veon Bell FLEX Cameron Brate WR Mike Evans TE Austin Hooper WR Will Fuller V,,Austin Seferian-Jenkins,6.72%,17.6
34,863389717,jamesgames44 (36/86),0,185.3,DST Redskins  WR Antonio Brown FLEX Mark Ingram WR Jarvis Landry WR Adam Thielen RB Alvin Kamara QB Deshaun Watson TE Evan Engram RB DeMarco Murray,,Kelvin Benjamin,6.37%,18.9
35,862096996,luckycatmeowmeow (1/6),0,184.44,DST Saints  TE Zach Miller WR Antonio Brown FLEX Mark Ingram WR DeAndre Hopkins RB Jerick McKinnon WR Mike Evans QB Jameis Winston RB DeMarco Murray,,Jamison Crowder,6.13%,5.6
35,862097001,luckycatmeowmeow (2/6),0,184.44,DST Saints  TE Zach Miller WR Antonio Brown FLEX Mark Ingram WR DeAndre Hopkins RB Jerick McKinnon WR Mike Evans QB Jameis Winston RB DeMarco Murray,,Ravens ,6.02%,20
35,862097009,luckycatmeowmeow (3/6),0,184.44,DST Saints  TE Zach Miller WR Antonio Brown FLEX Mark Ingram WR DeAndre Hopkins RB Jerick McKinnon WR Mike Evans QB Jameis Winston RB DeMarco Murray,,Buccaneers ,5.99%,8
35,862097013,luckycatmeowmeow (4/6),0,184.44,DST Saints  TE Zach Miller WR Antonio Brown FLEX Mark Ingram WR DeAndre Hopkins RB Jerick McKinnon WR Mike Evans QB Jameis Winston RB DeMarco Murray,,Larry Fitzgerald,5.88%,31.8
35,862099164,luckycatmeowmeow (5/6),0,184.44,DST Saints  TE Zach Miller WR Antonio Brown FLEX Mark Ingram WR DeAndre Hopkins RB Jerick McKinnon WR Mike Evans QB Jameis Winston RB DeMarco Murray,,Will Fuller V,5.57%,14.2
35,862099169,luckycatmeowmeow (6/6),0,184.44,DST Saints  TE Zach Miller WR Antonio Brown FLEX Mark Ingram WR DeAndre Hopkins RB Jerick McKinnon WR Mike Evans QB Jameis Winston RB DeMarco Murray,,Zach Ertz,5.53%,15.8
41,862552167,zimmls90,0,182.78,DST Ravens  WR Larry Fitzgerald QB Matthew Stafford WR Golden Tate WR Antonio Brown RB Chris Thompson TE Austin Seferian-Jenkins FLEX Eric Ebron RB Alvin Kamara,,Danny Amendola,5.05%,7
42,862412097,Scuba3321 (1/10),0,181.14,DST Ravens  QB Drew Brees TE Zach Miller RB Mark Ingram WR Julio Jones RB Jerick McKinnon WR Jarvis Landry FLEX Melvin Gordon WR Amari Cooper,,Cameron Brate,4.49%,19.6
42,862412098,Scuba3321 (2/10),0,181.14,DST Ravens  QB Drew Brees TE Zach Miller RB Mark Ingram WR Julio Jones RB Jerick McKinnon WR Jarvis Landry FLEX Melvin Gordon WR Amari Cooper,,Chris Thompson,4.25%,20.8
42,862412099,Scuba3321 (3/10),0,181.14,DST Ravens  QB Drew Brees TE Zach Miller RB Mark Ingram WR Julio Jones RB Jerick McKinnon WR Jarvis Landry FLEX Melvin Gordon WR Amari Cooper,,Chiefs ,4.11%,4
42,862412100,Scuba3321 (4/10),0,181.14,DST Ravens  QB Drew Brees TE Zach Miller RB Mark Ingram WR Julio Jones RB Jerick McKinnon WR Jarvis Landry FLEX Melvin Gordon WR Amari Cooper,,Pierre Garcon,4.11%,10.5
42,862412101,Scuba3321 (5/10),0,181.14,DST Ravens  QB Drew Brees TE Zach Miller RB Mark Ingram WR Julio Jones RB Jerick McKinnon WR Jarvis Landry FLEX Melvin Gordon WR Amari Cooper,,Rishard Matthews,3.97%,10.9
42,862412102,Scuba3321 (6/10),0,181.14,DST Ravens  QB Drew Brees TE Zach Miller RB Mark Ingram WR Julio Jones RB Jerick McKinnon WR Jarvis Landry FLEX Melvin Gordon WR Amari Cooper,,Jaron Brown,3.59%,4
42,862412103,Scuba3321 (7/10),0,181.14,DST Ravens  QB Drew Brees TE Zach Miller RB Mark Ingram WR Julio Jones RB Jerick McKinnon WR Jarvis Landry FLEX Melvin Gordon WR Amari Cooper,,Rob Gronkowski,3.48%,26.3
42,862412104,Scuba3321 (8/10),0,181.14,DST Ravens  QB Drew Brees TE Zach Miller RB Mark Ingram WR Julio Jones RB Jerick McKinnon WR Jarvis Landry FLEX Melvin Gordon WR Amari Cooper,,Mike Evans,3.45%,18.5
42,862412105,Scuba3321 (9/10),0,181.14,DST Ravens  QB Drew Brees TE Zach Miller RB Mark Ingram WR Julio Jones RB Jerick McKinnon WR Jarvis Landry FLEX Melvin Gordon WR Amari Cooper,,Ed Dickson,3.45%,7.6
42,862412106,Scuba3321 (10/10),0,181.14,DST Ravens  QB Drew Brees TE Zach Miller RB Mark Ingram WR Julio Jones RB Jerick McKinnon WR Jarvis Landry FLEX Melvin Gordon WR Amari Cooper,,Raiders ,3.45%,4
52,861823186,getbuckets30,0,180.1,DST Ravens  TE Kyle Rudolph WR John Brown RB Jerick McKinnon FLEX Melvin Gordon WR Adam Thielen RB Kareem Hunt WR Will Fuller V QB Deshaun Watson,,Devin Funchess,3.41%,6.6
53,862511391,MauiGowie,0,179.3,DST Bears  WR Larry Fitzgerald RB Doug Martin QB Kirk Cousins FLEX Zach Ertz WR Kelvin Benjamin TE Hunter Henry WR Will Fuller V RB Christian McCaffrey,,John Brown,3.34%,15.3
54,862186481,MorningWood17,0,178.32,DST Texans  QB Carson Palmer WR Larry Fitzgerald TE Kyle Rudolph RB Jerick McKinnon WR Brandin Cooks WR Will Fuller V FLEX Alvin Kamara RB Leonard Fournette,,Coby Fleener,3.34%,0
55,863387670,elijahanderson01 (9/27),0,177.9,WR Larry Fitzgerald RB Mark Ingram RB Chris Thompson FLEX Jarvis Landry WR Adam Thielen QB Deshaun Watson DST Broncos  TE Evan Engram WR T.Y. Hilton,,George Kittle,3.27%,8.6
55,863396141,elijahanderson01 (11/27),0,177.9,WR Larry Fitzgerald RB Mark Ingram RB Chris Thompson FLEX Jarvis Landry WR Adam Thielen QB Deshaun Watson DST Broncos  TE Evan Engram WR T.Y. Hilton,,Jaguars ,3.24%,5
55,863502676,elijahanderson01 (16/27),0,177.9,WR Larry Fitzgerald RB Mark Ingram RB Chris Thompson FLEX Jarvis Landry WR Adam Thielen QB Deshaun Watson DST Broncos  TE Evan Engram WR T.Y. Hilton,,Chris Hogan,2.99%,2.9
55,863526612,elijahanderson01 (23/27),0,177.9,WR Larry Fitzgerald RB Mark Ingram RB Chris Thompson FLEX Jarvis Landry WR Adam Thielen QB Deshaun Watson DST Broncos  TE Evan Engram WR T.Y. Hilton,,Golden Tate,2.82%,22.6
55,863549233,elijahanderson01 (26/27),0,177.9,FLEX Larry Fitzgerald RB Mark Ingram RB Chris Thompson WR Jarvis Landry WR Adam Thielen QB Deshaun Watson DST Broncos  TE Evan Engram WR T.Y. Hilton,,Alshon Jeffery,2.78%,11.1
60,861394885,REDCOAT85 (8/86),0,177,DST Redskins  WR Larry Fitzgerald RB Mark Ingram WR Julio Jones RB Jerick McKinnon WR Adam Thielen QB Deshaun Watson FLEX DeMarco Murray TE Delanie Walker,,Demarcus Robinson,2.68%,2.6
60,861394900,REDCOAT85 (23/86),0,177,DST Redskins  WR Larry Fitzgerald RB Mark Ingram WR Julio Jones RB Jerick McKinnon WR Adam Thielen QB Deshaun Watson FLEX DeMarco Murray TE Delanie Walker,,Devonta Freeman,2.65%,9.9
60,861394915,REDCOAT85 (38/86),0,177,DST Redskins  WR Larry Fitzgerald RB Mark Ingram WR Julio Jones RB Jerick McKinnon WR Adam Thielen QB Deshaun Watson FLEX DeMarco Murray TE Delanie Walker,,Cam Newton,2.61%,23.66
60,861394930,REDCOAT85 (53/86),0,177,DST Redskins  WR Larry Fitzgerald RB Mark Ingram WR Julio Jones RB Jerick McKinnon WR Adam Thielen QB Deshaun Watson FLEX DeMarco Murray TE Delanie Walker,,Nelson Agholor,2.54%,15.5
60,861394945,REDCOAT85 (68/86),0,177,DST Redskins  WR Larry Fitzgerald RB Mark Ingram WR Julio Jones RB Jerick McKinnon WR Adam Thielen QB Deshaun Watson FLEX DeMarco Murray TE Delanie Walker,,Kirk Cousins,2.33%,31.8
60,861394960,REDCOAT85 (83/86),0,177,DST Redskins  WR Larry Fitzgerald RB Mark Ingram WR Julio Jones RB Jerick McKinnon WR Adam Thielen QB Deshaun Watson FLEX DeMarco Murray TE Delanie Walker,,Carson Palmer,2.19%,21.92
66,861842236,Bighorse0308 (1/5),0,176.5,DST Ravens  TE Zach Miller WR Michael Crabtree RB Mark Ingram WR DeAndre Hopkins FLEX Jerick McKinnon WR Adam Thielen RB Kareem Hunt QB Deshaun Watson,,Doug Martin,2.09%,15.4
66,861842250,Bighorse0308 (2/5),0,176.5,DST Ravens  TE Zach Miller WR Michael Crabtree RB Mark Ingram WR DeAndre Hopkins FLEX Jerick McKinnon WR Adam Thielen RB Kareem Hunt QB Deshaun Watson,,Taylor Gabriel,2.02%,7.9
66,861842262,Bighorse0308 (3/5),0,176.5,DST Ravens  TE Zach Miller WR Michael Crabtree RB Mark Ingram WR DeAndre Hopkins FLEX Jerick McKinnon WR Adam Thielen RB Kareem Hunt QB Deshaun Watson,,Tyler Higbee,1.98%,1
66,861842279,Bighorse0308 (4/5),0,176.5,DST Ravens  TE Zach Miller WR Michael Crabtree RB Mark Ingram WR DeAndre Hopkins FLEX Jerick McKinnon WR Adam Thielen RB Kareem Hunt QB Deshaun Watson,,Melvin Gordon,1.84%,36
66,861852140,Bighorse0308 (5/5),0,176.5,DST Ravens  TE Zach Miller WR Michael Crabtree RB Mark Ingram WR DeAndre Hopkins FLEX Jerick McKinnon WR Adam Thielen RB Kareem Hunt QB Deshaun Watson,,Travis Kelce,1.78%,7.7
71,862298252,akfriesen,0,176.3,DST Ravens  QB Kirk Cousins RB Mark Ingram WR Randall Cobb WR John Brown WR DeAndre Hopkins FLEX Jerick McKinnon TE Austin Seferian-Jenkins RB Kareem Hunt,,Marvin Jones Jr.,1.78%,21.6
72,862966940,moklovin (1/86),0,176.2,DST Buccaneers  RB Mark Ingram WR DeAndre Hopkins RB Jerick McKinnon WR Jarvis Landry FLEX Todd Gurley II WR Adam Thielen QB Deshaun Watson TE Evan Engram,,Ted Ginn Jr.,1.74%,16.9
72,862966941,moklovin (2/86),0,176.2,DST Buccaneers  RB Mark Ingram WR DeAndre Hopkins RB Jerick McKinnon WR Jarvis Landry FLEX Todd Gurley II WR Adam Thielen QB Deshaun Watson TE Evan Engram,,Jermaine Kearse,1.71%,11.9
72,862966942,moklovin (3/86),0,176.2,DST Buccaneers  RB Mark Ingram WR DeAndre Hopkins RB Jerick McKinnon WR Jarvis Landry FLEX Todd Gurley II WR Adam Thielen QB Deshaun Watson TE Evan Engram,,Jordan Reed,1.67%,7.7
72,862966943,moklovin (4/86),0,176.2,DST Buccaneers  RB Mark Ingram WR DeAndre Hopkins RB Jerick McKinnon WR Jarvis Landry FLEX Todd Gurley II WR Adam Thielen QB Deshaun Watson TE Evan Engram,,Terrelle Pryor Sr.,1.64%,5.3
72,862966944,moklovin (5/86),0,176.2,DST Buccaneers  RB Mark Ingram WR DeAndre Hopkins RB Jerick McKinnon WR Jarvis Landry FLEX Todd Gurley II WR Adam Thielen QB Deshaun Watson TE Evan Engram,,Austin Hooper,1.64%,11.8
72,862966945,moklovin (6/86),0,176.2,DST Buccaneers  RB Mark Ingram WR DeAndre Hopkins RB Jerick McKinnon WR Jarvis Landry FLEX Todd Gurley II WR Adam Thielen QB Deshaun Watson TE Evan Engram,,Patriots ,1.53%,11
72,862966946,moklovin (7/86),0,176.2,DST Buccaneers  RB Mark Ingram WR DeAndre Hopkins RB Jerick McKinnon WR Jarvis Landry FLEX Todd Gurley II WR Adam Thielen QB Deshaun Watson TE Evan Engram,,Packers ,1.50%,4
72,862966947,moklovin (8/86),0,176.2,DST Buccaneers  RB Mark Ingram WR DeAndre Hopkins RB Jerick McKinnon WR Jarvis Landry FLEX Todd Gurley II WR Adam Thielen QB Deshaun Watson TE Evan Engram,,Jacoby Brissett,1.46%,13.98
72,862966948,moklovin (9/86),0,176.2,DST Buccaneers  RB Mark Ingram WR DeAndre Hopkins RB Jerick McKinnon WR Jarvis Landry FLEX Todd Gurley II WR Adam Thielen QB Deshaun Watson TE Evan Engram,,Jameis Winston,1.43%,2.44
72,862966949,moklovin (10/86),0,176.2,DST Buccaneers  RB Mark Ingram WR DeAndre Hopkins RB Jerick McKinnon WR Jarvis Landry FLEX Todd Gurley II WR Adam Thielen QB Deshaun Watson TE Evan Engram,,Mike Gillislee,1.39%,3.4
72,862966950,moklovin (11/86),0,176.2,DST Buccaneers  RB Mark Ingram WR DeAndre Hopkins RB Jerick McKinnon WR Jarvis Landry FLEX Todd Gurley II WR Adam Thielen QB Deshaun Watson TE Evan Engram,,Texans ,1.39%,22
72,862966951,moklovin (12/86),0,176.2,DST Buccaneers  RB Mark Ingram WR DeAndre Hopkins RB Jerick McKinnon WR Jarvis Landry FLEX Todd Gurley II WR Adam Thielen QB Deshaun Watson TE Evan Engram,,Tyreek Hill,1.36%,7.5
