player,position,Fantasy Points,FP deviation,Floor,Ceiling,Geometric mean,Median,New Projection,,Week,Name,Pos,DK points,New Predicted,Average Projection
James Develin,RB,0.38,0.27,-0.16,0.93,0.42,0.37,#N/A,,,,,,,
Daryl Richardson,RB,0.33,0.31,-0.3,0.95,0.51,0.36,#N/A,,,,,,,
George Atkinson,RB,0.24,0.26,-0.27,0.75,0.16,0.11,#N/A,,,,,,,
Michael Burton,RB,0.21,0.11,-0.02,0.44,0.26,0.24,#N/A,,,,,,,
Raheem Mostert,RB,0.17,0.18,-0.18,0.53,0.34,0.14,#N/A,,,,,,,
Stepfan Taylor,RB,0.17,0.21,-0.24,0.58,0.15,0.05,#N/A,,,,,,,
Daniel Lasco,RB,0.16,0.2,-0.24,0.56,0.4,0,#N/A,,,,,,,
Jay Prosch,RB,0.14,0.09,-0.04,0.32,0.16,0.13,#N/A,,,,,,,
Marcus Murphy,RB,0.12,0.15,-0.17,0.41,0.3,0,#N/A,,,,,,,
Darius Jackson,RB,0.12,0.18,-0.24,0.47,0.13,0.02,#N/A,,,,,,,
Jerome Felton,RB,0.11,0.1,-0.09,0.3,0.17,0.1,#N/A,,,,,,,
Roosevelt Nix,RB,0.07,0.07,-0.07,0.2,0.08,0.04,#N/A,,,,,,,
Rod Smith,RB,0.02,0.04,-0.06,0.11,0.1,0,#N/A,,,,,,,
Chase Reynolds,RB,0.02,0.04,-0.06,0.1,0.09,0,#N/A,,,,,,,
Dri Archer,RB,0.01,0.01,-0.02,0.03,0.03,0,#N/A,,,,,,,
Joey Iosefa,RB,0,0,0,0,,0,#N/A,,,,,,,
Kerwynn Williams,RB,0,0,0,0,,0,#N/A,,,,,,,
Glenn Gronkowski,RB,0,0,0,0,,0,#N/A,,,,,,,
Gus Johnson,RB,0,0,0,0,,0,#N/A,,,,,,,
Andre Williams,RB,0,0,0,0,,0,#N/A,,,,,,,
Antone Smith,RB,0,0,0,0,,0,#N/A,,,,,,,
Joe Banyard,RB,0,0,0,0,,0,#N/A,,,,,,,
Brandon Wegher,RB,0,0,0,0,,0,#N/A,,,,,,,
DuJuan Harris,RB,0,0,0,0,,0,#N/A,,,,,,,
Austin Johnson,RB,0,0,0,0,,0,#N/A,,,,,,,
Bishop Sankey,RB,0,0,0,0,,0,#N/A,,,,,,,
Tommy Bohanon,RB,0,0,0,0,,0,#N/A,,,,,,,
David Cobb,RB,0,0,0,0,,0,#N/A,,,,,,,
Juwan Thompson,RB,0,0,0,0,,0,#N/A,,,,,,,
Stevan Ridley,RB,0,0,0,0,,0,#N/A,,,,,,,
Khiry Robinson,RB,0,0,0,0,,0,#N/A,,,,,,,
Marshaun Coprich,RB,0,0,0,0,,0,#N/A,,,,,,,
C.J. Spiller,RB,0,0,0,0,,0,#N/A,,,,,,,
Dan Herron,RB,0,0,0,0,,0,#N/A,,,,,,,
Jordan Reed,TE,12.38,3.9,4.59,20.18,11.33,14.02,#N/A,,,,,,,
Greg Olsen,TE,12.11,2.93,6.24,17.98,11.63,12.82,#N/A,,,,,,,
Travis Kelce,TE,11.54,3.2,5.14,17.95,10.86,12.55,#N/A,,,,,,,
Rob Gronkowski,TE,11.29,4.34,2.61,19.98,10.21,13.52,#N/A,,,,,,,
Jason Witten,TE,10.52,4.28,1.97,19.07,9.62,10.61,#N/A,,,,,,,
Kyle Rudolph,TE,10.36,1.83,6.69,14.02,10.18,10.4,#N/A,,,,,,,
Julius Thomas,TE,10.08,1.1,7.88,12.28,10.02,9.78,#N/A,,,,,,,
Delanie Walker,TE,9.82,2.7,4.43,15.21,9.36,11.19,#N/A,,,,,,,
Zach Miller,TE,9.41,0.69,8.03,10.79,9.38,9.74,#N/A,,,,,,,
Gary Barnidge,TE,9.26,4.36,0.53,17.98,10.54,9.74,#N/A,,,,,,,
Martellus Bennett,TE,9.24,2.26,4.72,13.75,8.98,8.8,#N/A,,,,,,,
Hunter Henry,TE,9.17,3.24,2.69,15.65,8.29,10.69,#N/A,,,,,,,
Coby Fleener,TE,8.92,2.56,3.81,14.04,8.36,9.72,#N/A,,,,,,,
Eric Ebron,TE,8.67,2.65,3.37,13.96,8.17,9.98,#N/A,,,,,,,
Jimmy Graham,TE,8.53,1.74,5.05,12.01,8.33,9.09,#N/A,,,,,,,
Dennis Pitta,TE,8.41,4.44,-0.48,17.3,6.22,10.06,#N/A,,,,,,,
Jacob Tamme,TE,8.05,2.54,2.97,13.12,7.57,8.44,#N/A,,,,,,,
Jesse James,TE,7.94,1.69,4.56,11.31,7.71,8.6,#N/A,,,,,,,
Charles Clay,TE,7.3,2.27,2.76,11.83,6.8,7.73,#N/A,,,,,,,
Cameron Brate,TE,7.26,1.22,4.82,9.7,7.17,7,#N/A,,,,,,,
Clive Walford,TE,6.96,2.21,2.54,11.38,6.37,8.02,#N/A,,,,,,,
Jack Doyle,TE,6.5,2.43,1.63,11.36,5.88,7.46,#N/A,,,,,,,
Virgil Green,TE,6.46,2.39,1.68,11.24,5.57,7.37,#N/A,,,,,,,
Dwayne Allen,TE,6.3,3.55,-0.79,13.4,4.02,7.89,#N/A,,,,,,,
Dion Sims,TE,5.9,2.34,1.22,10.58,5.37,6.18,#N/A,,,,,,,
Larry Donnell,TE,5.67,1.75,2.16,9.18,5.36,5.91,#N/A,,,,,,,
Vance McDonald,TE,5.67,2.12,1.43,9.91,5.17,6.56,#N/A,,,,,,,
Garrett Celek,TE,5.27,1.73,1.8,8.74,4.96,5.38,#N/A,,,,,,,
Ryan Griffin,TE,5.24,2.84,-0.44,10.91,5.77,5.46,#N/A,,,,,,,
Lance Kendricks,TE,5.23,1.75,1.73,8.73,4.88,5.52,#N/A,,,,,,,
Will Tye,TE,5.19,1.39,2.41,7.97,4.94,5.92,#N/A,,,,,,,
C.J. Uzomah,TE,4.71,2.43,-0.15,9.57,3.14,5.81,#N/A,,,,,,,
Darren Fells,TE,4.36,1.82,0.72,8.01,3.93,4.59,#N/A,,,,,,,
Austin Hooper,TE,4.1,2.01,0.07,8.13,3.7,3.23,#N/A,,,,,,,
Vernon Davis,TE,4.05,1.43,1.19,6.92,3.84,3.32,#N/A,,,,,,,
Jermaine Gresham,TE,3.96,1.61,0.73,7.18,3.68,3.37,#N/A,,,,,,,
Tyler Kroft,TE,3.9,2.04,-0.18,7.99,3.26,3.24,#N/A,,,,,,,
Crockett Gillmore,TE,3.87,2.23,-0.6,8.33,3.3,3.34,#N/A,,,,,,,
Marcedes Lewis,TE,3.85,1.79,0.28,7.43,3.48,3.29,#N/A,,,,,,,
Austin Seferian-Jenkins,TE,3.58,3.41,-3.24,10.39,5.41,2.78,#N/A,,,,,,,
Luke Willson,TE,3.04,1.16,0.71,5.36,2.75,3.02,#N/A,,,,,,,
Lee Smith,TE,2.66,1.21,0.25,5.08,2.23,2.9,#N/A,,,,,,,
Kellen Davis,TE,2.49,2.13,-1.76,6.74,1.92,1.36,#N/A,,,,,,,
Ed Dickson,TE,2.47,0.96,0.56,4.39,2.24,2.5,#N/A,,,,,,,
Blake Bell,TE,2.44,2.31,-2.18,7.05,1.31,2.03,#N/A,,,,,,,
Sean McGrath,TE,2.22,2.98,-3.73,8.17,2.32,0.6,#N/A,,,,,,,
Tyler Higbee,TE,2.2,1.84,-1.48,5.89,1.33,1.5,#N/A,,,,,,,
Mychal Rivera,TE,2.11,2.16,-2.22,6.43,0.84,1.5,#N/A,,,,,,,
C.J. Fiedorowicz,TE,1.8,1.08,-0.36,3.97,1.52,1.69,#N/A,,,,,,,
MarQueis Gray,TE,1.8,1.33,-0.86,4.45,0.96,2.59,#N/A,,,,,,,
Demetrius Harris,TE,1.79,1.1,-0.41,3.99,1.45,1.87,#N/A,,,,,,,
Brandon Myers,TE,1.79,1.04,-0.3,3.87,1.51,1.48,#N/A,,,,,,,
Geoff Swaim,TE,1.75,1.36,-0.96,4.46,1.31,1.25,#N/A,,,,,,,
Levine Toilolo,TE,1.42,1.69,-1.96,4.8,0.53,0.88,#N/A,,,,,,,
Xavier Grimble,TE,1.37,0.7,-0.03,2.77,1.19,1.24,#N/A,,,,,,,
MyCole Pruitt,TE,1.36,0.79,-0.21,2.94,1.15,1.03,#N/A,,,,,,,
Gavin Escobar,TE,1.3,1.5,-1.7,4.3,0.56,0.72,#N/A,,,,,,,
Josh Hill,TE,1.3,1.15,-1.01,3.6,1.22,0.78,#N/A,,,,,,,
Jace Amaro,TE,1.24,1.16,-1.08,3.55,1.23,0.99,#N/A,,,,,,,
Jeff Heuerman,TE,1.22,1.02,-0.83,3.26,0.79,0.9,#N/A,,,,,,,
Maxx Williams,TE,1.14,0.9,-0.65,2.93,0.81,1,#N/A,,,,,,,
John Phillips,TE,1.11,0.51,0.1,2.13,0.98,1.04,#N/A,,,,,,,
Anthony Fasano,TE,1.11,1,-0.89,3.11,0.56,0.64,#N/A,,,,,,,
Luke Stocker,TE,0.93,0.95,-0.98,2.84,0.88,0.63,#N/A,,,,,,,
Rhett Ellison,TE,0.9,0.6,-0.29,2.09,0.67,0.73,#N/A,,,,,,,
Troy Niklas,TE,0.86,0.95,-1.03,2.75,0.78,0.41,#N/A,,,,,,,
Randall Telfer,TE,0.75,0.59,-0.43,1.93,0.79,0.46,#N/A,,,,,,,
Andrew Quarless,TE,0.64,0.64,-0.64,1.94,1.29,0.64,#N/A,,,,,,,
Logan Paulsen,TE,0.6,0.87,-1.14,2.34,0.79,0.15,#N/A,,,,,,,
Cole Wick,TE,0.56,0.37,-0.17,1.3,0.66,0.56,#N/A,,,,,,,
Clay Harbor,TE,0.53,0.3,-0.07,1.13,0.45,0.48,#N/A,,,,,,,
David Johnson,TE,0.49,0.51,-0.52,1.51,0.34,0.22,#N/A,,,,,,,
Nick Vannett,TE,0.48,0.26,-0.03,0.99,0.4,0.47,#N/A,,,,,,,
Jim Dray,TE,0.45,0.19,0.07,0.83,0.41,0.36,#N/A,,,,,,,
Phillip Supernaw,TE,0.38,0.42,-0.46,1.22,0.55,0.3,#N/A,,,,,,,
David Morgan,TE,0.31,0.18,-0.05,0.66,0.41,0.4,#N/A,,,,,,,
Nick OLeary,TE,0.29,0.23,-0.17,0.75,0.12,0.4,#N/A,,,,,,,
Cory Harkey,TE,0.28,0.16,-0.03,0.59,0.24,0.23,#N/A,,,,,,,
Jerell Adams,TE,0.22,0.21,-0.21,0.64,0.12,0.2,#N/A,,,,,,,
Brandon Williams,TE,0.17,0.15,-0.13,0.46,0.19,0.14,#N/A,,,,,,,
James OShaughnessy,TE,0.17,0.21,-0.24,0.58,0.41,0,#N/A,,,,,,,
Khari Lee,TE,0.12,0.17,-0.22,0.46,0.36,0,#N/A,,,,,,,
Temarrick Hemingway,TE,0.1,0.14,-0.18,0.38,0.23,0,#N/A,,,,,,,
Orson Charles,TE,0.01,0.02,-0.02,0.04,0.04,0,#N/A,,,,,,,
Asante Cleveland,TE,0,0,0,0,,0,#N/A,,,,,,,
Chase Coffman,TE,0,0,0,0,,0,#N/A,,,,,,,
Jerome Cunningham,TE,0,0,0,0,,0,#N/A,,,,,,,
Tony Moeaki,TE,0,0,0,0,,0,#N/A,,,,,,,
Brian Parker,TE,0,0,0,0,,0,#N/A,,,,,,,
Nic Jacobs,TE,0,0,0,0,,0,#N/A,,,,,,,
Ifeanyi Momah,TE,0,0,0,0,,0,#N/A,,,,,,,
Marcel Jensen,TE,0,0,0,0,,0,#N/A,,,,,,,
Rob Housler,TE,0,0,0,0,,0,#N/A,,,,,,,
Antonio Brown,WR,23.85,4.51,14.83,32.86,23.36,25.88,#N/A,,,,,,,
Julio Jones,WR,20.01,5.88,8.25,31.77,18.99,18.89,#N/A,,,,,,,
A.J. Green,WR,17.8,3.99,9.81,25.78,17.39,18.02,#N/A,,,,,,,
Odell Beckham,WR,17.31,2.06,13.19,21.43,17.18,18.05,#N/A,,,,,,,
DeAndre Hopkins,WR,16.57,4.15,8.27,24.86,15.88,17.81,#N/A,,,,,,,
Jarvis Landry,WR,15.86,1.93,11.99,19.73,15.74,16.05,#N/A,,,,,,,
Larry Fitzgerald,WR,15.7,2.68,10.34,21.05,15.47,15.43,#N/A,,,,,,,
Dez Bryant,WR,15.63,5.99,3.65,27.6,14.33,15.37,#N/A,,,,,,,
Brandon Marshall,WR,15.03,1.94,11.15,18.92,14.91,15.4,#N/A,,,,,,,
Allen Robinson,WR,15.03,3.59,7.85,22.21,14.43,16.31,#N/A,,,,,,,
Marvin Jones,WR,14.92,4.25,6.41,23.43,14.11,17.22,#N/A,,,,,,,
Alshon Jeffery,WR,14.84,2.92,9,20.68,14.53,15.31,#N/A,,,,,,,
Demaryius Thomas,WR,14.81,3.51,7.79,21.82,14.21,16.35,#N/A,,,,,,,
Emmanuel Sanders,WR,14.4,1.92,10.56,18.25,14.28,13.87,#N/A,,,,,,,
Kelvin Benjamin,WR,14.3,2.01,10.27,18.33,14.17,14.05,#N/A,,,,,,,
Stefon Diggs,WR,14.21,1.76,10.69,17.74,14.11,13.96,#N/A,,,,,,,
Mike Evans,WR,14.13,1.71,10.72,17.55,14.02,14.2,#N/A,,,,,,,
Brandin Cooks,WR,13.9,3.18,7.55,20.25,13.41,15.29,#N/A,,,,,,,
T.Y. Hilton,WR,13.59,3.34,6.92,20.26,13.09,15.39,#N/A,,,,,,,
Amari Cooper,WR,13.55,3.99,5.56,21.53,12.78,14.89,#N/A,,,,,,,
Doug Baldwin,WR,13.51,2.93,7.65,19.36,13.08,13.91,#N/A,,,,,,,
Travis Benjamin,WR,13.46,4.21,5.03,21.88,12.59,15.85,#N/A,,,,,,,
Jeremy Maclin,WR,13.08,3.69,5.69,20.46,12.34,14.79,#N/A,,,,,,,
Eric Decker,WR,13.07,3.5,6.07,20.07,12.45,13.92,#N/A,,,,,,,
DeVante Parker,WR,12.97,1.05,10.88,15.06,12.93,13.44,#N/A,,,,,,,
Julian Edelman,WR,12.81,2.78,7.25,18.36,12.37,13.9,#N/A,,,,,,,
Sammy Watkins,WR,12.43,3.28,5.87,18.99,11.9,13.5,#N/A,,,,,,,
Golden Tate,WR,11.96,3.27,5.41,18.51,11.27,13.12,#N/A,,,,,,,
Michael Crabtree,WR,11.89,3.01,5.86,17.92,11.36,12.82,#N/A,,,,,,,
Michael Floyd,WR,11.83,0.63,10.58,13.08,11.81,11.9,#N/A,,,,,,,
Terrelle Pryor,WR,11.64,1.82,8.01,15.27,11.49,12.04,#N/A,,,,,,,
DeSean Jackson,WR,11.57,2.69,6.19,16.95,11.13,12.33,#N/A,,,,,,,
Allen Hurns,WR,11.45,0.79,9.87,13.04,11.43,11.46,#N/A,,,,,,,
Sterling Shepard,WR,11.38,1.18,9.02,13.75,11.32,11.88,#N/A,,,,,,,
Will Fuller,WR,11.19,2.54,6.1,16.28,10.83,11.85,#N/A,,,,,,,
Steve Smith,WR,10.87,2.52,5.82,15.91,10.54,10.9,2.87538,,,,,,,
Tyrell Williams,WR,10.76,3.58,3.59,17.93,10.02,12.73,#N/A,,,,,,,
Pierre Garcon,WR,10.71,4.49,1.74,19.69,9.85,9.95,#N/A,,,,,,,
Torrey Smith,WR,10.3,3.22,3.85,16.74,9.52,11.37,#N/A,,,,,,,
Phillip Dorsett,WR,10.28,2.93,4.41,16.15,9.78,11.32,#N/A,,,,,,,
John Brown,WR,10.12,3.05,4.01,16.22,9.46,10.8,#N/A,,,,,,,
Willie Snead,WR,10.07,5.25,-0.43,20.58,11.67,12.01,#N/A,,,,,,,
Tavon Austin,WR,9.83,2.5,4.82,14.83,9.46,11.05,#N/A,,,,,,,
Tyler Lockett,WR,9.61,3.06,3.5,15.72,8.95,10.18,#N/A,,,,,,,
Kenny Stills,WR,9.59,0.82,7.96,11.22,9.55,9.84,#N/A,,,,,,,
Victor Cruz,WR,9.17,4.95,-0.73,19.08,8.11,8.22,#N/A,,,,,,,
Vincent Jackson,WR,9.07,1.73,5.61,12.54,8.9,9.59,#N/A,,,,,,,
Tajae Sharpe,WR,9,2.28,4.43,13.56,8.7,8.28,#N/A,,,,,,,
Mike Wallace,WR,8.91,2.59,3.72,14.1,8.38,10.24,#N/A,,,,,,,
Mohamed Sanu,WR,8.74,2.74,3.26,14.22,8.18,8.65,#N/A,,,,,,,
Anquan Boldin,WR,8.66,1.78,5.09,12.22,8.43,9.34,#N/A,,,,,,,
Michael Thomas,WR,8.46,3.15,2.17,14.76,7.68,9.82,#N/A,,,,,,,
Brandon LaFell,WR,8.37,2.06,4.25,12.49,8.12,7.6,#N/A,,,,,,,
Tyler Boyd,WR,8.24,0.76,6.72,9.75,8.2,8.26,#N/A,,,,,,,
Jamison Crowder,WR,8.23,2.91,2.4,14.06,7.66,8.4,#N/A,,,,,,,
Quincy Enunwa,WR,8.19,1.98,4.23,12.15,7.91,8.58,#N/A,,,,,,,
Cole Beasley,WR,8.11,4.05,0.02,16.2,9.05,9.77,#N/A,,,,,,,
Andrew Hawkins,WR,7.93,1.35,5.24,10.63,7.8,8.7,#N/A,,,,,,,
Rishard Matthews,WR,7.9,3.44,1.01,14.78,7.05,7.92,#N/A,,,,,,,
Dontrelle Inman,WR,7.89,2.4,3.1,12.69,7.4,8.17,#N/A,,,,,,,
Kenny Britt,WR,7.77,1.61,4.55,10.98,7.59,7.73,#N/A,,,,,,,
Terrance Williams,WR,7.53,1.32,4.88,10.18,7.4,7.72,#N/A,,,,,,,
Eddie Royal,WR,7.31,2.28,2.75,11.87,6.87,8.57,#N/A,,,,,,,
Ted Ginn,WR,7.29,2.39,2.51,12.08,6.92,6.99,#N/A,,,,,,,
Jeremy Kerley,WR,7.29,2.82,1.65,12.93,6.67,7.58,#N/A,,,,,,,
Eli Rogers,WR,7.11,3.67,-0.24,14.45,8.31,7.75,#N/A,,,,,,,
Jermaine Kearse,WR,7.03,2.06,2.92,11.14,6.67,7.52,#N/A,,,,,,,
Markus Wheaton,WR,6.98,2.95,1.07,12.88,6.19,7.92,#N/A,,,,,,,
Marqise Lee,WR,6.94,1.31,4.31,9.56,6.82,6.5,#N/A,,,,,,,
Chris Conley,WR,6.88,1.56,3.75,10.01,6.69,6.96,#N/A,,,,,,,
Robert Woods,WR,6.84,1.71,3.41,10.27,6.61,6.9,#N/A,,,,,,,
Charles Johnson,WR,6.63,1.49,3.65,9.61,6.46,6.37,#N/A,,,,,,,
Devin Funchess,WR,6.6,1.81,2.97,10.23,6.33,6.66,#N/A,,,,,,,
Adam Thielen,WR,6.47,2.33,1.8,11.14,5.94,6.79,#N/A,,,,,,,
Quinton Patton,WR,6.27,2.12,2.02,10.52,5.78,7.12,#N/A,,,,,,,
Adam Humphries,WR,6.27,2.22,1.83,10.7,5.91,5.44,#N/A,,,,,,,
Chris Hogan,WR,5.94,1.5,2.93,8.95,5.72,6.12,#N/A,,,,,,,
Kendall Wright,WR,5.93,4.7,-3.47,15.34,3.39,5.01,#N/A,,,,,,,
Sammie Coates,WR,5.88,1.45,2.98,8.79,5.72,5.36,#N/A,,,,,,,
Seth Roberts,WR,5.86,1.48,2.91,8.82,5.6,6.3,#N/A,,,,,,,
Kamar Aiken,WR,5.18,3.24,-1.29,11.66,4.33,3.4,#N/A,,,,,,,
Danny Amendola,WR,4.81,3.15,-1.49,11.11,4.76,5.71,#N/A,,,,,,,
Breshad Perriman,WR,4.77,2.41,-0.04,9.58,4.06,4.82,#N/A,,,,,,,
Justin Hardy,WR,4.63,1.32,1.99,7.27,4.45,4.43,#N/A,,,,,,,
Josh Doctson,WR,4.61,2.45,-0.28,9.51,3.83,4.66,#N/A,,,,,,,
Rashard Higgins,WR,4.42,2.72,-1.03,9.87,3.8,3.81,#N/A,,,,,,,
Corey Brown,WR,4.41,1.35,1.72,7.11,4.17,5.08,#N/A,,,,,,,
Greg Salas,WR,4.4,2.37,-0.33,9.14,3.63,3.98,#N/A,,,,,,,
Albert Wilson,WR,4.4,1.4,1.6,7.2,4.14,4.92,#N/A,,,,,,,
Andre Johnson,WR,4.31,1.96,0.4,8.22,3.88,3.62,#N/A,,,,,,,
Braxton Miller,WR,4.23,1.37,1.48,6.98,4.03,3.63,#N/A,,,,,,,
Marquise Goodwin,WR,4.15,1.85,0.46,7.85,3.76,3.72,#N/A,,,,,,,
Chester Rogers,WR,3.93,2.86,-1.78,9.64,4.13,4.31,#N/A,,,,,,,
Jaron Brown,WR,3.82,1.84,0.14,7.51,3.47,2.73,#N/A,,,,,,,
Jalin Marshall,WR,3.8,2.48,-1.16,8.77,4.48,3.59,#N/A,,,,,,,
Jaelen Strong,WR,3.76,1.91,-0.05,7.58,3.35,3.21,#N/A,,,,,,,
Brian Quick,WR,3.6,1.08,1.44,5.77,3.44,3.55,#N/A,,,,,,,
Brandon Coleman,WR,3.29,1.4,0.5,6.08,2.92,3.33,#N/A,,,,,,,
Pharoh Cooper,WR,3.29,2.37,-1.46,8.03,3.37,4.2,#N/A,,,,,,,
Cody Latimer,WR,3.26,1.83,-0.41,6.92,2.8,2.58,#N/A,,,,,,,
Ricardo Louis,WR,3.22,2.59,-1.96,8.41,2.01,2.54,#N/A,,,,,,,
Ryan Grant,WR,3.12,2.46,-1.8,8.04,1.84,2.82,#N/A,,,,,,,
Bennie Fowler,WR,2.97,1.82,-0.67,6.61,2.35,2.78,#N/A,,,,,,,
Darrius Heyward-Bey,WR,2.92,2.2,-1.47,7.31,2.03,2.8,#N/A,,,,,,,
Andre Holmes,WR,2.91,1.21,0.48,5.33,2.58,2.76,#N/A,,,,,,,
Laquon Treadwell,WR,2.83,1.95,-1.08,6.73,2.27,2.58,#N/A,,,,,,,
Quan Bray,WR,2.76,1.69,-0.62,6.13,2.1,2.84,#N/A,,,,,,,
Tyreek Hill,WR,2.74,2.43,-2.12,7.59,1.76,1.37,#N/A,,,,,,,
Malcolm Mitchell,WR,2.65,1.03,0.59,4.71,2.45,2.51,#N/A,,,,,,,
Brice Butler,WR,2.64,1.1,0.44,4.84,2.47,2.2,#N/A,,,,,,,
Harry Douglas,WR,2.63,1.95,-1.28,6.54,1.91,1.69,#N/A,,,,,,,
Jordan Norwood,WR,2.63,1.06,0.51,4.74,2.4,2.61,#N/A,,,,,,,
Paul Richardson,WR,2.61,0.72,1.16,4.05,2.52,2.36,#N/A,,,,,,,
Griff Whalen,WR,2.46,1.98,-1.5,6.41,1.68,1.16,#N/A,,,,,,,
Chris Moore,WR,2.21,2.4,-2.58,7.01,1.07,1.54,#N/A,,,,,,,
Rod Streater,WR,2.2,1.06,0.08,4.31,1.87,2.73,#N/A,,,,,,,
Cordarrelle Patterson,WR,2.11,1.62,-1.13,5.36,1.58,1.39,#N/A,,,,,,,
Rashad Greene,WR,2.1,1.17,-0.23,4.44,1.79,1.87,#N/A,,,,,,,
Cecil Shorts,WR,1.91,1.1,-0.29,4.1,1.42,1.96,#N/A,,,,,,,
Robby Anderson,WR,1.88,2.75,-3.61,7.37,0.73,0.69,#N/A,,,,,,,
James Wright,WR,1.84,1.31,-0.78,4.46,1.44,1.25,#N/A,,,,,,,
Leonte Carroo,WR,1.82,1.41,-1,4.63,1.16,1.55,#N/A,,,,,,,
Cameron Meredith,WR,1.63,1.96,-2.3,5.56,1.47,0.49,#N/A,,,,,,,
Dwayne Harris,WR,1.6,1.31,-1.01,4.21,1.58,1.04,#N/A,,,,,,,
J.J. Nelson,WR,1.59,0.66,0.27,2.9,1.46,1.44,#N/A,,,,,,,
Bradley Marquez,WR,1.4,1,-0.6,3.4,1.16,1.09,#N/A,,,,,,,
Jarius Wright,WR,1.25,1.42,-1.59,4.09,0.7,0.75,#N/A,,,,,,,
Justin Hunter,WR,1.17,0.73,-0.29,2.62,1.34,1.59,#N/A,,,,,,,
Aaron Burbridge,WR,0.86,0.41,0.04,1.68,0.72,1.02,#N/A,,,,,,,
Taylor Gabriel,WR,0.83,0.88,-0.92,2.59,1.17,0.51,#N/A,,,,,,,
DeAnthony Thomas,WR,0.83,0.48,-0.13,1.79,0.71,0.7,#N/A,,,,,,,
Nelson Spruce,WR,0.77,0.78,-0.79,2.33,1.54,0.7,#N/A,,,,,,,
Josh Bellamy,WR,0.76,0.42,-0.09,1.61,0.67,0.56,#N/A,,,,,,,
Russell Shepard,WR,0.73,0.8,-0.87,2.34,0.48,0.42,#N/A,,,,,,,
Bryan Walters,WR,0.65,0.65,-0.65,1.95,1.3,0.65,#N/A,,,,,,,
Tommylee Lewis,WR,0.64,0.45,-0.25,1.53,0.4,0.7,#N/A,,,,,,,
Lucky Whitehead,WR,0.53,0.35,-0.18,1.24,0.41,0.44,#N/A,,,,,,,
Brenton Bersin,WR,0.49,0.38,-0.27,1.25,0.43,0.7,#N/A,,,,,,,
Jordan Payton,WR,0.46,0.39,-0.32,1.25,0.5,0.43,#N/A,,,,,,,
Roger Lewis,WR,0.4,0.69,-0.99,1.79,1.6,0,#N/A,,,,,,,
Jakeem Grant,WR,0.37,0.39,-0.4,1.14,0.72,0.3,#N/A,,,,,,,
Alex Erickson,WR,0.36,0.3,-0.23,0.96,0.34,0.33,#N/A,,,,,,,
Keith Mumphery,WR,0.36,0.25,-0.14,0.87,0.41,0.4,#N/A,,,,,,,
Deonte Thompson,WR,0.3,0.24,-0.18,0.78,0.32,0.23,#N/A,,,,,,,
Rashad Ross,WR,0.27,0.33,-0.4,0.93,0.2,0.02,#N/A,,,,,,,
Andre Caldwell,WR,0.24,0.48,-0.72,1.2,1.2,0,#N/A,,,,,,,
Demarcus Robinson,WR,0.22,0.22,-0.21,0.65,0.16,0.13,#N/A,,,,,,,
Walt Powell,WR,0.2,0.17,-0.14,0.54,0.27,0.18,#N/A,,,,,,,
Devin Street,WR,0.2,0.35,-0.49,0.89,0.8,0,#N/A,,,,,,,
Brandon Tate,WR,0.17,0.16,-0.15,0.5,0.12,0.2,#N/A,,,,,,,
Cody Core,WR,0.17,0.3,-0.43,0.77,0.69,0,#N/A,,,,,,,
Charone Peake,WR,0.16,0.22,-0.29,0.6,0.47,0,#N/A,,,,,,,
Devin Hester,WR,0.08,0.14,-0.21,0.37,0.08,0.02,#N/A,,,,,,,
Matt Slater,WR,0.03,0.05,-0.06,0.13,0.1,0,#N/A,,,,,,,
Frankie Hammond,WR,0.03,0.04,-0.05,0.11,0.09,0,#N/A,,,,,,,
Eric Weems,WR,0.02,0.04,-0.05,0.1,0.05,0,#N/A,,,,,,,
Nick Toon,WR,0,0,0,0,,0,#N/A,,,,,,,
James Jones,WR,0,0,0,0,,0,#N/A,,,,,,,
Keshawn Martin,WR,0,0,0,0,,0,#N/A,,,,,,,
Evan Spencer,WR,0,0,0,0,,0,#N/A,,,,,,,
Marlon Brown,WR,0,0,0,0,,0,#N/A,,,,,,,
Jonathan Krause,WR,0,0,0,0,,0,#N/A,,,,,,,
Brittan Golden,WR,0,0,0,0,,0,#N/A,,,,,,,
Jerome Simpson,WR,0,0,0,0,,0,#N/A,,,,,,,
T.J. Jones,WR,0,0,0,0,,0,#N/A,,,,,,,
Geremy Davis,WR,0,0,0,0,,0,#N/A,,,,,,,
Vince Mayle,WR,0,0,0,0,,0,#N/A,,,,,,,
Dwayne Bowe,WR,0,0,0,0,,0,#N/A,,,,,,,
Anthony Dable,WR,0,0,0,0,,0,#N/A,,,,,,,
Aaron Dobson,WR,0,0,0,0,,0,#N/A,,,,,,,
Corey Washington,WR,0,0,0,0,,0,#N/A,,,,,,,
Jeremy Ross,WR,0,0,0,0,,0,#N/A,,,,,,,
Nick Williams,WR,0,0,0,0,,0,#N/A,,,,,,,
Darius Jennings,WR,0,0,0,0,,0,#N/A,,,,,,,
Vincent Brown,WR,0,0,0,0,,0,#N/A,,,,,,,
Chris Harper,WR,0,0,0,0,,0,#N/A,,,,,,,
Kain Colter,WR,0,0,0,0,,0,#N/A,,,,,,,
Kenbrell Thompkins,WR,0,0,0,0,,0,#N/A,,,,,,,
Kenny Bell,WR,0,0,0,0,,0,#N/A,,,,,,,
