player,position,Fantasy Points,FP deviation,Floor,Ceiling,Geometric mean,Median,New Projection,,Week,Name,Pos,DK points,New Predicted,Average Projection
Greg Salas,WR,3.91,2.8,-1.68,9.5,3.83,3.95,#N/A,,,,,,,
Justin Hardy,WR,3.76,1.93,-0.1,7.62,3.15,3.9,#N/A,,,,,,,
Jaelen Strong,WR,3.53,1.64,0.24,6.82,3.17,3.37,#N/A,,,,,,,
Cameron Meredith,WR,3.48,2.81,-2.14,9.11,1.85,3.16,#N/A,,,,,,,
Jaron Brown,WR,3.48,2.04,-0.61,7.57,2.78,3.2,#N/A,,,,,,,
Braxton Miller,WR,3.43,0.94,1.55,5.31,3.32,3.12,#N/A,,,,,,,
Darrius Heyward-Bey,WR,3.36,2.49,-1.62,8.35,2.48,3.16,#N/A,,,,,,,
Cody Latimer,WR,3.36,2.05,-0.74,7.45,2.79,2.51,#N/A,,,,,,,
Andre Holmes,WR,3.29,1.56,0.18,6.4,2.86,3.38,#N/A,,,,,,,
Laquon Treadwell,WR,3.19,2.19,-1.2,7.57,2.53,2.46,#N/A,,,,,,,
Malcolm Mitchell,WR,3.14,1.17,0.8,5.48,2.85,3.28,#N/A,,,,,,,
Josh Huff,WR,3.14,0.93,1.28,4.99,3.01,2.42,#N/A,,,,,,,
Harry Douglas,WR,3.03,2.31,-1.6,7.66,3.27,1.9,#N/A,,,,,,,
Jordan Norwood,WR,2.74,0.98,0.78,4.71,2.53,3.17,#N/A,,,,,,,
Charone Peake,WR,2.62,1.84,-1.07,6.3,1.08,2.48,#N/A,,,,,,,
Trevor Davis,WR,2.56,2.86,-3.15,8.28,2.23,1.48,#N/A,,,,,,,
Quan Bray,WR,2.29,1.83,-1.37,5.95,1.58,2.03,#N/A,,,,,,,
Ryan Grant,WR,2.28,2.01,-1.73,6.3,1.41,0.95,#N/A,,,,,,,
Pharoh Cooper,WR,2.18,1.89,-1.6,5.96,2.17,2.2,#N/A,,,,,,,
Aaron Burbridge,WR,2.09,2.6,-3.1,7.29,1.01,1.27,#N/A,,,,,,,
Cordarrelle Patterson,WR,2.09,1.76,-1.42,5.6,1.32,0.99,#N/A,,,,,,,
Leonte Carroo,WR,2,1.32,-0.64,4.63,1.39,2.1,#N/A,,,,,,,
Rashard Higgins,WR,1.95,1.44,-0.93,4.83,1.29,1.58,#N/A,,,,,,,
Jared Abbrederis,WR,1.95,0.89,0.16,3.73,1.7,2.28,#N/A,,,,,,,
Keshawn Martin,WR,1.91,2.83,-3.75,7.57,1.99,0.99,#N/A,,,,,,,
Griff Whalen,WR,1.91,1.33,-0.76,4.57,1.44,1.09,#N/A,,,,,,,
Aaron Dobson,WR,1.8,3.12,-4.44,8.04,7.2,0,#N/A,,,,,,,
Rod Streater,WR,1.74,1.06,-0.39,3.87,1.43,1.14,#N/A,,,,,,,
Dwayne Harris,WR,1.67,1.42,-1.17,4.52,1.66,1,#N/A,,,,,,,
Cecil Shorts,WR,1.66,1.31,-0.96,4.27,1.38,1.9,#N/A,,,,,,,
J.J. Nelson,WR,1.62,0.55,0.51,2.73,1.53,1.66,#N/A,,,,,,,
Josh Bellamy,WR,1.61,1.52,-1.44,4.65,1,0.95,#N/A,,,,,,,
James Wright,WR,1.5,1.16,-0.82,3.82,1.14,0.99,#N/A,,,,,,,
Taylor Gabriel,WR,1.42,1.61,-1.81,4.65,1.6,0.98,#N/A,,,,,,,
Justin Hunter,WR,1.37,1.13,-0.89,3.63,1.71,1.28,#N/A,,,,,,,
Deonte Thompson,WR,1.32,1.62,-1.91,4.55,0.48,0.01,#N/A,,,,,,,
Bradley Marquez,WR,1.28,1,-0.71,3.27,1.01,1.02,#N/A,,,,,,,
Chris Moore,WR,1.26,0.93,-0.59,3.12,0.82,1.12,#N/A,,,,,,,
Ty Montgomery,WR,1.1,0.87,-0.63,2.84,0.78,0.94,#N/A,,,,,,,
Lucky Whitehead,WR,0.89,0.97,-1.05,2.83,0.53,0.5,#N/A,,,,,,,
Russell Shepard,WR,0.8,0.82,-0.84,2.43,0.52,0.38,#N/A,,,,,,,
Nelson Spruce,WR,0.77,0.79,-0.81,2.36,1.53,0.65,#N/A,,,,,,,
Jerome Simpson,WR,0.59,0.83,-1.08,2.26,1.77,0,#N/A,,,,,,,
Jeff Janis,WR,0.54,0.57,-0.6,1.67,0.26,0.5,#N/A,,,,,,,
Kenbrell Thompkins,WR,0.51,0.73,-0.94,1.97,1.54,0,#N/A,,,,,,,
Jarius Wright,WR,0.48,0.66,-0.84,1.8,0.21,0.03,#N/A,,,,,,,
Brenton Bersin,WR,0.41,0.41,-0.41,1.24,0.82,0.39,#N/A,,,,,,,
Roger Lewis,WR,0.4,0.69,-0.99,1.79,1.6,0,#N/A,,,,,,,
Bryce Treggs,WR,0.38,0.65,-0.92,1.67,0.12,0.01,#N/A,,,,,,,
Jakeem Grant,WR,0.37,0.39,-0.4,1.15,0.73,0.3,#N/A,,,,,,,
Nick Williams,WR,0.37,0.52,-0.67,1.4,1.1,0,#N/A,,,,,,,
Jeremy Ross,WR,0.37,0.39,-0.41,1.14,0.5,0.2,#N/A,,,,,,,
Jeremy Butler,WR,0.34,0.58,-0.83,1.5,1.34,0,#N/A,,,,,,,
Jordan Payton,WR,0.33,0.34,-0.35,1.01,0.16,0.26,#N/A,,,,,,,
Rashad Ross,WR,0.32,0.32,-0.32,0.96,0.28,0.24,#N/A,,,,,,,
Keith Mumphery,WR,0.27,0.16,-0.06,0.59,0.31,0.37,#N/A,,,,,,,
Alex Erickson,WR,0.25,0.24,-0.24,0.73,0.24,0.19,#N/A,,,,,,,
Andre Caldwell,WR,0.24,0.48,-0.72,1.2,1.2,0,#N/A,,,,,,,
Devin Street,WR,0.18,0.3,-0.43,0.78,0.7,0,#N/A,,,,,,,
Cody Core,WR,0.17,0.29,-0.41,0.75,0.67,0,#N/A,,,,,,,
Brandon Tate,WR,0.16,0.15,-0.15,0.46,0.15,0.12,#N/A,,,,,,,
Devin Hester,WR,0.05,0.07,-0.1,0.19,0.06,0.02,#N/A,,,,,,,
Matt Slater,WR,0.03,0.05,-0.06,0.13,0.1,0,#N/A,,,,,,,
Eric Weems,WR,0.02,0.04,-0.05,0.1,0.03,0.01,#N/A,,,,,,,
Geremy Davis,WR,0,0,0,0,,0,#N/A,,,,,,,
James Jones,WR,0,0,0,0,,0,#N/A,,,,,,,
Nick Toon,WR,0,0,0,0,,0,#N/A,,,,,,,
Dwayne Bowe,WR,0,0,0,0,,0,#N/A,,,,,,,
Anthony Dable,WR,0,0,0,0,,0,#N/A,,,,,,,
Chris Givens,WR,0,0,0,0,,0,#N/A,,,,,,,
Jonathan Krause,WR,0,0,0,0,,0,#N/A,,,,,,,
Kenny Bell,WR,0,0,0,0,,0,#N/A,,,,,,,
T.J. Jones,WR,0,0,0,0,,0,#N/A,,,,,,,
Vincent Brown,WR,0,0,0,0,,0,#N/A,,,,,,,
Evan Spencer,WR,0,0,0,0,,0,#N/A,,,,,,,
Brittan Golden,WR,0,0,0,0,,0,#N/A,,,,,,,
Kain Colter,WR,0,0,0,0,,0,#N/A,,,,,,,
Vince Mayle,WR,0,0,0,0,,0,#N/A,,,,,,,
Marlon Brown,WR,0,0,0,0,,0,#N/A,,,,,,,
Corey Washington,WR,0,0,0,0,,0,#N/A,,,,,,,
Darius Jennings,WR,0,0,0,0,,0,#N/A,,,,,,,
Chris Harper,WR,0,0,0,0,,0,#N/A,,,,,,,
Rueben Randle,WR,0,0,0,0,,0,#N/A,,,,,,,
Riley Cooper,WR,0,0,0,0,,0,#N/A,,,,,,,
