player,position,Fantasy Points,FP deviation,Floor,Ceiling,Geometric mean,Median
Taylor Gabriel,WR,8.57,1.51,5.56,11.58,8.43,8.68
Donte Moncrief,WR,8.55,3.96,0.63,16.46,9.43,9.9
Eric Decker,WR,8.47,2.91,2.65,14.29,7.74,9.18
J.J. Nelson,WR,8.33,1.99,4.36,12.31,8.05,8.68
Brandon LaFell,WR,8.05,3.48,1.09,15.01,9.3,9.94
Cooper Kupp,WR,8.02,1.15,5.72,10.31,7.93,8.43
Zay Jones,WR,7.94,3.83,0.29,15.6,9.39,9.75
Devin Funchess,WR,7.88,3.49,0.9,14.85,8.8,7.94
Kenny Golladay,WR,7.86,2.56,2.74,12.98,7.42,7.88
Robert Woods,WR,7.83,1.81,4.2,11.46,7.63,8.07
Torrey Smith,WR,7.54,2.42,2.7,12.39,7.15,7.6
Corey Coleman,WR,7.54,4.62,-1.7,16.78,9.88,9.43
Terrance Williams,WR,7.48,1.55,4.38,10.58,7.32,7.7
Mohamed Sanu,WR,7.39,3.7,-0.01,14.79,7.78,9.36
Paul Richardson,WR,7.27,3.56,0.16,14.39,8.22,8.18
Allen Hurns,WR,7.26,3.53,0.2,14.31,7.94,7.58
Danny Amendola,WR,7.25,3.84,-0.42,14.92,8.05,6.5
Nelson Agholor,WR,7.09,1.45,4.18,9.99,6.95,6.96
Travis Benjamin,WR,6.63,1.38,3.86,9.4,6.48,6.77
Jermaine Kearse,WR,6.61,2.17,2.27,10.94,6.23,6.07
Brandon Coleman,WR,6.35,1.98,2.4,10.3,6.01,6.37
Tavon Austin,WR,6.33,2.33,1.68,10.98,5.91,5.92
Tyler Boyd,WR,6.32,3.02,0.28,12.35,7.15,7.09
Breshad Perriman,WR,6.24,2.84,0.56,11.91,5.62,5.22
Tyler Lockett,WR,6.19,4.3,-2.41,14.8,8.37,7.99
Deonte Thompson,WR,6.18,4.8,-3.41,15.77,8.95,6.85
Seth Roberts,WR,5.97,1.26,3.46,8.49,5.84,6.12
Albert Wilson,WR,5.89,1.5,2.88,8.9,5.68,6.21
Chris Conley,WR,5.69,2.65,0.39,10.98,6.45,7.0
Eli Rogers,WR,5.68,2.67,0.34,11.02,5.04,6.15
Andre Holmes,WR,5.58,2.98,-0.38,11.54,6.43,6.57
Kamar Aiken,WR,5.49,1.83,1.83,9.14,5.17,5.0
Corey Davis,WR,5.48,4.06,-2.64,13.61,7.26,5.9
Laquon Treadwell,WR,5.08,2.54,-0.0,10.17,4.33,4.3
JuJu Smith-Schuster,WR,5.03,1.65,1.74,8.33,4.74,4.77
Curtis Samuel,WR,5.03,3.2,-1.37,11.42,5.41,5.6
ArDarius Stewart,WR,4.97,2.91,-0.85,10.8,4.05,4.77
Josh Doctson,WR,4.86,3.29,-1.72,11.44,4.74,4.81
Jaron Brown,WR,4.76,2.73,-0.7,10.23,4.92,5.37
Cordarrelle Patterson,WR,4.28,1.6,1.09,7.47,4.04,3.66
Ricardo Louis,WR,4.14,2.22,-0.31,8.58,3.06,3.99
Taywan Taylor,WR,4.0,1.56,0.89,7.11,3.58,4.5
Russell Shepard,WR,3.9,1.64,0.63,7.18,3.37,4.19
Braxton Miller,WR,3.81,3.4,-2.99,10.61,4.2,3.06
Josh Bellamy,WR,3.7,2.41,-1.12,8.53,3.65,3.75
Roger Lewis,WR,3.68,2.74,-1.79,9.16,2.45,3.03
Bennie Fowler,WR,3.56,2.2,-0.85,7.97,2.29,4.26
Justin Hardy,WR,3.39,1.36,0.68,6.1,3.11,3.5
Trent Taylor,WR,3.38,2.18,-0.97,7.73,2.52,3.48
Brice Butler,WR,3.02,1.75,-0.48,6.52,3.44,2.9
Chester Rogers,WR,3.01,1.72,-0.43,6.46,3.64,3.18
Dontrelle Inman,WR,2.97,3.02,-3.06,9.01,2.38,2.06
Charone Peake,WR,2.96,2.09,-1.23,7.14,2.86,3.26
Ryan Grant,WR,2.8,1.82,-0.83,6.43,2.62,3.25
Pharoh Cooper,WR,2.78,2.43,-2.08,7.64,2.43,1.41
Cody Core,WR,2.77,2.66,-2.55,8.09,1.96,2.0
Aldrick Robinson,WR,2.76,1.44,-0.13,5.65,3.06,3.22
Darrius Heyward-Bey,WR,2.71,2.72,-2.73,8.15,1.57,1.48
T.J. Jones,WR,2.68,1.95,-1.22,6.58,3.99,3.47
Phillip Dorsett,WR,2.67,2.04,-1.41,6.76,1.98,1.6
Brian Quick,WR,2.43,2.39,-2.35,7.22,1.38,1.84
Sammie Coates,WR,2.36,0.62,1.13,3.59,2.28,2.42
Jarius Wright,WR,2.34,0.89,0.55,4.13,2.14,2.85
Jordan Taylor,WR,2.07,1.96,-1.85,5.99,1.81,0.88
Michael Campanaro,WR,1.98,1.42,-0.86,4.81,1.82,1.65
Mack Hollins,WR,1.91,1.75,-1.59,5.42,1.35,0.99
Kasen Williams,WR,1.79,1.79,-1.78,5.37,2.58,1.12
Justin Hunter,WR,1.78,2.45,-3.12,6.68,2.65,0.59
Chad Hansen,WR,1.58,1.7,-1.81,4.98,0.62,0.87
Tre McBride,WR,1.44,1.3,-1.17,4.04,1.36,1.2
Jehu Chesson,WR,1.43,0.71,-0.0,2.85,1.23,1.35
Arrelious Benn,WR,1.39,1.67,-1.95,4.72,1.06,0.86
Josh Reynolds,WR,1.32,1.18,-1.05,3.68,0.83,0.64
Dwayne Harris,WR,1.27,1.29,-1.3,3.85,1.11,0.89
Chris Moore,WR,1.22,1.5,-1.78,4.22,0.65,0.38
Tommylee Lewis,WR,1.22,1.03,-0.85,3.29,1.12,0.66
Jeff Janis,WR,1.13,1.07,-1.02,3.27,0.73,0.62
Chad Williams,WR,1.12,1.51,-1.91,4.14,0.67,0.38
DeAnthony Thomas,WR,1.09,0.89,-0.69,2.88,0.99,1.0
Amara Darboh,WR,1.09,1.0,-0.92,3.1,0.96,0.69
Nick Williams,WR,1.03,1.25,-1.46,3.52,1.81,0.54
Demarcus Robinson,WR,1.01,0.91,-0.81,2.84,1.13,1.14
Cody Latimer,WR,0.97,0.83,-0.69,2.64,0.54,1.03
Isaiah McKenzie,WR,0.96,0.49,-0.03,1.94,0.8,0.99
Brittan Golden,WR,0.9,1.06,-1.21,3.01,0.76,0.51
Trevor Davis,WR,0.86,1.04,-1.23,2.95,0.64,0.67
Harry Douglas,WR,0.85,1.46,-2.08,3.77,3.38,0.0
Quan Bray,WR,0.82,0.95,-1.09,2.72,0.88,0.66
Ryan Switzer,WR,0.77,0.52,-0.28,1.81,0.99,0.92
Brandon Tate,WR,0.76,0.48,-0.2,1.72,0.63,0.6
Austin Carr,WR,0.67,0.34,-0.0,1.35,0.84,0.83
Tanner McEvoy,WR,0.63,0.61,-0.59,1.85,0.8,0.46
Stacy Coley,WR,0.52,0.48,-0.43,1.47,0.4,0.56
Alex Erickson,WR,0.46,0.25,-0.04,0.97,0.54,0.47
Jared Abbrederis,WR,0.45,0.57,-0.7,1.59,1.08,0.0
Eric Weems,WR,0.36,0.3,-0.25,0.96,0.21,0.43
Marcus Johnson,WR,0.35,0.38,-0.41,1.1,0.66,0.24
Johnny Holton,WR,0.33,0.39,-0.45,1.11,0.22,0.26
Rodney Adams,WR,0.33,0.42,-0.5,1.16,0.82,0.0
Shelton Gibson,WR,0.32,0.33,-0.33,0.98,0.65,0.32
Chris Matthews,WR,0.3,0.41,-0.51,1.12,0.71,0.0
Josh Malone,WR,0.22,0.31,-0.4,0.84,0.66,0.0
Vince Mayle,WR,0.21,0.26,-0.31,0.73,0.52,0.0
Noah Brown,WR,0.19,0.24,-0.29,0.68,0.24,0.09
Kaelin Clay,WR,0.16,0.23,-0.3,0.63,0.49,0.0
Matt Slater,WR,0.11,0.16,-0.2,0.43,0.16,0.03
Matt Hazel,WR,0.09,0.16,-0.22,0.4,0.36,0.0
Rueben Randle,WR,0.0,0.0,0.0,0.0,,0.0
Rashad Greene,WR,0.0,0.0,0.0,0.0,,0.0
Devin Lucien,WR,0.0,0.0,0.0,0.0,,0.0
J.D. McKissic,WR,0.0,0.0,0.0,0.0,,0.0
Kalif Raymond,WR,0.0,0.0,0.0,0.0,,0.0
Dom Williams,WR,0.0,0.0,0.0,0.0,,0.0
Steve Johnson,WR,0.0,0.0,0.0,0.0,,0.0
