Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,%Drafted,FPTS
576,853896244,drummaster,0,138.96,DST Bills  FLEX Frank Gore WR DeSean Jackson TE Cameron Brate RB James White WR Chris Hogan WR Mike Evans QB Jameis Winston RB Ezekiel Elliott,,,
576,854073434,linktheory,0,138.96,DST Bills  WR Jaron Brown WR T.Y. Hilton RB Le'Veon Bell FLEX Jarvis Landry TE Austin Seferian-Jenkins WR Adam Humphries QB Jameis Winston RB Ezekiel Elliott,,,
576,854429796,RandomTamaleGuy,0,138.96,RB Tarik Cohen DST Ravens  RB Doug Martin WR Antonio Brown FLEX Jaron Brown WR T.Y. Hilton TE Austin Seferian-Jenkins WR Mike Evans QB Jameis Winston,,,
579,853403736,allenrikvik,0,138.92,DST Ravens  QB Tom Brady RB Frank Gore WR Danny Amendola FLEX Andre Ellington TE Zach Ertz WR Chris Hogan WR Mike Evans RB Duke Johnson Jr.,,,
580,853459849,miketruswell,0,138.76,WR DeAndre Hopkins DST Jets  WR Dez Bryant RB Andre Ellington FLEX Chris Hogan RB Ameer Abdullah TE Austin Seferian-Jenkins WR Mike Evans QB Jameis Winston,,,
580,854436951,bobbybeastmode,0,138.76,DST Ravens  WR Danny Amendola WR Jaron Brown RB Le'Veon Bell TE Austin Seferian-Jenkins WR Adam Humphries QB Jameis Winston FLEX Todd Gurley II RB Leonard Fournette,,,
580,851985268,gr8tgm,0,138.76,WR DeAndre Hopkins DST Vikings  TE Antonio Gates WR Larry Fitzgerald RB Marshawn Lynch FLEX LeSean McCoy WR Jermaine Kearse QB EJ Manuel RB Melvin Gordon,,,
580,853072606,mschick79,0,138.76,DST Vikings  RB DeMarco Murray RB Bilal Powell WR T.Y. Hilton TE Cameron Brate WR Chris Hogan WR Mike Evans QB Jameis Winston FLEX Duke Johnson Jr.,,,
580,853756431,jacobnewton1027,0,138.76,DST Ravens  FLEX Dez Bryant RB Bilal Powell TE Cameron Brate WR Chris Hogan WR Jarvis Landry WR Mike Evans QB Jameis Winston RB Duke Johnson Jr.,,,
580,853879282,freemoney2,0,138.76,DST Dolphins  WR DeSean Jackson WR Aldrick Robinson RB Le'Veon Bell WR Chris Hogan FLEX Ameer Abdullah TE Austin Seferian-Jenkins QB Jameis Winston RB Ezekiel Elliott,,,
586,852533805,belterraswampdonkeys,0,138.72,WR DeAndre Hopkins DST Titans  QB Tom Brady WR Brandon Marshall TE Martellus Bennett RB DeMarco Murray RB LeGarrette Blount WR Chris Hogan FLEX Leonard Fournette,,,
587,853471367,ejay1111,0,138.66,DST Dolphins  WR Danny Amendola WR Dez Bryant RB Le'Veon Bell RB James White TE Austin Seferian-Jenkins QB Jameis Winston WR Ricardo Louis FLEX Todd Gurley II,,,
588,854211306,mikew2069,0,138.56,DST Chiefs  RB Frank Gore WR Jeremy Maclin WR Dez Bryant RB Le'Veon Bell TE Julius Thomas WR Mike Evans FLEX Melvin Gordon QB Jameis Winston,,,
589,852322983,befuchs8,0,138.52,WR Will Fuller V QB Mitchell Trubisky WR Adam Thielen DST Jets  TE Jared Cook RB Le'Veon Bell WR Mike Evans FLEX Javorius Allen RB Melvin Gordon,,,
589,852925185,Phsabsol,0,138.52,DST Jets  QB Tom Brady RB Doug Martin RB Bilal Powell WR T.Y. Hilton TE Zach Ertz WR Chris Hogan WR Jarvis Landry FLEX Tyler Kroft,,,
589,853992533,birdman20,0,138.52,DST Cardinals  QB Tom Brady RB DeMarco Murray WR Dez Bryant RB Andre Ellington WR Jarvis Landry TE Austin Seferian-Jenkins WR Mike Evans FLEX Melvin Gordon,,,
592,853394800,Bucks1433,0,138.46,WR DeAndre Hopkins DST Bills  WR Larry Fitzgerald RB Le'Veon Bell RB James White FLEX Jarvis Landry TE Austin Seferian-Jenkins WR Adam Humphries QB Jameis Winston,,,
593,854339322,iPuckedYourMom,0,138.26,WR DeAndre Hopkins DST Bills  RB Doug Martin WR Dez Bryant FLEX Mike Gillislee TE Cameron Brate WR Mike Evans QB Jameis Winston RB Duke Johnson Jr.,,,
593,853133234,beffjecker,0,138.26,RB Latavius Murray DST Cardinals  FLEX Dez Bryant WR Antonio Brown WR Jarvis Landry TE Austin Seferian-Jenkins WR Mike Evans QB Jameis Winston RB Aaron Jones,,,
595,854470250,roxus,0,138.24,WR Will Fuller V RB Kareem Hunt DST Eagles  QB Aaron Rodgers WR Jordy Nelson WR Danny Amendola FLEX Giovani Bernard TE Cameron Brate RB Duke Johnson Jr.,,,
596,851820815,koke27,0,138.18,RB Latavius Murray DST Seahawks  QB Joe Flacco TE Benjamin Watson WR Antonio Brown WR A.J. Green FLEX Theo Riddick WR Mike Evans RB Aaron Jones,,,
597,851868704,cnpeyatt50,0,138.16,DST Bills  WR Dez Bryant WR Jaron Brown RB Le'Veon Bell TE Austin Seferian-Jenkins WR Adam Humphries FLEX Melvin Gordon QB Jameis Winston RB Todd Gurley II,,,
597,852565708,nickromero23,0,138.16,DST Dolphins  WR Danny Amendola TE Dwayne Allen WR T.Y. Hilton RB Le'Veon Bell RB James White WR Mike Evans QB Jameis Winston FLEX Joe Mixon,,,
597,854229729,ultroninfinity,0,138.16,DST Dolphins  WR Danny Amendola TE Dwayne Allen WR T.Y. Hilton RB Le'Veon Bell RB James White WR Mike Evans QB Jameis Winston FLEX Joe Mixon,,,
597,854230688,janampatel,0,138.16,DST Dolphins  WR Danny Amendola TE Dwayne Allen WR T.Y. Hilton RB Le'Veon Bell RB James White WR Mike Evans QB Jameis Winston FLEX Joe Mixon,,,
597,854311035,xavierg921,0,138.16,DST Dolphins  WR Danny Amendola TE Dwayne Allen WR T.Y. Hilton FLEX Le'Veon Bell RB James White WR Mike Evans QB Jameis Winston RB Joe Mixon,,,
597,854348768,AroundTheFur,0,138.16,DST Dolphins  WR Danny Amendola TE Dwayne Allen WR T.Y. Hilton RB Le'Veon Bell RB James White WR Mike Evans QB Jameis Winston FLEX Joe Mixon,,,
597,854449068,mommafinnawin,0,138.16,DST Dolphins  WR Danny Amendola TE Dwayne Allen WR T.Y. Hilton RB Le'Veon Bell RB James White WR Mike Evans QB Jameis Winston FLEX Joe Mixon,,,
597,852483064,JamesL10,0,138.16,WR Will Fuller V DST Rams  RB Bilal Powell TE Cameron Brate WR Jarvis Landry WR Brandin Cooks QB Jameis Winston RB Duke Johnson Jr. FLEX Ezekiel Elliott,,,
605,853782214,adam64,0,138.14,WR DeAndre Hopkins DST Cardinals  QB Carson Palmer WR Larry Fitzgerald WR Dez Bryant FLEX Tyler Kroft TE Austin Seferian-Jenkins RB Melvin Gordon RB Todd Gurley II,,,
606,854312564,bspielman2,0,138.06,WR Will Fuller V QB Alex Smith DST Ravens  WR Larry Fitzgerald TE Charles Clay WR Mike Evans RB Melvin Gordon FLEX J.D. McKissic RB Todd Gurley II,,,
606,852288441,mustydrawz,0,138.06,FLEX Kareem Hunt DST 49ers  WR DeSean Jackson WR Torrey Smith RB Mike Gillislee WR Chris Hogan TE Austin Seferian-Jenkins QB Jameis Winston RB Ezekiel Elliott,,,
606,853137684,bloodreign,0,138.06,DST Dolphins  FLEX Dez Bryant TE Dwayne Allen WR T.Y. Hilton WR Chris Hogan WR Adam Humphries QB Jameis Winston RB Todd Gurley II RB Ezekiel Elliott,,,
606,853743806,Jay-L0w,0,138.06,FLEX DeAndre Hopkins DST Lions  WR Larry Fitzgerald WR Danny Amendola RB Le'Veon Bell TE Austin Seferian-Jenkins WR Adam Humphries QB Jameis Winston RB Duke Johnson Jr.,,,
610,851944186,BlakeN1010,0,137.96,WR Will Fuller V DST Dolphins  RB Marshawn Lynch FLEX DeSean Jackson WR Dez Bryant TE Dwayne Allen RB Le'Veon Bell WR Mike Evans QB Jameis Winston,,,
610,853874174,hooft,0,137.96,DST Ravens  WR Danny Amendola WR DeSean Jackson WR T.Y. Hilton FLEX Kenny Stills RB Le'Veon Bell TE Austin Seferian-Jenkins QB Jameis Winston RB Todd Gurley II,,,
610,853370849,slottski05,0,137.96,DST Ravens  WR T.Y. Hilton FLEX Carlos Hyde TE Cameron Brate WR Jarvis Landry WR Tyler Lockett QB Jameis Winston RB Duke Johnson Jr. RB Ezekiel Elliott,,,
613,851813530,sollimichael,0,137.94,DST Jets  WR Dez Bryant WR Pierre Garcon QB Dak Prescott RB Javorius Allen WR DeVante Parker TE Evan Engram RB Joe Mixon FLEX Leonard Fournette,,,
614,853071412,ASBlockLP,0,137.92,WR Will Fuller V DST Vikings  QB Tom Brady TE Charles Clay RB LeGarrette Blount FLEX James White WR Chris Hogan WR Mike Evans RB Melvin Gordon,,,
614,854070508,acones,0,137.92,WR DeAndre Hopkins DST Vikings  QB Tom Brady RB LeSean McCoy WR Martavis Bryant TE Eric Ebron RB Melvin Gordon FLEX J.D. McKissic WR Devin Funchess,,,
616,853748308,swimmbutz,0,137.86,DST Eagles  WR Danny Amendola WR DeSean Jackson RB Le'Veon Bell TE Austin Seferian-Jenkins WR Mike Evans QB Jameis Winston FLEX Wayne Gallman RB Christian McCaffrey,,,
617,852468434,Shamus.K,0,137.84,QB Deshaun Watson RB Lamar Miller FLEX Tyreek Hill DST Eagles  TE Delanie Walker WR Danny Amendola WR Dez Bryant WR Mike Evans RB Duke Johnson Jr.,,,
618,854057595,mdegno,0,137.8,FLEX Lamar Miller DST Panthers  WR Larry Fitzgerald QB Cam Newton WR Golden Tate RB Le'Veon Bell RB Duke Johnson Jr. WR Devin Funchess TE David Njoku,,,
619,851109499,sgogineni,0,137.76,DST Eagles  WR Danny Amendola RB Le'Veon Bell RB James White WR Chris Hogan TE Austin Seferian-Jenkins WR Mike Evans QB Jameis Winston FLEX Ricardo Louis,,,
619,852363009,ohmi,0,137.76,DST Cowboys  WR Aldrick Robinson WR Antonio Brown RB James White TE Austin Seferian-Jenkins WR Mike Evans RB Melvin Gordon QB Jameis Winston FLEX Todd Gurley II,,,
619,853667218,nytyphoon,0,137.76,DST Raiders  RB Frank Gore WR Jordy Nelson FLEX T.Y. Hilton RB Le'Veon Bell TE Cameron Brate WR Chris Hogan WR Adam Humphries QB Jameis Winston,,,
619,852692156,ABThrobbins,0,137.76,TE Travis Kelce RB Jordan Howard DST Ravens  WR Golden Tate WR T.Y. Hilton FLEX Mike Gillislee WR Chris Hogan QB Jameis Winston RB Christian McCaffrey,,,
619,853891822,abdullam2,0,137.76,WR DeAndre Hopkins FLEX Adam Thielen DST 49ers  RB DeMarco Murray RB Le'Veon Bell WR Chris Hogan TE Austin Seferian-Jenkins WR Adam Humphries QB Jameis Winston,,,
624,852571639,gunnhar95,0,137.74,DST Vikings  QB Carson Palmer WR Larry Fitzgerald RB Marshawn Lynch RB Doug Martin WR T.Y. Hilton WR Jarvis Landry TE Evan Engram FLEX Leonard Fournette,,,
625,853521572,robarge12,0,137.72,WR DeAndre Hopkins DST Eagles  QB Tom Brady WR DeSean Jackson RB Andre Ellington FLEX Eddie Lacy TE Cameron Brate WR Chris Hogan RB Todd Gurley II,,,
626,852215830,awesomesinger,0,137.66,DST Raiders  RB Le'Veon Bell WR Chris Hogan TE Austin Seferian-Jenkins WR Adam Humphries QB Jameis Winston WR Ricardo Louis RB Todd Gurley II FLEX Leonard Fournette,,,
627,853476493,Disturbed,0,137.56,DST 49ers  WR Danny Amendola RB Marshawn Lynch FLEX LeGarrette Blount WR T.Y. Hilton RB Le'Veon Bell TE Cameron Brate WR Mike Evans QB Jameis Winston,,,
627,851621723,jrog7,0,137.56,DST Eagles  WR DeSean Jackson RB Le'Veon Bell TE Austin Seferian-Jenkins WR Adam Humphries FLEX Melvin Gordon WR Sterling Shepard QB Jameis Winston RB Todd Gurley II,,,
627,851747234,kacktrey7,0,137.56,DST Dolphins  RB Frank Gore WR Dez Bryant WR Jaron Brown RB Le'Veon Bell TE Austin Seferian-Jenkins WR Mike Evans QB Jameis Winston FLEX Duke Johnson Jr.,,,
630,852704598,Gbolick05,0,137.46,WR Kendall Wright DST Bears  QB Matthew Stafford WR Antonio Brown WR Marvin Jones Jr. RB Melvin Gordon FLEX Ezekiel Elliott TE Evan Engram RB Joe Mixon,,,
630,851791548,BigPod,0,137.46,DST Jets  FLEX Jordy Nelson WR Danny Amendola WR Dez Bryant RB Le'Veon Bell TE Austin Seferian-Jenkins WR Adam Humphries QB Jameis Winston RB Aaron Jones,,,
630,853359264,spidaMAN39,0,137.46,WR Will Fuller V TE Travis Kelce DST Ravens  RB DeMarco Murray RB Bilal Powell FLEX Le'Veon Bell WR Chris Hogan WR Adam Humphries QB Jameis Winston,,,
633,852798852,jarvedson,0,137.44,QB Deshaun Watson WR DeAndre Hopkins WR Will Fuller V DST Lions  WR Jordy Nelson RB Andre Ellington TE Julius Thomas RB Duke Johnson Jr. FLEX Todd Gurley II,,,
634,852688657,MountainMan75,0,137.26,TE Travis Kelce DST Cardinals  WR Larry Fitzgerald FLEX Danny Amendola WR T.Y. Hilton RB Carlos Hyde WR Chris Hogan QB Jameis Winston RB Duke Johnson Jr.,,,
634,853280486,drsteaquin,0,137.26,WR Will Fuller V RB Kareem Hunt DST Ravens  WR DeSean Jackson WR Allen Hurns FLEX Melvin Gordon QB Jameis Winston RB Todd Gurley II TE Evan Engram,,,
634,853597752,Rzeszutko7,0,137.26,WR DeAndre Hopkins DST Colts  RB Frank Gore FLEX DeSean Jackson RB Bilal Powell TE Cameron Brate WR Chris Hogan WR Mike Evans QB Jameis Winston,,,
634,854051511,tsemer,0,137.26,DST Bills  WR Larry Fitzgerald WR T.Y. Hilton WR Chris Hogan RB Ameer Abdullah TE Austin Seferian-Jenkins QB Jameis Winston FLEX Ezekiel Elliott RB Joe Mixon,,,
634,852816701,MicahRichardson1992,0,137.26,TE Zach Miller DST Bills  FLEX Danny Amendola WR DeSean Jackson WR Dez Bryant WR Mike Evans QB Jameis Winston RB Duke Johnson Jr. RB Ezekiel Elliott,,,
634,852825146,theMush415,0,137.26,DST Chiefs  FLEX Latavius Murray WR DeSean Jackson RB Le'Veon Bell WR Chris Hogan TE Austin Seferian-Jenkins WR Adam Humphries QB Jameis Winston RB Ezekiel Elliott,,,
640,852603114,nicke828,0,137.16,DST Vikings  WR Antonio Brown TE Dwayne Allen WR Jarvis Landry WR Mike Evans RB Melvin Gordon FLEX Robby Anderson QB Jameis Winston RB Christian McCaffrey,,,
640,852951086,sportsart,0,137.16,TE Kyle Rudolph DST Ravens  WR Brandon Marshall WR T.Y. Hilton RB Le'Veon Bell RB Carlos Hyde WR Jarvis Landry FLEX Javorius Allen QB Jameis Winston,,,
640,853744988,Wartime55,0,137.16,FLEX Will Fuller V DST Ravens  WR Larry Fitzgerald TE Cameron Brate WR Mike Evans WR DeVante Parker RB Isaiah Crowell QB Jameis Winston RB Leonard Fournette,,,
640,853847655,EAfantasy,0,137.16,DST Vikings  WR Antonio Brown TE Dwayne Allen WR Jarvis Landry WR Mike Evans RB Melvin Gordon FLEX Robby Anderson QB Jameis Winston RB Christian McCaffrey,,,
644,854227469,bdoyle988,0,137.14,DST Ravens  QB Aaron Rodgers WR DeSean Jackson RB Le'Veon Bell FLEX James White WR Martavis Bryant WR Cooper Kupp TE O.J. Howard RB Leonard Fournette,,,
645,852598896,UnderEstim4ted,0,137.12,WR DeAndre Hopkins WR Will Fuller V DST Lions  QB Tom Brady TE Cameron Brate WR Chris Hogan FLEX J.D. McKissic RB Duke Johnson Jr. RB Todd Gurley II,,,
646,853910810,Alwayshappy00,0,137.08,WR DeAndre Hopkins DST Eagles  QB Joe Flacco WR Pierre Garcon RB Andre Ellington WR Jarvis Landry RB Melvin Gordon FLEX Todd Gurley II TE Evan Engram,,,
647,852790376,Skeazy,0,137.06,WR Adam Thielen DST Cowboys  FLEX Marshawn Lynch WR DeSean Jackson RB LeSean McCoy TE Charles Clay WR Kelvin Benjamin QB Jameis Winston RB Leonard Fournette,,,
647,853797147,davekmay,0,137.06,WR DeAndre Hopkins DST Lions  RB Bilal Powell FLEX T.Y. Hilton WR Chris Hogan TE Austin Seferian-Jenkins WR Adam Humphries QB Jameis Winston RB Todd Gurley II,,,
647,853918301,egrozy,0,137.06,WR Will Fuller V FLEX Tarik Cohen DST Ravens  TE Cameron Brate WR Chris Hogan WR DeVante Parker QB Jameis Winston RB Todd Gurley II RB Leonard Fournette,,,
650,854080609,pempdaddy,0,137.02,FLEX Travis Kelce RB Jordan Howard DST Lions  QB Tom Brady WR Dez Bryant TE Cameron Brate WR Chris Hogan RB Duke Johnson Jr. WR Devin Funchess,,,
651,853854972,ssyee,0,136.96,DST Ravens  RB Doug Martin WR Antonio Brown WR Allen Hurns TE Cameron Brate RB James White WR Mike Evans QB Jameis Winston FLEX Christian McCaffrey,,,
651,853557113,JMG1MON,0,136.96,DST Bills  WR Dez Bryant RB Andre Ellington WR T.Y. Hilton RB Le'Veon Bell TE Austin Seferian-Jenkins WR Adam Humphries QB Jameis Winston FLEX Todd Gurley II,,,
651,853623465,v2the4,0,136.96,DST Texans  WR DeSean Jackson WR Chris Hogan TE Austin Seferian-Jenkins FLEX Mike Evans WR DeVante Parker RB Melvin Gordon QB Jameis Winston RB Christian McCaffrey,,,
651,854455667,JudBroIUND,0,136.96,DST Bills  WR Dez Bryant RB Andre Ellington WR T.Y. Hilton RB Le'Veon Bell TE Austin Seferian-Jenkins WR Adam Humphries QB Jameis Winston FLEX Todd Gurley II,,,
651,854463317,Sunka340,0,136.96,FLEX Will Fuller V RB Kareem Hunt WR Kendall Wright DST 49ers  WR Jordy Nelson TE Ed Dickson WR Jeremy Kerley RB Le'Veon Bell QB Jameis Winston,,,
656,851936319,mega8917,0,136.86,DST Eagles  WR Dez Bryant WR T.Y. Hilton RB Le'Veon Bell TE Austin Seferian-Jenkins WR Adam Humphries QB Jameis Winston RB Todd Gurley II FLEX Wayne Gallman,,,
656,854035862,esandleratc,0,136.86,DST Chiefs  WR Danny Amendola TE Austin Seferian-Jenkins WR Mike Evans FLEX Adam Humphries RB Melvin Gordon WR Brandin Cooks QB Jameis Winston RB Todd Gurley II,,,
658,853362908,apipays,0,136.82,DST Raiders  QB Tom Brady WR Brandon Marshall FLEX Danny Amendola WR Chris Hogan WR Odell Beckham Jr. TE Jesse James RB Duke Johnson Jr. RB Leonard Fournette,,,
659,852450345,asphaltcowboy59,0,136.76,TE Ryan Griffin DST Ravens  WR Dez Bryant FLEX Le'Veon Bell RB Carlos Hyde WR Jarvis Landry WR Adam Humphries RB Melvin Gordon QB Jameis Winston,,,
659,852743193,Hardcore_Dorn,0,136.76,DST Bills  WR Dez Bryant RB Andre Ellington WR T.Y. Hilton TE Austin Seferian-Jenkins WR Mike Evans QB Jameis Winston FLEX Duke Johnson Jr. RB Todd Gurley II,,,
659,852759042,IDAHOCP3,0,136.76,DST Bills  WR Dez Bryant RB Andre Ellington WR T.Y. Hilton TE Austin Seferian-Jenkins WR Mike Evans QB Jameis Winston FLEX Duke Johnson Jr. RB Todd Gurley II,,,
659,853170729,db3z,0,136.76,WR Will Fuller V FLEX Stefon Diggs DST Ravens  TE Delanie Walker RB Doug Martin WR T.Y. Hilton WR Mike Evans QB Jameis Winston RB Aaron Jones,,,
659,853543174,SayOw55,0,136.76,DST Dolphins  WR DeSean Jackson RB Bilal Powell TE Dwayne Allen WR Chris Hogan WR Brandin Cooks QB Jameis Winston FLEX Duke Johnson Jr. RB Ezekiel Elliott,,,
659,853868945,BilbroSwagginz,0,136.76,DST Eagles  WR Dez Bryant RB Le'Veon Bell RB James White WR Chris Hogan WR Adam Humphries QB Jameis Winston FLEX Todd Gurley II TE George Kittle,,,
659,854084081,illboyz24,0,136.76,DST Bills  WR Dez Bryant RB Andre Ellington WR T.Y. Hilton TE Austin Seferian-Jenkins WR Mike Evans QB Jameis Winston FLEX Duke Johnson Jr. RB Todd Gurley II,,,
666,854212126,mikemccauley,0,136.74,WR Will Fuller V DST Ravens  RB Frank Gore QB Aaron Rodgers FLEX Danny Amendola RB Le'Veon Bell TE Cameron Brate WR Mike Evans WR Donte Moncrief,,,
667,853744350,jpguard24,0,136.72,DST Ravens  QB Tom Brady RB Frank Gore WR Antonio Brown FLEX LeGarrette Blount WR Jaron Brown TE Zach Ertz RB James White WR Chris Hogan,,,
668,851701440,DirtyJoe74,0,136.66,WR Kendall Wright DST Bills  FLEX Andre Ellington WR T.Y. Hilton RB Le'Veon Bell WR Jarvis Landry TE Austin Seferian-Jenkins QB Jameis Winston RB Todd Gurley II,,,
668,852090450,obiedman,0,136.66,DST Dolphins  WR Dez Bryant RB Andre Ellington RB Le'Veon Bell WR Jarvis Landry TE Austin Seferian-Jenkins WR Adam Humphries QB Jameis Winston FLEX Todd Gurley II,,,
668,853310798,BrycedaBomb,0,136.66,WR Tyreek Hill TE Zach Miller DST Eagles  RB Frank Gore WR Dez Bryant RB Le'Veon Bell FLEX James White WR Jarvis Landry QB Jameis Winston,,,
668,854211757,scscr,0,136.66,WR Will Fuller V WR Tyreek Hill TE Travis Kelce RB Latavius Murray DST Bills  FLEX Chris Hogan WR Mike Evans QB Jameis Winston RB Christian McCaffrey,,,
672,853844184,disalvo997,0,136.56,DST Jaguars  RB Bilal Powell TE Dwayne Allen WR Chris Hogan WR Mike Evans WR Adam Humphries QB Jameis Winston RB Todd Gurley II FLEX Leonard Fournette,,,
673,852025638,kiztulance09,0,136.46,DST Dolphins  FLEX Frank Gore WR Danny Amendola WR Dez Bryant RB LeGarrette Blount RB Le'Veon Bell TE Austin Seferian-Jenkins WR Mike Evans QB Jameis Winston,,,
673,852830687,Foxvfx,0,136.46,FLEX Kareem Hunt DST Bills  TE Ed Dickson WR Jaron Brown RB James White WR Keenan Allen WR Mike Evans QB Jameis Winston RB Aaron Jones,,,
673,854235417,Sammytheace,0,136.46,DST Titans  RB Frank Gore FLEX Danny Amendola WR DeSean Jackson RB Le'Veon Bell TE Cameron Brate WR Chris Hogan WR DeVante Parker QB Jameis Winston,,,
676,853459722,JBags123,0,136.44,DST Bills  WR Jordy Nelson WR Dez Bryant RB Andre Ellington TE Cameron Brate WR Jarvis Landry QB Dak Prescott FLEX Jesse James RB Ezekiel Elliott,,,
677,853420281,micahmbg,0,136.42,FLEX Travis Kelce RB Jerick McKinnon DST Cardinals  QB Tom Brady WR Danny Amendola RB Le'Veon Bell WR Odell Beckham Jr. TE Tyler Kroft WR Adam Humphries,,,
677,854043338,Zack141414,0,136.42,DST Panthers  QB Tom Brady FLEX Danny Amendola RB Bilal Powell WR T.Y. Hilton WR Chris Hogan WR Mike Evans TE Jesse James RB Aaron Jones,,,
679,850967036,tubulence,0,136.36,DST Eagles  WR DeSean Jackson WR T.Y. Hilton RB Ameer Abdullah TE Austin Seferian-Jenkins WR Mike Evans QB Jameis Winston RB Todd Gurley II FLEX Aaron Jones,,,
679,853565576,AlexElkins,0,136.36,FLEX Lamar Miller DST Dolphins  QB Josh McCown WR Jeremy Maclin WR T.Y. Hilton RB Le'Veon Bell RB Jay Ajayi TE Austin Seferian-Jenkins WR Mike Evans,,,
679,853825588,Captain_Matt,0,136.36,WR DeAndre Hopkins FLEX Kyle Rudolph DST Vikings  RB Marshawn Lynch RB Le'Veon Bell WR Mike Evans QB Jameis Winston TE David Njoku WR JuJu Smith-Schuster,,,
679,854231206,TeezyQiii,0,136.36,DST Jets  WR Jordy Nelson RB Andre Ellington TE Cameron Brate WR Chris Hogan WR Mike Evans QB Jameis Winston RB Duke Johnson Jr. FLEX Christian McCaffrey,,,
683,854086292,jwsimm,0,136.34,QB Deshaun Watson WR DeAndre Hopkins RB Kareem Hunt TE Travis Kelce WR Kendall Wright DST Jets  FLEX Jonathan Stewart RB Bilal Powell WR Jaron Brown,,,
684,852879900,PigskinABlanket,0,136.26,DST Chiefs  FLEX Dez Bryant WR Aldrick Robinson RB Andre Ellington WR T.Y. Hilton RB Le'Veon Bell TE Austin Seferian-Jenkins WR Mike Evans QB Jameis Winston,,,
684,853373339,Naplover,0,136.26,WR DeAndre Hopkins WR Will Fuller V DST Lions  TE Delanie Walker WR Danny Amendola FLEX Le'Veon Bell RB J.D. McKissic QB Jameis Winston RB Duke Johnson Jr.,,,
684,853713622,Cfhno2,0,136.26,RB Lamar Miller TE Travis Kelce DST Eagles  WR Dez Bryant WR Pierre Garcon FLEX Cameron Brate WR Mike Evans QB Jameis Winston RB Christian McCaffrey,,,
684,853964277,mvabuster,0,136.26,DST Chiefs  RB Frank Gore WR Jordy Nelson WR Golden Tate WR T.Y. Hilton TE Austin Seferian-Jenkins QB Jameis Winston RB Ezekiel Elliott FLEX Wayne Gallman,,,
688,854350184,Paul1127,0,136.24,DST Titans  QB Carson Palmer WR Aldrick Robinson RB Le'Veon Bell TE Cameron Brate WR Chris Hogan RB Ameer Abdullah WR Mike Evans FLEX Melvin Gordon,,,
689,853342464,cwyatt3111,0,136.22,DST Bills  QB Tom Brady FLEX Antonio Gates WR DeSean Jackson WR Dez Bryant RB Le'Veon Bell TE Cameron Brate RB James White WR Chris Hogan,,,
690,853750597,tydy1098,0,136.14,QB Deshaun Watson WR Will Fuller V DST Bills  RB Frank Gore FLEX Jordy Nelson WR Danny Amendola RB Le'Veon Bell WR Jarvis Landry TE Evan Engram,,,
691,854147591,webby420,0,136.12,DST Ravens  QB Tom Brady WR DeSean Jackson RB Doug Martin RB Mike Gillislee TE Cameron Brate WR Chris Hogan WR Brandin Cooks FLEX Christian McCaffrey,,,
692,852677666,jrquinto,0,136.06,WR Will Fuller V DST Bills  FLEX Frank Gore WR DeSean Jackson RB Le'Veon Bell TE Cameron Brate WR Sterling Shepard QB Jameis Winston RB Ezekiel Elliott,,,
692,853396988,broncos484,0,136.06,DST Bills  WR Dez Bryant FLEX Andre Ellington RB Carlos Hyde WR Chris Hogan TE Austin Seferian-Jenkins WR DeVante Parker QB Jameis Winston RB Leonard Fournette,,,
692,853667178,zjherb,0,136.06,WR Will Fuller V DST Vikings  WR Golden Tate RB Le'Veon Bell TE Austin Seferian-Jenkins WR DeVante Parker RB Melvin Gordon QB Jameis Winston FLEX Alex Collins,,,
692,853729478,Cooper.1651,0,136.06,RB Lamar Miller WR DeAndre Hopkins RB Kareem Hunt WR Kendall Wright DST Dolphins  TE Delanie Walker FLEX Austin Seferian-Jenkins WR Mike Evans QB Jameis Winston,,,
696,852322077,yaz1187,0,136.02,WR DeAndre Hopkins WR Will Fuller V DST Chargers  WR Larry Fitzgerald QB Russell Wilson RB Carlos Hyde TE Cameron Brate FLEX Evan Engram RB Leonard Fournette,,,
696,853709985,winningtoday,0,136.02,WR Tyreek Hill RB Jordan Howard TE Kyle Rudolph DST Cardinals  QB Philip Rivers WR DeSean Jackson WR A.J. Green FLEX Jeremy Hill RB Ezekiel Elliott,,,
698,853425390,FinFan4life,0,135.96,WR Will Fuller V QB Alex Smith RB Kareem Hunt FLEX Tarik Cohen DST Dolphins  TE Charles Clay RB Bilal Powell WR Jarvis Landry WR Devin Funchess,,,
698,854359401,RealDeal213,0,135.96,DST Bills  WR Jordy Nelson FLEX Marshawn Lynch WR Pierre Garcon WR T.Y. Hilton TE Austin Seferian-Jenkins QB Jacoby Brissett RB Duke Johnson Jr. RB Todd Gurley II,,,
698,851831782,outfortheseason,0,135.96,DST Jets  WR Dez Bryant FLEX Andre Ellington WR Jaron Brown TE Austin Seferian-Jenkins WR Mike Evans RB Melvin Gordon QB Jameis Winston RB Todd Gurley II,,,
698,853515634,colbyhornet,0,135.96,DST Cowboys  WR Dez Bryant WR T.Y. Hilton RB Le'Veon Bell TE Austin Seferian-Jenkins WR Adam Humphries QB Jameis Winston RB Duke Johnson Jr. FLEX Todd Gurley II,,,
698,853713534,gagecade,0,135.96,QB Alex Smith FLEX Kareem Hunt DST Cardinals  TE Charles Clay RB Eddie Lacy WR Allen Hurns WR Brandin Cooks WR Davante Adams RB Leonard Fournette,,,
