Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,%Drafted,FPTS
112,853406038,thedlmatt,0,83.64001,TE Zach Miller DST Vikings  QB Aaron Rodgers WR Jordy Nelson FLEX Jaron Brown RB Carlos Hyde WR Paul Richardson WR Adam Humphries RB Todd Gurley II,,Alex Smith,0.88%,29.86
113,853479915,banersumit,0,74.14,DST Chiefs  WR Stefon Diggs RB Frank Gore WR Dez Bryant QB Tyrod Taylor WR Keenan Allen RB Ameer Abdullah FLEX Mike Evans TE Evan Engram,,Tyreek Hill,0.88%,16.8
114,853415607,ejupsem,0,66.75999,RB Lamar Miller DST Bengals  WR Randall Cobb FLEX Carlos Hyde WR Adam Humphries WR DeVante Parker QB Jameis Winston RB Todd Gurley II TE Evan Engram,,Travis Kelce,0.88%,17.8
,,,,,,,Philip Rivers,0.88%,21.82
,,,,,,,Kendall Wright,0.88%,8.6
,,,,,,,Buccaneers ,0.88%,8
,,,,,,,Jimmy Graham,0.88%,15.7
,,,,,,,Jason Witten,0.88%,13.1
,,,,,,,Cole Beasley,0.88%,18.3
,,,,,,,Odell Beckham Jr.,0.88%,21.5
,,,,,,,Tyrell Williams,0.88%,3.2
,,,,,,,Deshaun Watson,0.88%,35.54
,,,,,,,Seahawks ,0.88%,16
,,,,,,,Benjamin Watson,0.88%,2.2
